IRI,label,displayOrder,variable,dataFile,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType
http://purl.obolibrary.org/obo/EUPATH_0011107,Daily phytate (mg),5,diet::sumphytate | 8sites_diet5y::sumphytate,diet | 8sites_diet5y,"Sum of phytate in mg for this day of food recall. Quantitative dietary intake based on 24hr food recall was assessed on a monthly basis from 9-24 months of age, with an optional extension up to 60 months of age.",Observation,Nutrient intake,http://purl.obolibrary.org/obo/EUPATH_0011740,Sum of phytate in mg for this day of food recall. Source=Calculated.,0 to 8384.042,variable
http://purl.obolibrary.org/obo/EUPATH_0011111,Daily sugars (g),4,diet::sumsucs | 8sites_diet5y::sumsucs,diet | 8sites_diet5y,"Sum of sugars in grams for this day of food recall. Quantitative dietary intake based on 24hr food recall was assessed on a monthly basis from 9-24 months of age, with an optional extension up to 60 months of age.",Observation,Nutrient intake,http://purl.obolibrary.org/obo/EUPATH_0011740,Sum of sugars in grams for this day of food recall. Source=Calculated.,0 to 556.3420582,variable
http://purl.obolibrary.org/obo/EUPATH_0011783,Fat,7,,,,Observation,Nutrient intake,http://purl.obolibrary.org/obo/EUPATH_0011740,NA,NA,category
http://purl.obolibrary.org/obo/EUPATH_0011801,Minerals,10,,,,Observation,Nutrient intake,http://purl.obolibrary.org/obo/EUPATH_0011740,NA,NA,category
http://purl.obolibrary.org/obo/EUPATH_0011813,Phytate ratios,11,,,,Observation,Nutrient intake,http://purl.obolibrary.org/obo/EUPATH_0011740,NA,NA,category
http://purl.obolibrary.org/obo/EUPATH_0011739,Proteins,8,,,,Observation,Nutrient intake,http://purl.obolibrary.org/obo/EUPATH_0011740,NA,NA,category
http://purl.obolibrary.org/obo/EUPATH_0011743,Vitamins,9,,,,Observation,Nutrient intake,http://purl.obolibrary.org/obo/EUPATH_0011740,NA,NA,category
http://www.enpadasi.eu/ontology/release/v1/ons/ONS_0000106,24hr food recall,11,,,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,NA,NA,category
http://purl.obolibrary.org/obo/EUPATH_0011756,ALRI episodes,6,,,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,NA,NA,category
http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),1,tac::agedays | fsq::agedays | rearrangedVax::agedays | mpo_neo_ala::agedays | micro_x::agedays | illnessfull::age | vax_and_titer_wdates::agedays | mn_blood::agedays | diet::agedays | tac_60m_updated::agedays | 8sites_diet5y::agedays | mn_iar::agedays | lmz::agedays | bf2::agedays | zscores_all::agedays | whocoreallsites::agedays | wami_0_5y::agedays,diet | 8sites_diet5y | mn_blood | wami_0_5y | mn_iar | mpo_neo_ala | fsq | tac | zscores_all | bf2 | rearrangedVax | vax_and_titer_wdates | whocoreallsites | lmz | micro_x | tac_60m_updated | illnessfull,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,"age in days..BRF | Age in days at assessment date. Source=FRQ/FSQ/BRF/UCF/SRF/FSE/MOA. .. | Age in days (date-dob), calculated | Age in days. calculated | ucfdate-dob",,"variable, derived"
http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,3,,,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,NA,NA,category
http://purl.obolibrary.org/obo/EUPATH_0011730,Breastfeeding,9,,,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,NA,NA,category
http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,15,,,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,NA,NA,category
http://purl.obolibrary.org/obo/EUPATH_0010519,"Diarrhea, ALRI, fever, or vomiting present",4,illnessfull::ill,illnessfull,"Whether diarrhea episode, cough, fever, or vomiting were present on that day of observation. Surveillance was conducted twice weekly for up to 3 years of age to assess illness on all days since the last surveillance visit.",Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,"Illness variable indicates whether diarrhea episode, cough, fever, or vomiting was present on that day. (1 if dprev3==1, safcough==1, saffev==1, safvom==1),calculated, illness categorization | Illness variable indicates whether diarrhea episode, ALRI episode, fever, or vomiting was present on that day. (1 if dprev3==1, aprev3==1, saffev==1, safvom==1) . From illness dataset. Source=illnessfull.csv. 1=yes;0=no",,variable
http://purl.obolibrary.org/obo/EUPATH_0010016,Diarrheal episodes,5,,,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,NA,NA,category
http://purl.obolibrary.org/obo/EUPATH_0011732,Diet,10,,,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,NA,NA,category
http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,16,,,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,NA,NA,category
http://purl.obolibrary.org/obo/EUPATH_0021098,Immediate clinical history,14,,,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,NA,NA,category
http://purl.obolibrary.org/obo/EUPATH_0010947,Immunization and prevention,8,,,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,NA,NA,category
http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,2,,,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,NA,NA,category
http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination,13,,,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,NA,NA,category
http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,12,,,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,NA,NA,category
http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,17,,,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,NA,NA,category
http://purl.obolibrary.org/obo/EUPATH_0011921,24hr food recall survey conducted in target window,14,8sites_diet5y::window | diet::window,diet | 8sites_diet5y,"Whether the Quantitative dietary intake survey was collected within a -2 to +15 day target window from the birthdate anniversary. Quantitative dietary intake based on 24hr food recall was assessed on a monthly basis from 9-24 months of age, with an optional extension up to 60 months of age.",Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,"Assessment is conducted in target window, extened window, out of window. Source=FRQ. out of window = 0, in target window = 1, in extended window = 2",0 to 2,variable
http://purl.obolibrary.org/obo/EUPATH_0010438,Anthropometry assessed in target window,11,zscores_all::window,zscores_all,"Whether anthropometry was assessed within a +/- 2 day target window or within a 7 day extended window. Anthropometry was assessed on a monthly basis up to and including 36m of age, and subsequently every 3 months up to and including 60m of age.",Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,"0 - out of window, 1 - in target window, 2 - in extended window. calculated",0 to 2,variable
http://purl.obolibrary.org/obo/EUPATH_0000743,Cumulative days of illness surveillance,3,illnessfull::csumsurv,illnessfull,Cumulative sum of days where illness surveillance data was recorded for the participant. Surveillance was conducted twice weekly for up to 3 years of age to assess illness on all days since the last surveillance visit.,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,Cumulative sum of days followed (with surveillance data). Calculated. General surveillance data,0 to 1156,variable
http://purl.obolibrary.org/obo/EUPATH_0011926,Diet diversity survey conducted in target window,13,whocoreallsites::window,whocoreallsites,Whether the qualitative dietary diversity survey was collected within a +/- 2 day target window or within a 7 day extended window. Qualitative dietary diversity was assessed on a monthly basis up to and including 8 months of age.,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,"Assessment is conducted in target window, extened window, out of window. Source=FRQ. out of window = 0, in target window = 1, in extended window = 2",0 to 2,variable
http://purl.obolibrary.org/obo/EUPATH_0011927,Illness surveillance data present today,2,illnessfull::visit,illnessfull,Whether symptom data was available for this day of observation. Surveillance was conducted twice weekly for up to 3 years of age to assess illness on all days since the last surveillance visit.,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,"0 if no symptom data are available for this day (missing) and 1 if symptom data are available, calculated",", 0, 1",variable
http://purl.obolibrary.org/obo/EUPATH_0004991,Observation date,1,bf2::date | mn_iar::datecol | tac_60m_updated::date | rearrangedVax::date | mpo_neo_ala::srfdate | vax_and_titer_wdates::datecol | 8sites_diet5y::frcdate | fsq::fsqdate | tac::date | diet::frqdate | lmz::ucfdate | whocoreallsites::moadate | illnessfull::date | micro_x::srfdate | zscores_all::date | mn_blood::datecol | wami_0_5y::fsedate,diet | 8sites_diet5y | mn_blood | wami_0_5y | mn_iar | mpo_neo_ala | fsq | tac | zscores_all | bf2 | rearrangedVax | vax_and_titer_wdates | whocoreallsites | lmz | micro_x | tac_60m_updated | illnessfull,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,"blood collection date. YYYY-mm-dd (date format may change depending on program used to open dataset).BCH/BRF | Date. CAF/MOA/MOB/MOC/AVF | Date, SAF",,"variable, derived"
http://purl.obolibrary.org/obo/EUPATH_0011911,Target month for 24hr food recall survey,7,diet::target_month | 8sites_diet5y::target_month,diet | 8sites_diet5y,"Quantitative dietary intake based on 24hr food recall was assessed on a monthly basis from 9-24 months of age, with an optional extension up to 60 months of age.",Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,Target/scheduled month. Source=FRQ/FSQ/BRF/UCF/SRF/FSE/MOA.,-1 to 36,variable
http://purl.obolibrary.org/obo/EUPATH_0011917,Target month for diet diversity survey,6,whocoreallsites::target_month,whocoreallsites,Qualitative dietary diversity was assessed on a monthly basis up to and including 8 months of age.,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,Target/scheduled month. Source=FRQ/FSQ/BRF/UCF/SRF/FSE/MOA.,1 to 8,variable
http://purl.obolibrary.org/obo/EUPATH_0010540,"Indrawing, fieldworker assessment",4,illnessfull::safind,illnessfull,Whether the field worker determined that the participant was experiencing inward movement of the lower chest wall when breathing. The field worker observed the participant for indrawing during the surveillance visit if the mother reported that the participant experienced coughing or shortness of breath yesterday. Surveillance was conducted twice weekly for up to 3 years of age.,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,"Field worker observation of indrawing, 1=yes, 0=no, original SAF data",", 0, 1",variable
http://purl.obolibrary.org/obo/CMO_0000289,Respiratory rate (breaths/min),2,illnessfull::safrr1,illnessfull,Respiratory rate measurement #1 (breaths/min). The field worker measured the participant's respiratory rate during the surveillance visit if the mother reported that the participant experienced coughing or shortness of breath yesterday. Surveillance was conducted twice weekly for up to 3 years of age.,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,"Respiratory rate #1 0-99, original SAF data",>10 unique values,variable
http://purl.obolibrary.org/obo/EUPATH_0010097,"Respiratory rate (breaths/min), 2nd",3,illnessfull::safrr2,illnessfull,Respiratory rate measurement #2 (breaths/min). The field worker measured the participant's respiratory rate during the surveillance visit if the mother reported that the participant experienced coughing or shortness of breath yesterday. Surveillance was conducted twice weekly for up to 3 years of age.,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,"Respiratory rate #2 0-99, original SAF data",>10 unique values,variable
http://purl.obolibrary.org/obo/EUPATH_0000110,Temperature (C),1,illnessfull::saftemp,illnessfull,"The participant's temperature (in Celsius). The field worker measured the participant's temperature during the surveillance visit if the mother reported that the participant had a fever yesterday. If their temperature was above 39C, the participant was referred to the nearest health center for assessment and treatment. Surveillance was conducted twice weekly for up to 3 years of age.",Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,"temperature (oC) as measured by fieldworker, 0-99.9 C, original SAF data",>10 unique values,variable
http://purl.obolibrary.org/obo/EUPATH_0011054,Calcium phytate to zinc ratio,1,8sites_diet5y::caphy_zn_ratio | diet::caphy_zn_ratio,diet | 8sites_diet5y,"Calcium phytate to zinc ratio of the diet for this day of food recall. Quantitative dietary intake based on 24hr food recall was assessed on a monthly basis from 9-24 months of age, with an optional extension up to 60 months of age.",Observation,Phytate ratios,http://purl.obolibrary.org/obo/EUPATH_0011813,calcium phytate to zinc ratio of the diet. Source=Calculated.,>10 unique values,variable
http://purl.obolibrary.org/obo/EUPATH_0011068,Phytate to calcium ratio,2,8sites_diet5y::phy_ca_ratio | diet::phy_ca_ratio,diet | 8sites_diet5y,"Phytate to calcium ratio of the diet for this day of food recall. Quantitative dietary intake based on 24hr food recall was assessed on a monthly basis from 9-24 months of age, with an optional extension up to 60 months of age.",Observation,Phytate ratios,http://purl.obolibrary.org/obo/EUPATH_0011813,phytate to calcium ratio of the diet. Source=Calculated.,>10 unique values,variable
http://purl.obolibrary.org/obo/EUPATH_0011069,Phytate to iron ratio,3,8sites_diet5y::phy_fe_ratio | diet::phy_fe_ratio,diet | 8sites_diet5y,"Phytate to iron ratio of the diet for this day of food recall. Quantitative dietary intake based on 24hr food recall was assessed on a monthly basis from 9-24 months of age, with an optional extension up to 60 months of age.",Observation,Phytate ratios,http://purl.obolibrary.org/obo/EUPATH_0011813,phytate to iron ratio of the diet. Source=Calculated.,>10 unique values,variable
http://purl.obolibrary.org/obo/EUPATH_0011070,Phytate to zinc ratio,4,8sites_diet5y::phy_zn_ratio | diet::phy_zn_ratio,diet | 8sites_diet5y,"Phytate to zinc ratio of the diet for this day of food recall. Quantitative dietary intake based on 24hr food recall was assessed on a monthly basis from 9-24 months of age, with an optional extension up to 60 months of age.",Observation,Phytate ratios,http://purl.obolibrary.org/obo/EUPATH_0011813,phytate to zinc ratio of the diet. Source=Calculated.,>10 unique values,variable
http://purl.obolibrary.org/obo/EUPATH_0011108,Daily protein from all sources (g),1,diet::sumpro | 8sites_diet5y::sumpro,diet | 8sites_diet5y,"Sum of protein in grams for this day of food recall. Quantitative dietary intake based on 24hr food recall was assessed on a monthly basis from 9-24 months of age, with an optional extension up to 60 months of age.",Observation,Proteins,http://purl.obolibrary.org/obo/EUPATH_0011739,Sum of protein in grams for this day of food recall. Source=Calculated.,0 to 188.2342,variable
http://purl.obolibrary.org/obo/EUPATH_0011083,Daily protein from animal sources (g),2,diet::sumapro | 8sites_diet5y::sumapro,diet | 8sites_diet5y,"Sum of animal protein in grams for this day of food recall. Quantitative dietary intake based on 24hr food recall was assessed on a monthly basis from 9-24 months of age, with an optional extension up to 60 months of age.",Observation,Proteins,http://purl.obolibrary.org/obo/EUPATH_0011739,Sum of animal protein in grams for this day of food recall. Source=Calculated.,0 to 171.8512,variable
http://purl.obolibrary.org/obo/EUPATH_0011100,"Daily protein from meat, poultry, fish (g)",3,8sites_diet5y::summfppro | diet::summfppro,diet | 8sites_diet5y,"Sum of protein in grams from meat, fish, and poultry for this day of food recall. Quantitative dietary intake based on 24hr food recall was assessed on a monthly basis from 9-24 months of age, with an optional extension up to 60 months of age.",Observation,Proteins,http://purl.obolibrary.org/obo/EUPATH_0011739,"sum of protein from meat, fish poultry for this day of food recall. Source=Calculated.",0 to 143.548,variable
http://purl.obolibrary.org/obo/EUPATH_0010487,Blood in stool at episode,5,illnessfull::maxb,illnessfull,Whether blood in stool was reported at any time during this diarrheal episode. Surveillance was conducted twice weekly for up to 3 years of age to assess illness on all days since the last surveillance visit.,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,"1 if blood was reported by the mother at any time during this episode (safblood==1), 0 if no blood was reported during episode. Calculated. Diarrhea episode characteristics. | Blood reported during the diarrhea episode. From illness dataset. Source=illnessfull.csv. 1 if blood was reported by the mother at any time during this episode (safblood==1), 0 if no blood was reported during episode",,variable
http://purl.obolibrary.org/obo/EUPATH_0010489,Days with decreased appetite at episode,9,illnessfull::sumsafint,illnessfull,Total number of days with decreased appetite during this diarrheal episode. Surveillance was conducted twice weekly for up to 3 years of age to assess illness on all days since the last surveillance visit.,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Total number of days with decreased appetite during episode. Calculated. Diarrhea episode characteristics.,>10 unique values,variable
http://purl.obolibrary.org/obo/EUPATH_0010486,Days with vomiting at episode,6,micro_x::sumvom | illnessfull::sumvom,micro_x | illnessfull,Sum of days with vomiting during this diarrheal episode. Surveillance was conducted twice weekly for up to 3 years of age to assess illness on all days since the last surveillance visit.,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Sum of days with vomiting during diarrhea episode. Calculated. Diarrhea episode characteristics. | Sum of days with vomiting during diarrhea episode. From illness dataset. Source=illnessfull.csv. ##,>10 unique values,variable
http://purl.obolibrary.org/obo/EUPATH_0010488,Decreased appetite at episode,7,illnessfull::maxsafint,illnessfull,Whether the participant's appetite was normal during this diarrheal episode. Surveillance was conducted twice weekly for up to 3 years of age to assess illness on all days since the last surveillance visit.,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,"0 if appetite was normal during episode, 1 if mother reported 'less than normal' appetite. Calculated. Diarrhea episode characteristics.",", 0, 1",variable
http://purl.obolibrary.org/obo/EUPATH_0010493,Fever at episode,1,illnessfull::maxfever | micro_x::maxfever,micro_x | illnessfull,Whether the participant had a fever during this diarrheal episode. Surveillance was conducted twice weekly for up to 3 years of age to assess illness on all days since the last surveillance visit.,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,"Fever reported during the diarrhea episode. From illness dataset. Source=illnessfull.csv. 0 if no fever was reported during episode, 1 if mother reported fever | 0 if no fever was reported during episode, 1 if mother reported fever. Calculated. Diarrhea episode characteristics.",", 0, 1",variable
http://purl.obolibrary.org/obo/EUPATH_0010492,"Fever at episode, max temp (C)",3,illnessfull::maxtemp,illnessfull,Maximum temperature (Celsius) during this diarrheal episode. Surveillance was conducted twice weekly for up to 3 years of age to assess illness on all days since the last surveillance visit.,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Maximum temperature during diarrheal episode. Calculated. Diarrhea episode characteristics.,>10 unique values,variable
http://purl.obolibrary.org/obo/EUPATH_0010494,"Fever at episode, more than 37.5C",2,illnessfull::fever | micro_x::fever,micro_x | illnessfull,Whether the maximum temperature (Celsius) reported during this diarrheal episode was <37.5 (the Integrated Management of Childhood Illness (IMCI) fever definition). Surveillance was conducted twice weekly for up to 3 years of age to assess illness on all days since the last surveillance visit.,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,"0 if maximum temperature reported during episode was <37.5, 1 if temperature >37.5 was reported during episode (IMCI fever definintion). Calculated. Diarrhea episode characteristics. | Maximum fever during a diarrhea episode. From illness dataset. Source=illnessfull.csv. 0 if maximum temperature reported during episode was <37.5, 1 if temperature >37.5 was reported during episode (imci fever definition)",", 0, 1",variable
http://purl.obolibrary.org/obo/EUPATH_0010491,Max dehydration level at episode,8,micro_x::maxdehyd,micro_x,Maximum dehydration level during this diarrheal episode. Surveillance was conducted twice weekly for up to 3 years of age to assess illness on all days since the last surveillance visit.,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,"Maximum severity of dehydration during diarrhea episode. From illness dataset. Source=illnessfull.csv. 1=some dehydration, 2=severe dehydration",", 0, 1, 2",variable
http://purl.obolibrary.org/obo/EUPATH_0011878,Symptoms by caregiver report,10,,,,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,NA,NA,category
http://purl.obolibrary.org/obo/EUPATH_0011628,Animal proteins (including grains and roots),19,whocoreallsites::grainroot_whocore,whocoreallsites,Whether the participant consumed any animal proteins (including grains and roots) yesterday. Qualitative dietary diversity was assessed on a monthly basis up to and including 8 months of age.,Observation,Solids for consumption,http://purl.obolibrary.org/obo/FOODON_03430151,0/1; Consumption of animal proteins (includes grains and roots). Source=calculated.,0 to 1,variable
http://purl.obolibrary.org/obo/EUPATH_0011623,"Animal proteins (meat, eggs, fish)",18,whocoreallsites::animalpro,whocoreallsites,"Whether the participant consumed any animal proteins (including meat, egg, and fish) yesterday. Qualitative dietary diversity was assessed on a monthly basis up to and including 8 months of age.",Observation,Solids for consumption,http://purl.obolibrary.org/obo/FOODON_03430151,"0/1; Consumption of animal proteins (includes meat, egg, and fish). Source=calculated.",0 to 1,variable
http://purl.obolibrary.org/obo/EUPATH_0011627,"Animal proteins (meat, organ meat, fish)",17,whocoreallsites::flesh_whocore,whocoreallsites,"Whether the participant consumed any animal proteins (including meat, organ meat, and fish) yesterday. Qualitative dietary diversity was assessed on a monthly basis up to and including 8 months of age.",Observation,Solids for consumption,http://purl.obolibrary.org/obo/FOODON_03430151,"0/1; Consumption of animal proteins (includes meat, organ meat, and fish). Source=calculated.",0 to 1,variable
http://purl.obolibrary.org/obo/EUPATH_0011629,Complementary food introduction,1,whocoreallsites::introcomp_whocore,whocoreallsites,"Whether participants 6-8 months of age had been introduced to complimentary foods (any solid, semi-solid,or soft foods) as of yesterday. Qualitative dietary diversity was assessed on a monthly basis up to and including 8 months of age.",Observation,Solids for consumption,http://purl.obolibrary.org/obo/FOODON_03430151,"o/1; Introducion of complementary foods** Infants 6–8 months of age who received solid, semi-solid or soft foods during the previous day / Infants 6–8 months of age. Source=calculated.",", 0, 1",variable
http://purl.obolibrary.org/obo/EUPATH_0011649,Dairy,7,whocoreallsites::moadai,whocoreallsites,"Whether the participant consumed any cheese, yogurt or other dairy products yesterday. Qualitative dietary diversity was assessed on a monthly basis up to and including 8 months of age.",Observation,Solids for consumption,http://purl.obolibrary.org/obo/FOODON_03430151,"0/1; Consumption of cheese, yogurt or other dairy products?. Source=MOA.",", 0, 1",variable
http://purl.obolibrary.org/obo/EUPATH_0011668,Dark green leafy vegetables,11,whocoreallsites::moaspi,whocoreallsites,Whether the participant consumed any dark green leafy vegetables such as spinach yesterday. Qualitative dietary diversity was assessed on a monthly basis up to and including 8 months of age.,Observation,Solids for consumption,http://purl.obolibrary.org/obo/FOODON_03430151,0/1; Consumption of any dark green leafy vegetables such as spinach?. Source=MOA.,", 0, 1",variable
http://purl.obolibrary.org/obo/EUPATH_0011630,"Dark green leafy vegetables, organ meat, any meat",27,whocoreallsites::iron1_whocore,whocoreallsites,"Whether the participant consumed any iron-rich or iron-fortified foods (including dark green leafy vegetables, organ meat and any meat) yesterday. Qualitative dietary diversity was assessed on a monthly basis up to and including 8 months of age.",Observation,Solids for consumption,http://purl.obolibrary.org/obo/FOODON_03430151,"0/1; 1 if consumption of iron-rich or iron-fortified foods, Version 1 with dark green leafy vegetables, organ meat and any meat. . Source=calculated.",0 to 1,variable
http://purl.obolibrary.org/obo/EUPATH_0011632,"Dark green leafy vegetables, organ meat, any meat, eggs",26,whocoreallsites::iron2_whocore,whocoreallsites,"Whether the participant consumed any iron-rich or iron-fortified foods (including dark green leafy vegetables, organ meat, any meat, and eggs yesterday. Qualitative dietary diversity was assessed on a monthly basis up to and including 8 months of age.",Observation,Solids for consumption,http://purl.obolibrary.org/obo/FOODON_03430151,"0/1; 1 if consumption  of iron-rich or iron-fortified foods, Version 2 with dark green leafy vegetables, organ meat, any meat, and eggs. . Source=calculated.",0 to 1,variable
http://purl.obolibrary.org/obo/EUPATH_0011636,"Dark green leafy vegetables, organ meat, any meat, eggs, fish",24,whocoreallsites::iron4_whocore,whocoreallsites,"Whether the participant consumed any iron-rich or iron-fortified foods (including dark green leafy vegetables, organ meat, any meat, eggs and fish) yesterday. Qualitative dietary diversity was assessed on a monthly basis up to and including 8 months of age.",Observation,Solids for consumption,http://purl.obolibrary.org/obo/FOODON_03430151,"0/1; 1 if consumption of iron-rich or iron-fortified foods, Version 4  with dark green leafy vegetables, organ meat, any meat, eggs and fish.. Source=calculated.",0 to 1,variable
http://purl.obolibrary.org/obo/EUPATH_0011634,"Dark green leafy vegetables, organ meat, any meat, fish",25,whocoreallsites::iron3_whocore,whocoreallsites,"Whether the participant consumed any iron-rich or iron-fortified foods (including dark green leafy vegetables, organ meat, any meat, and fish) yesterday. Qualitative dietary diversity was assessed on a monthly basis up to and including 8 months of age.",Observation,Solids for consumption,http://purl.obolibrary.org/obo/FOODON_03430151,"0/1; 1 if consumption  of iron-rich or iron-fortified foods, Version 3 with dark green leafy vegetables, organ meat, any meat, and fish. . Source=calculated.",0 to 1,variable
http://purl.obolibrary.org/obo/EUPATH_0011651,Eggs,6,whocoreallsites::moaegg,whocoreallsites,Whether the participant consumed any eggs yesterday. Qualitative dietary diversity was assessed on a monthly basis up to and including 8 months of age.,Observation,Solids for consumption,http://purl.obolibrary.org/obo/FOODON_03430151,0/1; Consumption of eggs. Source=MOA.,", 0, 1",variable
http://purl.obolibrary.org/obo/EUPATH_0011653,Fish or shellfish,5,whocoreallsites::moafish,whocoreallsites,Whether the participant consumed any fresh or dried fish or shellfish yesterday. Qualitative dietary diversity was assessed on a monthly basis up to and including 8 months of age.,Observation,Solids for consumption,http://purl.obolibrary.org/obo/FOODON_03430151,0/1; Consumption of fresh or dried fish or shellfish?. Source=MOA.,", 0, 1",variable
http://purl.obolibrary.org/obo/EUPATH_0011659,Grains,9,whocoreallsites::moagrain,whocoreallsites,"Whether the participant consumed any rice, porridge, bread, noodles or other foods made from grains yesterday. Qualitative dietary diversity was assessed on a monthly basis up to and including 8 months of age.",Observation,Solids for consumption,http://purl.obolibrary.org/obo/FOODON_03430151,"0/1; Consumption of rice, porridge, bread, noodles or other foods made from grains?. Source=MOA.",", 0, 1",variable
http://purl.obolibrary.org/obo/EUPATH_0011644,Legumes,8,whocoreallsites::moabean,whocoreallsites,"Whether the participant consumed any foods made with beans, lentils, peas, corn, ground nuts yesterday. Qualitative dietary diversity was assessed on a monthly basis up to and including 8 months of age.",Observation,Solids for consumption,http://purl.obolibrary.org/obo/FOODON_03430151,"0/1; Consumption of foods made with beans, lentils, peas, corn, ground nuts?. Source=MOA.",", 0, 1",variable
http://purl.obolibrary.org/obo/EUPATH_0011661,Meat,3,whocoreallsites::moameat,whocoreallsites,"Whether the participant consumed any meat (chicken, beef, lamb, goat, duck, or others) yesterday. Qualitative dietary diversity was assessed on a monthly basis up to and including 8 months of age.",Observation,Solids for consumption,http://purl.obolibrary.org/obo/FOODON_03430151,"0/1; Consumption of any meat, such as chicken, beef, lamb, goat, duck (others)?. Source=MOA.",", 0, 1",variable
http://purl.obolibrary.org/obo/EUPATH_0011631,"Organ meat, any meat",23,whocoreallsites::iron1a_whocore,whocoreallsites,Whether the participant consumed any iron-rich or iron-fortified foods (including organ meat and any meat) yesterday. Qualitative dietary diversity was assessed on a monthly basis up to and including 8 months of age.,Observation,Solids for consumption,http://purl.obolibrary.org/obo/FOODON_03430151,"0/1; 1 if consumption of iron-rich or iron-fortified foods, Version 1a with organ meat and any meat. . Source=calculated.",0 to 1,variable
http://purl.obolibrary.org/obo/EUPATH_0011633,"Organ meat, any meat, eggs",22,whocoreallsites::iron2a_whocore,whocoreallsites,"Whether the participant consumed any iron-rich or iron-fortified foods (including organ meat, any meat, and eggs) yesterday. Qualitative dietary diversity was assessed on a monthly basis up to and including 8 months of age.",Observation,Solids for consumption,http://purl.obolibrary.org/obo/FOODON_03430151,"0/1; 1 if consumption  of iron-rich or iron-fortified foods, Version 2a with organ meat, any meat, and eggs. . Source=calculated.",0 to 1,variable
http://purl.obolibrary.org/obo/EUPATH_0011637,"Organ meat, any meat, eggs, fish",20,whocoreallsites::iron4a_whocore,whocoreallsites,"Whether the participant consumed any iron-rich or iron-fortified foods (including organ meat, any meat, eggs and fish) yesterday. Qualitative dietary diversity was assessed on a monthly basis up to and including 8 months of age.",Observation,Solids for consumption,http://purl.obolibrary.org/obo/FOODON_03430151,"0/1; 1 if consumption of iron-rich or iron-fortified foods, Version 4a  organ meat, any meat, eggs and fish.. Source=calculated.",0 to 1,variable
