overallOrder,variable,dataFile,dataSet,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,multifilter,notesForOnt
173,meadoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011306,Total measles vaccine doses,,Participant,Aggregated vaccination data,http://purl.obolibrary.org/obo/EUPATH_0011471,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
82,mendoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011316,Total meningitis vaccine doses,,Participant,Aggregated vaccination data,http://purl.obolibrary.org/obo/EUPATH_0011471,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
186,mmrdoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011323,Total MMR vaccine doses,,Participant,Aggregated vaccination data,http://purl.obolibrary.org/obo/EUPATH_0011471,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
143,mumdoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011483,Total mumps vaccine doses,,Participant,Aggregated vaccination data,http://purl.obolibrary.org/obo/EUPATH_0011471,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
145,opvdoseN,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011384,Total OPV vaccine doses,,Participant,Aggregated vaccination data,http://purl.obolibrary.org/obo/EUPATH_0011471,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
308,opvdoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011384,Total OPV vaccine doses,,Participant,Aggregated vaccination data,http://purl.obolibrary.org/obo/EUPATH_0011471,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
130,pcvdoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011394,Total PCV vaccine doses,,Participant,Aggregated vaccination data,http://purl.obolibrary.org/obo/EUPATH_0011471,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
29,rabdoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011411,Total rabies vaccine doses,,Participant,Aggregated vaccination data,http://purl.obolibrary.org/obo/EUPATH_0011471,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
101,rotadoseN,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011427,Total rotavirus vaccine doses,,Participant,Aggregated vaccination data,http://purl.obolibrary.org/obo/EUPATH_0011471,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
342,rotadoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011427,Total rotavirus vaccine doses,,Participant,Aggregated vaccination data,http://purl.obolibrary.org/obo/EUPATH_0011471,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
156,rubdoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011436,Total rubella vaccine doses,,Participant,Aggregated vaccination data,http://purl.obolibrary.org/obo/EUPATH_0011471,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
76,tetadoseN,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011459,Total tetanus vaccine doses,,Participant,Aggregated vaccination data,http://purl.obolibrary.org/obo/EUPATH_0011471,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
400,tetadoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011459,Total tetanus vaccine doses,,Participant,Aggregated vaccination data,http://purl.obolibrary.org/obo/EUPATH_0011471,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
39,typdoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011464,Total typhoid vaccine doses,,Participant,Aggregated vaccination data,http://purl.obolibrary.org/obo/EUPATH_0011471,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
34,cpoxdoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011214,Total varicella vaccine doses,,Participant,Aggregated vaccination data,http://purl.obolibrary.org/obo/EUPATH_0011471,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
113,yfdoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011441,Total yellow fever vaccine doses,,Participant,Aggregated vaccination data,http://purl.obolibrary.org/obo/EUPATH_0011471,,,,"Suggested creation of new parent category ""Aggregated vaccination data"""
221,adjfar,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011154,Adjusted blood ferritin (ng/mL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
218,adjrar,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011155,Adjusted blood retinol (mg/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
215,adjzinc_mml,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011158,Adjusted blood zinc (umol/L),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
211,anemia,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011161,Anemia (hemoglobin less than 11g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
196,bcgNbefbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011211,BCG vaccine doses prior to blood draw,,Sample,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,,,,
202,AGPVAL1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000647,Blood alpha-1-acid glycoprotein (mg/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
204,FARVAL1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011849,Blood ferritin (ng/mL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
205,FARVAL2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011850,"Blood ferritin (ng/mL), 2nd",,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
203,BLLCONC,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000688,Blood lead (ug/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
207,RARCONC,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011875,Blood retinol (mg/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
224,adjtfr,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011156,Blood soluble transferrin receptor (mg/L),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
225,adjtfrcat,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011157,Blood soluble transferrin receptor level,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
188,dewormNbefbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011223,Deworming doses prior to blood draw,,Sample,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,,,,
91,perNbefbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011396,DPT vaccine doses prior to blood draw,,Sample,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,,,,
210,hb_adj,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011172,"Hemoglobin, adjusted for high altitude (g/dL)",,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
226,highagp,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011173,High blood alpha-1-acid glycoprotein (greater than 100mg/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
227,highbll,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011174,High blood lead (greater than 10ug/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
160,ipvNbefbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011279,IPV vaccine doses prior to blood draw,,Sample,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,,,,
18,log2mea,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011287,"Log2 measles titer (IU/L), by ELISA result",,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,,,,
20,log2per,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011288,"Log2 pertussis titer (IU/L), by ELISA result",,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,,,,
23,log2poligg,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011289,"Log2 polio IgG titer (U/L), by ELISA result",,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,,,,
24,log2pol1n,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011290,"Log2 polio serotype 1 titer, by microneutralization result",,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,,,,
25,log2pol2n,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011291,"Log2 polio serotype 2 titer, by microneutralization result",,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,,,,
26,log2pol3n,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011292,"Log2 polio serotype 3 titer, by microneutralization result",,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,,,,
21,log2rotaa,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011294,"Log2 rotavirus IgA titer (U/L), by ELISA result",,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,,,,
22,log2rotag,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011293,"Log2 rotavirus IgG titer (U/L), by ELISA result",,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,,,,
19,log2tet,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011295,"Log2 tetanus titer (IU/L), by ELISA result",,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,,,,
222,lowadjfar,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011178,Low adjusted blood ferritin (less than 12ng/mL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
219,lowadjrar,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011179,Low adjusted blood retinol (less than 20mg/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
216,lowadjzinc,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011180,Low adjusted blood zinc (less than 9.9 umol/L),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
220,lowfar,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011872,Low blood ferritin (less than 12ng/mL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
217,lowrar,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011873,Low blood retinol (less than 20mg/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
214,lowzinc,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011874,Low blood zinc (less than 9.9 umol/L),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
206,FARVALMEAN,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011871,Mean blood ferritin (ng/mL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
27,meapos,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011309,"Measles antibodies, by ELISA",Measle titer >250 IU/L,Sample,Antibodies,http://purl.obolibrary.org/obo/EUPATH_0011480,,,,
198,meainf_befbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011307,Measles infection prior to blood draw (suspected),,Sample,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,,,,
4,VRFMEASTIT,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011522,"Measles titer (IU/L), by ELISA result",,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,,,,
48,meaNbefbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011308,Measles vaccine doses prior to blood draw,,Sample,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,,,,
146,opvNbefbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011385,OPV vaccine doses prior to blood draw,,Sample,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,,,,
28,perpos,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011397,"Pertussis antibodies, by ELISA",Pertussis titer > 38 IU/L at 7 months or >26 IU/Lat 15 months,Sample,Antibodies,http://purl.obolibrary.org/obo/EUPATH_0011480,,,,
200,perinf_befbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011395,Pertussis infection prior to blood draw (suspected),,Sample,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,,,,
30,poliggpos,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011400,"Polio IgG antibodies, by ELISA",Polio IgG titer > 10 U/L,Sample,Antibodies,http://purl.obolibrary.org/obo/EUPATH_0011480,,,,
12,VRFPOLIgG,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011403,"Polio IgG titer (U/L), by ELISA result",,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,,,,
31,pol1npos,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011478,"Polio serotype 1 antibodies, by microneutralization",Polio serotype 1 titer > 8 IU/L,Sample,Antibodies,http://purl.obolibrary.org/obo/EUPATH_0011480,,,,
9,VRFPOLSER1TIT,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011518,"Polio serotype 1 titer, by microneutralization result",,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,,,,
32,pol2npos,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011398,"Polio serotype 2 antibodies, by microneutralization",Polio serotype 2 titer > 8 IU/L,Sample,Antibodies,http://purl.obolibrary.org/obo/EUPATH_0011480,,,,
10,VRFPOLSER2TIT,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011474,"Polio serotype 2 titer, by microneutralization result",,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,,,,
33,pol3npos,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011479,"Polio serotype 3 antibodies, by microneutralization",Polio serotype 3 titer > 8 IU/L,Sample,Antibodies,http://purl.obolibrary.org/obo/EUPATH_0011480,,,,
11,VRFPOLSER3TIT,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011519,"Polio serotype 3 titer, by microneutralization result",,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,,,,
8,VRFPERTIT,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011517,"Pertussis titer (IU/L), by ELISA result",,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,,,,
34,rotaapos,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011423,"Rotavirus antibodies, by ELISA",,Sample,Antibodies,http://purl.obolibrary.org/obo/EUPATH_0011480,,,,
7,VRFROTAATIT,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011516,"Rotavirus IgA titer (U/L), by ELISA result",,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,,,,
6,VRFROTAGTIT,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011515,"Rotavirus IgG titer (U/L), by ELISA result",,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,,,,
102,rotaNbefbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011429,Rotavirus vaccine doses prior to blood draw,,Sample,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,,,,
1,VRFSID,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/OBI_0001616,Sample ID,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,,,,
212,sevanemia,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011190,Severe anemia (hemoglobin less than 7g/dL),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,,,,
29,tetpos,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011461,"Tetanus antibodies, by ELISA",Tetanus titer > 100 IU/L,Sample,Antibodies,http://purl.obolibrary.org/obo/EUPATH_0011480,,,,
5,VRFTETTIT,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011514,"Tetanus titer (IU/L), by ELISA result",,Sample,Raw antibody titer test result,http://purl.obolibrary.org/obo/EUPATH_0011472,,,,
77,tetNbefbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011460,Tetanus vaccine doses prior to blood draw,,Sample,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,,,,
183,vitaNbefbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0011521,Vitamin A supplements prior to blood draw,,Sample,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,,,,
1,Country_ID,LMZ.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/OBI_0001627,Country,,Household,Geographic location,http://purl.obolibrary.org/obo/GAZ_00000448,Country ID. Source=FRQ,,,
3,Country_ID,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/OBI_0001627,Country,,Household,Geographic location,http://purl.obolibrary.org/obo/GAZ_00000448,Country ID. Source=FRQ,,,
4,country_id,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/OBI_0001627,Country,,Household,Geographic location,http://purl.obolibrary.org/obo/GAZ_00000448,Country ID. Source=FRQ,,,
35,cid,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/OBI_0001627,Country,,Household,Geographic location,http://purl.obolibrary.org/obo/GAZ_00000448,,,,
10,rabaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
14,rabaged2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
16,agedays,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,Age in days at assessment date. Source=FRQ/FSQ/BRF/UCF/SRF/FSE/MOA,,,
18,rabaged3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
22,rabaged4,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
26,rabaged5,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
31,cpoxaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
36,typaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
39,meaaged1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
41,dewormaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
42,meaaged2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
45,dewormaged2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
