entity,label,displayOrder,plabel
http://purl.obolibrary.org/obo/EUPATH_0011156,Blood soluble transferrin receptor (mg/L),,Blood test
http://purl.obolibrary.org/obo/EUPATH_0011157,Blood soluble transferrin receptor level,,Blood test
http://purl.obolibrary.org/obo/EUPATH_0011172,"Hemoglobin, adjusted for high altitude (g/dL)",,Blood test
http://purl.obolibrary.org/obo/EUPATH_0011173,High blood alpha-1-acid glycoprotein (greater than 100mg/dL),,Blood test
http://purl.obolibrary.org/obo/EUPATH_0011174,High blood lead (greater than 10ug/dL),,Blood test
http://purl.obolibrary.org/obo/EUPATH_0011178,Low adjusted blood ferritin (less than 12ng/mL),,Blood test
http://purl.obolibrary.org/obo/EUPATH_0011179,Low adjusted blood retinol (less than 20mg/dL),,Blood test
http://purl.obolibrary.org/obo/EUPATH_0011180,Low adjusted blood zinc (less than 9.9 umol/L),,Blood test
http://purl.obolibrary.org/obo/EUPATH_0011872,Low blood ferritin (less than 12ng/mL),,Blood test
http://purl.obolibrary.org/obo/EUPATH_0011873,Low blood retinol (less than 20mg/dL),,Blood test
http://purl.obolibrary.org/obo/EUPATH_0011874,Low blood zinc (less than 9.9 umol/L),,Blood test
http://purl.obolibrary.org/obo/EUPATH_0011871,Mean blood ferritin (ng/mL),,Blood test
http://purl.obolibrary.org/obo/EUPATH_0011190,Severe anemia (hemoglobin less than 7g/dL),,Blood test
http://purl.obolibrary.org/obo/PATO_0000047,Sex,,Demographics
http://purl.obolibrary.org/obo/OBI_0001627,Country,,Geographic location
http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,,Household
http://purl.obolibrary.org/obo/EUPATH_0011481,Blood antibody test,,Laboratory test
http://purl.obolibrary.org/obo/EUPATH_0011795,Blood test,,Laboratory test
http://purl.obolibrary.org/obo/EUPATH_0011217,Sample analysis date,,Laboratory test
http://purl.obolibrary.org/obo/EUPATH_0011797,Urine test,,Laboratory test
http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation
http://purl.obolibrary.org/obo/EUPATH_0011204,Age (days) at suspected measles infection,,Observation
http://purl.obolibrary.org/obo/EUPATH_0011205,Age (days) at suspected pertussis infection,,Observation
http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,,Observation
http://purl.obolibrary.org/obo/EUPATH_0011471,Aggregated vaccination data,,Participant
http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,Participant
http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,,Participant
http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,,Participant
http://purl.obolibrary.org/obo/EUPATH_0011222,Total deworm doses,,Participant
http://purl.obolibrary.org/obo/EUPATH_0011440,Total vitamin A supplement doses,,Participant
http://purl.obolibrary.org/obo/EUPATH_0011146,Last contact date,,Participant study details
http://purl.obolibrary.org/obo/EUPATH_0011287,"Log2 measles titer (IU/L), by ELISA result",10,Raw antibody titer test result
http://purl.obolibrary.org/obo/EUPATH_0011288,"Log2 pertussis titer (IU/L), by ELISA result",11,Raw antibody titer test result
http://purl.obolibrary.org/obo/EUPATH_0011289,"Log2 polio IgG titer (U/L), by ELISA result",12,Raw antibody titer test result
http://purl.obolibrary.org/obo/EUPATH_0011290,"Log2 polio serotype 1 titer, by microneutralization result",13,Raw antibody titer test result
http://purl.obolibrary.org/obo/EUPATH_0011291,"Log2 polio serotype 2 titer, by microneutralization result",14,Raw antibody titer test result
http://purl.obolibrary.org/obo/EUPATH_0011292,"Log2 polio serotype 3 titer, by microneutralization result",15,Raw antibody titer test result
http://purl.obolibrary.org/obo/EUPATH_0011294,"Log2 rotavirus IgA titer (U/L), by ELISA result",16,Raw antibody titer test result
http://purl.obolibrary.org/obo/EUPATH_0011293,"Log2 rotavirus IgG titer (U/L), by ELISA result",17,Raw antibody titer test result
http://purl.obolibrary.org/obo/EUPATH_0011295,"Log2 tetanus titer (IU/L), by ELISA result",18,Raw antibody titer test result
http://purl.obolibrary.org/obo/EUPATH_0011522,"Measles titer (IU/L), by ELISA result",1,Raw antibody titer test result
http://purl.obolibrary.org/obo/EUPATH_0011517,"Pertussis titer (IU/L), by ELISA result",2,Raw antibody titer test result
http://purl.obolibrary.org/obo/EUPATH_0011403,"Polio IgG titer (U/L), by ELISA result",3,Raw antibody titer test result
http://purl.obolibrary.org/obo/EUPATH_0011518,"Polio serotype 1 titer, by microneutralization result",4,Raw antibody titer test result
http://purl.obolibrary.org/obo/EUPATH_0011474,"Polio serotype 2 titer, by microneutralization result",5,Raw antibody titer test result
http://purl.obolibrary.org/obo/EUPATH_0011519,"Polio serotype 3 titer, by microneutralization result",6,Raw antibody titer test result
http://purl.obolibrary.org/obo/EUPATH_0011516,"Rotavirus IgA titer (U/L), by ELISA result",7,Raw antibody titer test result
http://purl.obolibrary.org/obo/EUPATH_0011515,"Rotavirus IgG titer (U/L), by ELISA result",8,Raw antibody titer test result
http://purl.obolibrary.org/obo/EUPATH_0011514,"Tetanus titer (IU/L), by ELISA result",9,Raw antibody titer test result
http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test,,Sample
http://purl.obolibrary.org/obo/EUPATH_0011283,Lactulose and mannitol analysis lab,,Sample
http://purl.obolibrary.org/obo/OBI_0000659,Sample collection,,Sample
http://purl.obolibrary.org/obo/OBI_0001616,Sample ID,,Sample
http://purl.obolibrary.org/obo/OBI_0000651,Urine sample,,Sample
http://purl.obolibrary.org/obo/EUPATH_0011482,Blood sample collection process,,Sample collection
http://purl.obolibrary.org/obo/OBI_0001619,Sample collection date,,Sample collection
http://purl.obolibrary.org/obo/EUPATH_0011438,Target date for sample collection,,Sample collection
http://purl.obolibrary.org/obo/EUPATH_0011122,Target month for sample collection,,Sample collection
http://purl.obolibrary.org/obo/EUPATH_0011473,Urine sample collection process,,Sample collection
http://purl.obolibrary.org/obo/EUPATH_0011220,Deworming date,,Treatment
http://purl.obolibrary.org/obo/EUPATH_0011213,Vaccination date,,Treatment
http://purl.obolibrary.org/obo/EUPATH_0011470,Vaccine information source,,Treatment
http://purl.obolibrary.org/obo/EUPATH_0011507,Vitamin A information source,,Treatment
http://purl.obolibrary.org/obo/EUPATH_0011520,Vitamin A supplementation date,,Treatment
http://purl.obolibrary.org/obo/EUPATH_0011437,Urine included in lactulose-mannitol analysis,,Urine sample
hhttp://purl.obolibrary.org/obo/EUPATH_0011194,Urine volume,,Urine sample
http://purl.obolibrary.org/obo/EUPATH_0011235,Duration of urine collection (hrs),2,Urine sample collection process
http://purl.obolibrary.org/obo/EUPATH_0011468,Duration of urine collection greater than 5.5 hrs,4,Urine sample collection process
http://purl.obolibrary.org/obo/EUPATH_0011469,Duration of urine collection less than 4.5 hrs,3,Urine sample collection process
http://purl.obolibrary.org/obo/EUPATH_0011333,Other reason urine sample excluded,7,Urine sample collection process
http://purl.obolibrary.org/obo/EUPATH_0011465,Urine collected in 14 day window,5,Urine sample collection process
http://purl.obolibrary.org/obo/EUPATH_0011466,Urine collected in 30 day window,6,Urine sample collection process
http://purl.obolibrary.org/obo/EUPATH_0011467,Urine collection status,1,Urine sample collection process
http://purl.obolibrary.org/obo/EUPATH_0011198,Adjusted lactulose (mmol/L),3,Urine test
http://purl.obolibrary.org/obo/EUPATH_0011199,Adjusted lactulose excreted (%),7,Urine test
http://purl.obolibrary.org/obo/EUPATH_0011284,Adjusted lactulose excreted (%) greater than 90th percentile in Brazil,13,Urine test
http://purl.obolibrary.org/obo/EUPATH_0011475,Adjusted lactulose excreted (mg),5,Urine test
http://purl.obolibrary.org/obo/EUPATH_0011286,Adjusted lactulose/mannitol excretion ratio,9,Urine test
http://purl.obolibrary.org/obo/EUPATH_0011476,Adjusted lactulose/mannitol excretion ratio greater than 90th percentile in Brazil,15,Urine test
http://purl.obolibrary.org/obo/EUPATH_0011202,Adjusted mannitol (mmol/L),4,Urine test
http://purl.obolibrary.org/obo/EUPATH_0011477,Adjusted mannitol excreted (%),8,Urine test
http://purl.obolibrary.org/obo/EUPATH_0011296,Adjusted mannitol excreted (%) greater than 90th percentile in Brazil,14,Urine test
http://purl.obolibrary.org/obo/EUPATH_0011203,Adjusted mannitol excreted (mg),6,Urine test
http://purl.obolibrary.org/obo/EUPATH_0011285,Greater than 100% lactulose excreted,16,Urine test
http://purl.obolibrary.org/obo/EUPATH_0011297,Greater than 100% mannitol excreted,17,Urine test
http://purl.obolibrary.org/obo/EUPATH_0011215,Lactulose dosage (mg),1,Urine test
http://purl.obolibrary.org/obo/EUPATH_0011331,Lactulose not detected,18,Urine test
http://purl.obolibrary.org/obo/EUPATH_0011404,Lactulose z-score,10,Urine test
http://purl.obolibrary.org/obo/EUPATH_0011439,Lactulose/mannitol ratio z-score,12,Urine test
http://purl.obolibrary.org/obo/EUPATH_0011216,Mannitol dosage (mg),2,Urine test
http://purl.obolibrary.org/obo/EUPATH_0011332,Mannitol not detected,19,Urine test
http://purl.obolibrary.org/obo/EUPATH_0011405,Mannitol z-score,11,Urine test
http://purl.obolibrary.org/obo/PCO_0000024,Household,,
http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,,
http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,
http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,,
