variable	variable2	values	mappedTerm	valueOrder
base_2017_2019-send::oi_type	base_2017_2019-send::oi_type	9	Mycobacterium tuberculosis	
base_2017_2019-send::oi_type	base_2017_2019-send::oi_type	10	Mycobacterium tuberculosis + Non-tuberculosis Mycobacteria	
base_2017_2019-send::oi_type	base_2017_2019-send::oi_type	11	Non-tuberculosis Mycobacteria + Histoplasma capsulatum	
base_2017_2019-send::oi_type	base_2017_2019-send::oi_type	12	Cryptococcus + Mycobacterium tuberculosis + Non-tuberculosis Mycobacteria	
base_2017_2019-send::oi_type_2	base_2017_2019-send::oi_type_2	0	Negative	
base_2017_2019-send::oi_type_2	base_2017_2019-send::oi_type_2	1	Mycobacterium tuberculosis	
base_2017_2019-send::oi_type_2	base_2017_2019-send::oi_type_2	2	Non-tuberculosis Mycobacteria 	
base_2017_2019-send::oi_type_2	base_2017_2019-send::oi_type_2	3	Histoplasma capsulatum	
base_2017_2019-send::oi_type_2	base_2017_2019-send::oi_type_2	4	Cryptococcus	
base_2017_2019-send::oi_type_2	base_2017_2019-send::oi_type_2	5	Coinfection	
base_2017_2019-send::year_oi	base_2017_2019-send::year_oi	1	2017 non-opportunistic infections	
base_2017_2019-send::year_oi	base_2017_2019-send::year_oi	2	2018 non-opportunistic infections	
base_2017_2019-send::year_oi	base_2017_2019-send::year_oi	3	2017 opportunistic infections	
base_2017_2019-send::year_oi	base_2017_2019-send::year_oi	4	2018 opportunistic infections	
base_2017_2019-send::year_oi	base_2017_2019-send::year_oi	5	2019 non-opportunistic infections	
base_2017_2019-send::year_oi	base_2017_2019-send::year_oi	6	2019 opportunistic infections	
base_2017_2019-send::fungal_oi	base_2017_2019-send::fungal_oi	0	Negative	
base_2017_2019-send::fungal_oi	base_2017_2019-send::fungal_oi	1	Fungal infection	
base_2017_2019-send::fungal_oi	base_2017_2019-send::fungal_oi	2	Tuberculosis	
base_2017_2019-send::fungal_oi	base_2017_2019-send::fungal_oi	3	NTM	
base_2017_2019-send::ois_below_200cd4_above	base_2017_2019-send::ois_below_200cd4_above	0	No opportunistic infection>=2000	
base_2017_2019-send::ois_below_200cd4_above	base_2017_2019-send::ois_below_200cd4_above	1	No opportunistic infection <2001	
base_2017_2019-send::ois_below_200cd4_above	base_2017_2019-send::ois_below_200cd4_above	2	Yes opportunistic infection >=200	
base_2017_2019-send::ois_below_200cd4_above	base_2017_2019-send::ois_below_200cd4_above	3	Yes opportunistic infection <200	
base_2017_2019-send::no_coinfections	base_2017_2019-send::no_coinfections	0	Yes	
base_2017_2019-send::no_coinfections	base_2017_2019-send::no_coinfections	1	No	
base_2017_2019-send::no_total_tb	base_2017_2019-send::no_total_tb	0	Negative	
base_2017_2019-send::no_total_tb	base_2017_2019-send::no_total_tb	1	Positive	
base_2017_2019-send::no_total_tb	base_2017_2019-send::no_total_tb	2	Not done	
base_2017_2019-send::pruebas_realizadas_tb	base_2017_2019-send::pruebas_realizadas_tb	0	No tamizado	
base_2017_2019-send::pruebas_realizadas_tb	base_2017_2019-send::pruebas_realizadas_tb	1	Culture + Isolator + Smear + PCR	
base_2017_2019-send::pruebas_realizadas_tb	base_2017_2019-send::pruebas_realizadas_tb	2	Culture + PCR	
base_2017_2019-send::pruebas_realizadas_tb	base_2017_2019-send::pruebas_realizadas_tb	3	Culture + Smear	
base_2017_2019-send::pruebas_realizadas_tb	base_2017_2019-send::pruebas_realizadas_tb	4	Culture + Smear + PCR	
base_2017_2019-send::pruebas_realizadas_tb	base_2017_2019-send::pruebas_realizadas_tb	5	Isolator	
base_2017_2019-send::pruebas_realizadas_tb	base_2017_2019-send::pruebas_realizadas_tb	6	Isolator + PCR	
base_2017_2019-send::pruebas_realizadas_tb	base_2017_2019-send::pruebas_realizadas_tb	7	Isolator + Smear + PCR	
base_2017_2019-send::pruebas_realizadas_tb	base_2017_2019-send::pruebas_realizadas_tb	8	Smear + PCR	
base_2017_2019-send::pruebas_realizadas_tb	base_2017_2019-send::pruebas_realizadas_tb	9	Culture + Isolator + PCR	
base_2017_2019-send::pruebas_realizadas_tb	base_2017_2019-send::pruebas_realizadas_tb	10	Culture + Isolator + Smear	
base_2017_2019-send::pruebas_realizadas_tb	base_2017_2019-send::pruebas_realizadas_tb	11	Culture + Isolator	
base_2017_2019-send::pruebas_realizadas_tb	base_2017_2019-send::pruebas_realizadas_tb	12	Culture	
base_2017_2019-send::pruebas_realizadas_tb	base_2017_2019-send::pruebas_realizadas_tb	13	PCR	
base_2017_2019-send::pruebas_realizadas_tb	base_2017_2019-send::pruebas_realizadas_tb	14	Smear	
base_2017_2019-send::smear_tb	base_2017_2019-send::smear_tb	0	Negative	
base_2017_2019-send::smear_tb	base_2017_2019-send::smear_tb	1	Positive	
base_2017_2019-send::smear_tb	base_2017_2019-send::smear_tb	2	Not done	
base_2017_2019-send::culture_tb	base_2017_2019-send::culture_tb	0	Negative	
base_2017_2019-send::culture_tb	base_2017_2019-send::culture_tb	1	Positive	
base_2017_2019-send::culture_tb	base_2017_2019-send::culture_tb	2	Not done	
base_2017_2019-send::isolator_tb	base_2017_2019-send::isolator_tb	0	Negative	
base_2017_2019-send::isolator_tb	base_2017_2019-send::isolator_tb	1	Positive	
base_2017_2019-send::isolator_tb	base_2017_2019-send::isolator_tb	2	Not done	
base_2017_2019-send::pcr_tb_done	base_2017_2019-send::pcr_tb_done	0	Not done	
base_2017_2019-send::pcr_tb_done	base_2017_2019-send::pcr_tb_done	1	Done	
base_2017_2019-send::pcr_tb_result	base_2017_2019-send::pcr_tb_result	0	Negative	
base_2017_2019-send::pcr_tb_result	base_2017_2019-send::pcr_tb_result	1	Positive	
base_2017_2019-send::pcr_tb_sputum	base_2017_2019-send::pcr_tb_sputum	0	Negative	
base_2017_2019-send::pcr_tb_sputum	base_2017_2019-send::pcr_tb_sputum	1	Positive	
base_2017_2019-send::pcr_tb_sputum	base_2017_2019-send::pcr_tb_sputum	2	Not done	
base_2017_2019-send::pcr_tb_csf	base_2017_2019-send::pcr_tb_csf	0	Negative	
base_2017_2019-send::pcr_tb_csf	base_2017_2019-send::pcr_tb_csf	1	Positive	
base_2017_2019-send::pcr_tb_csf	base_2017_2019-send::pcr_tb_csf	2	Not done	
base_2017_2019-send::pcr_tb_bone	base_2017_2019-send::pcr_tb_bone	0	Negative	
base_2017_2019-send::pcr_tb_bone	base_2017_2019-send::pcr_tb_bone	1	Positive	
base_2017_2019-send::pcr_tb_bone	base_2017_2019-send::pcr_tb_bone	2	Not done	
base_2017_2019-send::pcr_tb_bone_marrow	base_2017_2019-send::pcr_tb_bone_marrow	0	Negative	
base_2017_2019-send::pcr_tb_bone_marrow	base_2017_2019-send::pcr_tb_bone_marrow	1	Positive	
base_2017_2019-send::pcr_tb_bone_marrow	base_2017_2019-send::pcr_tb_bone_marrow	2	Not done	
base_2017_2019-send::pcr_tb_urine	base_2017_2019-send::pcr_tb_urine	0	Negative	
base_2017_2019-send::pcr_tb_urine	base_2017_2019-send::pcr_tb_urine	1	Positive	
base_2017_2019-send::pcr_tb_urine	base_2017_2019-send::pcr_tb_urine	2	Not done	
base_2017_2019-send::pcr_tb_pleural_fluid	base_2017_2019-send::pcr_tb_pleural_fluid	0	Negative	
base_2017_2019-send::pcr_tb_pleural_fluid	base_2017_2019-send::pcr_tb_pleural_fluid	1	Positive	
base_2017_2019-send::pcr_tb_pleural_fluid	base_2017_2019-send::pcr_tb_pleural_fluid	2	Not done	
base_2017_2019-send::pcr_tb_lymph_node	base_2017_2019-send::pcr_tb_lymph_node	0	Negative	
base_2017_2019-send::pcr_tb_lymph_node	base_2017_2019-send::pcr_tb_lymph_node	1	Positive	
base_2017_2019-send::pcr_tb_lymph_node	base_2017_2019-send::pcr_tb_lymph_node	2	Not done	
base_2017_2019-send::pcr_tb_gi	base_2017_2019-send::pcr_tb_gi	0	Negative	
base_2017_2019-send::pcr_tb_gi	base_2017_2019-send::pcr_tb_gi	1	Positive	
base_2017_2019-send::pcr_tb_gi	base_2017_2019-send::pcr_tb_gi	2	Not done	
base_2017_2019-send::pcr_tb_skin	base_2017_2019-send::pcr_tb_skin	0	Negative	
base_2017_2019-send::pcr_tb_skin	base_2017_2019-send::pcr_tb_skin	2	Not done	
base_2017_2019-send::pcr_tb_bla	base_2017_2019-send::pcr_tb_bla	0	Negative	
base_2017_2019-send::pcr_tb_bla	base_2017_2019-send::pcr_tb_bla	1	Positive	
base_2017_2019-send::pcr_tb_bla	base_2017_2019-send::pcr_tb_bla	2	Not done	
base_2017_2019-send::pcr_tb_oth_mx	base_2017_2019-send::pcr_tb_oth_mx	0	Not other sample	
base_2017_2019-send::pcr_tb_oth_mx	base_2017_2019-send::pcr_tb_oth_mx	1	Peritoneal fluid	
base_2017_2019-send::pcr_tb_oth_mx	base_2017_2019-send::pcr_tb_oth_mx	2	Abscess	
base_2017_2019-send::pcr_tb_oth_mx	base_2017_2019-send::pcr_tb_oth_mx	3	Biopsy	
base_2017_2019-send::pcr_tb_oth_mx	base_2017_2019-send::pcr_tb_oth_mx	4	Secretion	
base_2017_2019-send::pcr_tb_oth_mx	base_2017_2019-send::pcr_tb_oth_mx	5	Ulcer	
base_2017_2019-send::pcr_tb_oth_mx	base_2017_2019-send::pcr_tb_oth_mx	6	Stool	
base_2017_2019-send::pcr_tb_oth_mx	base_2017_2019-send::pcr_tb_oth_mx	7	Gut	
base_2017_2019-send::pcr_tb_oth_mx	base_2017_2019-send::pcr_tb_oth_mx	8	Synovial fluid	
base_2017_2019-send::pcr_tb_oth_mx_res	base_2017_2019-send::pcr_tb_oth_mx_res	0	Negative	
base_2017_2019-send::pcr_tb_oth_mx_res	base_2017_2019-send::pcr_tb_oth_mx_res	1	Positive	
base_2017_2019-send::pcr_tb_oth_mx_res	base_2017_2019-send::pcr_tb_oth_mx_res	2	Not done	
base_2017_2019-send::performance_dto_tb	base_2017_2019-send::performance_dto_tb	0	Negative	
base_2017_2019-send::performance_dto_tb	base_2017_2019-send::performance_dto_tb	1	Culture	
base_2017_2019-send::performance_dto_tb	base_2017_2019-send::performance_dto_tb	2	PCR	
base_2017_2019-send::performance_dto_tb	base_2017_2019-send::performance_dto_tb	3	PCR + Culture	
base_2017_2019-send::performance_dto_tb	base_2017_2019-send::performance_dto_tb	4	Smear + Culture	
base_2017_2019-send::performance_dto_tb	base_2017_2019-send::performance_dto_tb	5	Smear + PCR + Isolator	
base_2017_2019-send::performance_dto_tb	base_2017_2019-send::performance_dto_tb	6	Smear + PCR + Culture	
base_2017_2019-send::performance_dto_tb	base_2017_2019-send::performance_dto_tb	7	Not Screening	
base_2017_2019-send::performance_dto_tb	base_2017_2019-send::performance_dto_tb	9	Smear	
base_2017_2019-send::performance_dto_tb	base_2017_2019-send::performance_dto_tb	10	Culture + Isolator	
base_2017_2019-send::performance_dto_tb	base_2017_2019-send::performance_dto_tb	11	PCR + Isolator	
base_2017_2019-send::performance_dto_tb	base_2017_2019-send::performance_dto_tb	12	PCR + Culture + Isolator	
base_2017_2019-send::performance_dto_tb	base_2017_2019-send::performance_dto_tb	14	Smear + PCR	
base_2017_2019-send::no_total_ntm	base_2017_2019-send::no_total_ntm	0	Negative	
base_2017_2019-send::no_total_ntm	base_2017_2019-send::no_total_ntm	1	Positive	
base_2017_2019-send::no_total_ntm	base_2017_2019-send::no_total_ntm	2	Not done	
base_2017_2019-send::performance_dto_ntm	base_2017_2019-send::performance_dto_ntm	0	Negative	
base_2017_2019-send::performance_dto_ntm	base_2017_2019-send::performance_dto_ntm	1	Abscessus	
base_2017_2019-send::performance_dto_ntm	base_2017_2019-send::performance_dto_ntm	2	Fortuitum	
base_2017_2019-send::performance_dto_ntm	base_2017_2019-send::performance_dto_ntm	3	Gordonae	
base_2017_2019-send::performance_dto_ntm	base_2017_2019-send::performance_dto_ntm	4	Mucogenicum	
base_2017_2019-send::performance_dto_ntm	base_2017_2019-send::performance_dto_ntm	5	MAC	
base_2017_2019-send::performance_dto_ntm	base_2017_2019-send::performance_dto_ntm	6	Spp	
base_2017_2019-send::performance_dto_ntm	base_2017_2019-send::performance_dto_ntm	7	Not done	
base_2017_2019-send::performance_dto_ntm	base_2017_2019-send::performance_dto_ntm	8	Chelonae	
base_2017_2019-send::performance_dto_ntm	base_2017_2019-send::performance_dto_ntm	9	Intracellulare	
base_2017_2019-send::performance_dto_ntm	base_2017_2019-send::performance_dto_ntm	10	Scrofullaceum	
base_2017_2019-send::performance_dto_ntm	base_2017_2019-send::performance_dto_ntm	11	11	
base_2017_2019-send::performance_dto_ntm	base_2017_2019-send::performance_dto_ntm	12	12	
base_2017_2019-send::no_total_histo	base_2017_2019-send::no_total_histo	0	Negative	
base_2017_2019-send::no_total_histo	base_2017_2019-send::no_total_histo	1	Positive	
base_2017_2019-send::no_total_histo	base_2017_2019-send::no_total_histo	2	Not done	
base_2017_2019-send::no_dh_no_yes	base_2017_2019-send::no_dh_no_yes	0	No	
base_2017_2019-send::no_dh_no_yes	base_2017_2019-send::no_dh_no_yes	1	Yes	
base_2017_2019-send::pruebas_realizadas_histo	base_2017_2019-send::pruebas_realizadas_histo	0	No tamizado	
base_2017_2019-send::pruebas_realizadas_histo	base_2017_2019-send::pruebas_realizadas_histo	1	Ag	
base_2017_2019-send::pruebas_realizadas_histo	base_2017_2019-send::pruebas_realizadas_histo	2	Ag + Culture	
base_2017_2019-send::pruebas_realizadas_histo	base_2017_2019-send::pruebas_realizadas_histo	3	Ag + Culture + Isolator	
base_2017_2019-send::pruebas_realizadas_histo	base_2017_2019-send::pruebas_realizadas_histo	4	Ag + Culture + Isolator + PCR	
base_2017_2019-send::pruebas_realizadas_histo	base_2017_2019-send::pruebas_realizadas_histo	5	Ag + Culture + PCR	
base_2017_2019-send::pruebas_realizadas_histo	base_2017_2019-send::pruebas_realizadas_histo	6	Ag + Isolator	
base_2017_2019-send::pruebas_realizadas_histo	base_2017_2019-send::pruebas_realizadas_histo	7	Ag + Isolator + PCR	
base_2017_2019-send::pruebas_realizadas_histo	base_2017_2019-send::pruebas_realizadas_histo	8	Culture	
base_2017_2019-send::pruebas_realizadas_histo	base_2017_2019-send::pruebas_realizadas_histo	9	Culture + Isolator + PCR	
base_2017_2019-send::pruebas_realizadas_histo	base_2017_2019-send::pruebas_realizadas_histo	10	Culture + PCR	
base_2017_2019-send::pruebas_realizadas_histo	base_2017_2019-send::pruebas_realizadas_histo	11	Isolator	
base_2017_2019-send::pruebas_realizadas_histo	base_2017_2019-send::pruebas_realizadas_histo	12	PCR	
base_2017_2019-send::pruebas_realizadas_histo	base_2017_2019-send::pruebas_realizadas_histo	13	Culture + Isolator	
base_2017_2019-send::pruebas_realizadas_histo	base_2017_2019-send::pruebas_realizadas_histo	14	Ag + PCR	
base_2017_2019-send::pruebas_realizadas_histo	base_2017_2019-send::pruebas_realizadas_histo	15	Isolator + PCR	
base_2017_2019-send::culture_histo	base_2017_2019-send::culture_histo	0	Negative	
base_2017_2019-send::culture_histo	base_2017_2019-send::culture_histo	1	Positive	
base_2017_2019-send::culture_histo	base_2017_2019-send::culture_histo	2	Not done	
base_2017_2019-send::isolator_histo	base_2017_2019-send::isolator_histo	0	Negative	
base_2017_2019-send::isolator_histo	base_2017_2019-send::isolator_histo	1	Positive	
base_2017_2019-send::isolator_histo	base_2017_2019-send::isolator_histo	2	Not done	
base_2017_2019-send::pcr_histo_done	base_2017_2019-send::pcr_histo_done	0	Not done	
base_2017_2019-send::pcr_histo_done	base_2017_2019-send::pcr_histo_done	1	Done	
base_2017_2019-send::pcr_histo_resultado	base_2017_2019-send::pcr_histo_resultado	0	Negative	
base_2017_2019-send::pcr_histo_resultado	base_2017_2019-send::pcr_histo_resultado	1	Positive	
base_2017_2019-send::pcr_histo_sputum	base_2017_2019-send::pcr_histo_sputum	0	Negative	
base_2017_2019-send::pcr_histo_sputum	base_2017_2019-send::pcr_histo_sputum	1	Positive	
base_2017_2019-send::pcr_histo_sputum	base_2017_2019-send::pcr_histo_sputum	2	Not done	
base_2017_2019-send::pcr_histo_csf	base_2017_2019-send::pcr_histo_csf	0	Negative	
base_2017_2019-send::pcr_histo_csf	base_2017_2019-send::pcr_histo_csf	1	Positive	
base_2017_2019-send::pcr_histo_csf	base_2017_2019-send::pcr_histo_csf	2	Not done	
base_2017_2019-send::pcr_histo_bone	base_2017_2019-send::pcr_histo_bone	0	Negative	
base_2017_2019-send::pcr_histo_bone	base_2017_2019-send::pcr_histo_bone	1	Positive	
base_2017_2019-send::pcr_histo_bone	base_2017_2019-send::pcr_histo_bone	2	Not done	
base_2017_2019-send::pcr_histo_bone_marrow	base_2017_2019-send::pcr_histo_bone_marrow	0	Negative	
base_2017_2019-send::pcr_histo_bone_marrow	base_2017_2019-send::pcr_histo_bone_marrow	1	Positive	
base_2017_2019-send::pcr_histo_bone_marrow	base_2017_2019-send::pcr_histo_bone_marrow	2	Not done	
base_2017_2019-send::pcr_histo_urine	base_2017_2019-send::pcr_histo_urine	0	Negative	
base_2017_2019-send::pcr_histo_urine	base_2017_2019-send::pcr_histo_urine	2	Not done	
base_2017_2019-send::pcr_histo_pleural_fluid	base_2017_2019-send::pcr_histo_pleural_fluid	0	Negative	
base_2017_2019-send::pcr_histo_pleural_fluid	base_2017_2019-send::pcr_histo_pleural_fluid	2	Not done	
base_2017_2019-send::pcr_histo_lymph_node	base_2017_2019-send::pcr_histo_lymph_node	0	Negative	
base_2017_2019-send::pcr_histo_lymph_node	base_2017_2019-send::pcr_histo_lymph_node	1	Positive	
base_2017_2019-send::pcr_histo_lymph_node	base_2017_2019-send::pcr_histo_lymph_node	2	Not done	
base_2017_2019-send::pcr_histo_gi	base_2017_2019-send::pcr_histo_gi	0	Negative	
base_2017_2019-send::pcr_histo_gi	base_2017_2019-send::pcr_histo_gi	1	Positive	
base_2017_2019-send::pcr_histo_gi	base_2017_2019-send::pcr_histo_gi	2	Not done	
base_2017_2019-send::pcr_histo_skin	base_2017_2019-send::pcr_histo_skin	0	Negative	
base_2017_2019-send::pcr_histo_skin	base_2017_2019-send::pcr_histo_skin	2	Not done	
base_2017_2019-send::pcr_histo_bal	base_2017_2019-send::pcr_histo_bal	0	Negative	
base_2017_2019-send::pcr_histo_bal	base_2017_2019-send::pcr_histo_bal	1	Positive	
base_2017_2019-send::pcr_histo_bal	base_2017_2019-send::pcr_histo_bal	2	Not done	
base_2017_2019-send::pcr_histo_oth_result	base_2017_2019-send::pcr_histo_oth_result	0	Negative	
base_2017_2019-send::pcr_histo_oth_result	base_2017_2019-send::pcr_histo_oth_result	1	Positive	
base_2017_2019-send::pcr_histo_oth_result	base_2017_2019-send::pcr_histo_oth_result	2	Not done	
base_2017_2019-send::pcr_histo_oth	base_2017_2019-send::pcr_histo_oth	0	Not other sample	
base_2017_2019-send::pcr_histo_oth	base_2017_2019-send::pcr_histo_oth	1	Peritoneal fluid	
base_2017_2019-send::pcr_histo_oth	base_2017_2019-send::pcr_histo_oth	2	Abscess	
base_2017_2019-send::pcr_histo_oth	base_2017_2019-send::pcr_histo_oth	3	Biopsy	
base_2017_2019-send::pcr_histo_oth	base_2017_2019-send::pcr_histo_oth	4	Secretion	
