colOrder,variable,dataFile,keepDiscard,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,timeVarying,percentMissing,flag
46,antimoz_bushes_yn,malariabehaviorhouse_data_2020-05-27_1622,keep,,,Clear bushes around house,"1, Yes | 2, No",,,,NA,antimoz_bushes_yn,malariabehaviorhouse_data_2020-05-27_1622::antimoz_bushes_yn,int,2,NA,NA,1 to 2,2,,0,NA
47,antimoz_stagnant_yn,malariabehaviorhouse_data_2020-05-27_1622,keep,,,Clear stagnant water pools around house,"1, Yes | 2, No",,,,NA,antimoz_stagnant_yn,malariabehaviorhouse_data_2020-05-27_1622::antimoz_stagnant_yn,int,1,NA,NA,1 to 2,2,,0,NA
48,antimoz_windows_yn,malariabehaviorhouse_data_2020-05-27_1622,keep,,,Keep windows/door closed in evening,"1, Yes | 2, No",,,,NA,antimoz_windows_yn,malariabehaviorhouse_data_2020-05-27_1622::antimoz_windows_yn,int,2,NA,NA,1 to 2,2,,0,NA
49,antimoz_screening_yn,malariabehaviorhouse_data_2020-05-27_1622,keep,,,Screening of windows,"1, Yes | 2, No",,,,NA,antimoz_screening_yn,malariabehaviorhouse_data_2020-05-27_1622::antimoz_screening_yn,int,1,NA,NA,1 to 2,2,,0,NA
50,antimoz_other_yn,malariabehaviorhouse_data_2020-05-27_1622,keep,,,"Other, specify","1, Yes | 2, No",,,,NA,antimoz_other_yn,malariabehaviorhouse_data_2020-05-27_1622::antimoz_other_yn,int,1,NA,NA,1 to 2,2,,0,NA
51,antimoz_other,malariabehaviorhouse_data_2020-05-27_1622,keep,,,"if yes to Other, specify",NA,,,,NA,antimoz_other,malariabehaviorhouse_data_2020-05-27_1622::antimoz_other,chr,BURNING HAY,NA,NA,", BURNING HAY",1,,0.995934959,NA
52,spray_pastyear_rad,malariabehaviorhouse_data_2020-05-27_1622,keep,,,Has the bedroom of your house been sprayed with insecticide in the past year?,"1, Yes | 2, No | 3, Unknown",,,,NA,spray_pastyear_rad,malariabehaviorhouse_data_2020-05-27_1622::spray_pastyear_rad,int,2,NA,NA,1 to 3,3,,0,NA
53,know_medicines_yn,malariabehaviorhouse_data_2020-05-27_1622,keep,,,Do you know any antimalarial medicines?,NA,,,,NA,know_medicines_yn,malariabehaviorhouse_data_2020-05-27_1622::know_medicines_yn,int,1,NA,NA,0 to 1,2,,0,NA
54,know_medicines_yes,malariabehaviorhouse_data_2020-05-27_1622,keep,,,"If yes, which ones?",NA,,,,NA,know_medicines_yes,malariabehaviorhouse_data_2020-05-27_1622::know_medicines_yes,chr,"CHLOROQUINE, QUININE",NA,NA,", CHLOROQUINE, CHLOROQUINE, QUININE, CHLOROQUINE,ACT,PQ, CHLOROQUINE,ARTESUNATE, CHLOROQUINE,PARACETAMOL, PARACETAMOL",6,,0.93495935,NA
55,medicine_at_home_rad,malariabehaviorhouse_data_2020-05-27_1622,keep,,,Do you keep antimalarial medicine at home?,"1, Yes, always | 2, Yes, sometimes | 3, No",,,,NA,medicine_at_home_rad,malariabehaviorhouse_data_2020-05-27_1622::medicine_at_home_rad,int,3,NA,NA,1 to 3,3,,0,NA
56,medicine_at_home_yes,malariabehaviorhouse_data_2020-05-27_1622,keep,,,"If yes, which medicines?",NA,,,,NA,medicine_at_home_yes,malariabehaviorhouse_data_2020-05-27_1622::medicine_at_home_yes,chr,CHLOROQUINE,NA,NA,", CHLOROQUINE, CHLOROQUINE,QUININE, PARACETAMOL,CHLOROQUINE,ACT",3,,0.975609756,NA
57,notes,malariabehaviorhouse_data_2020-05-27_1622,discard,,,Any remarks about the interview or certain questions,NA,,,,NA,notes,malariabehaviorhouse_data_2020-05-27_1622::notes,chr,"ALL THE MEMBERS SAID THEY WERE USING GOVERNMENT TOILETS, BUT THEY ACTUALLY USED FOR STORAGE PURPOSES. BUSHES OR OPEN FIELDS ARE USED FOR TOILET PURPOSES DAY AND NIGHT TIMES.",NA,NA,>10 unique values,13,,0.947154472,duplicated variable
58,interviewer,malariabehaviorhouse_data_2020-05-27_1622,discard,,,Interviewer name,NA,,,,NA,interviewer,malariabehaviorhouse_data_2020-05-27_1622::interviewer,chr,DR SANDHYA CHOUBEY,NA,NA,"DR  M A HAQUE, DR M A HAQUE, DR SANDHYA CHOUBEY, P NANDINI, SYED ZEESHAN ALI",5,,0,duplicated variable
59,interviewer_date,malariabehaviorhouse_data_2020-05-27_1622,discard,,,Interviewer signed date,NA,,,,NA,interviewer_date,malariabehaviorhouse_data_2020-05-27_1622::interviewer_date,chr,2/1/17,date?,%Y-%m-%d,>10 unique values,28,,0,duplicated variable
60,checked_by,malariabehaviorhouse_data_2020-05-27_1622,discard,,,Checked by,NA,,,,NA,checked_by,malariabehaviorhouse_data_2020-05-27_1622::checked_by,chr,DR SANDHYA CHOUBEY,NA,NA,"DR SANDHYA CHOUBEY, PUNAM BARLA, SUBRATA ACHARYA",3,,0,NA
61,checked_by_date,malariabehaviorhouse_data_2020-05-27_1622,discard,,,Checked by signed date,NA,,,,NA,checked_by_date,malariabehaviorhouse_data_2020-05-27_1622::checked_by_date,chr,2/1/17,date?,%Y-%m-%d,>10 unique values,30,,0,NA
62,deo_notes,malariabehaviorhouse_data_2020-05-27_1622,discard,,,DEO notes about data entry for this record,NA,,,,NA,deo_notes,malariabehaviorhouse_data_2020-05-27_1622::deo_notes,lgl,NA,NA,NA,n/a,0,,0,duplicated variable
63,household_behavior_complete,malariabehaviorhouse_data_2020-05-27_1622,discard,,,NA,NA,,,,NA,household_behavior_complete,malariabehaviorhouse_data_2020-05-27_1622::household_behavior_complete,int,2,NA,NA,2 to 2,1,,0,NA
1,sid,malariabehaviorindiv_data_2020-05-27_1623,discard,,,Participant number,NA,,,,NA,sid,malariabehaviorindiv_data_2020-05-27_1623::sid,chr,MBI0001,NA,NA,>10 unique values,500,,0,duplicated variable
2,cen_id,malariabehaviorindiv_data_2020-05-27_1623,discard,,,Census (household) number,NA,,,,NA,cen_id,malariabehaviorindiv_data_2020-05-27_1623::cen_id,chr,RC0797,NA,NA,>10 unique values,235,,0,NA
3,date,malariabehaviorindiv_data_2020-05-27_1623,keep,,,Date of interview,NA,,,,NA,date,malariabehaviorindiv_data_2020-05-27_1623::date,chr,2/1/17,date?,%Y-%m-%d,>10 unique values,28,,0,duplicated variable
4,studied_before_rad,malariabehaviorindiv_data_2020-05-27_1623,keep,,,Participated before in malaria study?,"1, Yes | 2, No | 3, Unknown",,,,NA,studied_before_rad,malariabehaviorindiv_data_2020-05-27_1623::studied_before_rad,int,1,NA,NA,1 to 3,3,,0,NA
5,gender_rad,malariabehaviorindiv_data_2020-05-27_1623,keep,,,Gender,"1, Male | 2, Female",,,,NA,gender_rad,malariabehaviorindiv_data_2020-05-27_1623::gender_rad,int,1,NA,NA,1 to 2,2,,0,NA
6,age,malariabehaviorindiv_data_2020-05-27_1623,keep,,,Age,NA,,,,NA,age,malariabehaviorindiv_data_2020-05-27_1623::age,dbl,60,NA,NA,1 to 69,70,,0,duplicated variable
7,head_of_household_yn,malariabehaviorindiv_data_2020-05-27_1623,keep,,,Is this person the head of the household?,NA,,,,NA,head_of_household_yn,malariabehaviorindiv_data_2020-05-27_1623::head_of_household_yn,int,1,NA,NA,0 to 1,2,,0,NA
8,education_rad,malariabehaviorindiv_data_2020-05-27_1623,keep,,,Highest level of education,"1, None | 2, Primary | 3, Secondary | 4, University | 5, Diploma | 6, Graduate or higher | 7, Other, specify",,,,NA,education_rad,malariabehaviorindiv_data_2020-05-27_1623::education_rad,int,2,NA,NA,1 to 7,6,,0,duplicated variable
9,education_other,malariabehaviorindiv_data_2020-05-27_1623,keep,,,"if Other, specify",NA,,,,NA,education_other,malariabehaviorindiv_data_2020-05-27_1623::education_other,chr,AGANBADI,NA,NA,", AGANBADI",1,,0.998,duplicated variable
10,occupation_rad,malariabehaviorindiv_data_2020-05-27_1623,keep,,,Usual occupation,"1, Daily wage/labor | 2, Salaried service | 3, Self-employed/trade | 4, Houswife | 5, Student | 6, None | 7, Other, specify",,,,NA,occupation_rad,malariabehaviorindiv_data_2020-05-27_1623::occupation_rad,int,1,NA,NA,1 to 7,7,,0,duplicated variable
11,occupation_other,malariabehaviorindiv_data_2020-05-27_1623,keep,,,"if Other, specify",NA,,,,NA,occupation_other,malariabehaviorindiv_data_2020-05-27_1623::occupation_other,chr,CULTIVATION,NA,NA,", ANGANWADI WORKER, ASHA WORKER, CULTIVATION, DOMESTIC WORK, DRIVER, FARMER, NURSE",7,,0.932,duplicated variable
12,where_first_rad,malariabehaviorindiv_data_2020-05-27_1623,keep,,,"If you had signs and symptoms of malaria, where would you seek treatment first?","1, Asha | 2, Government local health center/clinic | 3, Private clinic | 4, Pharmacy | 5, Shop | 6, Use local herbs | 7, Use medicines I still have at home | 8, Nowhere | 9, I don't know | 10, Other (describe)",,,,NA,where_first_rad,malariabehaviorindiv_data_2020-05-27_1623::where_first_rad,int,1,NA,NA,1 to 10,7,,0,NA
13,first_treatment_other,malariabehaviorindiv_data_2020-05-27_1623,keep,,,"if Other, describe",NA,,,,NA,first_treatment_other,malariabehaviorindiv_data_2020-05-27_1623::first_treatment_other,chr,NO ANSWER,NA,NA,>10 unique values,12,,0.962,NA
14,how_soon_seek,malariabehaviorindiv_data_2020-05-27_1623,keep,,,How soon after suspecting malaria would you seek treatment?,NA,,,,Days (00 if same day),how_soon_seek,malariabehaviorindiv_data_2020-05-27_1623::how_soon_seek,chr,3,NA,NA,>10 unique values,12,,0.002,NA
15,after_first_rad,malariabehaviorindiv_data_2020-05-27_1623,keep,,,"If the first treatment did not help, where would you go next? ","1, Asha | 2, Government local health center/clinic | 3, Private clinic | 4, Pharmacy | 5, Shop | 6, Use local herbs | 7, Use medicines I still have at home | 8, Nowhere | 9, I don't know | 10, Other (describe)",,,,NA,after_first_rad,malariabehaviorindiv_data_2020-05-27_1623::after_first_rad,int,2,NA,NA,1 to 10,9,,0,NA
16,after_first_other,malariabehaviorindiv_data_2020-05-27_1623,keep,,,"if Other, describe",NA,,,,NA,after_first_other,malariabehaviorindiv_data_2020-05-27_1623::after_first_other,chr,NO ANSWER,NA,NA,", BLACK MAGIC, CALL DOCTOR AT HOME, NO ANSWER, PRIVATE HOSPITAL",4,,0.99,NA
17,mobile_phone_helps_rad,malariabehaviorindiv_data_2020-05-27_1623,keep,,,Do you think a mobile phone is helpful when you think you have malaria?,"1, Yes | 2, No | 3, Unknown",,,,NA,mobile_phone_helps_rad,malariabehaviorindiv_data_2020-05-27_1623::mobile_phone_helps_rad,int,1,NA,NA,1 to 3,3,,0,NA
18,mobile_phone_helps_yes,malariabehaviorindiv_data_2020-05-27_1623,keep,,,"if yes, can you describe how it helps?",NA,,,,NA,mobile_phone_helps_yes,malariabehaviorindiv_data_2020-05-27_1623::mobile_phone_helps_yes,chr,DOES NOT KNOW,NA,NA,>10 unique values,51,,0.582,NA
19,dinner_time,malariabehaviorindiv_data_2020-05-27_1623,keep,,,At what time do you usually eat dinner?,NA,,,,Time range,dinner_time,malariabehaviorindiv_data_2020-05-27_1623::dinner_time,chr,20:00,NA,NA,>10 unique values,24,,0,NA
20,dinner_where_rad,malariabehaviorindiv_data_2020-05-27_1623,keep,,,Where do you usually eat dinner?,"1, Inside the house | 2, Outside the house | 3, Location depends on season inside or outside | 4, Location changes every time | 5, Other, specify",,,,NA,dinner_where_rad,malariabehaviorindiv_data_2020-05-27_1623::dinner_where_rad,int,1,NA,NA,1 to 4,4,,0,NA
21,dinner_where_other,malariabehaviorindiv_data_2020-05-27_1623,discard,,,"if Other, specify",NA,,,,NA,dinner_where_other,malariabehaviorindiv_data_2020-05-27_1623::dinner_where_other,lgl,NA,NA,NA,n/a,0,,0,NA
22,activities_chk___1,malariabehaviorindiv_data_2020-05-27_1623,keep,,,What activities do you usually do before bedtime?Cooking,,,,,NA,activities_chk___1,malariabehaviorindiv_data_2020-05-27_1623::activities_chk___1,int,0,NA,NA,0 to 1,2,,0,NA
23,activities_chk___2,malariabehaviorindiv_data_2020-05-27_1623,keep,,,What activities do you usually do before bedtime?Sitting outside with friends,,,,,NA,activities_chk___2,malariabehaviorindiv_data_2020-05-27_1623::activities_chk___2,int,0,NA,NA,0 to 1,2,,0,NA
24,activities_chk___3,malariabehaviorindiv_data_2020-05-27_1623,keep,,,What activities do you usually do before bedtime?Cleaning,,,,,NA,activities_chk___3,malariabehaviorindiv_data_2020-05-27_1623::activities_chk___3,int,0,NA,NA,0 to 1,2,,0,NA
25,activities_chk___4,malariabehaviorindiv_data_2020-05-27_1623,keep,,,What activities do you usually do before bedtime?Travelling,,,,,NA,activities_chk___4,malariabehaviorindiv_data_2020-05-27_1623::activities_chk___4,int,0,NA,NA,0 to 0,1,,0,NA
26,activities_chk___5,malariabehaviorindiv_data_2020-05-27_1623,keep,,,What activities do you usually do before bedtime?Play on electronics or watch TV,,,,,NA,activities_chk___5,malariabehaviorindiv_data_2020-05-27_1623::activities_chk___5,int,0,NA,NA,0 to 1,2,,0,NA
27,activities_chk___6,malariabehaviorindiv_data_2020-05-27_1623,keep,,,"What activities do you usually do before bedtime?Other, specify",,,,,NA,activities_chk___6,malariabehaviorindiv_data_2020-05-27_1623::activities_chk___6,int,0,NA,NA,0 to 1,2,,0,NA
28,activities_chk___7,malariabehaviorindiv_data_2020-05-27_1623,keep,,,What activities do you usually do before bedtime?Does not want to answer,,,,,NA,activities_chk___7,malariabehaviorindiv_data_2020-05-27_1623::activities_chk___7,int,1,NA,NA,0 to 1,2,,0,NA
29,activities_other,malariabehaviorindiv_data_2020-05-27_1623,keep,,,"if Other, specify",NA,,,,NA,activities_other,malariabehaviorindiv_data_2020-05-27_1623::activities_other,chr,SLEEP,NA,NA,>10 unique values,52,,0.326,NA
30,activities_where_rad,malariabehaviorindiv_data_2020-05-27_1623,keep,,,Are these activities inside or outside the house?,"1, Inside the house | 2, Outside the house | 3, Location depends on season inside or outside | 4, Location changes every time | 5, Other, specify",,,,NA,activities_where_rad,malariabehaviorindiv_data_2020-05-27_1623::activities_where_rad,int,1,NA,NA,1 to 5,5,,0,NA
31,activities_where_other,malariabehaviorindiv_data_2020-05-27_1623,discard,,,"if Other, specify",NA,,,,NA,activities_where_other,malariabehaviorindiv_data_2020-05-27_1623::activities_where_other,chr,NO ANSWER,NA,NA,", NO ANSWER",1,,0.994,NA
32,activities_differ_yn,malariabehaviorindiv_data_2020-05-27_1623,keep,,,Do the activities differ by season?,NA,,,,NA,activities_differ_yn,malariabehaviorindiv_data_2020-05-27_1623::activities_differ_yn,int,0,NA,NA,0 to 1,2,,0,NA
33,activities_differ_yes,malariabehaviorindiv_data_2020-05-27_1623,keep,,,"If yes, please describe",NA,,,,NA,activities_differ_yes,malariabehaviorindiv_data_2020-05-27_1623::activities_differ_yes,chr,DOES NOT WANT TO ANSWER,NA,NA,>10 unique values,29,,0.92,NA
34,bed_time,malariabehaviorindiv_data_2020-05-27_1623,keep,,,At what time do you go to bed?,NA,,,,Time range,bed_time,malariabehaviorindiv_data_2020-05-27_1623::bed_time,chr,21:00,NA,NA,>10 unique values,27,,0.002,NA
