overallOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,displayOrder,notesForOnt
389,anof4abid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025003,Anopheles abdomen ID,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #4: Mosquito abdomen ID,,variable,,
396,anof5abid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025003,Anopheles abdomen ID,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #5: Mosquito abdomen ID,,variable,,
403,anof6abid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025003,Anopheles abdomen ID,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #6: Mosquito abdomen ID,,variable,,
410,anof7abid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025003,Anopheles abdomen ID,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #7: Mosquito abdomen ID,,variable,,
417,anof8abid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025003,Anopheles abdomen ID,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #8: Mosquito abdomen ID,,variable,,
424,anof9abid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025003,Anopheles abdomen ID,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #9: Mosquito abdomen ID,,variable,,
290,anot,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025004,Anopheles count,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Total number of male and female <i>Anopheles</i> mosquitoes in the petri dish,[anom]+[anof],variable,,
550,anot_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025004,Anopheles count,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Total number of <i>Anopheles</i> male and female mosquitoes,,variable,,
1161,anot_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025004,Anopheles count,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Total number of <i>Anopheles</i> male and female mosquitoes,,variable,,
434,anof10gono,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025005,Anopheles gonotrophic status,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #10: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,,
371,anof1gono,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025005,Anopheles gonotrophic status,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #1: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,,
729,anof1gono_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025005,Anopheles gonotrophic status,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #1: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,,
1340,anof1gono_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025005,Anopheles gonotrophic status,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #1: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,,
378,anof2gono,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025005,Anopheles gonotrophic status,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #2: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,,
746,anof2gono_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025005,Anopheles gonotrophic status,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #2: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,,
1357,anof2gono_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025005,Anopheles gonotrophic status,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #2: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,,
385,anof3gono,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025005,Anopheles gonotrophic status,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #3: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,,
763,anof3gono_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025005,Anopheles gonotrophic status,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #3: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,,
1374,anof3gono_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025005,Anopheles gonotrophic status,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #3: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,,
392,anof4gono,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025005,Anopheles gonotrophic status,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #4: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,,
1391,anof4gono_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025005,Anopheles gonotrophic status,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #4: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,,
399,anof5gono,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025005,Anopheles gonotrophic status,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #5: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,,
1408,anof5gono_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025005,Anopheles gonotrophic status,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #5: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,,
406,anof6gono,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025005,Anopheles gonotrophic status,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #6: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,,
413,anof7gono,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025005,Anopheles gonotrophic status,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #7: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,,
420,anof8gono,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025005,Anopheles gonotrophic status,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #8: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,,
427,anof9gono,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025005,Anopheles gonotrophic status,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #9: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,,
430,anof10hthid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025006,Anopheles head and thorax ID,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #10: Mosquito head + thorax ID,,variable,,
367,anof1hthid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025006,Anopheles head and thorax ID,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #1: Mosquito head + thorax ID,,variable,,
374,anof2hthid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025006,Anopheles head and thorax ID,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #2: Mosquito head + thorax ID,,variable,,
381,anof3hthid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025006,Anopheles head and thorax ID,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #3: Mosquito head + thorax ID,,variable,,
388,anof4hthid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025006,Anopheles head and thorax ID,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #4: Mosquito head + thorax ID,,variable,,
395,anof5hthid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025006,Anopheles head and thorax ID,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #5: Mosquito head + thorax ID,,variable,,
402,anof6hthid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025006,Anopheles head and thorax ID,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #6: Mosquito head + thorax ID,,variable,,
409,anof7hthid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025006,Anopheles head and thorax ID,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #7: Mosquito head + thorax ID,,variable,,
416,anof8hthid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025006,Anopheles head and thorax ID,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #8: Mosquito head + thorax ID,,variable,,
423,anof9hthid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025006,Anopheles head and thorax ID,,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #9: Mosquito head + thorax ID,,variable,,
296,anom2morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Male #2: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
432,anof10morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #10: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
1491,anof10morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #10: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
1508,anof11morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #11: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
1525,anof12morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #12: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
1542,anof13morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #13: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
1559,anof14morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #14: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
1576,anof15morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #15: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
1593,anof16morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #16: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
1610,anof17morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #17: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
1627,anof18morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #18: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
1644,anof19morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #19: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
369,anof1morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #1: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
727,anof1morph_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #1: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
1338,anof1morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #1: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
1661,anof20morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #20: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
1678,anof21morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #21: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
1695,anof22morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #22: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
1712,anof23morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #23: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
1729,anof24morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #24: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
376,anof2morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #2: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
744,anof2morph_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #2: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
1355,anof2morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #2: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
383,anof3morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #3: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
761,anof3morph_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #3: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
1372,anof3morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #3: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
390,anof4morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #4: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
778,anof4morph_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,http://purl.obolibrary.org/obo/EUPATH_0025007,"Anopheles species, by morphology",,Entomology,Anopheles,http://purl.obolibrary.org/obo/EUPATH_0025053,Female #4: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,,
