colOrder,variable,dataFile,keepDiscard,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,timeVarying,percentMissing,flag
36,ifnousandvalidlmpballardwasdone7daysafterdelivery,form01,discard,,,,,,eligibility criteria. Put on study page,,,IfnoUSandvalidLMPBallardwasdone7daysafterdelivery,form01::ifnousandvalidlmpballardwasdone7daysafterdelivery,chr,No,NA,NA,", Missing, No, Yes",3,NA,0.003862574,NA
37,gestationalageis37weeksorgawasnottaken,form01,discard,,,,,,eligibility criteria. Put on study page,,,Gestationalageis37weeksorGAwasnottaken,form01::gestationalageis37weeksorgawasnottaken,chr,No,NA,NA,", Missing, No, Yes",3,NA,0.00487904,NA
38,datecompletedformreviewed,form01,discard,,,,,,,,,DATECOMPLETEDFORMREVIEWED,form01::datecompletedformreviewed,chr,13/07/2016,date?,%d/%m/%Y,>10 unique values,677,NA,0.260418784,duplicated variable
1,obstetricid,form02,discard,,,,,,,,,obstetricID,form02::obstetricid,chr,GM0001-1,NA,NA,>10 unique values,4919,NA,0,NA
2,uniquekey,form02,discard,,,,,,,,,UniqueKey,form02::uniquekey,int,49,NA,NA,1 to 1702,1567,NA,0.002236227,duplicated variable
3,hospitalname,form02,discard,,,,,,,,,HospitalName,form02::hospitalname,chr,GMH,NA,NA,>10 unique values,15,NA,0.00243952,duplicated variable
4,medicalrecordnumber,form02,discard,,,,,,,,,MedicalRecordNumber,form02::medicalrecordnumber,dbl,110037,NA,NA,0 to 5.97e+11,3268,NA,0.193331978,duplicated variable
5,maternalage,form02,keep,,,,,,,,,Maternalage,form02::maternalage,int,37,NA,NA,15 to 50,32,NA,0.00426916,NA
6,maritalstatus,form02,keep,,,,,,,,,Maritalstatus,form02::maritalstatus,int,1,NA,NA,1 to 5,5,NA,0.00365928,NA
7,formaleducationofmother,form02,keep,,,,,,,,,Formaleducationofmother,form02::formaleducationofmother,int,4,NA,NA,1 to 6,6,NA,0.008944908,NA
8,occupationofmother,form02,keep,,,,,,,,,Occupationofmother,form02::occupationofmother,int,3,NA,NA,1 to 6,6,NA,0.014230535,NA
9,specify,form02,keep,,,,,,,,,specify,form02::specify,chr,Private,NA,NA,>10 unique values,42,NA,0.976824558,duplicated variable
10,isthismothersfirstpregnancy,form02,keep,,,,,,,,,Isthismothersfirstpregnancy,form02::isthismothersfirstpregnancy,int,2,NA,NA,1 to 3,3,NA,0.06850986,NA
11,priorpregnanciesendingat20weeks,form02,keep,,,,,,,,,Priorpregnanciesendingat20weeks,form02::priorpregnanciesendingat20weeks,int,0,NA,NA,0 to 28,9,NA,0.112624517,NA
12,spontaneousabortions,form02,keep,,,,,,,,,Spontaneousabortions,form02::spontaneousabortions,int,0,NA,NA,0 to 9,6,NA,0.143525107,NA
13,medicalinducedabortion,form02,keep,,,,,,,,,Medicalinducedabortion,form02::medicalinducedabortion,int,1,NA,NA,0 to 9,5,NA,0.149827201,NA
14,numberofpriorpregnanciesthatappearedpreterm2037weeks,form02,keep,,,,,,,,,Numberofpriorpregnanciesthatappearedpreterm2037weeks,form02::numberofpriorpregnanciesthatappearedpreterm2037weeks,int,0,NA,NA,0 to 28,10,NA,0.112014637,NA
15,numberofpregnanciesthatappearedtobeterm37weeks,form02,keep,,,,,,,,,Numberofpregnanciesthatappearedtobeterm37weeks,form02::numberofpregnanciesthatappearedtobeterm37weeks,int,1,NA,NA,0 to 38,14,NA,0.107135597,NA
16,numberoflivingchildren,form02,keep,,,,,,,,,Numberoflivingchildren,form02::numberoflivingchildren,int,1,NA,NA,0 to 12,12,NA,0.10184997,NA
17,antenatalcareancreceived,form02,keep,,,,,,,,,AntenatalcareANCreceived,form02::antenatalcareancreceived,int,1,NA,NA,1 to 2,2,NA,0.003862574,NA
18,numberofvisitswhetherinthisorotherhospitalclinics,form02,keep,,,,,,,,,numberofvisitswhetherinthisorotherhospitalclinics,form02::numberofvisitswhetherinthisorotherhospitalclinics,int,4,NA,NA,0 to 30,15,NA,0.083960155,NA
19,lasthemoglobinlevelhgb,form02,keep,,,,,,,,,LastHemoglobinlevelHgb,form02::lasthemoglobinlevelhgb,dbl,12.2,NA,NA,0 to 80,172,NA,0.557227079,NA
20,lasthctlevel,form02,keep,,,,,,,,,LastHCTlevel,form02::lasthctlevel,dbl,35.6,NA,NA,5.3 to 65,336,NA,0.545842651,NA
21,dontknow2,form02,discard,,,,,,,,,Dontknow2,form02::dontknow2,chr,No,NA,NA,", No, Yes",2,NA,0.002236227,NA
22,n17dontknow,form02,discard,,,,,,,,,N17Dontknow,form02::n17dontknow,chr,No,NA,NA,", No, Yes",2,NA,0.002236227,NA
23,bloodgroup1,form02,keep,,,,1 A;2 B; 3 AB;4 O;5 Don't know,,,,,Bloodgroup1,form02::bloodgroup1,chr,4,NA,NA,", 1, 2, 3, 4, 5, Not",6,NA,0.007115267,NA
24,rhfactor1,form02,keep,,,,,,,,,Rhfactor1,form02::rhfactor1,int,1,NA,NA,1 to 3,3,NA,0.007115267,NA
25,vdrl1,form02,keep,,,,,,,,,VDRL1,form02::vdrl1,int,2,NA,NA,1 to 3,3,NA,0.010977841,NA
26,hivaidsserostatus1,form02,keep,,,,,,,,,HIVAIDSserostatus1,form02::hivaidsserostatus1,int,2,NA,NA,1 to 3,3,NA,0.006302094,NA
27,historyoftuberculosis1,form02,keep,,,,,,,,,Historyoftuberculosis1,form02::historyoftuberculosis1,int,2,NA,NA,1 to 3,3,NA,0.00487904,NA
28,urinetestsuggestinginfection1,form02,keep,,,,,,,,,Urinetestsuggestinginfection1,form02::urinetestsuggestinginfection1,int,1,NA,NA,1 to 3,3,NA,0.008944908,NA
29,malariaduringhecurrentpregnancy1,form02,keep,,,,,,,,,Malariaduringhecurrentpregnancy1,form02::malariaduringhecurrentpregnancy1,int,2,NA,NA,1 to 3,3,NA,0.009148201,NA
30,ttvaccination1,form02,keep,,,,,,,,,TTvaccination1,form02::ttvaccination1,int,1,NA,NA,1 to 5,5,NA,0.009554788,NA
31,cardiacdisease,form02,keep,,,,,,,,,Cardiacdisease,form02::cardiacdisease,int,2,NA,NA,1 to 3,3,NA,0.004675747,NA
32,diabetesmellitus,form02,keep,,,,,,,,,Diabetesmellitus,form02::diabetesmellitus,int,2,NA,NA,1 to 3,3,NA,0.006098801,NA
33,ifyes,form02,keep,,,"if diabetes, type",,,,,,IfYes,form02::ifyes,int,1,NA,NA,1 to 3,3,NA,0.980890425,NA
34,thyroiddisease,form02,keep,,,,,,,,,Thyroiddisease,form02::thyroiddisease,int,2,NA,NA,1 to 3,3,NA,0.005692214,NA
35,ifyes1,form02,keep,,,"if thyroid disease, type",,,,,,IfYes1,form02::ifyes1,int,2,NA,NA,1 to 3,3,NA,0.981297012,NA
36,otherdisorders,form02,keep,,,,,,,,,Otherdisorders,form02::otherdisorders,int,2,NA,NA,1 to 2,2,NA,0.024395202,NA
37,ifyesspecify,form02,keep,,,"If other disorders, specified",,,,,,IfYesSpecify,form02::ifyesspecify,chr,Athsma,NA,NA,>10 unique values,97,NA,0.975401504,NA
38,hypertensivedisordersofpregnancy,form02,keep,,,,,,,,,Hypertensivedisordersofpregnancy,form02::hypertensivedisordersofpregnancy,int,2,NA,NA,1 to 3,3,NA,0.004675747,NA
39,antepartumhemorrhageaph,form02,keep,,,,,,,,,AntepartumhemorrhageAPH,form02::antepartumhemorrhageaph,int,1,NA,NA,1 to 3,3,NA,0.008131734,NA
40,ifyes2,form02,keep,,,"if antepartum hemorrhage, type",,,,,,IfYes2,form02::ifyes2,int,2,NA,NA,1 to 4,4,NA,0.92783086,NA
41,specify1,form02,keep,,,other type of antepartum hemorrhage specified,,,,,,specify1,form02::specify1,chr,Fatal distrec,NA,NA,>10 unique values,21,NA,0.994511079,duplicated variable
42,spontaneouslabor,form02,keep,,,,,,,,,Spontaneouslabor,form02::spontaneouslabor,int,1,NA,NA,1 to 3,3,NA,0.011181134,NA
43,spontaneousrom,form02,keep,,,,,,,,,SpontaneousROM,form02::spontaneousrom,int,2,NA,NA,1 to 3,3,NA,0.011791014,NA
44,inductionoflabor,form02,keep,,,,,,,,,Inductionoflabor,form02::inductionoflabor,int,2,NA,NA,1 to 3,3,NA,0.018296402,NA
45,ifinduced,form02,keep,,,,,,,,,Ifinduced,form02::ifinduced,int,3,NA,NA,1 to 5,4,NA,0.894694044,NA
46,specify2,form02,keep,,,other reason for induced labor specified,,,,,,specify2,form02::specify2,chr,Unwanted Pregnancy,NA,NA,>10 unique values,115,NA,0.963407197,duplicated variable
47,csection,form02,keep,,,,,,,,,CSection,form02::csection,int,1,NA,NA,1 to 3,3,NA,0.012197601,NA
48,ispregnancy,form02,keep,,,,,,,,,Ispregnancy,form02::ispregnancy,int,2,NA,NA,1 to 4,4,NA,0,NA
49,singletonoriftwintripletsbabya,form02,keep,,,,,,,,,SingletonoriftwintripletsBabyA,form02::singletonoriftwintripletsbabya,int,2,NA,NA,1 to 5,5,NA,0.027851189,NA
50,deliverymode,form02,keep,,,,,,,,,DeliveryMode,form02::deliverymode,int,5,NA,NA,1 to 6,6,NA,0.023378736,NA
51,iftwintripletsbabyb,form02,keep,,,,,,,,,IftwintripletsBabyB,form02::iftwintripletsbabyb,int,1,NA,NA,1 to 5,5,NA,0.686115064,NA
52,deliverymode1,form02,keep,,,,,,,,,DeliveryMode1,form02::deliverymode1,int,5,NA,NA,1 to 6,6,NA,0.686724944,NA
53,iftripletsbabyc,form02,keep,,,,,,,,,IftripletsBabyC,form02::iftripletsbabyc,int,1,NA,NA,1 to 5,5,NA,0.967473064,NA
54,deliverymode2,form02,keep,,,,,,,,,DeliveryMode2,form02::deliverymode2,int,1,NA,NA,1 to 6,3,NA,0.967473064,NA
55,other4presentation,form02,keep,,,,,,,,,Other4Presentation,form02::other4presentation,int,1,NA,NA,1 to 5,2,NA,0.985972759,NA
56,deliverymode3,form02,keep,,,,,,,,,DeliveryMode3,form02::deliverymode3,int,1,NA,NA,1 to 6,2,NA,0.985972759,NA
57,dateandtimeofdeliveryifmultiplebirth,form02,keep,,,,,,,,,Dateandtimeofdeliveryifmultiplebirth,form02::dateandtimeofdeliveryifmultiplebirth,chr,12/7/16 6:33,date?,NA,>10 unique values,3744,NA,0.03394999,NA
58,preeclampsia,form02,keep,,,hypertensive disorders of pregnancy,,value,,,,Preeclampsia,form02::preeclampsia,chr,No,NA,NA,", Missing, No, Yes",3,NA,0.002236227,NA
59,eclampsia,form02,keep,,,hypertensive disorders of pregnancy,,value,,,,Eclampsia,form02::eclampsia,chr,No,NA,NA,", Missing, No, Yes",3,NA,0.002236227,NA
60,superimposedpreeclampsia,form02,keep,,,hypertensive disorders of pregnancy,,value,,,,Superimposedpreeclampsia,form02::superimposedpreeclampsia,chr,No,NA,NA,", Missing, No, Yes",3,NA,0.002236227,NA
61,chronichypertension,form02,keep,,,hypertensive disorders of pregnancy,,value,,,,Chronichypertension,form02::chronichypertension,chr,No,NA,NA,", Missing, No, Yes",3,NA,0.002236227,NA
62,dontknow,form02,keep,,,hypertensive disorders of pregnancy,,value,,,,Dontknow,form02::dontknow,chr,Yes,NA,NA,", Missing, No, Yes",3,NA,0.002236227,duplicated variable
63,n32chorioamnionitis,form02,keep,,,,,,,,,N32Chorioamnionitis,form02::n32chorioamnionitis,int,2,NA,NA,1 to 4,4,NA,0.029477536,NA
64,dateandtimeofdeliveryifmultiplebirthrecordtimeofsecond,form02,keep,,,,,,,,,Dateandtimeofdeliveryifmultiplebirthrecordtimeofsecond,form02::dateandtimeofdeliveryifmultiplebirthrecordtimeofsecond,chr,12/7/16 6:33,date?,NA,>10 unique values,793,NA,0.688961171,NA
65,fetaldistress,form02,keep,,,reason for c-section,,value,,,,Fetaldistress,form02::fetaldistress,chr,No,NA,NA,", Missing, No, Yes",3,NA,0.002236227,NA
66,iugrsga,form02,keep,,,reason for c-section,,value,,,,IUGRSGA,form02::iugrsga,chr,No,NA,NA,", Missing, No, Yes",3,NA,0.002236227,NA
67,preeclampsiaeclampsia,form02,keep,,,reason for c-section,,value,,,,Preeclampsiaeclampsia,form02::preeclampsiaeclampsia,chr,No,NA,NA,", Missing, No, Yes",3,NA,0.002236227,duplicated variable
68,cordprolapse1,form02,keep,,,reason for c-section,,value,,,,Cordprolapse1,form02::cordprolapse1,chr,No,NA,NA,", Missing, No, Yes",3,NA,0.002236227,NA
69,priorcesereansection,form02,keep,,,reason for c-section,,value,,,,PriorCesereansection,form02::priorcesereansection,chr,No,NA,NA,", Missing, No, Yes",3,NA,0.002236227,NA
70,macrosomia,form02,keep,,,reason for c-section,,value,,,,Macrosomia,form02::macrosomia,chr,No,NA,NA,", Missing, No, Yes",3,NA,0.002236227,NA
71,breech,form02,keep,,,reason for c-section,,value,,,,Breech,form02::breech,chr,No,NA,NA,", Missing, No, Yes",3,NA,0.002236227,NA
72,multiplepregnancy,form02,keep,,,reason for c-section,,value,,,,Multiplepregnancy,form02::multiplepregnancy,chr,No,NA,NA,", Missing, No, Yes",3,NA,0.002236227,NA
73,prolongedorobstructedlabor,form02,keep,,,reason for c-section,,value,,,,Prolongedorobstructedlabor,form02::prolongedorobstructedlabor,chr,No,NA,NA,", Missing, No, Yes",3,NA,0.002236227,NA
74,electivecesareansection,form02,keep,,,reason for c-section,,value,,,,ElectiveCesareansection,form02::electivecesareansection,chr,No,NA,NA,", Missing, No, Yes",3,NA,0.002236227,NA
75,other,form02,keep,,,reason for c-section,,value,,,,other,form02::other,chr,Yes,NA,NA,", Missing, No, Yes",3,NA,0.002236227,duplicated variable
76,specify3,form02,keep,,,other reason for c-section specified,,variable,,,,specify3,form02::specify3,chr,APH,NA,NA,>10 unique values,317,NA,0.700955479,duplicated variable
77,dontknow3,form02,keep,,,reason for c-section,,value,,,,Dontknow3,form02::dontknow3,chr,No,NA,NA,>10 unique values,61,NA,0.187843058,NA
78,iflaboroveralldurationinhoursandminutes,form02,keep,,,hours of labor,,,,,,Iflaboroveralldurationinhoursandminutes,form02::iflaboroveralldurationinhoursandminutes,int,0,NA,NA,0 to 72,43,NA,0.089855662,NA
79,overallmin,form02,keep,,,min of labor,,,,,,overallMin,form02::overallmin,int,8,NA,NA,0 to 80,45,NA,0.119333198,NA
80,durationofruptureofmembraneinhoursandminutes,form02,keep,,,,,,,,,Durationofruptureofmembraneinhoursandminutes,form02::durationofruptureofmembraneinhoursandminutes,int,0,NA,NA,0 to 168,67,NA,0.121162838,NA
81,durationofrupturemin,form02,keep,,,,,,,,,DurationofruptureMin,form02::durationofrupturemin,int,8,NA,NA,0 to 82,50,NA,0.124618825,NA
82,diddeliveryoccurduring,form02,keep,,,,,,,,,Diddeliveryoccurduring,form02::diddeliveryoccurduring,int,2,NA,NA,1 to 3,3,NA,0.026428136,NA
83,deliveryattendant,form02,keep,,,,,,,,,Deliveryattendant,form02::deliveryattendant,int,1,NA,NA,1 to 7,7,NA,0.017279935,NA
84,maternalfeverpriortodelivery,form02,keep,,,,,,,,,Maternalfeverpriortodelivery,form02::maternalfeverpriortodelivery,int,2,NA,NA,1 to 3,3,NA,0.009554788,NA
85,cordprolapse,form02,keep,,,,,,,,,Cordprolapse,form02::cordprolapse,int,2,NA,NA,1 to 3,3,NA,0.011384428,NA
86,ruptureduterus,form02,keep,,,,,,,,,RupturedUterus,form02::ruptureduterus,int,2,NA,NA,1 to 3,3,NA,0.012807481,NA
87,n47other,form02,keep,,,,,,,,,N47Other,form02::n47other,int,2,NA,NA,1 to 3,3,NA,0.059971539,NA
88,ifyesspecify1,form02,keep,,,,,,,,,IfYESSPECIFY1,form02::ifyesspecify1,chr,APH,NA,NA,>10 unique values,57,NA,0.983533238,NA
89,intrapartumfhrmonitoring,form02,keep,,,,,,,,,IntrapartumFHRmonitoring,form02::intrapartumfhrmonitoring,int,1,NA,NA,1 to 3,3,NA,0.013620655,NA
90,ifyes3,form02,keep,,,,,,,,,IfYes3,form02::ifyes3,int,2,NA,NA,1 to 2,2,NA,0.277698719,NA
91,wasbabyresuscitatedwithbagandmask,form02,keep,,,,,,,,,Wasbabyresuscitatedwithbagandmask,form02::wasbabyresuscitatedwithbagandmask,int,2,NA,NA,1 to 3,3,NA,0.078877821,NA
92,antibiotics,form02,keep,,,,,,,,,Antibiotics,form02::antibiotics,int,1,NA,NA,1 to 3,3,NA,0.014230535,NA
93,prom,form02,keep,,,Reason antibiotics given,,value,,,,PROM,form02::prom,int,2,NA,NA,1 to 3,3,NA,0.056922139,NA
94,chorioamnionitis,form02,keep,,,Reason antibiotics given,,value,,,,Chorioamnionitis,form02::chorioamnionitis,int,2,NA,NA,1 to 3,3,NA,0.053669445,duplicated variable
95,maternalurinarytractinfection,form02,keep,,,Reason antibiotics given,,value,,,,Maternalurinarytractinfection,form02::maternalurinarytractinfection,int,2,NA,NA,1 to 3,3,NA,0.053466152,NA
96,prophylaxisforcsection,form02,keep,,,Reason antibiotics given,,value,,,,ProphylaxisforCSection,form02::prophylaxisforcsection,int,2,NA,NA,1 to 3,3,NA,0.057938605,NA
97,othermaternalinfection1,form02,keep,,,Reason antibiotics given,,value,,,,Othermaternalinfection1,form02::othermaternalinfection1,int,1,NA,NA,1 to 3,3,NA,0.055499085,NA
98,ifyesspecify2,form02,keep,,,Other reason antibiotics given specified,,variable,,,,IfYesspecify2,form02::ifyesspecify2,chr,APH,NA,NA,>10 unique values,127,NA,0.964017077,NA
99,dexamethasonegivenforfetallungmaturation,form02,keep,,,,,,,,,Dexamethasonegivenforfetallungmaturation,form02::dexamethasonegivenforfetallungmaturation,int,1,NA,NA,1 to 3,3,NA,0.028664363,NA
100,ifyesnumberofdoses,form02,keep,,,,,,,,,IfYesNumberofdoses,form02::ifyesnumberofdoses,int,4,NA,NA,1 to 16,9,NA,0.765399471,NA
101,n512ifyestimefromthelastdoseofsteroidtodelivery,form02,keep,,,,,,,,,N512IfYestimefromthelastdoseofsteroidtodelivery,form02::n512ifyestimefromthelastdoseofsteroidtodelivery,int,1,NA,NA,0 to 26,13,NA,0.92417158,NA
102,hrs,form02,keep,,,,,,,,,Hrs,form02::hrs,int,48,NA,NA,0 to 80,35,NA,0.89754015,duplicated variable
103,dontknow1,form02,discard,,,,,,,,,Dontknow1,form02::dontknow1,chr,Yes,NA,NA,", Missing, No, Yes",3,NA,0.002236227,duplicated variable
104,magnesiumsulfate,form02,keep,,,,,,,,,Magnesiumsulfate,form02::magnesiumsulfate,int,2,NA,NA,1 to 3,3,NA,0.013620655,NA
105,diazepam,form02,keep,,,,,,,,,Diazepam,form02::diazepam,int,2,NA,NA,1 to 3,3,NA,0.017483228,NA
106,pethidine,form02,keep,,,,,,,,,Pethidine,form02::pethidine,int,2,NA,NA,1 to 3,3,NA,0.018093108,NA
107,othermedication,form02,keep,,,,,,,,,Othermedication,form02::othermedication,int,1,NA,NA,1 to 3,3,NA,0.016466762,NA
108,ifotherspecify,form02,keep,,,,,,,,,IfOtherSpecify,form02::ifotherspecify,chr,Ceftraxone,NA,NA,>10 unique values,574,NA,0.838381785,NA
109,nameandidofpersoncompletingthisform,form02,discard,,,,,,,,,NameandIDofpersoncompletingthisform,form02::nameandidofpersoncompletingthisform,chr,Sr.Mersit G/Meskel,NA,NA,>10 unique values,855,NA,0.022158975,NA
110,nameandidofpersonreviewingthisform,form02,discard,,,,,,,,,NameandIDofpersonreviewingthisform,form02::nameandidofpersonreviewingthisform,chr,Dr.Bezawit,NA,NA,>10 unique values,206,NA,0.215694247,NA
111,datecompletedformreviewed,form02,discard,,,,,,,,,DateCompletedFormReviewed,form02::datecompletedformreviewed,chr,14/07/2016,date?,%d/%m/%Y,>10 unique values,662,NA,0.242528969,duplicated variable
