IRI,label,variable,dataFile,displayOrder,codebookDescription,repeated,is_temporal,mergeKey,replaces,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMax,defaultBinWidth,forceStringType
NCBITaxon_544,Citrobacter,EcoCF.txt::Citrobacter,EcoCF.txt,,,yes,,,,,,,,,,,
NCBITaxon_546,Citrobacter freundii,EcoCF.txt::Citrobacter freundii,EcoCF.txt,,,yes,,,,,,,,,,,
NCBITaxon_547,Enterobacter,EcoCF.txt::Enterobacter,EcoCF.txt,,,yes,,,,,,,,,,,
NCBITaxon_5476,Candida albicans,EcoCF.txt::Candida albicans,EcoCF.txt,,,yes,,,,,,,,,,,
NCBITaxon_562,Escherichia coli,EcoCF.txt::Escherichia coli,EcoCF.txt,,,yes,,,,,,,,,,,
NCBITaxon_570,Klebsiella,EcoCF.txt::Klebsiella,EcoCF.txt,,,yes,,,,,,,,,,,
NCBITaxon_571,Klebsiella oxytoca,EcoCF.txt::Klebsiella oxytoca,EcoCF.txt,,,yes,,,,,,,,,,,
NCBITaxon_573,Klebsiella pneumoniae,EcoCF.txt::Klebsiella pneumoniae,EcoCF.txt,,,yes,,,,,,,,,,,
NCBITaxon_59732,Chryseobacterium,EcoCF.txt::Chryseobacterium,EcoCF.txt,,,yes,,,,,,,,,,,
NCBITaxon_613,Serratia,EcoCF.txt::Serratia,EcoCF.txt,,,yes,,,,,,,,,,,
NCBITaxon_614,Serratia liquefaciens,EcoCF.txt::Serratia liquifaciens,EcoCF.txt,,,yes,,,,,,,,,,,
NCBITaxon_615,Serratia marcescens,EcoCF.txt::Serratia marcescens,EcoCF.txt,,,yes,,,,,,,,,,,
NCBITaxon_724,Haemophilus,EcoCF.txt::Haemophilus,EcoCF.txt,,,yes,,,,,,,,,,,
NCBITaxon_727,Haemophilus influenzae,EcoCF.txt::Haemophilus influenza,EcoCF.txt,,,yes,,,,,,,,,,,
NCBITaxon_85698,Achromobacter xylosoxidans,EcoCF.txt::Achromobacter xyloxidans,EcoCF.txt,,,yes,,,,,,,,,,,
NCBITaxon_87883,Burkholderia multivorans,EcoCF.txt::Burkholderia multivorans,EcoCF.txt,,,yes,,,,,,,,,,,
NCBITaxon_95486,Burkholderia cenocepacia,EcoCF.txt::Burkholderia cenocepacia,EcoCF.txt,,,yes,,,,,,,,,,,
NCIT_C120707,Mixed Commensal Flora,EcoCF.txt::Mixed Commensal Flora (MCF),EcoCF.txt,,,yes,,,,,,,,,,,
OBI_0001619,Sample collection date,EcoCF.txt::Collection date,EcoCF.txt,,,yes,yes,,,,,,,,,,
OBI_0100051,Sample type,EcoCF.txt::sample_type,EcoCF.txt,,,yes,,,,,,,,,,,
SO_0001000,Region of 16S rRNA sequenced,EcoCF.txt::region,EcoCF.txt,,,,,,,,,,,,,,
