IRI,label,variable,dataFile,displayOrder,codebookDescription,repeated,is_temporal,mergeKey,replaces,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMax,defaultBinWidth,forceStringType
EUPATH_0009316,Amoxacillin,NICUDischarge.txt::w_Amoxacillin,NICUDischarge.txt,,,,,,,,,,,,,,
EUPATH_0009317,Amoxacillin,NICUDischarge.txt::m_Amoxacillin,NICUDischarge.txt,,,,,,,,,,,,,,
EUPATH_0009318,Amoxacillin,NICUDischarge.txt::c_Amoxacillin,NICUDischarge.txt,,,,,,,days,http://purl.obolibrary.org/obo/UO_0000033,,,,,,
EUPATH_0009319,Penicillin g,NICUDischarge.txt::w_PenicillinG,NICUDischarge.txt,,,,,,,,,,,,,,
EUPATH_0009320,Penicillin g,NICUDischarge.txt::m_PenicillinG,NICUDischarge.txt,,,,,,,,,,,,,,
EUPATH_0009321,Penicillin g,NICUDischarge.txt::c_PenicillinG,NICUDischarge.txt,,,,,,,days,http://purl.obolibrary.org/obo/UO_0000033,,,,,,
EUPATH_0009322,Metronidazole,NICUDischarge.txt::w_Metronidazole,NICUDischarge.txt,,,,,,,,,,,,,,
EUPATH_0009323,Metronidazole,NICUDischarge.txt::m_Metronidazole,NICUDischarge.txt,,,,,,,,,,,,,,
EUPATH_0009324,Metronidazole,NICUDischarge.txt::c_Metronidazole,NICUDischarge.txt,,,,,,,days,http://purl.obolibrary.org/obo/UO_0000033,,,,,,
EUPATH_0009325,Ampicillin sulbactam,NICUDischarge.txt::w_AmpicillinSulbactam,NICUDischarge.txt,,,,,,,,,,,,,,
EUPATH_0009326,Ampicillin sulbactam,NICUDischarge.txt::m_AmpicillinSulbactam,NICUDischarge.txt,,,,,,,,,,,,,,
EUPATH_0009327,Ampicillin sulbactam,NICUDischarge.txt::c_AmpicillinSulbactam,NICUDischarge.txt,,,,,,,days,http://purl.obolibrary.org/obo/UO_0000033,,,,,,
EUPATH_0009328,Number of antibiotics exposure in the week prior sample collection,NICUDischarge.txt::w_AllAbx,NICUDischarge.txt,,,,,,,,,,,,,,
EUPATH_0009329,Number of antibiotics exposure in the month prior sample collection,NICUDischarge.txt::m_AllAbx,NICUDischarge.txt,,,,,,,,,,,,,,
EUPATH_0009330,Cumulative all antibiotics exposure prior sample collection (days),NICUDischarge.txt::c_AllAbx,NICUDischarge.txt,,,,,,,days,http://purl.obolibrary.org/obo/UO_0000033,,,,,,
OBI_0001169,Age,NICUDischarge.txt::day_of_life,NICUDischarge.txt,,,yes,yes,yes,,days,http://purl.obolibrary.org/obo/UO_0000033,,,,,,
OBI_0003071,Subject ID,NICUDischarge.txt::subject_id,NICUDischarge.txt,,,,,,,,,,everywhere,,,,yes
PATO_0000047,Sex,NICUDischarge.txt::gender,NICUDischarge.txt,,,,,,,,,,,,,,
UBERON_0000061,Host body site,NICUDischarge.txt::body_site,NICUDischarge.txt,,,,,,,,,,,,,,
UBERON_0000463,Host body product,NICUDischarge.txt::body_product,NICUDischarge.txt,,,,,,,,,,,,,,
UBERON_0000466,Host body habitat,NICUDischarge.txt::body_habitat,NICUDischarge.txt,,,,,,,,,,,,,,
EFO_0004344,Birth weight,NICUDischarge.txt::Birthweight,NICUDischarge.txt,,,,,,,g,http://purl.obolibrary.org/obo/UO_0000021,,,,,,
EUPATH_0009097,Postmenstrual age at sample collection,NICUDischarge.txt::Postmenstrual age at sample collection,NICUDischarge.txt,,,yes,yes,,,,,,,,,,
EUPATH_0009242,Bacterial culture in blood,NICUDischarge.txt::BloodInfection,NICUDischarge.txt,,,,,,,,,,,,,,
EUPATH_0009243,Bacterial culture in urine,NICUDischarge.txt::UrineInfection,NICUDischarge.txt,,,,,,,,,,,,,,
EUPATH_0009270,Bacterial culture in tracheal,NICUDischarge.txt::TrachealInfection,NICUDischarge.txt,,,,,,,,,,,,,,
EUPATH_0009271,"Bacterial culture, other",NICUDischarge.txt::OtherInfection,NICUDischarge.txt,,,,,,,,,,,,,,
OBI_0100051,Sample type,NICUDischarge.txt::sample_type,NICUDischarge.txt,,,,,,,,,,,,,,
