hh,label,variable,displayOrder,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,replaces,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth,forceStringType
http://purl.obolibrary.org/obo/ENVO_01000577,Radio,ext_crypto_ses_3000::radio | ext_crypto_ses_2000::radio,,ext_crypto_ses_3000 | ext_crypto_ses_2000,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Working Radio,"1 = Yes, 2 = No",value,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0035003,Sewing machine,ext_crypto_ses_2000::sewing | ext_crypto_ses_3000::sewing,,ext_crypto_ses_2000 | ext_crypto_ses_3000,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Sewing machine,"1 = Yes, 2 = No",value,yes,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000584,Table,ext_crypto_ses_2000::table | ext_crypto_ses_3000::table,,ext_crypto_ses_3000 | ext_crypto_ses_2000,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Table,"1 = Yes, 2 = No",value,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000580,Telephone (mobile or non-mobile),ext_crypto_ses_3000::phone | ext_crypto_ses_2000::phone,,ext_crypto_ses_3000 | ext_crypto_ses_2000,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Telephone/Mobile,"1 = Yes, 2 = No",value,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000579,Television,ext_crypto_ses_3000::tv | ext_crypto_ses_2000::tv,,ext_crypto_ses_3000 | ext_crypto_ses_2000,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Working TV,"1 = Yes, 2 = No",value,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000186,Watch,ext_crypto_ses_2000::watch | ext_crypto_ses_3000::watch,,ext_crypto_ses_3000 | ext_crypto_ses_2000,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Watch or clock,"1 = Yes, 2 = No",value,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000006,Floor material,ext_crypto_ses_2000::floor | ext_crypto_ses_3000::floor,,ext_crypto_ses_3000 | ext_crypto_ses_2000,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,What is the principal type of flooring in your dwelling?,"1 = Earth, 2 = Bamboo/ Wood, 3 = Cement/Tiles",variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000381,Kitchen location,ext_crypto_ses_2000::kitchen | ext_crypto_ses_3000::kitchen,,ext_crypto_ses_2000 | ext_crypto_ses_3000,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,Place for cooking for household.,"1 = Inside house, 2 = Separate building, 3 = Outdoors, 4 = Other specify",variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,ext_crypto_ses_2000::roof | ext_crypto_ses_3000::roof,,ext_crypto_ses_2000 | ext_crypto_ses_3000,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,What is the principal roofing material in your house?,"1 = Natural material (straw), 2 = Rudimentary roofing (polythene or mixed with mud), 3 = Finished roof (concrete), 4 = Tin roof",variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0011593,Room count,ext_crypto_ses_2000::n_room | ext_crypto_ses_3000::n_room,,ext_crypto_ses_3000 | ext_crypto_ses_2000,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,Number of rooms in current household,,variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000009,Wall material,ext_crypto_ses_3000::wall | ext_crypto_ses_2000::wall,,ext_crypto_ses_3000 | ext_crypto_ses_2000,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,What is the principal wall material in your house?,"1 = Bamboo/cane/straw/ Jute stick, 2 = Rudimentary walls (mud) or mixed with mud, 3 = Tin wall, 4 = Bricks, cement blocks, concrete walls",variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036222,Open drain,ext_crypto_ses_3000::drain | ext_crypto_ses_2000::drain,,ext_crypto_ses_3000 | ext_crypto_ses_2000,,Household,http://purl.obolibrary.org/obo/EUPATH_0010032,Dwelling environment,Open drain beside your house.,"1 = Yes, 2 = No",variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000023,Cooking fuel,ext_crypto_ses_2000::fuel | ext_crypto_ses_3000::fuel,,ext_crypto_ses_2000 | ext_crypto_ses_3000,,Household,http://purl.obolibrary.org/obo/EUPATH_0000302,Dwelling facilities,Type of cooking fuel.,"1 = Gas, 2 = Electric stove, 3 = Wood, 4 = Kerosene oil stove, 5 = Animal dung, 6 = Garments products, 7= Others specify",variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000596,Waste disposal,,,,,Household,http://purl.obolibrary.org/obo/EUPATH_0000302,Dwelling facilities,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036215,Food availabilty,ext_crypto_ses_3000::hh_class | ext_crypto_ses_2000::hh_class,,ext_crypto_ses_3000 | ext_crypto_ses_2000,,Household,http://purl.obolibrary.org/obo/EUPATH_0011683,Food security,"In terms of household food availability, how do you classify your house","1 = Deficit in whole year, 2 = Sometimes deficit, 3 = Neither deficit nor surplus, 4 = Surplus",variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0021094,Study site,ext_crypt_cs_scd14::site | ext_crypto_ms_rt_3000::site | ext_crypt_cs_mpo_infant::site | ext_crypto_cr_diarep_2000::site | ext_crypt_cs_calp::site | ext_crypt_cs_egf_bmilk::site | ext_crypt_cs_stool_iga_month12::site | ext_crypto_cr_diarr_3000::site | ext_crypt_cs_sspa::site | ext_crypt_cs_cytmp::site | ext_crypto_cr_ter_3000::site | ext_crypto_cr_mbl_2000::site | ext_crypto_enr7mo_3000::site | ext_crypto_cr_mbm_2000::site | ext_crypt_cs_crp::site | ext_crypto_cr_ds_2000::site | ext_crypto_menr_2000::site | ext_crypt_cs_tac::site | ext_crypto_scr7mo_3000::site | ext_crypt_cs_cp23_plasma_igg::site | ext_crypto_dsmicro_2000::site | ext_crypt_cs_il1b::site | ext_crypto_ses_2000::site | ext_crypto_ms_rt_2000::site | ext_crypto_cscr_2000::site | ext_crypto_cr_mbl_3000::site | ext_crypto_manthro_3000::site | ext_crypto_cr_cbl_3000::site | ext_crypto_ses_3000::doi | ext_crypto_cr_diarep_3000::site | ext_crypt_cs_il4::site | ext_crypto_mscr_2000::site | ext_crypto_cr_cbl_2000::site | ext_crypt_cs_mpo_mother::site | ext_crypto_cr_anthro_2000::site | ext_crypto_ses_3000::site | ext_crypt_cs_cytcp::site | ext_crypto_cr_ga_3000::site | ext_crypt_cs_bml::site | ext_crypto_cr_diarr_2000::site | ext_crypto_mgmt_cranthz_2000::site | ext_crypto_manthro_2000::site | ext_crypt_cs_cp17_plasma_igg::site | ext_crypto_mgmt_cranthz_3000::site | ext_crypto_ds_rt_2000::site | ext_crypt_cs_zn::site | ext_crypto_cr_ms_2000::site | ext_crypto_cr_ds_3000::site | ext_crypto_cr_ms_3000::site | ext_crypto_cscr_3000::site | ext_crypto_cr_anthro_3000::site | ext_crypt_cs_cp17_fecal_iga::site | ext_crypt_cs_polio_sna::site | ext_crypto_cenr_3000::site | ext_crypt_cs_reg1b_mother::site | ext_crypt_mgmt_lmr::site | ext_crypt_cs_lm::site | ext_crypt_cs_stool_iga_month4::site | ext_crypto_cr_ter_2000::site | ext_crypto_cenr_2000::site | ext_crypt_cs_cp23_fecal_iga::site | ext_crypto_cr_mbm_3000::site | ext_crypto_dsmicro_3000::site | ext_crypt_cs_retinol::site | ext_crypto_ds_rt_3000::site | ext_crypto_cr_msf_3000::site | ext_crypt_cs_reg1b_infant::site,,ext_crypto_cr_diarr_2000 | ext_crypto_mscr_2000 | ext_crypt_mgmt_lmr | ext_crypto_manthro_2000 | ext_crypt_cs_il1b | ext_crypto_cr_diarr_3000 | ext_crypto_cr_mbm_2000 | ext_crypto_menr_2000 | ext_crypto_cr_diarep_3000 | ext_crypt_cs_tac | ext_crypt_cs_cp23_fecal_iga | ext_crypto_mgmt_cranthz_3000 | ext_crypt_cs_reg1b_mother | ext_crypt_cs_cp23_plasma_igg | ext_crypt_cs_reg1b_infant | ext_crypt_cs_sspa | ext_crypt_cs_egf_bmilk | ext_crypto_cr_msf_3000 | ext_crypto_cr_ms_2000 | ext_crypt_cs_cp17_fecal_iga | ext_crypto_cr_ds_2000 | ext_crypt_cs_stool_iga_month4 | ext_crypt_cs_scd14 | ext_crypt_cs_cytcp | ext_crypto_cr_mbl_2000 | ext_crypto_cr_anthro_3000 | ext_crypto_cr_ter_2000 | ext_crypto_ses_3000 | ext_crypt_cs_bml | ext_crypto_ds_rt_3000 | ext_crypt_cs_zn | ext_crypto_cr_cbl_3000 | ext_crypt_cs_lm | ext_crypto_cenr_3000 | ext_crypto_scr7mo_3000 | ext_crypto_cr_anthro_2000 | ext_crypto_cscr_2000 | ext_crypto_cr_ds_3000 | ext_crypto_mgmt_cranthz_2000 | ext_crypto_dsmicro_3000 | ext_crypto_ses_2000 | ext_crypto_cr_diarep_2000 | ext_crypt_cs_mpo_infant | ext_crypt_cs_il4 | ext_crypto_dsmicro_2000 | ext_crypto_ms_rt_2000 | ext_crypt_cs_mpo_mother | ext_crypt_cs_stool_iga_month12 | ext_crypto_cenr_2000 | ext_crypto_cr_ga_3000 | ext_crypt_cs_crp | ext_crypto_cscr_3000 | ext_crypto_cr_mbl_3000 | ext_crypt_cs_cp17_plasma_igg | ext_crypt_cs_cytmp | ext_crypto_cr_mbm_3000 | ext_crypto_cr_cbl_2000 | ext_crypt_cs_retinol | ext_crypt_cs_polio_sna | ext_crypto_cr_ter_3000 | ext_crypto_ds_rt_2000 | ext_crypt_cs_calp | ext_crypto_cr_ms_3000 | ext_crypto_ms_rt_3000 | ext_crypto_manthro_3000 | ext_crypto_enr7mo_3000,,Household,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,Site | Study site | study site,"1 = Mirpur,  2 = Mirzapur | 1=Mirpur | 1=Mirpur, 2=Mirzapur",variable,,,,NIH Crypto,,,,yes,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036480,After cleaning infant's anus,ext_crypto_ses_2000::how_e | ext_crypto_ses_3000::how_e,,ext_crypto_ses_3000 | ext_crypto_ses_2000,,Household,http://purl.obolibrary.org/obo/EUPATH_0036009,Hand washed,CLEANING infant's anus:  codes same as HOW_A,,value,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036482,After defecating,ext_crypto_ses_2000::how_c | ext_crypto_ses_3000::how_c,,ext_crypto_ses_3000 | ext_crypto_ses_2000,,Household,http://purl.obolibrary.org/obo/EUPATH_0036009,Hand washed,DEFECATING:  codes same as HOW_A,,value,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036484,Before cleaning infant's bottle,ext_crypto_ses_3000::how_d | ext_crypto_ses_2000::how_d,,ext_crypto_ses_3000 | ext_crypto_ses_2000,,Household,http://purl.obolibrary.org/obo/EUPATH_0036009,Hand washed,CLEANING infants bottle : codes same as HOW_A,,value,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036486,Before feeding infant,ext_crypto_ses_3000::how_a | ext_crypto_ses_2000::how_a,,ext_crypto_ses_2000 | ext_crypto_ses_3000,,Household,http://purl.obolibrary.org/obo/EUPATH_0036009,Hand washed,How to wash hand before/after FEEDING.,"1 = Left hand, 2 = Right hand, 3 = Both hands, 9 = None",value,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036488,Before feeding self,ext_crypto_ses_3000::how_b | ext_crypto_ses_2000::how_b,,ext_crypto_ses_2000 | ext_crypto_ses_3000,,Household,http://purl.obolibrary.org/obo/EUPATH_0036009,Hand washed,EATING: codes same as HOW_A,,value,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036199,After cleaning infant's anus,ext_crypto_ses_3000::agent_e | ext_crypto_ses_2000::agent_e,,ext_crypto_ses_3000 | ext_crypto_ses_2000,,Household,http://purl.obolibrary.org/obo/EUPATH_0010400,Hand washing material,CLEANING infant's anus:  codes same as AGENT_A,,value,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036200,After defecating,ext_crypto_ses_2000::agent_c | ext_crypto_ses_3000::agent_c,,ext_crypto_ses_2000 | ext_crypto_ses_3000,,Household,http://purl.obolibrary.org/obo/EUPATH_0010400,Hand washing material,DEFECATING: codes same as AGENT_A,,value,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036202,Before cleaning infant's bottle,ext_crypto_ses_2000::agent_d | ext_crypto_ses_3000::agent_d,,ext_crypto_ses_2000 | ext_crypto_ses_3000,,Household,http://purl.obolibrary.org/obo/EUPATH_0010400,Hand washing material,CLEANING infants bottle : codes same as AGENT_A,,value,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036203,Before feeding infant,ext_crypto_ses_2000::agent_a | ext_crypto_ses_3000::agent_a,,ext_crypto_ses_3000 | ext_crypto_ses_2000,,Household,http://purl.obolibrary.org/obo/EUPATH_0010400,Hand washing material,Hand Washing Practice:  Type of agent use in hand washing before /after FEEDING.,"Water = 1,   Mud = 2,   Ash = 3, Soap = 4, Other = 5, None=9",value,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036489,Before feeding self,ext_crypto_ses_2000::agent_b | ext_crypto_ses_3000::agent_b,,ext_crypto_ses_3000 | ext_crypto_ses_2000,,Household,http://purl.obolibrary.org/obo/EUPATH_0010400,Hand washing material,EATING: codes same as AGENT_A,,value,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036481,After cleaning infant's anus,ext_crypto_ses_3000::source_e | ext_crypto_ses_2000::source_e,,ext_crypto_ses_2000 | ext_crypto_ses_3000,,Household,http://purl.obolibrary.org/obo/EUPATH_0036010,Hand washing water source,CLEANING infant's anus:  codes same as SOURCE_A,,value,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036483,After defecating,ext_crypto_ses_2000::souce_c | ext_crypto_ses_3000::souce_c,,ext_crypto_ses_2000 | ext_crypto_ses_3000,,Household,http://purl.obolibrary.org/obo/EUPATH_0036010,Hand washing water source,DEFECATING:  codes same as SOURCE_A,,value,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036485,Before cleaning infant's bottle,ext_crypto_ses_3000::source_d | ext_crypto_ses_2000::source_d,,ext_crypto_ses_3000 | ext_crypto_ses_2000,,Household,http://purl.obolibrary.org/obo/EUPATH_0036010,Hand washing water source,CLEANING infants bottle : codes same as SOURCE_A,,value,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036487,Before feeding infant,ext_crypto_ses_2000::source_a | ext_crypto_ses_3000::source_a,,ext_crypto_ses_2000 | ext_crypto_ses_3000,,Household,http://purl.obolibrary.org/obo/EUPATH_0036010,Hand washing water source,Source of water use for FEEDING:,"1 = Municipality supply/piped water, 2 = Own arrangement by pump, 3 = Tube well, 4 = Well/Pond/Canal, 9 = None",variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036204,Before feeding self,ext_crypto_ses_2000::source_b | ext_crypto_ses_3000::source_b,,ext_crypto_ses_3000 | ext_crypto_ses_2000,,Household,http://purl.obolibrary.org/obo/EUPATH_0036010,Hand washing water source,EATING: codes same as SOURCE_A,,value,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,,,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0010032,Dwelling environment,,,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000302,Dwelling facilities,,,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,,,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000686,Household hygiene,,,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0011995,Household observation details,,,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0024182,Household relocation,,,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000731,Household water,,,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,,,,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036009,Hand washed,,,,,Household,http://purl.obolibrary.org/obo/EUPATH_0000686,Household hygiene,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0010400,Hand washing material,,,,,Household,http://purl.obolibrary.org/obo/EUPATH_0000686,Household hygiene,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036010,Hand washing water source,,,,,Household,http://purl.obolibrary.org/obo/EUPATH_0000686,Household hygiene,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036219,Maternal nail cutting frequency,ext_crypto_ses_3000::nail | ext_crypto_ses_2000::nail,,ext_crypto_ses_3000 | ext_crypto_ses_2000,,Household,http://purl.obolibrary.org/obo/EUPATH_0000686,Household hygiene,Frequency of nail cutting of mother.,"1 = Once in a week, 2 = Twice a month, 3 = Once a month, 4 = Once in quarter",variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0021085,Household data collection date,ext_crypto_ses_2000::doi,,ext_crypto_ses_2000,,Household,http://purl.obolibrary.org/obo/EUPATH_0011995,Household observation details,Date of Interview,,variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0024002,Time resided at current location,ext_crypto_ses_2000::hh_live | ext_crypto_ses_3000::hh_live,,ext_crypto_ses_3000 | ext_crypto_ses_2000,,Household,http://purl.obolibrary.org/obo/EUPATH_0024182,Household relocation,How long have you lived in current household in years?,"00 = < 1 year, 01 = 1 year, 02 = 2 years, 03 = 3 years, 04 = 4 years",variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,ext_crypto_ses_3000::hh_drink | ext_crypto_ses_2000::hh_drink,,ext_crypto_ses_2000 | ext_crypto_ses_3000,,Household,http://purl.obolibrary.org/obo/EUPATH_0000731,Household water,What is the principal source of household drinking water?,"1 = Municipality supply/piped water, 2 = Own arrangement by pump, 3 = Tube well, 4 = Well/Pond/Canal",variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000700,Drinking water treatment method,ext_crypto_ses_2000::water_trt | ext_crypto_ses_3000::water_trt,,ext_crypto_ses_3000 | ext_crypto_ses_2000,,Household,http://purl.obolibrary.org/obo/EUPATH_0000731,Household water,Water treatment methods used,"1 = None, 2 = Let it stand & settle, 3 = Water filter, 4 = Solar disinfection, 5 = Boil, 6 = Strain through cloth, 7 = Add bleach/Chlorine",variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000727,Family income in local currency,ext_crypto_ses_2000::income | ext_crypto_ses_3000::income,,ext_crypto_ses_2000 | ext_crypto_ses_3000,,Household,http://purl.obolibrary.org/obo/EUPATH_0011680,Income,Total monthly Income (in taka). **Calculating answer to 12a. Add all incomes together and put total income.,,variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0060001,Household head income in local currency,ext_crypto_ses_3000::h_income | ext_crypto_ses_2000::h_income,,ext_crypto_ses_2000 | ext_crypto_ses_3000,,Household,http://purl.obolibrary.org/obo/EUPATH_0011680,Income,Household (HH) head income,,variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0060004,Other household member's income in local currency,ext_crypto_ses_2000::o_income | ext_crypto_ses_3000::o_income,,ext_crypto_ses_3000 | ext_crypto_ses_2000,,Household,http://purl.obolibrary.org/obo/EUPATH_0011680,Income,Other member's income,,variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0060005,Other sources income,ext_crypto_ses_2000::s_income | ext_crypto_ses_3000::s_income,,ext_crypto_ses_3000 | ext_crypto_ses_2000,,Household,http://purl.obolibrary.org/obo/EUPATH_0011680,Income,Other sources income,,variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,,,,,Household,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036209,Domestic workers,ext_crypto_ses_2000::maid | ext_crypto_ses_3000::maid,,ext_crypto_ses_2000 | ext_crypto_ses_3000,,Household,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,Household domestic workers (maid).,"1 = Yes, 2 = No",variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036211,Family type,ext_crypto_ses_3000::family_tp | ext_crypto_ses_2000::family_tp,,ext_crypto_ses_2000 | ext_crypto_ses_3000,,Household,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,Family type,"1 = Nuclear, 2 = Joint",variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0011683,Food security,,,,,Household,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0000383,Home ownership,ext_crypto_ses_2000::ownhh | ext_crypto_ses_3000::ownhh,,ext_crypto_ses_2000 | ext_crypto_ses_3000,,Household,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,Do you own the house you live in? (1=yes & 2=no),,variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036210,Household expenditures in local currency,ext_crypto_ses_3000::expn | ext_crypto_ses_2000::hh_expen | ext_crypto_ses_3000::hh_expen | ext_crypto_ses_2000::expn,,ext_crypto_ses_2000 | ext_crypto_ses_3000,,Household,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,"Family expenditure: (Food, Cloths, Utility bills i.e. electricity, Gas, water) | Monthly Total expenditure (in taka)",,variable,,,,NIH Crypto,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0036216,Household member listens to or watches radio or TV,ext_crypto_ses_3000::watch_tv | ext_crypto_ses_2000::watch_tv,,ext_crypto_ses_3000 | ext_crypto_ses_2000,,Household,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,Do you listen/watch Radio/TV?,"1 = Regular,2 = Irregularly & 3 = No",variable,,,,NIH Crypto,,,,,,,,,,
