"IRI","label","displayOrder","variable","dataFile","definition","category","parentLabel","parentIRI","codebookDescription","codebookValues","termType","replaces","unitLabel","unitIRI","is_featured","hidden"
"http://purl.obolibrary.org/obo/EUPATH_0010345","Admitted to hospital","1","admit","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","E34: Health care utilization. Was the child admitted to a hospital/health center for treatment of diarrheal illness. Only complete for children who had diarrhea in the last 2 weeks. If no, go to E36, if yes continue","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=NOT IN CODEBOOK, 9=NOT IN CODEBOOK, NA=NA","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015550","Hospital admitted 1st choice","2","admit_ctr1","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","E35: Health care utilization. To which hospital was the child admitted (health facility code for center of 1st choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks","","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015703","Hospital admitted 1st choice SHC","3","admit_ctr1_shc","gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","NA: Health care utilization.","0, 1","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015551","Hospital admitted 2nd choice","4","admit_ctr2","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","E35.1: Health care utilization. To which hospital was the child admitted (health facility code for center of 2nd choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks","","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015704","Hospital admitted 2nd choice SHC","5","admit_ctr2_shc","gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","NA: Health care utilization.","1","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015552","Hospital admitted 3rd choice","6","admit_ctr3","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","E35.2: Health care utilization. To which hospital was the child admitted (health facility code for center of 3rd choice). Skip if E34=no. Only complete for children who had diarrhea in the last 2 weeks","","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015705","Hospital admitted 3rd choice SHC","7","admit_ctr3_shc","gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Hospitalization","http://purl.obolibrary.org/obo/EUPATH_0000308","NA: Health care utilization.","","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0010013","Previous diarrheal care","","","","","Observation","Immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0021098","","","category","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015400","Age (months)","1","age","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Observation","http://purl.obolibrary.org/obo/EUPATH_0000738","A06.1: Eligibility information. Age (months). 15 is used for missing day in birthdate","","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0010367","Age group","2","agestratum","gems1_huas_lite_data_kenya.sas7bdat","","Observation","Observation","http://purl.obolibrary.org/obo/EUPATH_0000738","A01: Eligibility information. Child's age stratum (in months) according to the census.","0=NOT IN CODEBOOK, 1=0 to 11 months, 2=12 to 23 months, 3=24 to 59 months","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0010016","Diarrheal episodes","3","","","","Observation","Observation","http://purl.obolibrary.org/obo/EUPATH_0000738","","","category","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000308","Hospitalization","7","","","","Observation","Observation","http://purl.obolibrary.org/obo/EUPATH_0000738","","","category","","","","",""
"http://purl.obolibrary.org/obo/OGMS_0000015","Clinical history","5","","","","Participant","Participant","http://purl.obolibrary.org/obo/EUPATH_0000096","","","category","EUPATH_0021098","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000310","Observation details","8","","","","Observation","Observation","http://purl.obolibrary.org/obo/EUPATH_0000738","","","category","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000309","Signs and symptoms","4","","","","Observation","Observation","http://purl.obolibrary.org/obo/EUPATH_0000738","","","category","","","","",""
"http://purl.obolibrary.org/obo/OGMS_0000090","Treatment","6","","","","Observation","Observation","http://purl.obolibrary.org/obo/EUPATH_0000738","","","category","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015683","Interview date","2","visit_date | visitdate","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Observation details","http://purl.obolibrary.org/obo/EUPATH_0000310","2. Date of intervew.","","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015469","Interview status","1","status","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Observation details","http://purl.obolibrary.org/obo/EUPATH_0000310","A07: Eligibility information. Status of interview.","1=Conducted, 2=Not conducted","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015711","Reason interview not conducted","","","","","Observation","Observation details","http://purl.obolibrary.org/obo/EUPATH_0000310","","","","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015547","Diarrheal day sought care at health center","2","dayseek","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Previous diarrheal care","http://purl.obolibrary.org/obo/EUPATH_0010013","E32: Health care utilization. On what day of the child's diarrhea did you seek care t the sentinel hospital/health center. Skip if q31_sentinel=2/3/99. Only complete for children who had diarrhea in the last 2 weeks","","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0010014","Hospital Center","5","","","","Observation","Previous diarrheal care","http://purl.obolibrary.org/obo/EUPATH_0010013","","","category","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0010380","Previously sought care","4","","","","Observation","Previous diarrheal care","http://purl.obolibrary.org/obo/EUPATH_0010013","","","multifilter","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015520","Reason for not seeking care","3","","","","Observation","Previous diarrheal care","http://purl.obolibrary.org/obo/EUPATH_0010013","","","multifilter","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015709","Seek outside care","","seekcare","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Previous diarrheal care","http://purl.obolibrary.org/obo/EUPATH_0010013","E29: Health care utilization. Did you seek care for the child's diarrhea outside of your home. Only complete for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, NA=NA","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015098","Bought a remedy or drug","4","seek_remedy","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Previously sought care","http://purl.obolibrary.org/obo/EUPATH_0010380","E31.12: Health care utilization.","0, 1","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015094","Friend or relative","2","seek_friend","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Previously sought care","http://purl.obolibrary.org/obo/EUPATH_0010380","E31.12: Health care utilization.","0, 1","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015097","Licensed practitioner","7","seek_licdoc","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Previously sought care","http://purl.obolibrary.org/obo/EUPATH_0010380","E31.12: Health care utilization.","0, 1","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015701","Other hospital or health center","8","seek_other","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Previously sought care","http://purl.obolibrary.org/obo/EUPATH_0010380","E31.12: Health care utilization.","0, 1","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015093","Pharmacy","5","seek_pharmacy","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Previously sought care","http://purl.obolibrary.org/obo/EUPATH_0010380","E31.12: Health care utilization.","0, 1","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015095","Traditional healer","3","seek_healer","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Previously sought care","http://purl.obolibrary.org/obo/EUPATH_0010380","E31.12: Health care utilization.","0, 1","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015096","Unlicensed practitioner","6","seek_unlicdoc","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Previously sought care","http://purl.obolibrary.org/obo/EUPATH_0010380","E31.12: Health care utilization.","0, 1","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015521","Child did not seem to need care","1","noseek_noneed","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Reason for not seeking care","http://purl.obolibrary.org/obo/EUPATH_0015520","E30: Health care utilization. Multifilter: If you did not seek care outside your home, what were the reasons? Child did not seem to need care. Skip if E29=""yes"". Only complete for children who had diarrhea in the last 2 weeks","0=No, 1=Yes, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015522","Clinic too far from home","2","noseek_toofar","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Reason for not seeking care","http://purl.obolibrary.org/obo/EUPATH_0015520","E30: Health care utilization. Multifilter: If you did not seek care outside your home, what were the reasons? Clinic too far from home. Skip if E29=""yes"". Only complete for children who had diarrhea in the last 2 weeks","0=No, 1=Yes, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015523","Cost for travel too high","7","noseek_trvlcost","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Reason for not seeking care","http://purl.obolibrary.org/obo/EUPATH_0015520","E30: Health care utilization. Multifilter: If you did not seek care outside your home, what were the reasons? Cost for travel too high. Skip if E29=""yes"". Only complete for children who had diarrhea in the last 2 weeks","0=No, 1=Yes, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015524","Cost for treatment too high","8","noseek_trtmtcost","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Reason for not seeking care","http://purl.obolibrary.org/obo/EUPATH_0015520","E30: Health care utilization. Multifilter: If you did not seek care outside your home, what were the reasons? Cost for treatment too high. Skip if E29=""yes"". Only complete for children who had diarrhea in the last 2 weeks","0=No, 1=Yes, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015525","Could not take time off work","4","noseek_work","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Reason for not seeking care","http://purl.obolibrary.org/obo/EUPATH_0015520","E30: Health care utilization. Multifilter: If you did not seek care outside your home, what were the reasons? Could not take time off from work. Skip if E29=""yes"". Only complete for children who had diarrhea in the last 2 weeks","0=No, 1=Yes, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015527","Flood or bad weather","5","noseek_weather","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Reason for not seeking care","http://purl.obolibrary.org/obo/EUPATH_0015520","E30: Health care utilization. Multifilter: If you did not seek care outside your home, what were the reasons? Local situation (weather, natural, or political reasons). Skip if E29=""yes"". Only complete for children who had diarrhea in the last 2 weeks","0=No, 1=Yes, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015528","Not happy with clinical services in area","9","noseek_nothappy","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Reason for not seeking care","http://purl.obolibrary.org/obo/EUPATH_0015520","E30: Health care utilization. Multifilter: If you did not seek care outside your home, what were the reasons? Not happy with clinical services in the area. Skip if E29=""yes"". Only complete for children who had diarrhea in the last 2 weeks","0=No, 1=Yes, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015529","Other children at home could not be left alone","10","noseek_othrchld","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Reason for not seeking care","http://purl.obolibrary.org/obo/EUPATH_0015520","E30: Health care utilization. Multifilter: If you did not seek care outside your home, what were the reasons? Other children at home could not be left alone. Skip if E29=""yes"". Only complete for children who had diarrhea in the last 2 weeks","0=No, 1=Yes, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015702","Political unrest","6","noseek_politic","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Reason for not seeking care","http://purl.obolibrary.org/obo/EUPATH_0015520","E30: Health care utilization. Multifilter: If you did not seek care outside your home, what were the reasons? Local situation (weather, natural, or political reasons). Skip if E29=""yes"". Only complete for children who had diarrhea in the last 2 weeks","0=No, 1=Yes, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015530","Unable to find transport","3","noseek_trnsprt","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Reason for not seeking care","http://purl.obolibrary.org/obo/EUPATH_0015520","E30: Health care utilization. Multifilter: If you did not seek care outside your home, what were the reasons? Unable to find transport. Skip if E29=""yes"". Only complete for children who had diarrhea in the last 2 weeks","0=No, 1=Yes, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015674","Days vomiting","1","vomit_days","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","","0, 1, 2, 3","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015684","Symptoms since illness began or during diarrhea","3","","","","Observation","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","","","multifilter","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015675","Worst day vomiting frequency during diarrheal illness","2","vomit_times","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","","0, 1, 2, 3","variable","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015685","Blood in stools","2","drh_blood","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Symptoms since illness began or during diarrhea","http://purl.obolibrary.org/obo/EUPATH_0015684","D27: Diarrhea history. Multifilter: Did the child have any of the following symptoms during his/her diarrheal illness? Blood in stool. Only complete for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know, 9=NOT IN CODEBOOK, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015686","Decreased activity or lethargy","7","drh_lethrgy","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Symptoms since illness began or during diarrhea","http://purl.obolibrary.org/obo/EUPATH_0015684","D27: Diarrhea history. Multifilter: Did the child have any of the following symptoms during his/her diarrheal illness? Lethargy. Only complete for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know, 9=NOT IN CODEBOOK, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015516","Irritable/less playful","3","drh_irritable","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Symptoms since illness began or during diarrhea","http://purl.obolibrary.org/obo/EUPATH_0015684","NA: Diarrhea history. Only complete for children who had diarrhea in the last 2 weeks","0, 1, 2, 3, 9","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015687","Measured fever of at least 38C or parental perception","1","drh_fever","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Symptoms since illness began or during diarrhea","http://purl.obolibrary.org/obo/EUPATH_0015684","D27: Diarrhea history. Multifilter: Did the child have any of the following symptoms during his/her diarrheal illness? Fever. Only complete for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know, 9=NOT IN CODEBOOK, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015513","Rice watery stool","7","drh_rice","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Symptoms since illness began or during diarrhea","http://purl.obolibrary.org/obo/EUPATH_0015684","D27: Diarrhea history. Multifilter: Did the child have any of the following symptoms during his/her diarrheal illness? Rice watery stool. Only complete for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know, 9=NOT IN CODEBOOK, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015514","Sunken eyes, more than normal","9","drh_sunkeyes","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Symptoms since illness began or during diarrhea","http://purl.obolibrary.org/obo/EUPATH_0015684","D27: Diarrhea history. Multifilter: Did the child have any of the following symptoms during his/her diarrheal illness? Sunken eyes. Only complete for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know, 9=NOT IN CODEBOOK, NA=NA","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015688","Unable to drink or drank poorly","6","drh_drink","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Symptoms since illness began or during diarrhea","http://purl.obolibrary.org/obo/EUPATH_0015684","NA: Diarrhea history. Only complete for children who had diarrhea in the last 2 weeks","0, 1, 2, 3, 9","value","","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015689","Very thirsty","4","drh_thirst","gems1a_huas_lite_data_kenya.sas7bdat, gems1a_huas_lite_data_6_sites.sas7bdat","","Observation","Symptoms since illness began or during diarrhea","http://purl.obolibrary.org/obo/EUPATH_0015684","D27: Diarrhea history. Multifilter: Did the child have any of the following symptoms during his/her diarrheal illness? Very thirsty. Only complete for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know, NA=NA, 9=NOT IN CODEBOOK","value","","","","",""
