variable	variable2	values	mappedTerm	valueOrder
jilinde_coh_2022aug::gender	jilinde_coh_2022aug::gender	Male	Male	1
jilinde_coh_2022aug::gender	jilinde_coh_2022aug::gender	Other	:::UNDEF:::	
jilinde_coh_2022aug::gender	jilinde_coh_2022aug::gender	Refused to answer	Refused to answer	7
jilinde_coh_2022aug::gender	jilinde_coh_2022aug::gender	Transgender Female	Transgender female	4
jilinde_coh_2022aug::gender	jilinde_coh_2022aug::gender	Transgender Male	Transgender male	5
jilinde_coh_2022aug::gender_other	jilinde_coh_2022aug::gender_other	Bisexual	Bisexual	6
jilinde_coh_2022aug::persons_household	jilinde_coh_2022aug::persons_household	1	1	
jilinde_coh_2022aug::persons_household	jilinde_coh_2022aug::persons_household	2	2	
jilinde_coh_2022aug::persons_household	jilinde_coh_2022aug::persons_household	3	3	
jilinde_coh_2022aug::persons_household	jilinde_coh_2022aug::persons_household	4	4	
jilinde_coh_2022aug::persons_household	jilinde_coh_2022aug::persons_household	5	5	
jilinde_coh_2022aug::persons_household	jilinde_coh_2022aug::persons_household	6	6	
jilinde_coh_2022aug::persons_household	jilinde_coh_2022aug::persons_household	7	7	
jilinde_coh_2022aug::persons_household	jilinde_coh_2022aug::persons_household	8	8	
jilinde_coh_2022aug::persons_household	jilinde_coh_2022aug::persons_household	9	9	
jilinde_coh_2022aug::persons_household	jilinde_coh_2022aug::persons_household	10	10	
jilinde_coh_2022aug::persons_household	jilinde_coh_2022aug::persons_household	11	11	
jilinde_coh_2022aug::persons_household	jilinde_coh_2022aug::persons_household	12	12	
jilinde_coh_2022aug::persons_household	jilinde_coh_2022aug::persons_household	13	13	
jilinde_coh_2022aug::persons_household	jilinde_coh_2022aug::persons_household	14	14	
jilinde_coh_2022aug::persons_household	jilinde_coh_2022aug::persons_household	15	15	
jilinde_coh_2022aug::persons_household	jilinde_coh_2022aug::persons_household	16	16	
jilinde_coh_2022aug::persons_household	jilinde_coh_2022aug::persons_household	30	30	
jilinde_coh_2022aug::persons_household	jilinde_coh_2022aug::persons_household	98	:::UNDEF:::	
jilinde_coh_2022aug::education_level	jilinde_coh_2022aug::education_level	Didn't take	Didn't take	4
jilinde_coh_2022aug::education_level	jilinde_coh_2022aug::education_level	Primary	Primary	1
jilinde_coh_2022aug::education_level	jilinde_coh_2022aug::education_level	Secondary	Secondary	2
jilinde_coh_2022aug::education_level	jilinde_coh_2022aug::education_level	Tertiary	Tertiary	3
jilinde_coh_2022aug::employ_status	jilinde_coh_2022aug::employ_status	A Student	A student	1
jilinde_coh_2022aug::employ_status	jilinde_coh_2022aug::employ_status	Refused to answer	Refused to answer	7
jilinde_coh_2022aug::employ_status	jilinde_coh_2022aug::employ_status	Regularly Employed Part-time	Regularly employed part-time	2
jilinde_coh_2022aug::employ_status	jilinde_coh_2022aug::employ_status	Regularly Employed full-time	Regularly employed full-time	3
jilinde_coh_2022aug::employ_status	jilinde_coh_2022aug::employ_status	Seasonally Employed	Seasonally employed	4
jilinde_coh_2022aug::employ_status	jilinde_coh_2022aug::employ_status	Self Employed	Self employed	5
jilinde_coh_2022aug::employ_status	jilinde_coh_2022aug::employ_status	Unemployed/ Looking for Work	Unemployed/ looking for work	6
jilinde_coh_2022aug::marriage_status	jilinde_coh_2022aug::marriage_status	No	No	1
jilinde_coh_2022aug::marriage_status	jilinde_coh_2022aug::marriage_status	Refused to Answer	Refused to answer	4
jilinde_coh_2022aug::marriage_status	jilinde_coh_2022aug::marriage_status	"yes, currently married"	"Yes, currently married"	2
jilinde_coh_2022aug::marriage_status	jilinde_coh_2022aug::marriage_status	"Yes, living with a man/ woman"	"Yes, living with a man/woman"	3
jilinde_coh_2022aug::partner_status	jilinde_coh_2022aug::partner_status	HIV negative	HIV negative	1
jilinde_coh_2022aug::partner_status	jilinde_coh_2022aug::partner_status	HIV positive	HIV positive	2
jilinde_coh_2022aug::partner_status	jilinde_coh_2022aug::partner_status	Refused to Answer	Refused to answer	4
jilinde_coh_2022aug::partner_status	jilinde_coh_2022aug::partner_status	Unknown HIV status	Unknown HIV status	3
jilinde_coh_2022aug::art_treatment	jilinde_coh_2022aug::art_treatment	Unknown	Unknown	4
jilinde_coh_2022aug::art_treatment	jilinde_coh_2022aug::art_treatment	"yes, but consistency of ART use is unknown"	"Yes, but consistency of ART use is unknown"	3
jilinde_coh_2022aug::art_treatment	jilinde_coh_2022aug::art_treatment	"yes, s/he consistently takes art"	"Yes, s/he consistently takes ART"	1
jilinde_coh_2022aug::art_treatment	jilinde_coh_2022aug::art_treatment	"yes, s/he takes art but inconsistently"	"Yes, s/he takes art but inconsistently"	2
jilinde_coh_2022aug::viral_suppression	jilinde_coh_2022aug::viral_suppression	Don't Know	:::UNDEF:::	3
jilinde_coh_2022aug::viral_suppression	jilinde_coh_2022aug::viral_suppression	No	No	1
jilinde_coh_2022aug::viral_suppression	jilinde_coh_2022aug::viral_suppression	Yes	Yes	2
jilinde_coh_2022aug::partner_reside	jilinde_coh_2022aug::partner_reside	Living Elsewhere	Living elsewhere	1
jilinde_coh_2022aug::partner_reside	jilinde_coh_2022aug::partner_reside	Living with Me	Living with me	2
jilinde_coh_2022aug::partner_reside	jilinde_coh_2022aug::partner_reside	Refused to Answer	Refused to answer	3
jilinde_coh_2022aug::children	jilinde_coh_2022aug::children	No	No	1
jilinde_coh_2022aug::children	jilinde_coh_2022aug::children	Refused to Answer	Refused to answer	3
jilinde_coh_2022aug::children	jilinde_coh_2022aug::children	Yes	Yes	2
jilinde_coh_2022aug::no_children	jilinde_coh_2022aug::no_children	1	1	
jilinde_coh_2022aug::no_children	jilinde_coh_2022aug::no_children	2	2	
jilinde_coh_2022aug::no_children	jilinde_coh_2022aug::no_children	3	3	
jilinde_coh_2022aug::no_children	jilinde_coh_2022aug::no_children	4	4	
jilinde_coh_2022aug::no_children	jilinde_coh_2022aug::no_children	5	5	
jilinde_coh_2022aug::no_children	jilinde_coh_2022aug::no_children	6	6	
jilinde_coh_2022aug::no_children	jilinde_coh_2022aug::no_children	7	7	
jilinde_coh_2022aug::no_children	jilinde_coh_2022aug::no_children	8	8	
jilinde_coh_2022aug::no_children	jilinde_coh_2022aug::no_children	9	9	
jilinde_coh_2022aug::no_children	jilinde_coh_2022aug::no_children	11	11	
jilinde_coh_2022aug::no_children	jilinde_coh_2022aug::no_children	99	:::UNDEF:::	
jilinde_coh_2022aug::pregnant	jilinde_coh_2022aug::pregnant	Don't Know	:::UNDEF:::	3
jilinde_coh_2022aug::pregnant	jilinde_coh_2022aug::pregnant	No	No	1
jilinde_coh_2022aug::pregnant	jilinde_coh_2022aug::pregnant	Refused to answer	Refused to answer	4
jilinde_coh_2022aug::pregnant	jilinde_coh_2022aug::pregnant	Yes	Yes	2
jilinde_coh_2022aug::current_contra_none	jilinde_coh_2022aug::current_contra_none	Checked	Yes	
jilinde_coh_2022aug::current_contra_none	jilinde_coh_2022aug::current_contra_none	Unchecked	No	
jilinde_coh_2022aug::current_contra_pills	jilinde_coh_2022aug::current_contra_pills	Checked	Yes	
jilinde_coh_2022aug::current_contra_pills	jilinde_coh_2022aug::current_contra_pills	Unchecked	No	
jilinde_coh_2022aug::current_contra_inj	jilinde_coh_2022aug::current_contra_inj	Checked	Yes	
jilinde_coh_2022aug::current_contra_inj	jilinde_coh_2022aug::current_contra_inj	Unchecked	No	
jilinde_coh_2022aug::current_contra_condoms	jilinde_coh_2022aug::current_contra_condoms	Checked	Yes	
jilinde_coh_2022aug::current_contra_condoms	jilinde_coh_2022aug::current_contra_condoms	Unchecked	No	
jilinde_coh_2022aug::current_contra_ec	jilinde_coh_2022aug::current_contra_ec	Checked	Yes	
jilinde_coh_2022aug::current_contra_ec	jilinde_coh_2022aug::current_contra_ec	Unchecked	No	
jilinde_coh_2022aug::current_contra_imp	jilinde_coh_2022aug::current_contra_imp	Checked	Yes	
jilinde_coh_2022aug::current_contra_imp	jilinde_coh_2022aug::current_contra_imp	Unchecked	No	
jilinde_coh_2022aug::current_contra_iud	jilinde_coh_2022aug::current_contra_iud	Checked	Yes	
jilinde_coh_2022aug::current_contra_iud	jilinde_coh_2022aug::current_contra_iud	Unchecked	No	
jilinde_coh_2022aug::current_contra_natural	jilinde_coh_2022aug::current_contra_natural	Checked	Yes	
jilinde_coh_2022aug::current_contra_natural	jilinde_coh_2022aug::current_contra_natural	Unchecked	No	
jilinde_coh_2022aug::current_contra_other	jilinde_coh_2022aug::current_contra_other	Checked	Yes	
jilinde_coh_2022aug::current_contra_other	jilinde_coh_2022aug::current_contra_other	Unchecked	No	
jilinde_coh_2022aug::current_contra_dk	jilinde_coh_2022aug::current_contra_dk	Unchecked	No	
jilinde_coh_2022aug::current_contra_refused	jilinde_coh_2022aug::current_contra_refused	Checked	Yes	
jilinde_coh_2022aug::current_contra_refused	jilinde_coh_2022aug::current_contra_refused	Unchecked	No	
jilinde_coh_2022aug::contraception_other	jilinde_coh_2022aug::contraception_other	Cycle beeds	Cycle beeds	
jilinde_coh_2022aug::contraception_other	jilinde_coh_2022aug::contraception_other	Delivered  on 3rd march 2020	Delivered  on 3rd march 2020	
jilinde_coh_2022aug::contraception_other	jilinde_coh_2022aug::contraception_other	Female sterilization	Female sterilization	
jilinde_coh_2022aug::contraception_other	jilinde_coh_2022aug::contraception_other	Gave birth one week ago yet to use	Gave birth one week ago yet to use	
jilinde_coh_2022aug::contraception_other	jilinde_coh_2022aug::contraception_other	Had implant  but removed it due to excess bleeding for 3 months.	Had implant  but removed it due to excess bleeding for 3 months.	
jilinde_coh_2022aug::contraception_other	jilinde_coh_2022aug::contraception_other	Herbal	Herbal	
jilinde_coh_2022aug::contraception_other	jilinde_coh_2022aug::contraception_other	I useCaster Seeds	I use caster seeds	
jilinde_coh_2022aug::contraception_other	jilinde_coh_2022aug::contraception_other	Lactation period	Lactation period	
jilinde_coh_2022aug::contraception_other	jilinde_coh_2022aug::contraception_other	Morning after pills	Morning after pills	
jilinde_coh_2022aug::contraception_other	jilinde_coh_2022aug::contraception_other	None	None	
jilinde_coh_2022aug::contraception_other	jilinde_coh_2022aug::contraception_other	Removed uterus	Removed uterus	
jilinde_coh_2022aug::contraception_other	jilinde_coh_2022aug::contraception_other	Safe days	Safe days	
jilinde_coh_2022aug::contraception_other	jilinde_coh_2022aug::contraception_other	Stopped getting pregnant	Stopped getting pregnant	
jilinde_coh_2022aug::contraception_other	jilinde_coh_2022aug::contraception_other	TL	TL	
jilinde_coh_2022aug::contraception_other	jilinde_coh_2022aug::contraception_other	Took Custer seeds	Took custer seeds	
jilinde_coh_2022aug::contraception_other	jilinde_coh_2022aug::contraception_other	Tubal	Tubal	
jilinde_coh_2022aug::contraception_other	jilinde_coh_2022aug::contraception_other	Tubal Ligation	Tubal ligation	
jilinde_coh_2022aug::contraception_other	jilinde_coh_2022aug::contraception_other	Tubal Ligation	Tubal ligation	
jilinde_coh_2022aug::contraception_other	jilinde_coh_2022aug::contraception_other	Tuballigation	Tubal ligation	
jilinde_coh_2022aug::contraception_other	jilinde_coh_2022aug::contraception_other	Unable to conceive	Unable to conceive	
jilinde_coh_2022aug::contraception_other	jilinde_coh_2022aug::contraception_other	Use Caster Seeds	Use caster seeds	
jilinde_coh_2022aug::contraception_other	jilinde_coh_2022aug::contraception_other	Use none but can't get pregnant easily	Use none but can't get pregnant easily	
jilinde_coh_2022aug::contraception_other	jilinde_coh_2022aug::contraception_other	Use nothing but don't conceive	Use nothing but don't conceive	
jilinde_coh_2022aug::away_home_week	jilinde_coh_2022aug::away_home_week	No	No	
jilinde_coh_2022aug::away_home_week	jilinde_coh_2022aug::away_home_week	Yes	Yes	
jilinde_coh_2022aug::facility_info_form_complete	jilinde_coh_2022aug::facility_info_form_complete	Complete	Complete	1
jilinde_coh_2022aug::facility_info_form_complete	jilinde_coh_2022aug::facility_info_form_complete	Incomplete	Incomplete	2
jilinde_coh_2022aug::facility_info_form_complete	jilinde_coh_2022aug::facility_info_form_complete	Unverified	Unverified	3
jilinde_coh_2022aug::main_info_source	jilinde_coh_2022aug::main_info_source	"Community sources (such as community outreach events, peer educators, school, church/faith based groups/mosques, etc.)"	"Community sources (such as community outreach events, peer educators, school, church/faith based groups/mosques, etc.)"	
jilinde_coh_2022aug::main_info_source	jilinde_coh_2022aug::main_info_source	"Health personnel sources (such as doctors, nurses, pharmacists, community health workers, etc.)"	"Health personnel sources (such as doctors, nurses, pharmacists, community health workers, etc.)"	
jilinde_coh_2022aug::main_info_source	jilinde_coh_2022aug::main_info_source	I had not heard about oral PrEP prior to today	I had not heard about oral PrEP prior to today	
jilinde_coh_2022aug::main_info_source	jilinde_coh_2022aug::main_info_source	"Interpersonal sources (such as parents, partners, siblings, friends, etc.)"	"Interpersonal sources (such as parents, partners, siblings, friends, etc.)"	
jilinde_coh_2022aug::main_info_source	jilinde_coh_2022aug::main_info_source	"Media sources (such as radio, TV, billboards, internet, SMS, etc.)"	"Media sources (such as radio, tv, billboards, internet, sms, etc.)"	
jilinde_coh_2022aug::offered_prep	jilinde_coh_2022aug::offered_prep	No	No	
jilinde_coh_2022aug::offered_prep	jilinde_coh_2022aug::offered_prep	Yes	Yes	
jilinde_coh_2022aug::agree_take_prep	jilinde_coh_2022aug::agree_take_prep	No	No	
jilinde_coh_2022aug::agree_take_prep	jilinde_coh_2022aug::agree_take_prep	Yes	Yes	
jilinde_coh_2022aug::when_stop_prep	jilinde_coh_2022aug::when_stop_prep	Still on PrEP	Still on PrEP	
jilinde_coh_2022aug::when_stop_prep	jilinde_coh_2022aug::when_stop_prep	Stopped taking PrEP	Stopped taking PrEP	
jilinde_coh_2022aug::when_stop_prep_2	jilinde_coh_2022aug::when_stop_prep_2	11/24/19	11/24/19	
jilinde_coh_2022aug::when_stop_prep_2	jilinde_coh_2022aug::when_stop_prep_2	12/3/19	12/3/19	
jilinde_coh_2022aug::when_stop_prep_2	jilinde_coh_2022aug::when_stop_prep_2	12/30/19	12/30/19	
jilinde_coh_2022aug::when_stop_prep_2	jilinde_coh_2022aug::when_stop_prep_2	12/5/17	12/5/17	
jilinde_coh_2022aug::when_stop_prep_2	jilinde_coh_2022aug::when_stop_prep_2	12/6/17	12/6/17	
jilinde_coh_2022aug::when_stop_prep_2	jilinde_coh_2022aug::when_stop_prep_2	2/21/19	2/21/19	
jilinde_coh_2022aug::when_stop_prep_2	jilinde_coh_2022aug::when_stop_prep_2	2/28/19	2/28/19	
jilinde_coh_2022aug::when_stop_prep_2	jilinde_coh_2022aug::when_stop_prep_2	2/28/20	2/28/20	
jilinde_coh_2022aug::when_stop_prep_2	jilinde_coh_2022aug::when_stop_prep_2	2/5/20	2/5/20	
jilinde_coh_2022aug::when_stop_prep_2	jilinde_coh_2022aug::when_stop_prep_2	2/6/20	2/6/20	
jilinde_coh_2022aug::when_stop_prep_2	jilinde_coh_2022aug::when_stop_prep_2	3/18/19	3/18/19	
jilinde_coh_2022aug::when_stop_prep_2	jilinde_coh_2022aug::when_stop_prep_2	3/20/18	3/20/18	
jilinde_coh_2022aug::when_stop_prep_2	jilinde_coh_2022aug::when_stop_prep_2	5/15/19	5/15/19	
jilinde_coh_2022aug::when_stop_prep_2	jilinde_coh_2022aug::when_stop_prep_2	5/16/19	5/16/19	
jilinde_coh_2022aug::when_stop_prep_2	jilinde_coh_2022aug::when_stop_prep_2	5/31/17	5/31/17	
jilinde_coh_2022aug::when_stop_prep_2	jilinde_coh_2022aug::when_stop_prep_2	5/31/18	5/31/18	
jilinde_coh_2022aug::when_stop_prep_2	jilinde_coh_2022aug::when_stop_prep_2	6/15/19	6/15/19	
jilinde_coh_2022aug::when_stop_prep_2	jilinde_coh_2022aug::when_stop_prep_2	6/18/18	6/18/18	
jilinde_coh_2022aug::when_stop_prep_2	jilinde_coh_2022aug::when_stop_prep_2	6/20/19	6/20/19	
jilinde_coh_2022aug::when_stop_prep_2	jilinde_coh_2022aug::when_stop_prep_2	6/4/19	6/4/19	
jilinde_coh_2022aug::when_stop_prep_2	jilinde_coh_2022aug::when_stop_prep_2	7/15/19	7/15/19	
jilinde_coh_2022aug::when_stop_prep_2	jilinde_coh_2022aug::when_stop_prep_2	7/3/18	7/3/18	
jilinde_coh_2022aug::when_stop_prep_2	jilinde_coh_2022aug::when_stop_prep_2	7/9/19	7/9/19	
jilinde_coh_2022aug::when_stop_prep_2	jilinde_coh_2022aug::when_stop_prep_2	8/9/18	8/9/18	
jilinde_coh_2022aug::when_stop_prep_2	jilinde_coh_2022aug::when_stop_prep_2	9/1/18	9/1/18	
jilinde_coh_2022aug::when_stop_prep_2	jilinde_coh_2022aug::when_stop_prep_2	9/10/19	9/10/19	
jilinde_coh_2022aug::when_stop_prep_2	jilinde_coh_2022aug::when_stop_prep_2	9/15/18	9/15/18	
jilinde_coh_2022aug::when_stop_prep_2	jilinde_coh_2022aug::when_stop_prep_2	9/17/19	9/17/19	
jilinde_coh_2022aug::why_stop_prep	jilinde_coh_2022aug::why_stop_prep	Inconvenient follow-up schedule	Inconvenient follow-up schedule	
jilinde_coh_2022aug::why_stop_prep	jilinde_coh_2022aug::why_stop_prep	My partner or family member(s) found out about my PrEP use and wanted me to stop taking it	My partner or family member(s) found out about my PrEP use and wanted me to stop taking it	
jilinde_coh_2022aug::why_stop_prep	jilinde_coh_2022aug::why_stop_prep	No longer at risk/no longer needed PrEP	No longer at risk/no longer needed PrEP	
jilinde_coh_2022aug::why_stop_prep	jilinde_coh_2022aug::why_stop_prep	Other	Other	
jilinde_coh_2022aug::why_stop_prep	jilinde_coh_2022aug::why_stop_prep	Side effects from medicines	Side effects from medicines	
jilinde_coh_2022aug::why_stop_prep	jilinde_coh_2022aug::why_stop_prep	Unable to satisfactorily adhere to the daily use of PrEP	Unable to satisfactorily adhere to the daily use of PrEP	
jilinde_coh_2022aug::other_why_stop_prep	jilinde_coh_2022aug::other_why_stop_prep	Developed kidney problem	Developed kidney problem	
jilinde_coh_2022aug::other_why_stop_prep	jilinde_coh_2022aug::other_why_stop_prep	Was hurting my baby	Was hurting my baby	
jilinde_coh_2022aug::agree_prep	jilinde_coh_2022aug::agree_prep	No	No	1
jilinde_coh_2022aug::agree_prep	jilinde_coh_2022aug::agree_prep	Yes	Yes	2
jilinde_coh_2022aug::prev_hiv	jilinde_coh_2022aug::prev_hiv	Don't Know	:::UNDEF:::	3
jilinde_coh_2022aug::prev_hiv	jilinde_coh_2022aug::prev_hiv	No	No	1
jilinde_coh_2022aug::prev_hiv	jilinde_coh_2022aug::prev_hiv	Yes	Yes	2
jilinde_coh_2022aug::prev_sti	jilinde_coh_2022aug::prev_sti	Don't Know	:::UNDEF:::	3
jilinde_coh_2022aug::prev_sti	jilinde_coh_2022aug::prev_sti	No	No	1
jilinde_coh_2022aug::prev_sti	jilinde_coh_2022aug::prev_sti	Yes	Yes	2
jilinde_coh_2022aug::prev_pregnancy	jilinde_coh_2022aug::prev_pregnancy	Don't Know	:::UNDEF:::	3
jilinde_coh_2022aug::prev_pregnancy	jilinde_coh_2022aug::prev_pregnancy	No	No	1
jilinde_coh_2022aug::prev_pregnancy	jilinde_coh_2022aug::prev_pregnancy	Refused to Answer	Refused to answer	4
jilinde_coh_2022aug::prev_pregnancy	jilinde_coh_2022aug::prev_pregnancy	Yes	Yes	2
jilinde_coh_2022aug::how_prep_benefit	jilinde_coh_2022aug::how_prep_benefit	I don't know; the provider recommended it and I accepted	I don't know; the provider recommended it and I accepted	
jilinde_coh_2022aug::how_prep_benefit	jilinde_coh_2022aug::how_prep_benefit	It will reduce my risk of becoming infected with HIV	It will reduce my risk of becoming infected with HIV	
jilinde_coh_2022aug::how_prep_benefit	jilinde_coh_2022aug::how_prep_benefit	Refused to answer	Refused to answer	
jilinde_coh_2022aug::why_prep_today	jilinde_coh_2022aug::why_prep_today	A sex partner got HIV	A sex partner got HIV	
jilinde_coh_2022aug::why_prep_today	jilinde_coh_2022aug::why_prep_today	A sex partner was/is sick or died	A sex partner was/is sick or died	
jilinde_coh_2022aug::why_prep_today	jilinde_coh_2022aug::why_prep_today	Have had sexual partners whose HIV status I do not know	Have had sexual partners whose HIV status I do not know	
jilinde_coh_2022aug::why_prep_today	jilinde_coh_2022aug::why_prep_today	I always use condoms but sometimes the condoms break	I always use condoms but sometimes the condoms break	
jilinde_coh_2022aug::why_prep_today	jilinde_coh_2022aug::why_prep_today	I haven't/don't always used protection/condoms	I haven't/don't always used protection/condoms	
jilinde_coh_2022aug::why_prep_today	jilinde_coh_2022aug::why_prep_today	Other	Other	
jilinde_coh_2022aug::why_prep_today	jilinde_coh_2022aug::why_prep_today	Refused to Answer	Refused to answer	
jilinde_coh_2022aug::why_prep_today	jilinde_coh_2022aug::why_prep_today	The provider recommended it for me	The provider recommended it for me	
jilinde_coh_2022aug::change_sex_prep	jilinde_coh_2022aug::change_sex_prep	Don't Know	:::UNDEF:::	3
jilinde_coh_2022aug::change_sex_prep	jilinde_coh_2022aug::change_sex_prep	No	No	1
jilinde_coh_2022aug::change_sex_prep	jilinde_coh_2022aug::change_sex_prep	Refused to Answer	Refused to answer	4
jilinde_coh_2022aug::change_sex_prep	jilinde_coh_2022aug::change_sex_prep	Yes	Yes	2
jilinde_coh_2022aug::change_sex_prep_greater	jilinde_coh_2022aug::change_sex_prep_greater	Checked	Yes	
