colOrder,variable,dataFile,IRI,label,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,notesForOnt,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,forceTostring,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth
14,jilindehealthcarepro_data_2021-12-15_0958::x14,jilindehealthcarepro_data_2021-12-15_0958,http://purl.obolibrary.org/obo/EUPATH_0048278,Religion,,Participant,,,What is your religion?,"1, Christian (Protestant) | 2, Christian (Catholic) | 3, Muslim | 77, Other, Specify",variable,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
15,jilindehealthcarepro_data_2021-12-15_0958::x15,jilindehealthcarepro_data_2021-12-15_0958,http://purl.obolibrary.org/obo/EUPATH_0048278,Religion,,Participant,,,"Other Religion, Specify",,variable,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
16,jilindehealthcarepro_data_2021-12-15_0958::x16,jilindehealthcarepro_data_2021-12-15_0958,http://purl.obolibrary.org/obo/OMRSE_00002045,Education level,,Participant,,,What is the highest level of education you have attained?,"1, Secondary | 2, Certificate | 3, Diploma | 4, Higher diploma | 5, Bachelor's degree | 6, Master's degree/PHD",variable,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
17,jilindehealthcarepro_data_2021-12-15_0958::x17,jilindehealthcarepro_data_2021-12-15_0958,,Length of practice since professional qualification,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,How many years of practice do you have  since your professional qualification?,,variable,,yes,,,Jilinde_healthprovider_cohort,years,http://purl.obolibrary.org/obo/UO_0000036,,,,,,,
18,jilindehealthcarepro_data_2021-12-15_0958::x18,jilindehealthcarepro_data_2021-12-15_0958,http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,,Participant,,,What is your type of employment?,"1, Casual (locum) | 2, Permanent | 3, Self-employment | 4, Contract | 5, None",variable,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
19,jilindehealthcarepro_data_2021-12-15_0958::x19,jilindehealthcarepro_data_2021-12-15_0958,,Profession,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,What is your profession,"1, Nurse | 2, Clinical officer | 3, Psychologist | 4, Social worker | 5, Doctor | 6, HTC counselor | 77, Other, Specify",variable,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
20,jilindehealthcarepro_data_2021-12-15_0958::x20,jilindehealthcarepro_data_2021-12-15_0958,,Profession,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,"Other, Specify",,variable,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
21,jilindehealthcarepro_data_2021-12-15_0958::x21,jilindehealthcarepro_data_2021-12-15_0958,http://purl.obolibrary.org/obo/EUPATH_0054180,Monthly income,,Participant,,,"Please let us know what is you net monthly income (through self-employment, casual (locum), contract, or permanent employment)",,variable,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
,,jilindehealthcarepro_data_2021-12-15_0958,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,,,multifilter,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
22,jilindehealthcarepro_data_2021-12-15_0958::x22,jilindehealthcarepro_data_2021-12-15_0958,http://purl.obolibrary.org/obo/EUPATH_0021084,Electricity,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,"Do you have electricity in your house (from solar, power lines or any other source?","0, No | 1, Yes | 99, Refused",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
23,jilindehealthcarepro_data_2021-12-15_0958::x23,jilindehealthcarepro_data_2021-12-15_0958,http://purl.obolibrary.org/obo/ENVO_01000577,Radio,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Do you have a radio in your house?,"0, No | 1, Yes | 99, Refused",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
24,jilindehealthcarepro_data_2021-12-15_0958::x24,jilindehealthcarepro_data_2021-12-15_0958,http://purl.obolibrary.org/obo/ENVO_01000579,Television,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Do you have a television in your house?,"0, No | 1, Yes | 99, Refused",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
25,jilindehealthcarepro_data_2021-12-15_0958::x25,jilindehealthcarepro_data_2021-12-15_0958,http://purl.obolibrary.org/obo/ENVO_01000583,Refrigerator,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Do you have a refrigerator in your house?,"0, No | 1, Yes | 99, Refused",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
26,jilindehealthcarepro_data_2021-12-15_0958::x26,jilindehealthcarepro_data_2021-12-15_0958,http://purl.obolibrary.org/obo/ENVO_01000581,Mobile phone,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Do you own a cell phone?,"0, No | 1, Yes | 99, Refused",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
27,jilindehealthcarepro_data_2021-12-15_0958::x27,jilindehealthcarepro_data_2021-12-15_0958,http://purl.obolibrary.org/obo/ENVO_01000614,Bicycle,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Do you have a bicycle?,"0, No | 1, Yes | 99, Refused",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
28,jilindehealthcarepro_data_2021-12-15_0958::x28,jilindehealthcarepro_data_2021-12-15_0958,http://purl.obolibrary.org/obo/ENVO_01000615,Motorcycle or scooter,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Do you have a motorcycle?,"0, No | 1, Yes | 99, Refused",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
29,jilindehealthcarepro_data_2021-12-15_0958::x29,jilindehealthcarepro_data_2021-12-15_0958,http://purl.obolibrary.org/obo/EUPATH_0000171,Car or truck,,Household,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,Do you have a car?,"0, No | 1, Yes | 99, Refused",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
30,jilindehealthcarepro_data_2021-12-15_0958::x30,jilindehealthcarepro_data_2021-12-15_0958,,Way to cook food,,Participant,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,How is food cooked in your house MOST of the time?,"1, A gas stove | 2, A kerosene stove | 3, An electric stove | 4, Charcoal | 5, Firewood",variable,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
31,jilindehealthcarepro_data_2021-12-15_0958::x31,jilindehealthcarepro_data_2021-12-15_0958,,Residence type,,Participant,http://purl.obolibrary.org/obo/EUPATH_0022068,Relocation,What is your type of residence?,"1, Tenant | 2, Own house | 3, Stay with a friend/relative  with no rent contribution | 4, Family house | 77, Other, Specify",variable,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
32,jilindehealthcarepro_data_2021-12-15_0958::x32,jilindehealthcarepro_data_2021-12-15_0958,,Residence type,,Participant,http://purl.obolibrary.org/obo/EUPATH_0022068,Relocation,"Other, Specify",,variable,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
33,jilindehealthcarepro_data_2021-12-15_0958::x33,jilindehealthcarepro_data_2021-12-15_0958,,External wall type,,Household,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,What are the walls of your house made out off?,"1, Mud | 2, Plastered Mud | 3, Iron Sheets | 4, Wood | 5, Cardboard | 6, Brick or Stones",variable,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
34,jilindehealthcarepro_data_2021-12-15_0958::x34,jilindehealthcarepro_data_2021-12-15_0958,,Complete form of knowledge of PrEP,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Complete?,,variable,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
,,jilindehealthcarepro_data_2021-12-15_0958,,Attitude towards  high risk population,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV and STIs,,,multifilter,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
35,jilindehealthcarepro_data_2021-12-15_0958::x35,jilindehealthcarepro_data_2021-12-15_0958,,FSW and MSM/MSW are mainly responsible for the spread of HIV/AIDS across the globe,,Participant,,Attitude towards  high risk population,FSW and MSM/MSW are mainly responsible for the spread of HIV/AIDS across the globe,"1, Strongly Agree | 2, Agree | 3, Neither agree nor disagree | 4, Disagree | 5, Strongly Disagree",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
36,jilindehealthcarepro_data_2021-12-15_0958::x36,jilindehealthcarepro_data_2021-12-15_0958,,I would be willing to work with FSW and MSM/MSW.,,Participant,,Attitude towards  high risk population,I would be willing to work with FSW and MSM/MSW.,"1, Strongly Agree | 2, Agree | 3, Neither agree nor disagree | 4, Disagree | 5, Strongly Disagree",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
37,jilindehealthcarepro_data_2021-12-15_0958::x37,jilindehealthcarepro_data_2021-12-15_0958,,"If I worked with FSW and MSM/MSW, I would provide the same quality of care to them that I provide to other patients.",,Participant,,Attitude towards  high risk population,"If I worked with FSW and MSM/MSW, I would provide the same quality of care to them that I provide to other patients.","1, Strongly Agree | 2, Agree | 3, Neither agree nor disagree | 4, Disagree | 5, Strongly Disagree",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
38,jilindehealthcarepro_data_2021-12-15_0958::x38,jilindehealthcarepro_data_2021-12-15_0958,,"If the superior in my hospital asked me to do a physical examination of a known FSW and MSM/MSW, I would be willing to do so.",,Participant,,Attitude towards  high risk population,"If the superior in my hospital asked me to do a physical examination of a known FSW and MSM/MSW, I would be willing to do so.","1, Strongly Agree | 2, Agree | 3, Neither agree nor disagree | 4, Disagree | 5, Strongly Disagree",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
39,jilindehealthcarepro_data_2021-12-15_0958::x39,jilindehealthcarepro_data_2021-12-15_0958,,"If I worked with FSW and MSM/MSW, I would interact with them just like other clients.",,Participant,,Attitude towards  high risk population,"If I worked with FSW and MSM/MSW, I would interact with them just like other clients.","1, Strongly Agree | 2, Agree | 3, Neither agree nor disagree | 4, Disagree | 5, Strongly Disagree",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
40,jilindehealthcarepro_data_2021-12-15_0958::x40,jilindehealthcarepro_data_2021-12-15_0958,,People who are FSW and MSM/MSW deserve to get HIV/AIDS.,,Participant,,Attitude towards  high risk population,People who are FSW and MSM/MSW deserve to get HIV/AIDS.,"1, Strongly Agree | 2, Agree | 3, Neither agree nor disagree | 4, Disagree | 5, Strongly Disagree",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
41,jilindehealthcarepro_data_2021-12-15_0958::x41,jilindehealthcarepro_data_2021-12-15_0958,,AIDS is a punishment for FSW and MSM/MSW for their bad behavior,,Participant,,Attitude towards  high risk population,AIDS is a punishment for FSW and MSM/MSW for their bad behavior,"1, Strongly Agree | 2, Agree | 3, Neither agree nor disagree | 4, Disagree | 5, Strongly Disagree",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
42,jilindehealthcarepro_data_2021-12-15_0958::x42,jilindehealthcarepro_data_2021-12-15_0958,,FSW and MSM/MSW behave promiscuously and should be blamed for HIV/AIDS.,,Participant,,Attitude towards  high risk population,FSW and MSM/MSW behave promiscuously and should be blamed for HIV/AIDS.,"1, Strongly Agree | 2, Agree | 3, Neither agree nor disagree | 4, Disagree | 5, Strongly Disagree",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
43,jilindehealthcarepro_data_2021-12-15_0958::x43,jilindehealthcarepro_data_2021-12-15_0958,,FSW and MSM/MSW have no rights,,Participant,,Attitude towards  high risk population,FSW and MSM/MSW have no rights,"1, Strongly Agree | 2, Agree | 3, Neither agree nor disagree | 4, Disagree | 5, Strongly Disagree",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
44,jilindehealthcarepro_data_2021-12-15_0958::x44,jilindehealthcarepro_data_2021-12-15_0958,,I am afraid of FSW and MSM/MSW.,,Participant,,Attitude towards  high risk population,I am afraid of FSW and MSM/MSW.,"1, Strongly Agree | 2, Agree | 3, Neither agree nor disagree | 4, Disagree | 5, Strongly Disagree",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
45,jilindehealthcarepro_data_2021-12-15_0958::x45,jilindehealthcarepro_data_2021-12-15_0958,,I would feel ashamed if someone knew that I treat FSW and MSM/MSW.,,Participant,,Attitude towards  high risk population,I would feel ashamed if someone knew that I treat FSW and MSM/MSW.,"1, Strongly Agree | 2, Agree | 3, Neither agree nor disagree | 4, Disagree | 5, Strongly Disagree",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
46,jilindehealthcarepro_data_2021-12-15_0958::x46,jilindehealthcarepro_data_2021-12-15_0958,,I would feel ashamed if someone in my family became a FSW or MSM/MSW.,,Participant,,Attitude towards  high risk population,I would feel ashamed if someone in my family became a FSW or MSM/MSW.,"1, Strongly Agree | 2, Agree | 3, Neither agree nor disagree | 4, Disagree | 5, Strongly Disagree",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
47,jilindehealthcarepro_data_2021-12-15_0958::x47,jilindehealthcarepro_data_2021-12-15_0958,,I would not buy food from a vendor who is a FSW or MSM/MSW.,,Participant,,Attitude towards  high risk population,I would not buy food from a vendor who is a FSW or MSM/MSW.,"1, Strongly Agree | 2, Agree | 3, Neither agree nor disagree | 4, Disagree | 5, Strongly Disagree",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
48,jilindehealthcarepro_data_2021-12-15_0958::x48,jilindehealthcarepro_data_2021-12-15_0958,,I would not share eating utensils with a FSW and MSM/MSW because I am afraid of HIV infection.,,Participant,,Attitude towards  high risk population,I would not share eating utensils with a FSW and MSM/MSW because I am afraid of HIV infection.,"1, Strongly Agree | 2, Agree | 3, Neither agree nor disagree | 4, Disagree | 5, Strongly Disagree",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
49,jilindehealthcarepro_data_2021-12-15_0958::x49,jilindehealthcarepro_data_2021-12-15_0958,,Complete form of perceptions of key populations,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Complete?,,variable,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
50,jilindehealthcarepro_data_2021-12-15_0958::x50,jilindehealthcarepro_data_2021-12-15_0958,,Knowledge of ART,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV and STIs,Do you know that anti-retroviral drugs can be prescribed to eligible HIV negative persons with substantial risk to prevent  HIV infection?,"0, No | 1, Yes",variable,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
,,jilindehealthcarepro_data_2021-12-15_0958,,Resource of learning about PrEP,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,,multifilter,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
51,jilindehealthcarepro_data_2021-12-15_0958::x51,jilindehealthcarepro_data_2021-12-15_0958,,CME ,,Participant,,Resource of learning about PrEP,Where did you learn about PrEP? Tick all that apply (choice=CME),"1, CME | 2, Reading newspapers/books | 3, Through the TV/radio | 4, National guidelines | 5, Internet | 6, Brochures/pamphlets | 7, PrEP training | 8, Through my colleagues | 9, Whole site Orientation | 77, Other, Specify",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
52,jilindehealthcarepro_data_2021-12-15_0958::x52,jilindehealthcarepro_data_2021-12-15_0958,,Reading newspapers/books ,,Participant,,Resource of learning about PrEP,Where did you learn about PrEP? Tick all that apply (choice=Reading newspapers/books),"1, CME | 2, Reading newspapers/books | 3, Through the TV/radio | 4, National guidelines | 5, Internet | 6, Brochures/pamphlets | 7, PrEP training | 8, Through my colleagues | 9, Whole site Orientation | 77, Other, Specify",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
53,jilindehealthcarepro_data_2021-12-15_0958::x53,jilindehealthcarepro_data_2021-12-15_0958,,Through the TV/radio ,,Participant,,Resource of learning about PrEP,Where did you learn about PrEP? Tick all that apply (choice=Through the TV/radio),"1, CME | 2, Reading newspapers/books | 3, Through the TV/radio | 4, National guidelines | 5, Internet | 6, Brochures/pamphlets | 7, PrEP training | 8, Through my colleagues | 9, Whole site Orientation | 77, Other, Specify",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
54,jilindehealthcarepro_data_2021-12-15_0958::x54,jilindehealthcarepro_data_2021-12-15_0958,,National guidelines ,,Participant,,Resource of learning about PrEP,Where did you learn about PrEP? Tick all that apply (choice=National guidelines),"1, CME | 2, Reading newspapers/books | 3, Through the TV/radio | 4, National guidelines | 5, Internet | 6, Brochures/pamphlets | 7, PrEP training | 8, Through my colleagues | 9, Whole site Orientation | 77, Other, Specify",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
55,jilindehealthcarepro_data_2021-12-15_0958::x55,jilindehealthcarepro_data_2021-12-15_0958,,Internet ,,Participant,,Resource of learning about PrEP,Where did you learn about PrEP? Tick all that apply (choice=Internet),"1, CME | 2, Reading newspapers/books | 3, Through the TV/radio | 4, National guidelines | 5, Internet | 6, Brochures/pamphlets | 7, PrEP training | 8, Through my colleagues | 9, Whole site Orientation | 77, Other, Specify",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
56,jilindehealthcarepro_data_2021-12-15_0958::x56,jilindehealthcarepro_data_2021-12-15_0958,,Brochures/pamphlets ,,Participant,,Resource of learning about PrEP,Where did you learn about PrEP? Tick all that apply (choice=Brochures/pamphlets),"1, CME | 2, Reading newspapers/books | 3, Through the TV/radio | 4, National guidelines | 5, Internet | 6, Brochures/pamphlets | 7, PrEP training | 8, Through my colleagues | 9, Whole site Orientation | 77, Other, Specify",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
57,jilindehealthcarepro_data_2021-12-15_0958::x57,jilindehealthcarepro_data_2021-12-15_0958,,PrEP training ,,Participant,,Resource of learning about PrEP,Where did you learn about PrEP? Tick all that apply (choice=PrEP training),"1, CME | 2, Reading newspapers/books | 3, Through the TV/radio | 4, National guidelines | 5, Internet | 6, Brochures/pamphlets | 7, PrEP training | 8, Through my colleagues | 9, Whole site Orientation | 77, Other, Specify",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
58,jilindehealthcarepro_data_2021-12-15_0958::x58,jilindehealthcarepro_data_2021-12-15_0958,,Through my colleagues ,,Participant,,Resource of learning about PrEP,Where did you learn about PrEP? Tick all that apply (choice=Through my colleagues),"1, CME | 2, Reading newspapers/books | 3, Through the TV/radio | 4, National guidelines | 5, Internet | 6, Brochures/pamphlets | 7, PrEP training | 8, Through my colleagues | 9, Whole site Orientation | 77, Other, Specify",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
59,jilindehealthcarepro_data_2021-12-15_0958::x59,jilindehealthcarepro_data_2021-12-15_0958,,Whole site Orientation ,,Participant,,Resource of learning about PrEP,Where did you learn about PrEP? Tick all that apply (choice=Whole site Orientation),"1, CME | 2, Reading newspapers/books | 3, Through the TV/radio | 4, National guidelines | 5, Internet | 6, Brochures/pamphlets | 7, PrEP training | 8, Through my colleagues | 9, Whole site Orientation | 77, Other, Specify",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
60,jilindehealthcarepro_data_2021-12-15_0958::x60,jilindehealthcarepro_data_2021-12-15_0958,,"Other, Specify ",,Participant,,Resource of learning about PrEP,"Where did you learn about PrEP? Tick all that apply (choice=Other, Specify)","1, CME | 2, Reading newspapers/books | 3, Through the TV/radio | 4, National guidelines | 5, Internet | 6, Brochures/pamphlets | 7, PrEP training | 8, Through my colleagues | 9, Whole site Orientation | 77, Other, Specify",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
61,jilindehealthcarepro_data_2021-12-15_0958::x61,jilindehealthcarepro_data_2021-12-15_0958,,Resource of learning about PrEP specified,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,"Other, Specify",,variable,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
,,jilindehealthcarepro_data_2021-12-15_0958,,PrEP training,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,,multifilter,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
62,jilindehealthcarepro_data_2021-12-15_0958::x62,jilindehealthcarepro_data_2021-12-15_0958,,On-Job Training ,,Participant,,PrEP training,What type of PrEP training did you receive?  (choice=On-Job Training),"1, On-Job Training | 2, Classroom-Based by a Certified ToT | 3, Whole site Orientation | 4, WHO implementation App | 5, Mentorship towards Others | 77, Other, Specify | 88, None",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
63,jilindehealthcarepro_data_2021-12-15_0958::x63,jilindehealthcarepro_data_2021-12-15_0958,,Classroom-Based by a Certified ToT ,,Participant,,PrEP training,What type of PrEP training did you receive?  (choice=Classroom-Based by a Certified ToT),"1, On-Job Training | 2, Classroom-Based by a Certified ToT | 3, Whole site Orientation | 4, WHO implementation App | 5, Mentorship towards Others | 77, Other, Specify | 88, None",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
64,jilindehealthcarepro_data_2021-12-15_0958::x64,jilindehealthcarepro_data_2021-12-15_0958,,Whole site Orientation ,,Participant,,PrEP training,What type of PrEP training did you receive?  (choice=Whole site Orientation),"1, On-Job Training | 2, Classroom-Based by a Certified ToT | 3, Whole site Orientation | 4, WHO implementation App | 5, Mentorship towards Others | 77, Other, Specify | 88, None",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
65,jilindehealthcarepro_data_2021-12-15_0958::x65,jilindehealthcarepro_data_2021-12-15_0958,,WHO implementation App ,,Participant,,PrEP training,What type of PrEP training did you receive?  (choice=WHO implementation App),"1, On-Job Training | 2, Classroom-Based by a Certified ToT | 3, Whole site Orientation | 4, WHO implementation App | 5, Mentorship towards Others | 77, Other, Specify | 88, None",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
66,jilindehealthcarepro_data_2021-12-15_0958::x66,jilindehealthcarepro_data_2021-12-15_0958,,Mentorship towards Others ,,Participant,,PrEP training,What type of PrEP training did you receive?  (choice=Mentorship towards Others),"1, On-Job Training | 2, Classroom-Based by a Certified ToT | 3, Whole site Orientation | 4, WHO implementation App | 5, Mentorship towards Others | 77, Other, Specify | 88, None",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
67,jilindehealthcarepro_data_2021-12-15_0958::x67,jilindehealthcarepro_data_2021-12-15_0958,,"Other, Specify ",,Participant,,PrEP training,"What type of PrEP training did you receive?  (choice=Other, Specify)","1, On-Job Training | 2, Classroom-Based by a Certified ToT | 3, Whole site Orientation | 4, WHO implementation App | 5, Mentorship towards Others | 77, Other, Specify | 88, None",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
68,jilindehealthcarepro_data_2021-12-15_0958::x68,jilindehealthcarepro_data_2021-12-15_0958,,None ,,Participant,,PrEP training,What type of PrEP training did you receive?  (choice=None),"1, On-Job Training | 2, Classroom-Based by a Certified ToT | 3, Whole site Orientation | 4, WHO implementation App | 5, Mentorship towards Others | 77, Other, Specify | 88, None",value,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
69,jilindehealthcarepro_data_2021-12-15_0958::x69,jilindehealthcarepro_data_2021-12-15_0958,,PrEP training specified,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,"Other, Specify",,variable,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
70,jilindehealthcarepro_data_2021-12-15_0958::x70,jilindehealthcarepro_data_2021-12-15_0958,,PrEP prescribed experience,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,I have prescribed PrEP before to my clients,"0, No | 1, Yes",variable,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
,,jilindehealthcarepro_data_2021-12-15_0958,,Willingness of not prescribing PrEP,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053597,PrEP,,,multifilter,,yes,,,Jilinde_healthprovider_cohort,,,,,,,,,
