variable	variable2	values	mappedTerm
malariabehaviorhouse_data_2020-05-27_1622::toilet_other	malariabehaviorhouse_data_2020-05-27_1622::toilet_other	OPEN FIELD 	Bushes/open field
malariabehaviorhouse_data_2020-05-27_1622::toilet_other	malariabehaviorhouse_data_2020-05-27_1622::toilet_other	USE OPEN FIELD	Bushes/open field
malariabehaviorhouse_data_2020-05-27_1622::mobile_phone_yn	malariabehaviorhouse_data_2020-05-27_1622::mobile_phone_yn	0	No
malariabehaviorhouse_data_2020-05-27_1622::mobile_phone_yn	malariabehaviorhouse_data_2020-05-27_1622::mobile_phone_yn	1	Yes
malariabehaviorhouse_data_2020-05-27_1622::roof_rad	malariabehaviorhouse_data_2020-05-27_1622::roof_rad	1	Thatched
malariabehaviorhouse_data_2020-05-27_1622::roof_rad	malariabehaviorhouse_data_2020-05-27_1622::roof_rad	2	Concrete
malariabehaviorhouse_data_2020-05-27_1622::roof_rad	malariabehaviorhouse_data_2020-05-27_1622::roof_rad	3	Tiles
malariabehaviorhouse_data_2020-05-27_1622::roof_rad	malariabehaviorhouse_data_2020-05-27_1622::roof_rad	4	Thatched and tiles
malariabehaviorhouse_data_2020-05-27_1622::roof_rad	malariabehaviorhouse_data_2020-05-27_1622::roof_rad	5	:::UNDEF:::
malariabehaviorhouse_data_2020-05-27_1622::roof_other	malariabehaviorhouse_data_2020-05-27_1622::roof_other	ASBESTOES	Asbestos	
malariabehaviorhouse_data_2020-05-27_1622::roof_other	malariabehaviorhouse_data_2020-05-27_1622::roof_other	ASBESTOS	Asbestos
malariabehaviorhouse_data_2020-05-27_1622::roof_other	malariabehaviorhouse_data_2020-05-27_1622::roof_other	CEMENT	Cement
malariabehaviorhouse_data_2020-05-27_1622::clinic_distance	malariabehaviorhouse_data_2020-05-27_1622::clinic_distance	DK	:::UNDEF:::	
malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_rad	malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_rad	1	Walking
malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_rad	malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_rad	2	Bicycle
malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_rad	malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_rad	3	Motorcycle
malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_rad	malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_rad	5	:::UNDEF:::
malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_other	malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_other	AUTO	Car
malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_other	malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_other	AUTO RICKSHAW	Auto rickshaw
malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_other	malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_other	BUS	Bus
malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_other	malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_other	BUS,AUTO	Bus, car
malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_other	malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_other	BUS,AUTO-RICKSHAW	Bus, auto rickshaw
malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_other	malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_other	BUS,PUBLIC TRANSPORT	Public transport
malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_other	malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_other	BUSES	Bus
malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_other	malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_other	BY BUS	Bus
malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_other	malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_other	BY PUBLIC TRANSPORT	Public transport
malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_other	malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_other	PRIVATE VEHICLE	Car
malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_other	malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_other	PUBLIC TRANSPORT	Public transport
malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_other	malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_other	PUBLIC TRANSPORT,AUTO	Car, public transport
malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_other	malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_other	PUBLIC TRANSPORT,BUS ,AUTO	Car, public transport
malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_time	malariabehaviorhouse_data_2020-05-27_1622::clinic_transport_time	DK	Don't know
malariabehaviorhouse_data_2020-05-27_1622::itn_yn	malariabehaviorhouse_data_2020-05-27_1622::itn_yn	0	No
malariabehaviorhouse_data_2020-05-27_1622::itn_yn	malariabehaviorhouse_data_2020-05-27_1622::itn_yn	1	Yes
malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	CAN NOT AFFORD	Can't afford
malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	DAMAGED SO DISCARDED	Discarded due to damage
malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	DK	Don't know
malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	FINANCIAL CRISIS	Can't afford
malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	FINANCIALLY POOR	Can't afford
malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	GOVT HAS NOT PROVIDED	Government didn't supply
malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	GOVT SUPPLIED ALL DEFECTIVE NOW	Old and defective
malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	NO GOVERMENT SUPPLY	Government didn't supply
malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	NO GOVERNMENT SUPPLY	Government didn't supply
malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	NO GOVT SUPPLIED	Government didn't supply
malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	NO GOVT SUPPLY	Government didn't supply
malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	NOBODY GAVE THEM	Government didn't supply
malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	NON ITNS BOUGHT FROM MARKET	Bought non-ITNs
malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	NOT AFFORDABLE	Can't afford
malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	NOT AVAILABLE	Not available
malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	NOT BOUGHT	Haven't bought
malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	NOT PRESENT AT HOME	Don't have
malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	NOT PROVIDED	Government didn't supply
malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	NOT PROVIDED BY GOVT	Government didn't supply
malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	NOT SUPPLIED	Government didn't supply
malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	NOT SUPPLIED BY GOVT	Government didn't supply
malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	NOT SUPPLIED BY THE GOVT	Government didn't supply
malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	malariabehaviorhouse_data_2020-05-27_1622::itn_no_reason	VERY OLD AND DEFECTIVE	Old and defective
malariabehaviorhouse_data_2020-05-27_1622::itn_number	malariabehaviorhouse_data_2020-05-27_1622::itn_number	01	1
malariabehaviorhouse_data_2020-05-27_1622::itn_number	malariabehaviorhouse_data_2020-05-27_1622::itn_number	02	2
malariabehaviorhouse_data_2020-05-27_1622::itn_number	malariabehaviorhouse_data_2020-05-27_1622::itn_number	DK	Don't know
malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	ANGANWADI	Anganwadi
malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	ANGANWADI AND ALSO PURCHASED	Anganwadi and bought
malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	ASHA	ASHA
malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	BOUGHT	Bought
malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	BOUGHT FROM MARKET	Bought
malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	DK	Don't know
malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	GOVERMENT SUPPLIED	Government supplied	
malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	GOVERNMENT SUPPLIED	Government supplied
malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	GOVT	Government supplied
malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	GOVT PROVIDED	Government supplied
malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	GOVT SUPPLIED	Government supplied
malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	GOVT SUPPLY	Government supplied
malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	PANCHAYAT	Panchayat
malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	PHC	Primary health center
malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	PROVIDED BY MRC	MRC
malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	PURCHASED	Bought
malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	PURCHASED AND GOVT SUPPLIED	Bought and government supplied
malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	PURCHASED FROM MARKET	Bought
malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	SARPANCH	Sarpanch
malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	malariabehaviorhouse_data_2020-05-27_1622::itn_how_get	SCHOOL	School
malariabehaviorhouse_data_2020-05-27_1622::itn_when_get	malariabehaviorhouse_data_2020-05-27_1622::itn_when_get	DK	Don't know
malariabehaviorhouse_data_2020-05-27_1622::itn_defects_yn	malariabehaviorhouse_data_2020-05-27_1622::itn_defects_yn	0	No
malariabehaviorhouse_data_2020-05-27_1622::itn_defects_yn	malariabehaviorhouse_data_2020-05-27_1622::itn_defects_yn	1	Yes
malariabehaviorhouse_data_2020-05-27_1622::itn_defects_yn	malariabehaviorhouse_data_2020-05-27_1622::itn_defects_yn	NA	:::UNDEF:::
malariabehaviorhouse_data_2020-05-27_1622::itn_defects_repair_yn	malariabehaviorhouse_data_2020-05-27_1622::itn_defects_repair_yn	0	No	
malariabehaviorhouse_data_2020-05-27_1622::itn_defects_repair_yn	malariabehaviorhouse_data_2020-05-27_1622::itn_defects_repair_yn	1	Yes
malariabehaviorhouse_data_2020-05-27_1622::itn_defects_repair_yn	malariabehaviorhouse_data_2020-05-27_1622::itn_defects_repair_yn	NA	:::UNDEF:::
malariabehaviorhouse_data_2020-05-27_1622::coils_yn	malariabehaviorhouse_data_2020-05-27_1622::coils_yn	0	No
malariabehaviorhouse_data_2020-05-27_1622::coils_yn	malariabehaviorhouse_data_2020-05-27_1622::coils_yn	1	Yes
malariabehaviorhouse_data_2020-05-27_1622::coils_used_when_rad	malariabehaviorhouse_data_2020-05-27_1622::coils_used_when_rad	2	Evening
malariabehaviorhouse_data_2020-05-27_1622::coils_used_when_rad	malariabehaviorhouse_data_2020-05-27_1622::coils_used_when_rad	3	Nighttime
malariabehaviorhouse_data_2020-05-27_1622::coils_used_when_rad	malariabehaviorhouse_data_2020-05-27_1622::coils_used_when_rad	NA	:::UNDEF:::
malariabehaviorhouse_data_2020-05-27_1622::coils_used_frequency_rad	malariabehaviorhouse_data_2020-05-27_1622::coils_used_frequency_rad	1	Always
malariabehaviorhouse_data_2020-05-27_1622::coils_used_frequency_rad	malariabehaviorhouse_data_2020-05-27_1622::coils_used_frequency_rad	2	Sometimes
malariabehaviorhouse_data_2020-05-27_1622::coils_used_frequency_rad	malariabehaviorhouse_data_2020-05-27_1622::coils_used_frequency_rad	NA	:::UNDEF:::
malariabehaviorhouse_data_2020-05-27_1622::mats_yn	malariabehaviorhouse_data_2020-05-27_1622::mats_yn	0	No
malariabehaviorhouse_data_2020-05-27_1622::mats_yn	malariabehaviorhouse_data_2020-05-27_1622::mats_yn	1	Yes
malariabehaviorhouse_data_2020-05-27_1622::mats_used_when_rad	malariabehaviorhouse_data_2020-05-27_1622::mats_used_when_rad	1	Daytime
malariabehaviorhouse_data_2020-05-27_1622::mats_used_when_rad	malariabehaviorhouse_data_2020-05-27_1622::mats_used_when_rad	2	Evening
malariabehaviorhouse_data_2020-05-27_1622::mats_used_when_rad	malariabehaviorhouse_data_2020-05-27_1622::mats_used_when_rad	3	Nighttime
malariabehaviorhouse_data_2020-05-27_1622::mats_used_when_rad	malariabehaviorhouse_data_2020-05-27_1622::mats_used_when_rad	NA	:::UNDEF:::
malariabehaviorhouse_data_2020-05-27_1622::mats_used_frequency	malariabehaviorhouse_data_2020-05-27_1622::mats_used_frequency	1	Always
malariabehaviorhouse_data_2020-05-27_1622::mats_used_frequency	malariabehaviorhouse_data_2020-05-27_1622::mats_used_frequency	2	Sometimes
malariabehaviorhouse_data_2020-05-27_1622::mats_used_frequency	malariabehaviorhouse_data_2020-05-27_1622::mats_used_frequency	3	Rarely
malariabehaviorhouse_data_2020-05-27_1622::mats_used_frequency	malariabehaviorhouse_data_2020-05-27_1622::mats_used_frequency	NA	:::UNDEF:::
malariabehaviorhouse_data_2020-05-27_1622::vapor_yn	malariabehaviorhouse_data_2020-05-27_1622::vapor_yn	0	No
malariabehaviorhouse_data_2020-05-27_1622::vapor_yn	malariabehaviorhouse_data_2020-05-27_1622::vapor_yn	1	Yes
malariabehaviorhouse_data_2020-05-27_1622::vapor_used_when_rad	malariabehaviorhouse_data_2020-05-27_1622::vapor_used_when_rad	2	Evening
malariabehaviorhouse_data_2020-05-27_1622::vapor_used_when_rad	malariabehaviorhouse_data_2020-05-27_1622::vapor_used_when_rad	3	Nighttime
malariabehaviorhouse_data_2020-05-27_1622::vapor_used_when_rad	malariabehaviorhouse_data_2020-05-27_1622::vapor_used_when_rad	NA	:::UNDEF:::
malariabehaviorhouse_data_2020-05-27_1622::vapor_used_frequency	malariabehaviorhouse_data_2020-05-27_1622::vapor_used_frequency	1	Always
malariabehaviorhouse_data_2020-05-27_1622::vapor_used_frequency	malariabehaviorhouse_data_2020-05-27_1622::vapor_used_frequency	2	Sometimes
malariabehaviorhouse_data_2020-05-27_1622::vapor_used_frequency	malariabehaviorhouse_data_2020-05-27_1622::vapor_used_frequency	3	Rarely
malariabehaviorhouse_data_2020-05-27_1622::vapor_used_frequency	malariabehaviorhouse_data_2020-05-27_1622::vapor_used_frequency	NA	:::UNDEF:::
malariabehaviorhouse_data_2020-05-27_1622::antimoz_spray_yn	malariabehaviorhouse_data_2020-05-27_1622::antimoz_spray_yn	1	Yes
malariabehaviorhouse_data_2020-05-27_1622::antimoz_spray_yn	malariabehaviorhouse_data_2020-05-27_1622::antimoz_spray_yn	2	No
malariabehaviorhouse_data_2020-05-27_1622::antimoz_dung_yn	malariabehaviorhouse_data_2020-05-27_1622::antimoz_dung_yn	1	Yes
malariabehaviorhouse_data_2020-05-27_1622::antimoz_dung_yn	malariabehaviorhouse_data_2020-05-27_1622::antimoz_dung_yn	2	No
malariabehaviorhouse_data_2020-05-27_1622::antimoz_bushes_yn	malariabehaviorhouse_data_2020-05-27_1622::antimoz_bushes_yn	1	Yes
malariabehaviorhouse_data_2020-05-27_1622::antimoz_bushes_yn	malariabehaviorhouse_data_2020-05-27_1622::antimoz_bushes_yn	2	No
malariabehaviorhouse_data_2020-05-27_1622::antimoz_stagnant_yn	malariabehaviorhouse_data_2020-05-27_1622::antimoz_stagnant_yn	1	Yes
malariabehaviorhouse_data_2020-05-27_1622::antimoz_stagnant_yn	malariabehaviorhouse_data_2020-05-27_1622::antimoz_stagnant_yn	2	No
malariabehaviorhouse_data_2020-05-27_1622::antimoz_windows_yn	malariabehaviorhouse_data_2020-05-27_1622::antimoz_windows_yn	1	Yes
malariabehaviorhouse_data_2020-05-27_1622::antimoz_windows_yn	malariabehaviorhouse_data_2020-05-27_1622::antimoz_windows_yn	2	No
malariabehaviorhouse_data_2020-05-27_1622::antimoz_screening_yn	malariabehaviorhouse_data_2020-05-27_1622::antimoz_screening_yn	1	Yes
malariabehaviorhouse_data_2020-05-27_1622::antimoz_screening_yn	malariabehaviorhouse_data_2020-05-27_1622::antimoz_screening_yn	2	No
malariabehaviorhouse_data_2020-05-27_1622::antimoz_screening_yn	malariabehaviorhouse_data_2020-05-27_1622::antimoz_screening_yn	NA	:::UNDEF:::
malariabehaviorhouse_data_2020-05-27_1622::antimoz_other_yn	malariabehaviorhouse_data_2020-05-27_1622::antimoz_other_yn	1	Yes
malariabehaviorhouse_data_2020-05-27_1622::antimoz_other_yn	malariabehaviorhouse_data_2020-05-27_1622::antimoz_other_yn	2	No
malariabehaviorhouse_data_2020-05-27_1622::antimoz_other_yn	malariabehaviorhouse_data_2020-05-27_1622::antimoz_other_yn	NA	:::UNDEF:::
malariabehaviorhouse_data_2020-05-27_1622::antimoz_other	malariabehaviorhouse_data_2020-05-27_1622::antimoz_other	BURNING HAY	Burn hay
malariabehaviorhouse_data_2020-05-27_1622::spray_pastyear_rad	malariabehaviorhouse_data_2020-05-27_1622::spray_pastyear_rad	1	Yes
malariabehaviorhouse_data_2020-05-27_1622::spray_pastyear_rad	malariabehaviorhouse_data_2020-05-27_1622::spray_pastyear_rad	2	No
malariabehaviorhouse_data_2020-05-27_1622::spray_pastyear_rad	malariabehaviorhouse_data_2020-05-27_1622::spray_pastyear_rad	3	Unknown
malariabehaviorhouse_data_2020-05-27_1622::know_medicines_yn	malariabehaviorhouse_data_2020-05-27_1622::know_medicines_yn	0	No
malariabehaviorhouse_data_2020-05-27_1622::know_medicines_yn	malariabehaviorhouse_data_2020-05-27_1622::know_medicines_yn	1	Yes
malariabehaviorhouse_data_2020-05-27_1622::know_medicines_yes	malariabehaviorhouse_data_2020-05-27_1622::know_medicines_yes	CHLOROQUINE	Chloroquine
malariabehaviorhouse_data_2020-05-27_1622::know_medicines_yes	malariabehaviorhouse_data_2020-05-27_1622::know_medicines_yes	CHLOROQUINE, QUININE	Chloroquine, quinine
malariabehaviorhouse_data_2020-05-27_1622::know_medicines_yes	malariabehaviorhouse_data_2020-05-27_1622::know_medicines_yes	CHLOROQUINE,ACT,PQ	Chloroquine, ACT, primaquine
malariabehaviorhouse_data_2020-05-27_1622::know_medicines_yes	malariabehaviorhouse_data_2020-05-27_1622::know_medicines_yes	CHLOROQUINE,ARTESUNATE	Chloroquine, artesunate
malariabehaviorhouse_data_2020-05-27_1622::know_medicines_yes	malariabehaviorhouse_data_2020-05-27_1622::know_medicines_yes	CHLOROQUINE,PARACETAMOL	Chloroquine, paracetamol
malariabehaviorhouse_data_2020-05-27_1622::know_medicines_yes	malariabehaviorhouse_data_2020-05-27_1622::know_medicines_yes	PARACETAMOL	Paracetamol
malariabehaviorhouse_data_2020-05-27_1622::medicine_at_home_rad	malariabehaviorhouse_data_2020-05-27_1622::medicine_at_home_rad	1	Yes, always
malariabehaviorhouse_data_2020-05-27_1622::medicine_at_home_rad	malariabehaviorhouse_data_2020-05-27_1622::medicine_at_home_rad	2	Yes, sometimes
malariabehaviorhouse_data_2020-05-27_1622::medicine_at_home_rad	malariabehaviorhouse_data_2020-05-27_1622::medicine_at_home_rad	3	No
malariabehaviorhouse_data_2020-05-27_1622::medicine_at_home_yes	malariabehaviorhouse_data_2020-05-27_1622::medicine_at_home_yes	CHLOROQUINE	Chloroquine
malariabehaviorhouse_data_2020-05-27_1622::medicine_at_home_yes	malariabehaviorhouse_data_2020-05-27_1622::medicine_at_home_yes	CHLOROQUINE,QUININE	Chloroquine, quinine
malariabehaviorhouse_data_2020-05-27_1622::medicine_at_home_yes	malariabehaviorhouse_data_2020-05-27_1622::medicine_at_home_yes	PARACETAMOL,CHLOROQUINE,ACT	Chloroquine, ACT, paracetamol
malariabehaviorindiv_data_2020-05-27_1623::studied_before_rad	malariabehaviorindiv_data_2020-05-27_1623::studied_before_rad	1	Yes
malariabehaviorindiv_data_2020-05-27_1623::studied_before_rad	malariabehaviorindiv_data_2020-05-27_1623::studied_before_rad	2	No
malariabehaviorindiv_data_2020-05-27_1623::studied_before_rad	malariabehaviorindiv_data_2020-05-27_1623::studied_before_rad	3	Unknown
malariabehaviorindiv_data_2020-05-27_1623::gender_rad	malariabehaviorindiv_data_2020-05-27_1623::gender_rad	1	Male
malariabehaviorindiv_data_2020-05-27_1623::gender_rad	malariabehaviorindiv_data_2020-05-27_1623::gender_rad	2	Female
malariabehaviorindiv_data_2020-05-27_1623::head_of_household_yn	malariabehaviorindiv_data_2020-05-27_1623::head_of_household_yn	0	No
malariabehaviorindiv_data_2020-05-27_1623::head_of_household_yn	malariabehaviorindiv_data_2020-05-27_1623::head_of_household_yn	1	Yes
