"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
mobphonesickuse_rad,household,,radio,"A13. Do you use a mobile phone when somebody is sick in the household? [Juh pynem kam phi ia ka mobile phone mynda em wa kjut ha iung?]","1, Yes | 2, No | 3, Don't know",,,,,,"[enrollhh_rad]='1' and [mobphone_yn] = '1'",,LV,,,,
mobphone_use,household,,text,"A14. If yes, who do you call? [Man da em was kjut ha iung, yei ii phone phi?]",,,,,,,"[enrollhh_rad]='1' and [mobphonesickuse_rad] = '1'",,LV,,,,
walls_rad,household,,radio,"A15. Building material used for walls of the house (observe)","1, Mud | 2, Brick | 3, Concrete | 4, Thatch | 5, Stone | 6, Wood | 7, Other",,,,,,[enrollhh_rad]='1',y,LV,,,,
wallsother,household,,text,"A16. Specify other building material",,,,,,,"[enrollhh_rad]='1' and [walls_rad] = '7'",,LV,,,,
roof_rad,household,,radio,"A17. Type of roof of the house (observe)","1, Thatched | 2, Concrete | 3, Tiles | 4, Thatched and tiles | 5, Tin | 6, Other",,,,,,[enrollhh_rad]='1',y,LV,,,,
roofother,household,,text,"A18. Specify other roof type",,,,,,,"[enrollhh_rad]='1' and [roof_rad] = '6'",,LV,,,,
healthcare_rad,household,,radio,"A19. What do you typically use for health care? [Heiwon I thaw juh lai e sumar phi?]","1, Public health clinic [Thaw e sumar ha sorkar] | 2, Private health clinic [Jaka e sumar chimet] | 3, Community health worker [U/ka nongkreh wa iatoh wa ka koit ka khiah ha chnong] | 4, Other [Kiwi kiwi]",,,,,,[enrollhh_rad]='1',y,LV,,,,
healthcareother,household,,text,"A20. Specify other health care option [Batai che]",,,,,,,"[enrollhh_rad]='1' and [healthcare_rad] = '4'",,LV,,,,
dist2clinic,household,,text,"A21. What is the distance to this typical source of health care? [Katwon ka jingjngai cha ka thaw e dawai heini?]",,"enter a NUMBER, or enter 'DK' if answer is ""Don't know""",,,,,[enrollhh_rad]='1',y,LV,,,,
dist2clinicunits,household,,radio,"A22. units","1, meters | 2, kilometers | 3, Don't know",,,,,,[enrollhh_rad]='1',,LV,,,,
transport2clinic_rad,household,,radio,"A23. What type of transport would you usually use to go there? [Dei I ii juh pynemkam ioh u lai cheite?]","1, Walking [Lai kjat] | 2, Bicycle [Bisikil] | 3, Motorcycle [Motorcycle] | 4, Car [kari] | 5, Public transport (bus, auto-rickshaw, taxi) [(bus, auto-rickshaw, taxi) Kari Paitbah] | 6, Other [Kiwi kiwi] | 7, Don't know [Ym tip)",,,,,,[enrollhh_rad]='1',y,LV,,,,
transport2clinicother,household,,text,"A24. Specify other type of transport [Batai che]",,,,,,,"[enrollhh_rad]='1' and [transport2clinic_rad] = '6'",,LV,,,,
transport2clinictime,household,,text,"A25. How long would it usually take you to get there using that type of transport? (minutes) [Katwon por u bam ko u poi kat cheite I thaw e dawai dei te I kari wa juh lai phi?]",,"enter a NUMBER of MINUTES, or enter 'DK' if answer is ""Don't know""",,,,,[enrollhh_rad]='1',y,LV,,,,
pig,household,"Does your household have any of the following? [Em wa ri mrad phi ha iung?]",radio,"A26. Pig [Sniang]","1, Yes | 2, No",,,,,,[enrollhh_rad]='1',y,,,animals,,
buffalo_cow,household,,radio,"A27. Buffalo/cow [Muit/Masi]","1, Yes | 2, No",,,,,,[enrollhh_rad]='1',y,,,animals,,
goat,household,,radio,"A28. Goat [Blang]","1, Yes | 2, No",,,,,,[enrollhh_rad]='1',y,,,animals,,
poultry,household,,radio,"A29. Poultry [Syiar]","1, Yes | 2, No",,,,,,[enrollhh_rad]='1',y,,,animals,,
animsinhouse_yn,household,,yesno,"A30. Are there animals living with you inside the house? [Em phi ki mrad ki wa sah lang hapoh iung?]",,,,,,,[enrollhh_rad]='1',,LV,,,,
animsinhouseyes,household,,text,"A31. If yes, which animals? [ I yi I jaidmrad?]",,,,,,,"[enrollhh_rad]='1' and [animsinhouse_yn] = '1'",,LV,,,,
mosquitoesinhouse_rad,household,,radio,"A32. Are there mosquitoes in your house? [Em miat ha iung iong phi?]","1, Yes, always [Hao, man I por] | 2, Yes, sometimes [Hao, tein tein] | 3, Only in the rainy season [Tang ha I por slap] | 4, No [ohoh] | 5, Other [Kiwi kiwi]",,,,,,[enrollhh_rad]='1',y,LV,,,,
mosquitoesinhouseother,household,,text,"A33. Specify other time when mosquitoes are in house [Batai che]",,,,,,,"[enrollhh_rad]='1' and [mosquitoesinhouse_rad] = '5'",,LV,,,,
net_yn,household,"Part B. Malaria Prevention and Treatment at Household Level",yesno,"B1. Does your household have a net? [Em musari phi ha iung?]",,,,,,,[enrollhh_rad]='1',y,LV,,,,
net_number,household,,text,"B2. If yes, number of nets in the household [Katwon tylli ki musari em phi ha iung]",,,integer,,,,"[enrollhh_rad]='1' and [net_yn] = '1'",,LV,,,,
itn_yn,household,,yesno,"B3. Are any of the nets ITNs? [Em na kini ki musari kiwa toh ki ITNs?]",,,,,,,"[enrollhh_rad]='1' and [net_yn] = '1'",,LV,,,,
itnwhyno,household,,text,"B4. If no, is there a specific reason why there is no ITN? [Em kiyi kiyi ki daw wa ym em phi ki ITN?]",,,,,,,"[enrollhh_rad]='1' and [itn_yn] = '0'",,LV,,,,
itn_number,household,,text,"B5. How many nets are ITNs? [Katwon ITN?]",,,integer,,,,"[enrollhh_rad]='1' and [itn_yn] = '1'",,LV,,,,
itngetwhen,household,,text,"B6. How long ago did you get the ITN? (How many years ago?) [La katnu snem ioh phi ia ka ITN?]",,,integer,,,,"[enrollhh_rad]='1' and [itn_yn] = '1'",,LV,,,," @PLACEHOLDER=""00 years"""
itnwash_yn,household,,yesno,"B7. Do you wash your ITN? [Juh sait phi ka ITN?]",,,,,,,"[enrollhh_rad]='1' and [itn_yn] = '1'",,LV,,,,
itnwashnum,household,,text,"B8. If yes, how many times have you washed it since you got the ITN? [Katwon sien da dep sait phi ka naduh I por wa ioh phi ka, ka ITN?]",,,integer,,,,"[enrollhh_rad]='1' and [itnwash_yn] = '1'",,LV,,,,
itnhole_yn,household,,yesno,"B9. Does the ITN have holes or other defects? [Em thlu ne I wi I wi wa jet ha ki ITN iong phi?]",,,,,,,"[enrollhh_rad]='1' and [itn_yn] = '1'",,LV,,,,
itnholerepair_yn,household,,yesno,"B10. If the ITN has holes, does somebody repair the net? [Lada pai thlu ka ITN iong phi, em mo ki wa juh pynchna ia ki?]",,,,,,,"[enrollhh_rad]='1' and [itnhole_yn] = '1'",,LV,,,,
coil_yn,household,,yesno,"B11. Does your household use coils? [Juh pynemkam phi u coil ha iung?]",,,,,,,[enrollhh_rad]='1',y,LV,,,,
coilusewhen_chk,household,,checkbox,"B12. If yes, when do you use them? (tick all that apply) [Ha ka ii I ka por juh pynemkam phi ki?]","1, Daytime [Porsngi] | 2, Evening [Janmiet] | 3, Night time [Pormiet] | 4, Other [Kiwi kiwi]",,,,,,"[enrollhh_rad]='1' and [coil_yn] = '1'",,LV,,,,
coilusewhenother,household,,text,"B13. Specify other time of coil use [Batai che]",,,,,,,"[enrollhh_rad]='1' and [coilusewhen_chk(4)] = '1'",,LV,,,,
coilusefreq_rad,household,,radio,"B14. If yes, how often do you use them? [Katwon sien juh pynemkam phi ki?]","1, Always [Man I por] | 2, Sometimes [Tein tein] | 3, Rarely [Duna Bha]",,,,,,"[enrollhh_rad]='1' and [coil_yn] = '1'",,LV,,,,
mat_yn,household,,yesno,"B15. Does your household use mats? [Juh pynemkam phi ia ki (mats) ha iung iong phi?]",,,,,,,[enrollhh_rad]='1',y,LV,,,,
matusewhen_chk,household,,checkbox,"B16. If yes, when do you use them? (tick all that apply) [Ha iyi I por juh pynemkam phi ki?]","1, Daytime [Porsngi] | 2, Evening [Janmiet] | 3, Night time [Pormiet] | 4, Other [Kiwi kiwi]",,,,,,"[enrollhh_rad]='1' and [mat_yn] = '1'",,LV,,,,
matusewhenother,household,,text,"B17. Specify other time of mat use [Batai che]",,,,,,,"[enrollhh_rad]='1' and [matusewhen_chk(4)] = '1'",,LV,,,,
matusefreq_rad,household,,radio,"B18. If yes, how often do you use them? [Katwon sien juh pynemkam phi ki?]","1, Always [Man I por] | 2, Sometimes [Tein tein] | 3, Rarely [Duna Bha]",,,,,,"[enrollhh_rad]='1' and [mat_yn] = '1'",,LV,,,,
vape_yn,household,,yesno,"B19. Does your household use vaporizers? [Ha iung iong phi juh pynemkam phi ia ki vaporizers?]",,,,,,,[enrollhh_rad]='1',y,LV,,,,
vapeusewhen_chk,household,,checkbox,"B20. If yes, when do you use them? (tick all that apply) [Ha ka I ka por juh pynemkam phi ki?]","1, Daytime [Porsngi] | 2, Evening [Janmiet] | 3, Night time [Pormiet] | 4, Other [Kiwi kiwi]",,,,,,"[enrollhh_rad]='1' and [vape_yn] = '1'",,LV,,,,
vapeusewhenother,household,,text,"B21. Specify other time of vaporizer use [Batai che]",,,,,,,"[enrollhh_rad]='1' and [vapeusewhen_chk(4)] = '1'",,LV,,,,
vapeusefreq_rad,household,,radio,"B22. If yes, how often do you use them? [Katwon sien juh pynemkam phi ki?]","1, Always [Man I por] | 2, Sometimes [Tein tein] | 3, Rarely [Duna Bha]",,,,,,"[enrollhh_rad]='1' and [vape_yn] = '1'",,LV,,,,
antimozspray_myn,household,"Does your household do any of the following to reduce the mosquito burden? [Ha iungiong phi juh pynemkam phi ia kini ha wa iatoh u pynduna yei jingbun u kain pyrjong?]",radio,"B23. Use Insecticide spray? [Pynemkam dawai synreit]","1, Yes | 2, No",,,,,,[enrollhh_rad]='1',y,,,antimoz,,
antimozdung_myn,household,,radio,"B24. Use burning neem leaves or cow dung? [Juh thang phi deisla neem lane ka ait masi]","1, Yes | 2, No",,,,,,[enrollhh_rad]='1',y,,,antimoz,,
antimozbushes_myn,household,,radio,"B25. Clear bushes around house [Pynkhuid yei I nuit ha pchem iung]","1, Yes | 2, No",,,,,,[enrollhh_rad]='1',y,,,antimoz,,
antimozstagnant_myn,household,,radio,"B26. Clear stagnant water pools around house [Juh pynkhuid yei um wa lang hajan iung]","1, Yes | 2, No",,,,,,[enrollhh_rad]='1',y,,,antimoz,,
antimozlarvicide_myn,household,,radio,"B27. Use larvicide in ponds around the house [Juh Pynem kam dawai ioh u synreit ha ki pung ha jan iung]","1, Yes | 2, No",,,,,,[enrollhh_rad]='1',y,,,antimoz,,
antimozwindows_myn,household,,radio,"B28. Keep windows/door closed in evening [Khang yei jingkhang/ jingkhang-iit ha I por janmiet]","1, Yes | 2, No",,,,,,[enrollhh_rad]='1',y,,,antimoz,,
antimozscreening_myn,household,,radio,"B29. Screening of windows [Kah pyrda yei jingkhang-iit]","1, Yes | 2, No",,,,,,[enrollhh_rad]='1',y,,,antimoz,,
antimozother_myn,household,,radio,"B30. Other [Kiwi kiwi,]","1, Yes | 2, No",,,,,,[enrollhh_rad]='1',y,,,antimoz,,
antimozother,household,,text,"B31. Specify mosquito prevention method [Batai che]",,,,,,,"[enrollhh_rad]='1' and [antimozother_myn] = '1'",,LV,,,,
chalkmark_yn,household,,yesno,"B32. Are there chalk markings on the house indicating that DDT spraying was performed? (DO NOT ASK this, just observe, and choose Yes or No.)",,,,,,,[enrollhh_rad]='1',,LV,,,,
chalkmarkdate,household,,text,"B33. If Yes, What is the most recent date indicated?",,,date_dmy,,,,"[enrollhh_rad] = '1' and [chalkmark_yn] = '1'",,LV,,,,
sprayedhouse_rad,household,,radio,"B34. Has your house been sprayed with insecticide within the last 12 months? [Da juh synreit dawai phi iei iung phi ha ki 12 bnai wa da dep?]","1, Yes | 2, No | 3, Don't know",,,,,,[enrollhh_rad]='1',y,LV,,,,
notsprayedreason,household,,checkbox,"B35. If your house was not sprayed, what was the reason? (tick all that apply) [Lada ym synreit dawai ia ka iung iong phi, kiyi ki daw?]","1, Stains the walls [Pyntngit ki chram] | 2, Don't like the smell [ym neh chah ia I sma] | 3, Dangerous for bees [Em jingma ia ki ngap] | 4, Dangerous for silk production [Em jingma ia ki khniang ryndia] | 5, Other [Kiwi kiwi]",,,,,,"[enrollhh_rad]='1' and [sprayedhouse_rad] = '2' and [sprayedcompound_rad] = '2'",,LV,,,,
notsprayedreasonother,household,,text,"B36. Specify other reason why house was not sprayed [Batai che]",,,,,,,"[enrollhh_rad]='1' and [notsprayedreason(5)] = '1'",,LV,,,,
sprayedhousewhen,household,,text,"B37. What was the Month and Year of the last time spray? [Naduh ii u bnai wa u snem dep synreit?]",,,,,,,"[enrollhh_rad]='1' and [sprayedhouse_rad] = '1'",,LV,,,," @PLACEHOLDER=""month, year"""
walltreat_yn,household,,yesno,"B38. Since the time of spraying, have you done anything to the walls (e.g. washing)? [Naduh I por wa dep synreit,da juh leh phi I yi ia ki kynroh iung (nuksa sait)?]",,,,,,,"[enrollhh_rad]='1' and [sprayedhouse_rad] = '1'",,LV,,,,
walltreatyes,household,,text,"B39. if Yes, please describe what and when (after the IRS) [La toh ha-o, batai bniah dei iyi wei ynnu?]",,,,,,,"[enrollhh_rad]='1' and [walltreat_yn] = '1'",,LV,,,,
sprayedcompound_rad,household,,radio,"B40. Has any other place on your compound been sprayed within the last year? [Da juh synreit dawai ki ha kino kino ki thaw ha compound iong phi ha kani ka chisnem?]","1, Yes | 2, No | 3, Don't know",,,,,,[enrollhh_rad]='1',,LV,,,,
antimmed_yn,household,,yesno,"B41. Do you know any antimalarial medicine? [Juh tip phi kiyi ki dawai khai rieh?]",,,,,,,[enrollhh_rad]='1',y,LV,,,,
antimmedyes,household,,text,"B42. If yes, which ones? [Kiyi kite?]",,,,,,,"[enrollhh_rad]='1' and [antimmed_yn] = '1'",,LV,,,,
antimmedathome_rad,household,,radio,"B43. Do you keep antimalarial medicine at home? [Juhbuh phi yei dawai khai-rih ha iung?]","1, Yes, always [Hao,man I por] | 2, Yes, sometimes [Hao,teintein] | 3, No [Lada ohoh]",,,,,,[enrollhh_rad]='1',y,LV,,,,
antimmedathomeyes,household,,text,"B44. If yes, which medicines? [Ki dawai yi?]",,,,,,,"[enrollhh_rad]='1' and [antimmedathome_rad] = '1'",,LV,,,,
notes,household,"Notes & Personnel",notes,"Any Field worker remarks about the interview in general, or about specific questions or answers?",,,,,,,,,LV,,,,
interviewer,household,Personnel,text,"Interviewer Name",,,,,,,,,LV,,,,
interviewerdate,household,,text,"Interviewer signed date",,,date_dmy,,,,,,LV,,,,
checkedby,household,,text,"Checked by",,,,,,,,,LV,,,,
checkedbydate,household,,text,"Checked by signed date",,,date_dmy,,,,,,LV,,,,
occdate_o1,occupant_1,,text,"Date of Interview",,,date_dmy,,,,,y,LV,,,,
respondent_yn_o1,occupant_1,,yesno,"O1. Is this Occupant the person who answered the Household questions? [Toh hi phi wa jubab ia ki jingkylli iong iung?]",,,,,,,,,LV,,,,
initials_o1,occupant_1,,text,"O2. Full Name [Pyrtuid iong phi]",,,,,,y,,,LV,,,,
age_o1,occupant_1,,text,"O3. Age [I rata iong u ne ka nong chimbynta?]",,,,,,,,,LV,,,,
sex_o1,occupant_1,,radio,"O4. Gender","1, Male | 2, Female | 3, Other | 999, Unknown",,,,,,,,LV,,,,
edulevel_rad_o1,occupant_1,,radio,"O5. Highest education level [Kyrdan Pure]","1, None [Ym em lai skur] | 2, Below primary [Hapoh Primary] | 3, Primary [Primary (1-5)] | 4, Middle [Middle (6-8)] | 5, Secondayr/matric (class X) [Secondary/matric(class X)] | 6, Higher secondary (class XII) [Higher Secondary (class XII)] | 7, Graduate [Graduate] | 8, Post graduate [Post Graduate] | 9, Diploma, [Diploma] | 10, Other",,,,,,,,LV,,,,
edulevelother_o1,occupant_1,,text,"O6. Specify other education level [Batai che]",,,,,,,"[edulevel_rad_o1] = '10'",,LV,,,,
occupation_rad_o1,occupant_1,,radio,"O7. Occupation [I Jait kam wa kreh Man I por.]","1, Cultivator (independent farmer) [Nongthung nongtep] | 2, Agricultural laborer [Bylla thung] | 3, Daily wage/labor [Kreh bylla/sngi] | 4, Salaried service [Kreh kam sorkar] | 5, Self-employed/trade [Kreh kam lajong] | 6, Housewife [Chong iung] | 7, Student [Khynnah pure] | 8, Child, not schooling [Khynnah wym em lai skul] | 9, None [Ym em] | 10, Other",,,,,,,,LV,,,,
occupationother_o1,occupant_1,,text,"O8. Specify other occupation [Batai che]",,,,,,,"[occupation_rad_o1] = '10'",,LV,,,,
headofhh_yn_o1,occupant_1,,yesno,"O9. Is this Occupant the head of the household? [Toh hi u/ka ka khlieh duh iong ka iung?]",,"i.e., is this Occupant the head of the family?",,,,,,,LV,,,,
malarialast12mos_yn_o1,occupant_1,,yesno,"O10. Malaria in last 12 months [Da juh em khairieh phi ha ki 12 bnai wa da dep?]",,,,,,,,,LV,,,,
enrolled_rad_o1,occupant_1,,radio,"O11. Enrollment status","1, Enrolled | 2, Refused | 3, Unavailable | 4, Not eligible",,,,,,,,LV,,,,
firstenroll_yn_o1,occupant_1,,yesno,"O12. Is this first time they agreed to enroll?",,,,,,,"[enrolled_rad_o1] ='1'",y,LV,,,,
bloodconsent_yn_o1,occupant_1,"Part  A: Demographics",yesno,"A0. Did this Occupant consent to long term storage of blood sample? [Mynjur hi u/ka nongshimbynta iow buh slem ia ki nongmuna?]",,,,,,,"[enrolled_rad_o1] ='1'",y,LV,,,,
travel14days_yn_o1,occupant_1,,yesno,"A1. Travel in the past 14 days? (spent a night somewhere else, hunting, farming, travel within or outside district) [Juh lai sah miet phi sha leit ha kini ki 14 sngi wad a dep?( sahmiet phi cheiwon cheiwon,lai siat doh/lai lum lai wah/lane hapoh ka district phi)]",,,,,,,"[enrolled_rad_o1] ='1'",y,LV,,,,
travel14daysreason_o1,occupant_1,,text,"A2. If yes, what was the reason? [Neiyi I daw?]",,,,,,,"[enrolled_rad_o1] ='1' and [travel14days_yn_o1] = '1'",,LV,,,,
travel14dayswhere_o1,occupant_1,,text,"A3. If yes, where? [Cheiwon?]",,,,,,,"[enrolled_rad_o1] ='1' and [travel14days_yn_o1] = '1'",,LV,,,,
travel14daysnights_o1,occupant_1,,text,"A4. If yes, how many nights? [Katwon miet?]",,,,,,,"[enrolled_rad_o1] ='1' and [travel14days_yn_o1] = '1'",,LV,,,,
farminfield_rad_o1,occupant_1,,radio,"A5. Do you stay in the fields for any reason for one night or more? [Juhsah phi cha lum hei por thung por tep chi miet lane chibun miet?]","1, Yes | 2, No | 3, Not applicable",,,,,,"[enrolled_rad_o1] ='1'",,LV,,,,
farminfieldnights_o1,occupant_1,,text,"A6. If yes, how many nights usually? [Katwon miet juhsah phi?]",,,,,,,"[enrolled_rad_o1] ='1' and [farminfield_rad_o1] = '1'",,LV,,,,
farminfielditn_o1,occupant_1,,yesno,"A7. If yes, do you take an insecticide treated net ITN with you? [Lada hao, juh rah musari ITN phi?]",,,,,,,"[enrolled_rad_o1] ='1' and [farminfield_rad_o1] = '1'",,LV,,,,
knowmsigns_yn_o1,occupant_1,"Part B: Health Care Seeking 
(if a child, ask the caretaker to answer for this child)  ",yesno,"B1. Do you know the signs and symptoms of malaria? [Tip phi yeidak I chin iong ka khairieh?]",,,,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1'",y,LV,,,,
msign_fever_rad_o1,occupant_1,"B2. If yes, what are they [Kiei kita]?  (Do not prompt)",radio,"Fever mentioned [indoh]","1, Yes | 2, No",,,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1' and [knowmsigns_yn_o1] = '1'",,LV,,malaria_signs_o1,,
msign_headache_rad_o1,occupant_1,,radio,"Headache mentioned [kjut khlieh]","1, Yes | 2, No",,,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1' and [knowmsigns_yn_o1] = '1'",,LV,,malaria_signs_o1,,
msign_chills_rad_o1,occupant_1,,radio,"Chills mentioned [sai kjam]","1, Yes | 2, No",,,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1' and [knowmsigns_yn_o1] = '1'",,LV,,malaria_signs_o1,,
msign_aches_rad_o1,occupant_1,,radio,"Body aches mentioned [kjut doh]","1, Yes | 2, No",,,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1' and [knowmsigns_yn_o1] = '1'",,LV,,malaria_signs_o1,,
msign_other_rad_o1,occupant_1,,radio,"Any other [kiwi kiwi tawan]","1, Yes | 2, No",,,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1' and [knowmsigns_yn_o1] = '1'",,LV,,malaria_signs_o1,,
msign_ifother_o1,occupant_1,,text,"B3. Specify other signs or symptoms known [Batai che]",,,,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1' and [knowmsigns_yn_o1] = '1' and [msign_other_rad_o1] = '1'",,LV,,,,
treatment1st_rad_o1,occupant_1,,radio,"B4. If you (/this child) showed signs and symptoms of malaria, where would you seek treatment first? [Lada em phi (Lane u/ka khon iong phi) iaki dak ki chin iong ka khairieh, ha ka sien ka wa nyngkong cheiwon lai e sumar phi?]","1, Asha [Asha] | 2, Government local health center/clinic [Jaka e sumar jong ka sorkar] | 3, Private clinic [Jaka e sumar riew shimet] | 4, Pharmacy [Pharmacy] | 5, Shop [Dukan] | 6, Traditional healer / local practitioner [Nong e sumar pnar/ Nong e sumar wa em ha shnong] | 7, Use local herbs / home remedies [Pynemkam da ki kymbat wa ioh ha shnong/ kiwi kiwi kiwa shu shna ha iung] | 8, Use medicines I still have at home [Pynemkam da ki dawai kiwa dang em ha iung] | 9, Nowhere [Sheiwon sheion leh ym em] | 10, I don't know [Ym tip] | 11, Other [Kiwi kiwi tawon",,,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1'",y,LV,,,,
treatment1stother_o1,occupant_1,,text,"B5. Specify other first treament option [Batai che]",,,,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1' and [treatment1st_rad_o1] = '11'",,LV,,,,
howsoontreat_o1,occupant_1,,text,"B6. How soon (in days) after suspecting malaria would you seek treatment for yourself (/this child)? [Hadien wa suba phi watoh wa ioh khai rieh phi, katwon sngi chim por phi u lai thuh dawai?]",,"Days (use 0 if the same day)",,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1'",,LV,,,,
treatment2nd_rad_o1,occupant_1,,radio,"B7. If the first treatment did not help, where would you go next? [Lada ym chait phi ha ka sien wa nyngkong walai thuh dawai phi,cheiwon wan u laithuh dawai phi?]","1, Asha [Asha] | 2, Government local health center/clinic [Jaka e sumar jong ka sorkar] | 3, Private clinic [Jaka e sumar riew shimet] | 4, Pharmacy [Pharmacy] | 5, Shop [Dukan] | 6, Traditional healer / local practitioner [Nong e sumar pnar/ Nong e sumar wa em ha shnong] | 7, Use local herbs / home remedies [Pynemkam da ki kymbat wa ioh ha shnong/ kiwi kiwi kiwa shu shna ha iung] | 8, Use medicines I still have at home [Pynemkam da ki dawai kiwa dang em ha iung] | 9, Nowhere [Sheiwon sheion leh ym em] | 10, I don't know [Ym tip] | 11, Other [Kiwi kiwi tawon",,,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1'",,LV,,,,
treatment2ndother_o1,occupant_1,,text,"B8. Specify other second treament option [Batai che]",,,,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1' and [treatment2nd_rad_o1] = '11'",,LV,,,,
dinnertime_o1,occupant_1,"Part C: Habits",text,"C1. At what time do you (/this child) usually eat dinner? [Man ka por, katwon waje juh bamja miet phi (ne u/ka khyah)?]",,,,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1'",y,LV,,,,
dinnerplace_rad_o1,occupant_1,,radio,"C2. Where do you (/this child) usually eat dinner? [Hei won juh bamja miet phi man ka por?]","1, Inside the house [Hapoh iung] | 2, Outside the house [Shaleit iung] | 3, Location depending on season inside or outside [Chong ha ka aiom lane shaleit iung] | 4, Location changes every time [Man ka por kylla thaw] | 5, Other [Kiwi kiwi]",,,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1'",y,LV,,,,
dinnerplaceother_o1,occupant_1,,text,"C3. Specify other dinner place [Batai che]",,,,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1' and [dinnerplace_rad_o1] = '5'",,LV,,,,
