"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
mobphonesickuse_rad,household,,radio,"A13. Do you use a mobile phone when somebody is sick in the household? [Phi ju pyndonkam ia ka mobile phone jong phi lada don ba pang ha iing?] ","1, Yes [Hooid] | 2, No [Em] | 3, Don't know [Ym tip]",,,,,,"[enrollhh_rad]='1' and [mobphone_yn] = '1'",,LV,,,,
mobphone_use,household,,text,"A14. If yes, who do you call? [Phi phone iano?]",,,,,,,"[enrollhh_rad]='1' and [mobphonesickuse_rad] = '1'",,LV,,,,
walls_rad,household,,radio,"A15. Building material used for walls of the house (observe)","1, Mud | 2, Brick | 3, Concrete | 4, Thatch | 5, Stone | 6, Wood | 7, Other",,,,,,[enrollhh_rad]='1',y,LV,,,,
wallsother,household,,text,"A16. Specify other building material [Batai shai]",,,,,,,"[enrollhh_rad]='1' and [walls_rad] = '7'",,LV,,,,
roof_rad,household,,radio,"A17. Type of roof of the house (observe)","1, Thatched | 2, Concrete | 3, Tiles | 4, Thatched and tiles | 5, Tin | 6, Other",,,,,,[enrollhh_rad]='1',y,LV,,,,
roofother,household,,text,"A18. Specify other roof type [Batai shai]",,,,,,,"[enrollhh_rad]='1' and [roof_rad] = '6'",,LV,,,,
healthcare_rad,household,,radio,"A19. What do you typically use for health care? [Kaei kaba phi ju pyndonkam naka bynta ka jingsumar?] ","1, Public health clinic [Jaka ai sumar paidbah] | 2, Private health clinic [Jaka ai sumar shimet] | 3, Community health worker [U/ka nongtrie ba iadei bad ka koit ka khiah ha shnong ] | 4, Other [Kiwei kiwei]",,,,,,[enrollhh_rad]='1',y,LV,,,,
healthcareother,household,,text,"A20. Specify other health care option [Batai shai]",,,,,,,"[enrollhh_rad]='1' and [healthcare_rad] = '4'",,LV,,,,
dist2clinic,household,,text,"A21. What is the distance to this typical source of health care? [Katno ka jingjngai sha ka jaka sumar kaba phi ju leit] ",,"enter a NUMBER, or enter 'DK' if answer is ""Don't know""",,,,,[enrollhh_rad]='1',y,LV,,,,
dist2clinicunits,household,,radio,"A22. units","1, meters | 2, kilometers | 3, Don't know",,,,,,[enrollhh_rad]='1',,LV,,,,
transport2clinic_rad,household,,radio,"A23. What type of transport would you usually use to go there? [Phi ju pyndonkam da kaei ban leit sha kata ka jaka?] ","1, Walking [Shu iaid] | 2, Bicycle [Bisikil] | 3, Motorcycle [Motorcycle] | 4, Car [Ka kali] | 5, Public transport (bus, auto-rickshaw, taxi) [Kali paidbah (bos, auto, taxi)] | 6, Other [Kiwei kiwei] | 7, Don't know",,,,,,[enrollhh_rad]='1',y,LV,,,,
transport2clinicother,household,,text,"A24. Specify other type of transport [Batai shai]",,,,,,,"[enrollhh_rad]='1' and [transport2clinic_rad] = '6'",,LV,,,,
transport2clinictime,household,,text,"A25. How long would it usually take you to get there using that type of transport? (minutes)",,"enter a NUMBER of MINUTES, or enter 'DK' if answer is ""Don't know""",,,,,[enrollhh_rad]='1',y,LV,,,,
pig,household,"Does your household have any of the following? [Em wa ri mrad phi ha iung?]",radio,"A26. Pig [Sniang]","1, Yes | 2, No",,,,,,[enrollhh_rad]='1',y,,,animals,,
buffalo_cow,household,,radio,"A27. Buffalo/cow [Masi]","1, Yes | 2, No",,,,,,[enrollhh_rad]='1',y,,,animals,,
goat,household,,radio,"A28. Goat [Blang]","1, Yes | 2, No",,,,,,[enrollhh_rad]='1',y,,,animals,,
poultry,household,,radio,"A29. Poultry [Syiar]","1, Yes | 2, No",,,,,,[enrollhh_rad]='1',y,,,animals,,
animsinhouse_yn,household,,yesno,"A30. Are there animals living with you inside the house? [Ki don ki mrad kiba sah lang bad phi hapoh iing?] ",,,,,,,[enrollhh_rad]='1',,LV,,,,
animsinhouseyes,household,,text,"A31. If yes, which animals? [Lada hooid, mrad aiu?] ",,,,,,,"[enrollhh_rad]='1' and [animsinhouse_yn] = '1'",,LV,,,,
mosquitoesinhouse_rad,household,,radio,"A32. Are there mosquitoes in your house? [Don skain pyrjong ha iing jong phi?] ","1, Yes, always [Hooid, barobor] | 2, Yes, sometimes [Hooid, teng teng] | 3, Only in the rainy season [Tang ha ka por slap] | 4, No [Em] | 5, Other [Kiwei kiwei]",,,,,,[enrollhh_rad]='1',y,LV,,,,
mosquitoesinhouseother,household,,text,"A33. Specify other time when mosquitoes are in house [Batai shai]",,,,,,,"[enrollhh_rad]='1' and [mosquitoesinhouse_rad] = '5'",,LV,,,,
net_yn,household,"Part B. Malaria Prevention and Treatment at Household Level",yesno,"B1. Does your household have a net? [Ka longing jong phi ka don ia ka musari?] ",,,,,,,[enrollhh_rad]='1',y,LV,,,,
net_number,household,,text,"B2. If yes, number of nets in the household [Lada hooid, katno tylli ki musari phi don ha iing] ",,,integer,,,,"[enrollhh_rad]='1' and [net_yn] = '1'",,LV,,,,
itn_yn,household,,yesno,"B3. Are any of the nets ITNs?",,,,,,,"[enrollhh_rad]='1' and [net_yn] = '1'",,LV,,,,
itnwhyno,household,,text,"B4. If no, is there a specific reason why there is no ITN? [Lada em, don kino kino ki daw ba phim don ITN?] ",,,,,,,"[enrollhh_rad]='1' and [itn_yn] = '0'",,LV,,,,
itn_number,household,,text,"B5. How many nets are ITNs? [Katno tylli ki musari ki dei ITN's?] ",,,integer,,,,"[enrollhh_rad]='1' and [itn_yn] = '1'",,LV,,,,
itngetwhen,household,,text,"B6. How long ago did you get the ITN? (How many years ago?) [Lah katno mynta ba phi don ia ka ITN? (Snem)] ",,,integer,,,,"[enrollhh_rad]='1' and [itn_yn] = '1'",,LV,,,," @PLACEHOLDER=""00 years"""
itnwash_yn,household,,yesno,"B7. Do you wash your ITN? [Phi ju sait ia ka ITN?] ",,,,,,,"[enrollhh_rad]='1' and [itn_yn] = '1'",,LV,,,,
itnwashnum,household,,text,"B8. If yes, how many times have you washed it since you got the ITN? [Lada hooid, katno sien phi lah sait ia ka ITN naduh ba ioh?] ",,,integer,,,,"[enrollhh_rad]='1' and [itnwash_yn] = '1'",,LV,,,,
itnhole_yn,household,,yesno,"B9. Does the ITN have holes or other defects? [Don kino kino ki thliew lymne jingthut ha ka ITN jong phi?] ",,,,,,,"[enrollhh_rad]='1' and [itn_yn] = '1'",,LV,,,,
itnholerepair_yn,household,,yesno,"B10. If the ITN has holes, does somebody repair the net? [Lada ka ITN ka don thliew, don ba shna ne em ia ka?] ",,,,,,,"[enrollhh_rad]='1' and [itnhole_yn] = '1'",,LV,,,,
coil_yn,household,,yesno,"B11. Does your household use coils? [Phi ju ia pyndonkam ia u coils?ha iing?] ",,,,,,,[enrollhh_rad]='1',y,LV,,,,
coilusewhen_chk,household,,checkbox,"B12. If yes, when do you use them? (tick all that apply) [Lada hooid, ha kano ka por phi pyndonkam ia u? (Por jong ka sngi, buh dak ha kiba dei)] ","1, Daytime [Mynsngi] | 2, Evening [Janmiet] | 3, Night  time [Mynmiet] | 4, Other [Kiwei kiwei]",,,,,,"[enrollhh_rad]='1' and [coil_yn] = '1'",,LV,,,,
coilusewhenother,household,,text,"B13. Specify other time of coil use [Batai shai]",,,,,,,"[enrollhh_rad]='1' and [coilusewhen_chk(4)] = '1'",,LV,,,,
coilusefreq_rad,household,,radio,"B14. If yes, how often do you use them? [Lada hooid, katno sein phi ju pyndonkam ia ki?] ","1, Always [Barobor] | 2, Sometimes [Teng teng] | 3, Rarely [Kham niar]",,,,,,"[enrollhh_rad]='1' and [coil_yn] = '1'",,LV,,,,
mat_yn,household,,yesno,"B15. Does your household use mats? [Ka long iing jong phi ka pyndonkam ia ki (mat) ban pynduna ia u skain pyrjong?] ",,,,,,,[enrollhh_rad]='1',y,LV,,,,
matusewhen_chk,household,,checkbox,"B16. If yes, when do you use them? (tick all that apply) [Lada hooid, ha kano ka por phi pyndonkam ia u? (Por jong ka sngi, buh dak ha kiba dei)] ","1, Daytime [Mynsngi] | 2, Evening [Janmiet] | 3, Night  time [Mynmiet] | 4, Other [Kiwei kiwei]",,,,,,"[enrollhh_rad]='1' and [mat_yn] = '1'",,LV,,,,
matusewhenother,household,,text,"B17. Specify other time of mat use [Batai shai]",,,,,,,"[enrollhh_rad]='1' and [matusewhen_chk(4)] = '1'",,LV,,,,
matusefreq_rad,household,,radio,"B18. If yes, how often do you use them? [Lada hooid, katno sein phi ju pyndonkam ia ki?] ","1, Always [Barobor] | 2, Sometimes [Teng teng] | 3, Rarely [Kham niar]",,,,,,"[enrollhh_rad]='1' and [mat_yn] = '1'",,LV,,,,
vape_yn,household,,yesno,"B19. Does your household use vaporizers? [Phi ju pyndonkam dawai pyniap skain pyrjong ha iing?] ",,,,,,,[enrollhh_rad]='1',y,LV,,,,
vapeusewhen_chk,household,,checkbox,"B20. If yes, when do you use them? (tick all that apply) [Lada hooid, ha kano ka por phi pyndonkam ia u? (Por jong ka sngi, buh dak ha kiba dei)] ","1, Daytime [Mynsngi] | 2, Evening [Janmiet] | 3, Night  time [Mynmiet] | 4, Other [Kiwei kiwei]",,,,,,"[enrollhh_rad]='1' and [vape_yn] = '1'",,LV,,,,
vapeusewhenother,household,,text,"B21. Specify other time of vaporizer use [Lada kiwei kiwei, Batai shai ]",,,,,,,"[enrollhh_rad]='1' and [vapeusewhen_chk(4)] = '1'",,LV,,,,
vapeusefreq_rad,household,,radio,"B22. If yes, how often do you use them? [Lada hooid, katno sein phi ju pyndonkam ia ki?] ","1, Always [Barobor] | 2, Sometimes [Teng teng] | 3, Rarely [Kham niar]",,,,,,"[enrollhh_rad]='1' and [vape_yn] = '1'",,LV,,,,
antimozspray_myn,household,"Does your household do any of the following to reduce the mosquito burden? [Ha iungiong phi juh pynemkam phi ia kini ha wa iatoh u pynduna yei jingbun u kain pyrjong?]",radio,"B23. Use Insecticide spray? [Pyndonkam dawai synreit?]","1, Yes | 2, No",,,,,,[enrollhh_rad]='1',y,,,antimoz,,
antimozdung_myn,household,,radio,"B24. Use burning neem leaves or cow dung? [Phi ju ia thang da ki sla jong u neem lymne da ka eit masi?]","1, Yes | 2, No",,,,,,[enrollhh_rad]='1',y,,,antimoz,,
antimozbushes_myn,household,,radio,"B25. Clear bushes around house [Pynkhuid ia ki sanium hajan iing]","1, Yes | 2, No",,,,,,[enrollhh_rad]='1',y,,,antimoz,,
antimozstagnant_myn,household,,radio,"B26. Clear stagnant water pools around house [Pynkhuid ia ki um ba lang ha jan iing]","1, Yes | 2, No",,,,,,[enrollhh_rad]='1',y,,,antimoz,,
antimozlarvicide_myn,household,,radio,"B27. Use larvicide in ponds around the house [Pyndonkam dawai ban synreit ha ki pung ha jan iing]","1, Yes | 2, No",,,,,,[enrollhh_rad]='1',y,,,antimoz,,
antimozwindows_myn,household,,radio,"B28. Keep windows/door closed in evening [Khang ia ki jingkhang/ jingkhang-iit ha ka por janmiet]","1, Yes | 2, No",,,,,,[enrollhh_rad]='1',y,,,antimoz,,
antimozscreening_myn,household,,radio,"B29. Screening of windows [Kah pyrda ia ki jingkhang-iit]","1, Yes | 2, No",,,,,,[enrollhh_rad]='1',y,,,antimoz,,
antimozother_myn,household,,radio,"B30. Other [Kiwei kiwei]","1, Yes | 2, No",,,,,,[enrollhh_rad]='1',y,,,antimoz,,
antimozother,household,,text,"B31. Specify mosquito prevention method [Batai shai]",,,,,,,"[enrollhh_rad]='1' and [antimozother_myn] = '1'",,LV,,,,
chalkmark_yn,household,,yesno,"B32. Are there chalk markings on the house indicating that DDT spraying was performed? (DO NOT ASK this, just observe, and choose Yes or No.)",,,,,,,[enrollhh_rad]='1',,LV,,,,
chalkmarkdate,household,,text,"B33. If Yes, What is the most recent date indicated?",,,date_dmy,,,,"[enrollhh_rad] = '1' and [chalkmark_yn] = '1'",,LV,,,,
sprayedhouse_rad,household,,radio,"B34. Has your house been sprayed with insecticide within the last 12 months? [Lah synreit dawai ia ka iing jong phi 12 bnai mynshwa?] ","1, Yes | 2, No | 3, Don't know",,,,,,[enrollhh_rad]='1',y,LV,,,,
notsprayedreason,household,,checkbox,"B35. If your house was not sprayed, what was the reason? (tick all that apply) [Lada khlem synreit dawai ia ka iing jong phi, kiei ki daw?] ","1, Stains the walls [Jaboh ka biar] | 2, Don't like the smell  [Um lah shah jingsma] | 3, Dangerous for bees  [Ka don jingma ia kin gap] | 4, Dangerous for silk production [Ka don jingma ia ki khniang ba pynmih ksai] | 5, Other  [Kiwei kiwei]",,,,,,"[enrollhh_rad]='1' and [sprayedhouse_rad] = '2' and [sprayedcompound_rad] = '2'",,LV,,,,
notsprayedreasonother,household,,text,"B36. Specify other reason why house was not sprayed [Batai shai]",,,,,,,"[enrollhh_rad]='1' and [notsprayedreason(5)] = '1'",,LV,,,,
sprayedhousewhen,household,,text,"B37. What was the Month and Year of the last time spray? [Ubnai bad snem aiu lah synreit khatduh]?",,,,,,,"[enrollhh_rad]='1' and [sprayedhouse_rad] = '1'",,LV,,,," @PLACEHOLDER=""month, year"""
walltreat_yn,household,,yesno,"B38. Since the time of spraying, have you done anything to the walls (e.g. washing)? [Naduh ka por ba synreit phi lah ju leh eiei ia ka kynroh iing (e.g. sait)?] ",,,,,,,"[enrollhh_rad]='1' and [sprayedhouse_rad] = '1'",,LV,,,,
walltreatyes,household,,text,"B39. if Yes, please describe what and when (after the IRS) [ Lada hooid, sngewbha batai]",,,,,,,"[enrollhh_rad]='1' and [walltreat_yn] = '1'",,LV,,,,
sprayedcompound_rad,household,,radio,"B40. Has any other place on your compound been sprayed within the last year? [Lah synreit dawai ia kino kino ki jaka ha ka compound jong phi?] ","1, Yes | 2, No | 3, Don't know",,,,,,[enrollhh_rad]='1',,LV,,,,
antimmed_yn,household,,yesno,"B41. Do you know any antimalarial medicine? [Phi ju tip ia ki dawai khie-shoh ha iing?] ",,,,,,,[enrollhh_rad]='1',y,LV,,,,
antimmedyes,household,,text,"B42. If yes, which ones? [Lada hooid, kiei kita?]",,,,,,,"[enrollhh_rad]='1' and [antimmed_yn] = '1'",,LV,,,,
antimmedathome_rad,household,,radio,"B43. Do you keep antimalarial medicine at home? [Phi ju buh ia ki dawai khie-shoh ha iing?] ","1, Yes, always [Hooid, barobor] | 2, Yes, sometimes [Hooid, teng teng] | 3, No [Em]",,,,,,[enrollhh_rad]='1',y,LV,,,,
antimmedathomeyes,household,,text,"B44. If yes, which medicines? [Lada hooid, ki dawai aiu?]",,,,,,,"[enrollhh_rad]='1' and [antimmedathome_rad] = '1'",,LV,,,,
notes,household,"Notes & Personnel",notes,"Any Field worker remarks about the interview in general, or about specific questions or answers?",,,,,,,,,LV,,,,
interviewer,household,Personnel,text,"Interviewer Name",,,,,,,,,LV,,,,
interviewerdate,household,,text,"Interviewer signed date",,,date_dmy,,,,,,LV,,,,
checkedby,household,,text,"Checked by",,,,,,,,,LV,,,,
checkedbydate,household,,text,"Checked by signed date",,,date_dmy,,,,,,LV,,,,
occdate_o1,occupant_1,,text,"Date of Interview",,,date_dmy,,,,,y,LV,,,,
respondent_yn_o1,occupant_1,,yesno,"O1. Is this Occupant the person who answered the Household questions?",,,,,,,,,LV,,,,
initials_o1,occupant_1,,text,"O2. Full Name",,,,,,y,,,LV,,,,
age_o1,occupant_1,,text,"O3. Age",,,,,,,,,LV,,,,
sex_o1,occupant_1,,radio,"O4. Gender","1, Male | 2, Female | 3, Other | 999, Unknown",,,,,,,,LV,,,,
edulevel_rad_o1,occupant_1,,radio,"O5. Highest education level [Kyrdan pule]","1, None [ym don] | 2, Below primary | 3, Primary | 4, Middle | 5, Secondayr/matric (class X) | 6, Higher secondary (class XII) | 7, Graduate [lymne ba kham halor] | 8, Post graduate | 9, Diploma, | 10, Other [Kiwei]",,,,,,,,LV,,,,
edulevelother_o1,occupant_1,,text,"O6. Specify other education level [Batai shai ]",,,,,,,"[edulevel_rad_o1] = '10'",,LV,,,,
occupation_rad_o1,occupant_1,,radio,"O7. Occupation [Jingtrei/ Kam]","1, Cultivator (independent farmer) [Nongrep] | 2, Agricultural laborer [Bylla rep] | 3, Daily wage/labor [Trei bylla/sngi] | 4, Salaried service [Trei kam sorkar] | 5, Self-employed/trade [Trei kam lajong] | 6, Housewife [Shong iing] | 7, Student [Khynnah pule] | 8, Child, not schooling [Khynnah, khlem pule] | 9, None [ym don] | 10, Other [Kiwei]",,,,,,,,LV,,,,
occupationother_o1,occupant_1,,text,"O8. Specify other occupation [Batai shai ]",,,,,,,"[occupation_rad_o1] = '10'",,LV,,,,
headofhh_yn_o1,occupant_1,,yesno,"O9. Is this Occupant the head of the household? [I ne I briew I dei I khlieh jong ka iing?]",,"i.e., is this Occupant the head of the family?",,,,,,,LV,,,,
malarialast12mos_yn_o1,occupant_1,,yesno,"O10. Malaria in last 12 months [Khie-shoh ha ki 12 bnai ba lah dep]",,,,,,,,,LV,,,,
enrolled_rad_o1,occupant_1,,radio,"O11. Enrollment status","1, Enrolled | 2, Refused | 3, Unavailable | 4, Not eligible",,,,,,,,LV,,,,
firstenroll_yn_o1,occupant_1,,yesno,"O12. Is this first time they agreed to enroll?",,,,,,,"[enrolled_rad_o1] ='1'",y,LV,,,,
bloodconsent_yn_o1,occupant_1,"Part  A: Demographics",yesno,"A0. Did this Occupant consent to long term storage of blood sample? [Hato une u nongshim bynta u ai jingmynjur ban buh ia ki nongmuna kham slem]",,,,,,,"[enrolled_rad_o1] ='1'",y,LV,,,,
travel14days_yn_o1,occupant_1,,yesno,"A1. Travel in the past 14 days? (spent a night somewhere else, hunting, farming, travel within or outside district) [Phi leit jingleit ha ki 14 sngi ba lah dep?]",,,,,,,"[enrolled_rad_o1] ='1'",y,LV,,,,
travel14daysreason_o1,occupant_1,,text,"A2. If yes, what was the reason? [Lada hooid, kaei ka daw?]",,,,,,,"[enrolled_rad_o1] ='1' and [travel14days_yn_o1] = '1'",,LV,,,,
travel14dayswhere_o1,occupant_1,,text,"A3. If yes, where? [Lada hooid, shaei?]",,,,,,,"[enrolled_rad_o1] ='1' and [travel14days_yn_o1] = '1'",,LV,,,,
travel14daysnights_o1,occupant_1,,text,"A4. If yes, how many nights? [Lada hooid, katno miet?]",,,,,,,"[enrolled_rad_o1] ='1' and [travel14days_yn_o1] = '1'",,LV,,,,
farminfield_rad_o1,occupant_1,,radio,"A5. Do you stay in the fields for any reason for one night or more? [Phi ju sah miet sha khlaw palat ban ia ka shimiet?]","1, Yes | 2, No | 3, Not applicable",,,,,,"[enrolled_rad_o1] ='1'",,LV,,,,
farminfieldnights_o1,occupant_1,,text,"A6. If yes, how many nights usually? [Lada hooid, katno miet?]",,,,,,,"[enrolled_rad_o1] ='1' and [farminfield_rad_o1] = '1'",,LV,,,,
farminfielditn_o1,occupant_1,,yesno,"A7. If yes, do you take an insecticide treated net ITN with you? [Lada hooid phi shait rah musari ITN?] ",,,,,,,"[enrolled_rad_o1] ='1' and [farminfield_rad_o1] = '1'",,LV,,,,
knowmsigns_yn_o1,occupant_1,"Part B: Health Care Seeking 
(if a child, ask the caretaker to answer for this child)  ",yesno,"B1. Do you know the signs and symptoms of malaria? [Lada phi don ki dak ki shin jong ka jingpang khieshoh?]",,,,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1'",y,LV,,,,
msign_fever_rad_o1,occupant_1,"B2. If yes, what are they [Kiei kita]?  (Do not prompt)",radio,"Fever mentioned [Don Jingshit met]","1, Yes | 2, No",,,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1' and [knowmsigns_yn_o1] = '1'",,LV,,malaria_signs_o1,,
msign_headache_rad_o1,occupant_1,,radio,"Headache mentioned [Don kthakhlieh]","1, Yes | 2, No",,,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1' and [knowmsigns_yn_o1] = '1'",,LV,,malaria_signs_o1,,
msign_chills_rad_o1,occupant_1,,radio,"Chills mentioned [ Suh khriat]","1, Yes | 2, No",,,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1' and [knowmsigns_yn_o1] = '1'",,LV,,malaria_signs_o1,,
msign_aches_rad_o1,occupant_1,,radio,"Body aches mentioned [Ktha met]","1, Yes | 2, No",,,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1' and [knowmsigns_yn_o1] = '1'",,LV,,malaria_signs_o1,,
msign_other_rad_o1,occupant_1,,radio,"Any other [Kiwei Kiwei pat]","1, Yes | 2, No",,,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1' and [knowmsigns_yn_o1] = '1'",,LV,,malaria_signs_o1,,
msign_ifother_o1,occupant_1,,text,"B3. Specify other signs or symptoms known [Batai shai]",,,,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1' and [knowmsigns_yn_o1] = '1' and [msign_other_rad_o1] = '1'",,LV,,,,
treatment1st_rad_o1,occupant_1,,radio,"B4. If you (/this child) showed signs and symptoms of malaria, where would you seek treatment first? [Lada phi ( I khun jong phi) don ki dak ki shin jong ka jingpang khiehshoh rieh, ha kaba nyngkong eh shano phin leit naka bynta ban ioh jingsumar]? ","1, Asha | 2, Government local health center/clinic [Jaka ai sumar jong ka sorkar] | 3, Private clinic [Jaka ai sumar riew shimet] | 4, Pharmacy  | 6, Traditional healer / local practitioner [Nongsumar  khasi/ Nongsumar ba don ha shnong] | 7, Use local herbs / home remedies [Pyndonkam da ki kynbat ba ioh ha shnong/kaei kaei kaba shu  shna ha iing] | 8, Use medicines I still have at home [Pyndonkam da ki dawai kiba nga dang don ha iing] | 9, Nowhere [Shano shano ruh em] | 10, I don't know [Ngam tip] | 11, Other [Kiwei kiwei]",,,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1'",y,LV,,,,
treatment1stother_o1,occupant_1,,text,"B5. Specify other first treament option [Batai shai] ",,,,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1' and [treatment1st_rad_o1] = '11'",,LV,,,,
howsoontreat_o1,occupant_1,,text,"B6. How soon (in days) after suspecting malaria would you seek treatment for yourself (/this child)? [Hadein katno phin long ba la kloi ban wad ia ki lad jingsumar ynda phi sngew ba phi don ia ka jingpang khieshoh rieh?]",,"Days (use 0 if the same day)",,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1'",,LV,,,,
treatment2nd_rad_o1,occupant_1,,radio,"B7. If the first treatment did not help, where would you go next? [Lada phim ioh jingkoit haka jingsumar ba nyngkong, shano pat phin leit ban ioh jingsumar mynta?]","1, Asha | 2, Government local health center/clinic [Jaka ai sumar jong ka sorkar] | 3, Private clinic [Jaka ai sumar riew shimet] | 4, Pharmacy  | 6, Traditional healer / local practitioner [Nongsumar  khasi/ Nongsumar ba don ha shnong] | 7, Use local herbs / home remedies [Pyndonkam da ki kynbat ba ioh ha shnong/kaei kaei kaba shu  shna ha iing] | 8, Use medicines I still have at home [Pyndonkam da ki dawai kiba nga dang don ha iing] | 9, Nowhere [Shano shano ruh em] | 10, I don't know [Ngam tip] | 11, Other [Kiwei kiwei]",,,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1'",,LV,,,,
treatment2ndother_o1,occupant_1,,text,"B8. Specify other second treament option [Batai shai] ",,,,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1' and [treatment2nd_rad_o1] = '11'",,LV,,,,
dinnertime_o1,occupant_1,"Part C: Habits",text,"C1. At what time do you (/this child) usually eat dinner? [Barobor phi bam ja meit katno baje?]",,,,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1'",y,LV,,,,
dinnerplace_rad_o1,occupant_1,,radio,"C2. Where do you (/this child) usually eat dinner? [Haei phi ju bam ja meit barobor?]","1, Inside the house [Hapoh iing] | 2, Outside the house [Habar iing] | 3, Location depending on season inside or outside  [Ka jaka ka shong kat kum ka aiom, hapoh lymne       habar] | 4, Location changes every time [Man ka por ngi kylliang ia ka jaka] | 5, Other [Kiwei kiwei]",,,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1'",y,LV,,,,
dinnerplaceother_o1,occupant_1,,text,"C3. Specify other dinner place [Batai shai]",,,,,,,"[firstenroll_yn_o1] = '1' and [enrolled_rad_o1] ='1' and [dinnerplace_rad_o1] = '5'",,LV,,,,
