colOrder,variable,dataFile,IRI,label,definition,category,codebookDescription,codebookValues,termType,parentIRI,parentLabel,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,percentMissing,flag
19,are.you.a.healthcare.worker.involved.in.managing.covid.19.patient,mergedindiacovid,,Healthcare worker managing COVID-19 patients,Are you a healthcare worker involved in managing COVID-19 patients?,Participant,Are you a healthcare worker involved in managing COVID-19 patients?,,,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,,,Are.you.a.healthcare.worker.involved.in.managing.COVID.19.patient,mergedindiacovid::are.you.a.healthcare.worker.involved.in.managing.covid.19.patient,chr,No,NA,NA,", No, Yes, NA",2,0.97553413,NA
21,date.of.sample.collection,mergedindiacovid,http://purl.obolibrary.org/obo/OBI_0001619,Sample collection date,Date of sample collection,Sample,Date of sample collection,,,,,,,,Date.of.Sample.Collection,mergedindiacovid::date.of.sample.collection,chr,4/9/20 0:00,date?,NA,>10 unique values,19479,0,NA
22,date.of.sample.received,mergedindiacovid,,Date sample received,Date sample received,Sample,Date of sample received,,,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,,,,Date.of.Sample.Received,mergedindiacovid::date.of.sample.received,chr,4/9/20 0:00,date?,NA,>10 unique values,9634,0,NA
23,sample.type,mergedindiacovid,http://purl.obolibrary.org/obo/OBI_0100051,Sample type,,Sample,Sample type,,,,,,,,Sample.Type,mergedindiacovid::sample.type,chr,Throat swab,NA,NA,", Acute sera, BAL, Nasal swab, Nasopharyngeal Oropharyngeal, Nasopharyngeal swab, Oropharyngeal swab, Sputum, Throat swab",8,7.38E-06,NA
24,sample.id,mergedindiacovid,http://purl.obolibrary.org/obo/OBI_0001616,Sample ID,,Sample,Sample ID,,,,,,,,Sample.ID,mergedindiacovid::sample.id,chr,96,NA,NA,>10 unique values,97654,0.046849853,NA
25,underlying.medical.condition,mergedindiacovid,,Underlying medical condition,,Observation,Underlying medical condition,,,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,,,,Underlying.Medical.Condition,mergedindiacovid::underlying.medical.condition,chr,Asthma,NA,NA,>10 unique values,38,0.997475158,NA
26,hospitalized,mergedindiacovid,http://purl.obolibrary.org/obo/EUPATH_0010995,Hospitalized,,Observation,Hospitalized,,,,,,,,Hospitalized,mergedindiacovid::hospitalized,chr,No,NA,NA,", No, Yes",2,0.033945103,NA
27,hospital.name,mergedindiacovid,http://purl.obolibrary.org/obo/EUPATH_0000318,Admitting hospital,,Observation,Hospital name,,,,,,,,Hospital.Name,mergedindiacovid::hospital.name,chr,AAAGH,NA,NA,>10 unique values,72,0.995703338,NA
29,hospital.state,mergedindiacovid,,Hospital state,,Observation,Hospital state,,,http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,,,,Hospital.State,mergedindiacovid::hospital.state,chr,UTTAR PRADESH,NA,NA,", DELHI, UTTAR PRADESH, NA",2,0.996087233,NA
30,hospital.district,mergedindiacovid,,Hospital district,,Observation,Hospital district,,,http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,,,,Hospital.District,mergedindiacovid::hospital.district,chr,HAPUR,NA,NA,>10 unique values,10,0.996094615,NA
31,symptoms.status,mergedindiacovid,http://purl.obolibrary.org/obo/EUPATH_0021089,Any symptoms,,Observation,Symptoms status,,,,,,,,Symptoms.Status,mergedindiacovid::symptoms.status,chr,Asymptomatic,NA,NA,", Asymptomatic, Symptomatic",2,0.003403369,NA
32,symptoms,mergedindiacovid,,"Symptoms, specified",,Observation,Symptoms,,,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,,,,symptoms,mergedindiacovid::symptoms,chr,cough,NA,NA,>10 unique values,205,0.953135382,NA
33,testing.kit.used,mergedindiacovid,,Testing kit used,,Sample,Testing kit used,,,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,,,,Testing.Kit.Used,mergedindiacovid::testing.kit.used,chr,Roche cobas,NA,NA,>10 unique values,23,0,NA
34,egene,mergedindiacovid,,Egene result,,Sample,Egene,,,,Coronovirus in other sample,"Please make parent term ""coronavirus in  other sample"" under new term ""virus in other sample"" which would go under ""other sample microbiology test http://purl.obolibrary.org/obo/EUPATH_0038350",,,Egene,mergedindiacovid::egene,chr,Positive,NA,NA,", Negative, Positive, Under Process",3,0.559680777,NA
35,rdrp,mergedindiacovid,,RDRP result,,Sample,RDRP,,,,Coronovirus in other sample,"Please make parent term ""coronavirus in  other sample"" under new term ""virus in other sample"" which would go under ""other sample microbiology test http://purl.obolibrary.org/obo/EUPATH_0038350",,,RDRP,mergedindiacovid::rdrp,chr,Negative,NA,NA,", Negative, Positive, Under Process",3,0.57216472,NA
36,orf1b,mergedindiacovid,,ORF1B result,,Sample,ORF1B,,,,Coronovirus in other sample,"Please make parent term ""coronavirus in  other sample"" under new term ""virus in other sample"" which would go under ""other sample microbiology test http://purl.obolibrary.org/obo/EUPATH_0038350",,,ORF1B,mergedindiacovid::orf1b,chr,Positive,NA,NA,", Negative, Positive, Under Process",3,0.021822907,NA
37,influenza.a,mergedindiacovid,,Influenza A,,Observation,Influenza A,,,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,,,Influenza.A,mergedindiacovid::influenza.a,chr,Negative,NA,NA,", Negative, NA",1,0.999948322,NA
41,human.metapneumovirus,mergedindiacovid,,Human metapneumovirus,,Observation,Human metapneumovirus,,,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,,,Human.Metapneumovirus,mergedindiacovid::human.metapneumovirus,chr,Negative,NA,NA,", Negative, NA",1,0.999992617,NA
44,repeat.sample,mergedindiacovid,,Repeat sample,,Sample,Repeat sample,,,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,,,,Repeat.Sample,mergedindiacovid::repeat.sample,chr,No,NA,NA,"No, Yes",2,0,NA
45,date.of.sample.tested,mergedindiacovid,,Date sample tested,,Sample,Date of sample tested,,,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,,,,Date.of.Sample.Tested,mergedindiacovid::date.of.sample.tested,chr,4/10/20 0:00,NA,NA,>10 unique values,9516,0,NA
46,final.result.sample,mergedindiacovid,,Coronavirus final result,,Sample,Final result of sample,,,,Coronovirus in other sample,"Please make parent term ""coronavirus in  other sample"" under new term ""virus in other sample"" which would go under ""other sample microbiology test http://purl.obolibrary.org/obo/EUPATH_0038350",,,Final.Result.Sample,mergedindiacovid::final.result.sample,chr,Positive,NA,NA,"Antigen Negative, Antigen Positive, Inconclusive, Negative, Positive, Sample Rejected, Spillage, Under Process",8,0,NA
