"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
scleft1_dur_01,prevalence_form,,radio,"តើអ្នកនៅទីកន្លែងទី១នោះយូរប៉ុន្មានដែរ?
(Location 1) How long did the subject stay at this place?","1, ១យប់ (One night) | 2, ២ទៅ៣ថ្ងែ (តិចជាង១អាទិត្យ) (Several days (less than a week)) | 3, ២ទៅ៣ អាទិត្យ (តិចជាង១ខែ) (Several weeks (less than a month)) | 4, មួយខែ (1 month)",,,,,,"[scleft1] = '1'",,LV,,,,
scleft1_place_02,prevalence_form,,text,"ឈ្មោះកន្លែងទី២ដែលអ្នកបានទៅ?
(Location 2) What is the name of this place?",,"Leave blank if not needed",,,,,"[scleft1] = '1'",,,,,,
scleft1_province_02,prevalence_form,,text,"ខេត្តរឺប្រទេសរបស់កន្លែងទី២នេ?
(Location 2) In which province or country is this place?",,"Leave blank if not needed",,,,,"[scleft1] = '1'",,RH,,,,
scleft1_dur_02,prevalence_form,,radio,"តើអ្នកនៅទីកន្លែងទី២នោះយូរប៉ុន្មានដែរ?
(Location 2) How long did the subject stay at this place?","1, ១យប់ (One night) | 2, ២ទៅ៣ថ្ងែ (តិចជាង១អាទិត្យ) (Several days (less than a week)) | 3, ២ទៅ៣ អាទិត្យ (តិចជាង១ខែ) (Several weeks (less than a month)) | 4, មួយខែ (1 month)","Leave blank if not needed",,,,,"[scleft1] = '1'",,LV,,,,
scleft1_place_03,prevalence_form,,text,"ឈ្មោះកន្លែងទី៣ដែលអ្នកបានទៅ?
(Location 3) What is the name of this place?",,"Leave blank if not needed",,,,,"[scleft1] = '1'",,,,,,
scleft1_province_03,prevalence_form,,text,"ខេត្តរឺប្រទេសរបស់កន្លែងទី៣នេះ?
(Location 3) In which province or country is this place?",,"Leave blank if not needed",,,,,"[scleft1] = '1'",,RH,,,,
scleft1_dur_03,prevalence_form,,radio,"តើអ្នកនៅទីកន្លែងទី៣នោះយូរប៉ុន្មានដែរ?
(Location 3) How long did the subject stay at this place?","1, ១យប់ (One night) | 2, ២ទៅ៣ថ្ងែ (តិចជាង១អាទិត្យ) (Several days (less than a week)) | 3, ២ទៅ៣ អាទិត្យ (តិចជាង១ខែ) (Several weeks (less than a month)) | 4, មួយខែ (1 month)","Leave blank if not needed",,,,,"[scleft1] = '1'",,LV,,,,
scleft1_place_04,prevalence_form,,text,"ឈ្មោះកន្លែងទី៤ដែលអ្នកបានទៅ?​
(Location 4) What is the name of this place?",,"Leave blank if not needed",,,,,"[scleft1] = '1'",,,,,,
scleft1_province_04,prevalence_form,,text,"ខេត្តរឺប្រទេសរបស់កន្លែងទី៤នេះ?​
(Location 4) In which province or country is this place?",,"Leave blank if not needed",,,,,"[scleft1] = '1'",,RH,,,,
scleft1_dur_04,prevalence_form,,radio,"តើអ្នកនៅទីកន្លែងទី៤នោះយូរប៉ុន្មានដែរ?
(Location 4) How long did the subject stay at this place?","1, ១យប់ (One night) | 2, ២ទៅ៣ថ្ងែ (តិចជាង១អាទិត្យ) (Several days (less than a week)) | 3, ២ទៅ៣ អាទិត្យ (តិចជាង១ខែ) (Several weeks (less than a month)) | 4, មួយខែ (1 month)","Leave blank if not needed",,,,,"[scleft1] = '1'",,LV,,,,
scleft1_place_05,prevalence_form,,text,"ឈ្មោះកន្លែងទី៥ដែលអ្នកបានទៅ?​
(Location 5) What is the name of this place?",,"Leave blank if not needed",,,,,"[scleft1] = '1'",,,,,,
scleft1_province_05,prevalence_form,,text,"ខេត្តរឺប្រទេសរបស់កន្លែងទី៥នេះ?
(Location 5) In which province or country is this place?",,"Leave blank if not needed",,,,,"[scleft1] = '1'",,RH,,,,
scleft1_dur_05,prevalence_form,,radio,"តើអ្នកនៅទីកន្លែងទី៥នោះយូរប៉ុន្មានដែរ?
(Location 5) How long did the subject stay at this place?","1, ១យប់ (One night) | 2, ២ទៅ៣ថ្ងែ (តិចជាង១អាទិត្យ) (Several days (less than a week)) | 3, ២ទៅ៣ អាទិត្យ (តិចជាង១ខែ) (Several weeks (less than a month)) | 4, មួយខែ (1 month)","Leave blank if not needed",,,,,"[scleft1] = '1'",,LV,,,,
prev_dummy_text_4,prevalence_form,"កន្លែងធ្វើការងារ / Work places",descriptive,"<div class=""blue"" style=""text-align:justify;color:blue;background-color:#E2EAFA;"">We are now going to ask you questions about the places where you have been for work in the last two months.

For each place where you have visited, we will ask some details about how often you have been there and the protection measures you took to prevent malaria.</div>",,,,,,,,,,,,,
scwork_places,prevalence_form,,checkbox,"តើអ្នកមានទៅនិងធ្វើការនៅទីកន្លែងដូចដែលបានរៀបរាប់ខាងក្រោមនេះទេកាលពី២ខែមុន?
Did the subject go and work in any of these places in the last 2 months?
<span style=""font-weight: lighter; font-style:italic;"">[Multiple answers possible]</span>","1, ព្រៃនៅក្បែរៗភូមិ (Nearby Forest) | 2, ព្រៃជ្រៅ (Deep Forest) | 3, ចំការកៅស៊ូ (Rubber plantation) | 4, ចំការចន្ទ័ទី (Cashew nut plantation) | 5, ចំការដំឡូង (Cassava field) | 6, ស្រែ (Rice field) | 99, កន្លែងណាមួយផ្សេងទៀត (Other) | 7, មិនបានទៅណាទេ (None)",,,,,,,,LV,,,,
scwork_forest1_freq,prevalence_form,"ទីកន្លែងធ្វើការនៅព្រៃក្បែរៗភូមិ / Work places: nearby forest",radio,"តើអ្នកទៅទីនោះប៉ុន្មានដងដែរ?
How often did the subject visit the nearby forest?","1, រៀងរាល់ថ្ងៃ (Daily) | 2, ២ទៅ៣ដងក្នុង១អាទិត្យ (Several times a week) | 3, ១ដងក្នុង១អាទិត្យ (Once a week) | 4, ២ទៅ៣ដង​ក្នុង១ខែ (Several times a month) | 5, ១​ដងក្នុង១ខែ (Once a month) | 6, ១ដង (Once)",,,,,,"[scwork_places(1)] = '1'",,LV,,,,
scwork_forest1_dur,prevalence_form,,radio,"ជាមធ្យមតើអ្នកស្នាក់នៅទីនោះយូរប៉ុន្មានដែរ?
What was the average time the subject spent each time he went to the nearby forest?","1, ១ថ្ងែ (One day) | 2, ២ទៅ៣ថ្ងៃ (តិចជាង១អាទិត្យ) (Several days (less than a week)) | 3, ២ទៅ៣អាទិត្យ (តិចជាង១ខែ) (Several weeks (less than a month)) | 4, ១ខែ (1 month) | 5, ២ខែរឺច្រើនជាង (2 months or more)",,,,,,"[scwork_places(1)] = '1'",,LV,,,,
scwork_forest1_night,prevalence_form,,radio,"តើអ្នកមានដេកយប់នៅទីនោះទេ?
Did the subject stay the night in the nearby forest?","1, មាន (Yes) | 0, មិនមាន (No)",,,,,,"[scwork_places(1)] = '1'",,RH,,,,
scwork_forest1_protect,prevalence_form,,checkbox,"តើអ្នកមានការពារមិនអោយមូសខាំទេពេលដែលអ្នកដេកយប់នៅទីនោះ?
Did the subject use any of the following malaria protection when staying the night in the nearby forest?
<span style=""font-weight: lighter; font-style:italic;"">[Multiple answers possible]</span>","1, ដេកក្នុងមុង (Bed net) | 2, ដេកក្នុងអង្រឹង (Hammock) | 3, ប្រើថ្នាំបាញ់មូស (Repellant) | 99, វិធីការពារផ្សេងទៀត (Other) | 4, មិនមានប្រើប្រាស់អ្វីដើម្បីការពារមូសនោះទេ (None)",,,,,,"[scwork_places(1)] = '1' and [scwork_forest1_night] = '1'",,LV,,,,
scwork_forest1_protect_oth,prevalence_form,,text,"សូមបញ្ជាក់វិធីការពារផ្សេងទៀតប្រសិនបើមាន
If ""Other"", specify",,,,,,,"[scwork_places(1)] = '1' and [scwork_forest1_night] = '1' and [scwork_forest1_protect(99)] = '1'",,RH,,,,
scwork_forest1_alone,prevalence_form,,radio,"តើអ្នកទៅទីនោះតែម្នាក់ឯង?
Did the subject go alone in the nearby forest?","1, ទៅតែម្នាក់ឯង (Yes) | 0, មិនទៅម្នាក់ឯងទេ (No)",,,,,,"[scwork_places(1)] = '1'",,RH,,,,
scwork_forest1_with,prevalence_form,,checkbox,"ប្រសិនបើមិនទៅម្នាក់ឯងដូច្នេះតើអ្នកទៅជាមួយអ្នកណា?
If NO, who did the subject go to the nearby forest with?","1, ទៅជាមួយញាតិមិត្តជិតដិត (ប្រពន្ធនិងកូន) (Close relatives (wife and children)) | 2, ទៅជាមួយញាតិមិត្ត (មិត្តភ័ក្តិ) (Relatives (friends)) | 3, ទៅជាមួយមិត្តរួមការងារ (Coworkers) | 99, ទៅជាមួយអ្នកផ្សេងទៀត (Other)",,,,,,"[scwork_places(1)] = '1' and [scwork_forest1_alone] = '0'",,LV,,,,
scwork_forest1_with_oth,prevalence_form,,text,"សូមបញ្ជាក់ប្រសិនបើអ្នកទៅជាមួយអ្នកផ្សេងទៀត
If ""Other"", specify",,,,,,,"[scwork_places(1)] = '1' and [scwork_forest1_alone] = '0' and [scwork_forest1_with(99)] = '1'",,RH,,,,
scwork_forest1_invillage,prevalence_form,,radio,"តើព្រៃនៅក្បែរភូមិនេះនៅក្នុងភូមិ?
Is the nearby forest in the village area?","1, នៅក្នុងភូមិ (Yes) | 0, មិននៅក្នុងភូមិទេ (No)",,,,,,"[scwork_places(1)] = '1'",,RH,,,,
scwork_forest1_dist,prevalence_form,,text,"ប្រសិនបើមិននៅក្នុងភូមិដូច្នេះតើអ្នកចំណាយពេលប៉ុន្មានដើម្បីធ្វើដំណើរទៅដល់ទីនោះ?
If NO, how long does it take for the subject to reach the nearby forest (min)?",,"Result in minutes",mesures,0,360,,"[scwork_places(1)] = '1' and [scwork_forest1_invillage] = '0'",,RH,,,,
scwork_forest1_distu,prevalence_form,,radio,"ហើយតាមរយះពេលខាងលើនេះតើអ្នកធ្វើដំណើរតាមមធ្យោបាយអ្វី?
If NO, what is the transportation method used for the above duration?","1, ជិះម៉ូតូ (Motorbike / motor vehicle) | 2, ដើរថ្មើជើង (Walking)",,,,,,"[scwork_places(1)] = '1' and [scwork_forest1_invillage] = '0'",,RH,,,,
scwork_forest2_freq,prevalence_form,"ទីកន្លែងធ្វើការនៅព្រៃជ្រៅ / Work places: deep forest",radio,"តើអ្នកទៅទីនោះប៉ុន្មានដងដែរ?
How often did the subject visit the deep forest?","1, រៀងរាល់ថ្ងៃ (Daily) | 2, ២ទៅ៣ដងក្នុង១អាទិត្យ (Several times a week) | 3, ១ដងក្នុង១អាទិត្យ (Once a week) | 4, ២ទៅ៣ដង​ក្នុង១ខែ (Several times a month) | 5, ១​ដងក្នុង១ខែ (Once a month) | 6, ១ដង (Once)",,,,,,"[scwork_places(2)] = '1'",,LV,,,,
scwork_forest2_dur,prevalence_form,,radio,"ជាមធ្យមតើអ្នកស្នាក់នៅទីនោះយូរប៉ុន្មានដែរ?
What was the average time the subject spent each time he went to the deep forest?","1, ១ថ្ងែ (One day) | 2, ២ទៅ៣ថ្ងៃ (តិចជាង១អាទិត្យ) (Several days (less than a week)) | 3, ២ទៅ៣អាទិត្យ (តិចជាង១ខែ) (Several weeks (less than a month)) | 4, ១ខែ (1 month) | 5, ២ខែរឺច្រើនជាង (2 months or more)",,,,,,"[scwork_places(2)] = '1'",,LV,,,,
scwork_forest2_night,prevalence_form,,radio,"តើអ្នកមានដេកយប់នៅទីនោះទេ?
Did the subject stay the night in the deep forest?","1, មាន (Yes) | 0, មិនមាន (No)",,,,,,"[scwork_places(2)] = '1'",,RH,,,,
scwork_forest2_protect,prevalence_form,,checkbox,"តើអ្នកមានការពារមិនអោយមូសខាំទេពេលដែលអ្នកដេកយប់នៅទីនោះ?
Did the subject use any of the following malaria protection when staying the night in the deep forest?
<span style=""font-weight: lighter; font-style:italic;"">[Multiple answers possible]</span>","1, ដេកក្នុងមុង (Bed net) | 2, ដេកក្នុងអង្រឹង (Hammock) | 3, ប្រើថ្នាំបាញ់មូស (Repellant) | 99, វិធីការពារផ្សេងទៀត (Other) | 4, មិនមានប្រើប្រាស់អ្វីដើម្បីការពារមូសនោះទេ (None)",,,,,,"[scwork_places(2)] = '1' and [scwork_forest2_night] = '1'",,LV,,,,
scwork_forest2_protect_oth,prevalence_form,,text,"សូមបញ្ជាក់វិធីការពារផ្សេងទៀតប្រសិនបើមាន
If ""Other"", specify",,,,,,,"[scwork_places(2)] = '1' and [scwork_forest2_night] = '1' and [scwork_forest2_protect(99)] = '1'",,RH,,,,
scwork_forest2_alone,prevalence_form,,radio,"តើអ្នកទៅទីនោះតែម្នាក់ឯង?
Did the subject go alone in the deep forest?","1, ទៅតែម្នាក់ឯង (Yes) | 0, មិនទៅម្នាក់ឯងទេ (No)",,,,,,"[scwork_places(2)] = '1'",,RH,,,,
scwork_forest2_with,prevalence_form,,checkbox,"​ប្រសិនបើមិនទៅម្នាក់ឯងដូច្នេះតើអ្នកទៅជាមួយអ្នកណា?
If NO, who did the subject go to the deep forest with?","1, ទៅជាមួយញាតិមិត្តជិតដិត (ប្រពន្ធនិងកូន) (Close relatives (wife and children)) | 2, ទៅជាមួយញាតិមិត្ត (មិត្តភ័ក្តិ) (Relatives (friends)) | 3, ទៅជាមួយមិត្តរួមការងារ (Coworkers) | 99, ទៅជាមួយអ្នកផ្សេងទៀត (Other)",,,,,,"[scwork_places(2)] = '1' and [scwork_forest2_alone] = '0'",,LV,,,,
scwork_forest2_with_oth,prevalence_form,,text,"សូមបញ្ជាក់ប្រសិនបើអ្នកទៅជាមួយអ្នកផ្សេងទៀត
If ""Other"", specify",,,,,,,"[scwork_places(2)] = '1' and [scwork_forest2_alone] = '0' and [scwork_forest2_with(99)] = '1'",,RH,,,,
scwork_forest2_invillage,prevalence_form,,radio,"តើព្រៃជ្រៅនេះនៅក្នុងភូមិ?
Is the deep forest in the village area?","1, នៅក្នុងភូមិ (Yes) | 0, មិននៅក្នុងភូមិទេ (No)",,,,,,"[scwork_places(2)] = '1'",,RH,,,,
scwork_forest2_dist,prevalence_form,,text,"ប្រសិនបើមិននៅក្នុងភូមិដូច្នេះតើអ្នកចំណាយពេលប៉ុន្មានដើម្បីធ្វើដំណើរទៅដល់ទីនោះ?
If NO, how long does it take for the subject to reach the deep forest (min)?",,"Result in minutes",mesures,0,360,,"[scwork_places(2)] = '1' and [scwork_forest2_invillage] = '0'",,RH,,,,
scwork_forest2_distu,prevalence_form,,radio,"ហើយតាមរយះពេលខាងលើនេះតើអ្នកធ្វើដំណើរតាមមធ្យោបាយអ្វី?
If NO, what is the transportation method used for the above duration?","1, ជិះម៉ូតូ (Motorbike / motor vehicle) | 2, ដើរថ្មើជើង (Walking)",,,,,,"[scwork_places(2)] = '1' and [scwork_forest2_invillage] = '0'",,RH,,,,
scwork_rubber_freq,prevalence_form,"កន្លែងធ្វើការនៅចំការកៅស៊ូ / Work places: rubber plantation",radio,"តើអ្នកទៅទីនោះប៉ុន្មានដងដែរ?
How often did the subject visit the rubber plantation?","1, រៀងរាល់ថ្ងៃ (Daily) | 2, ២ទៅ៣ដងក្នុង១អាទិត្យ (Several times a week) | 3, ១ដងក្នុង១អាទិត្យ (Once a week) | 4, ២ទៅ៣ដង​ក្នុង១ខែ (Several times a month) | 5, ១​ដងក្នុង១ខែ (Once a month) | 6, ១ដង (Once)",,,,,,"[scwork_places(3)] = '1'",,LV,,,,
scwork_rubber_dur,prevalence_form,,radio,"ជាមធ្យមតើអ្នកស្នាក់នៅទីនោះយូរប៉ុន្មានដែរ?
What was the average time the subject spent each time he went to the rubber plantation?","1, ១ថ្ងែ (One day) | 2, ២ទៅ៣ថ្ងៃ (តិចជាង១អាទិត្យ) (Several days (less than a week)) | 3, ២ទៅ៣អាទិត្យ (តិចជាង១ខែ) (Several weeks (less than a month)) | 4, ១ខែ (1 month) | 5, ២ខែរឺច្រើនជាង (2 months or more)",,,,,,"[scwork_places(3)] = '1'",,LV,,,,
scwork_rubber_night,prevalence_form,,radio,"តើអ្នកមានដេកយប់នៅទីនោះទេ?
Did the subject stay the night in the rubber plantation?","1, មាន (Yes) | 0, មិនមាន (No)",,,,,,"[scwork_places(3)] = '1'",,RH,,,,
scwork_rubber_protect,prevalence_form,,checkbox,"តើអ្នកមានការពារមិនអោយមូសខាំទេពេលដែលអ្នកដេកយប់នៅទីនោះ?
Did the subject use any of the following malaria protection when staying the night in the rubber plantation?
<span style=""font-weight: lighter; font-style:italic;"">[Multiple answers possible]</span>","1, ដេកក្នុងមុង (Bed net) | 2, ដេកក្នុងអង្រឹង (Hammock) | 3, ប្រើថ្នាំបាញ់មូស (Repellant) | 99, វិធីការពារផ្សេងទៀត (Other) | 4, មិនមានប្រើប្រាស់អ្វីដើម្បីការពារមូសនោះទេ (None)",,,,,,"[scwork_places(3)] = '1' and [scwork_rubber_night] = '1'",,LV,,,,
scwork_rubber_protect_oth,prevalence_form,,text,"សូមបញ្ជាក់វិធីការពារផ្សេងទៀតប្រសិនបើមាន
If ""Other"", specify",,,,,,,"[scwork_places(3)] = '1' and [scwork_rubber_night] = '1' and [scwork_rubber_protect(99)] = '1'",,RH,,,,
scwork_rubber_alone,prevalence_form,,radio,"តើអ្នកទៅទីនោះតែម្នាក់ឯង?
Did the subject go alone in the rubber plantation?","1, ទៅតែម្នាក់ឯង (Yes) | 0, មិនទៅម្នាក់ឯងទេ (No)",,,,,,"[scwork_places(3)] = '1'",,RH,,,,
scwork_rubber_with,prevalence_form,,checkbox,"ប្រសិនបើមិនទៅម្នាក់ឯងដូច្នេះតើអ្នកទៅជាមួយអ្នកណា?
If NO, who did the subject go to the rubber plantation with?","1, ទៅជាមួយញាតិមិត្តជិតដិត (ប្រពន្ធនិងកូន) (Close relatives (wife and children)) | 2, ទៅជាមួយញាតិមិត្ត (មិត្តភ័ក្តិ) (Relatives (friends)) | 3, ទៅជាមួយមិត្តរួមការងារ (Coworkers) | 99, ទៅជាមួយអ្នកផ្សេងទៀត (Other)",,,,,,"[scwork_places(3)] = '1' and [scwork_rubber_alone] = '0'",,LV,,,,
scwork_rubber_with_oth,prevalence_form,,text,"សូមបញ្ជាក់ប្រសិនបើអ្នកទៅជាមួយអ្នកផ្សេងទៀត
If ""Other"", specify",,,,,,,"[scwork_places(3)] = '1' and [scwork_rubber_alone] = '0' and [scwork_rubber_with(99)] = '1'",,RH,,,,
scwork_rubber_invillage,prevalence_form,,radio,"តើចំការកៅស៊ូនេះនៅក្នុងភូមិ?
Is the rubber plantation in the village area?","1, នៅក្នុងភូមិ (Yes) | 0, មិននៅក្នុងភូមិទេ (No)",,,,,,"[scwork_places(3)] = '1'",,RH,,,,
scwork_rubber_dist,prevalence_form,,text,"ប្រសិនបើមិននៅក្នុងភូមិដូច្នេះតើអ្នកចំណាយពេលប៉ុន្មានដើម្បីធ្វើដំណើរទៅដល់ទីនោះ?
If NO, how long does it take for the subject to reach the rubber plantation (min)?",,"Result in minutes",mesures,0,360,,"[scwork_places(3)] = '1' and [scwork_rubber_invillage] = '0'",,RH,,,,
scwork_rubber_distu,prevalence_form,,radio,"ហើយតាមរយះពេលខាងលើនេះតើអ្នកធ្វើដំណើរតាមមធ្យោបាយអ្វី?
If NO, what is the transportation method used for the above duration?","1, ជិះម៉ូតូ (Motorbike / motor vehicle) | 2, ដើរថ្មើជើង (Walking)",,,,,,"[scwork_places(3)] = '1' and [scwork_rubber_invillage] = '0'",,RH,,,,
scwork_cashew_freq,prevalence_form,"ទៅធ្វើការនៅចំការចន្ទ័ទី / Work places: cashew nut field",radio,"តើអ្នកទៅទីនោះប៉ុន្មានដងដែរ?
How often did the subject visit the cashew nut field?","1, រៀងរាល់ថ្ងៃ (Daily) | 2, ២ទៅ៣ដងក្នុង១អាទិត្យ (Several times a week) | 3, ១ដងក្នុង១អាទិត្យ (Once a week) | 4, ២ទៅ៣ដង​ក្នុង១ខែ (Several times a month) | 5, ១​ដងក្នុង១ខែ (Once a month) | 6, ១ដង (Once)",,,,,,"[scwork_places(4)] = '1'",,LV,,,,
scwork_cashew_dur,prevalence_form,,radio,"ជាមធ្យមតើអ្នកស្នាក់នៅទីនោះយូរប៉ុន្មានដែរ?
What was the average time the subject spent each time he went to the cashew nut field?","1, ១ថ្ងែ (One day) | 2, ២ទៅ៣ថ្ងៃ (តិចជាង១អាទិត្យ) (Several days (less than a week)) | 3, ២ទៅ៣អាទិត្យ (តិចជាង១ខែ) (Several weeks (less than a month)) | 4, ១ខែ (1 month) | 5, ២ខែរឺច្រើនជាង (2 months or more)",,,,,,"[scwork_places(4)] = '1'",,LV,,,,
scwork_cashew_night,prevalence_form,,radio,"តើអ្នកមានដេកយប់នៅទីនោះទេ?
Did the subject stay the night in the cashew nut field?","1, មាន (Yes) | 0, មិនមាន (No)",,,,,,"[scwork_places(4)] = '1'",,RH,,,,
scwork_cashew_protect,prevalence_form,,checkbox,"តើអ្នកមានការពារមិនអោយមូសខាំទេពេលដែលអ្នកដេកយប់នៅទីនោះ?
Did the subject use any of the following malaria protection when staying the night in the cashew nut field?
<span style=""font-weight: lighter; font-style:italic;"">[Multiple answers possible]</span>","1, ដេកក្នុងមុង (Bed net) | 2, ដេកក្នុងអង្រឹង (Hammock) | 3, ប្រើថ្នាំបាញ់មូស (Repellant) | 99, វិធីការពារផ្សេងទៀត (Other) | 4, មិនមានប្រើប្រាស់អ្វីដើម្បីការពារមូសនោះទេ (None)",,,,,,"[scwork_places(4)] = '1' and [scwork_cashew_night] = '1'",,LV,,,,
scwork_cashew_protect_oth,prevalence_form,,text,"សូមបញ្ជាក់វិធីការពារផ្សេងទៀតប្រសិនបើមាន
If ""Other"", specify",,,,,,,"[scwork_places(4)] = '1' and [scwork_cashew_night] = '1' and [scwork_cashew_protect(99)] = '1'",,RH,,,,
scwork_cashew_alone,prevalence_form,,radio,"តើអ្នកទៅទីនោះតែម្នាក់ឯង?
Did the subject go alone in the cashew nut field?","1, ទៅតែម្នាក់ឯង (Yes) | 0, មិនទៅម្នាក់ឯងទេ (No)",,,,,,"[scwork_places(4)] = '1'",,RH,,,,
scwork_cashew_with,prevalence_form,,checkbox,"ប្រសិនបើមិនទៅម្នាក់ឯងដូច្នេះតើអ្នកទៅជាមួយអ្នកណា?
If NO, who did the subject go to the cashew nut field with?","1, ទៅជាមួយញាតិមិត្តជិតដិត (ប្រពន្ធនិងកូន) (Close relatives (wife and children)) | 2, ទៅជាមួយញាតិមិត្ត (មិត្តភ័ក្តិ) (Relatives (friends)) | 3, ទៅជាមួយមិត្តរួមការងារ (Coworkers) | 99, ទៅជាមួយអ្នកផ្សេងទៀត (Other)",,,,,,"[scwork_places(4)] = '1' and [scwork_cashew_alone] = '0'",,LV,,,,
scwork_cashew_with_oth,prevalence_form,,text,"សូមបញ្ជាក់ប្រសិនបើអ្នកទៅជាមួយអ្នកផ្សេងទៀត
If ""Other"", specify",,,,,,,"[scwork_places(4)] = '1' and [scwork_cashew_alone] = '0' and [scwork_cashew_with(99)] = '1'",,RH,,,,
scwork_cashew_invillage,prevalence_form,,radio,"តើចំការចន័្ទទីនេះនៅក្នុងភូមិ?
Is the cashew nut field in the village area?","1, នៅក្នុងភូមិ (Yes) | 0, មិននៅក្នុងភូមិទេ (No)",,,,,,"[scwork_places(4)] = '1'",,RH,,,,
scwork_cashew_dist,prevalence_form,,text,"ប្រសិនបើមិននៅក្នុងភូមិដូច្នេះតើអ្នកចំណាយពេលប៉ុន្មានដើម្បីធ្វើដំណើរទៅដល់ទីនោះ?
If NO, how long does it take for the subject to reach the cashew nut field (min)?",,"Result in minutes",integer,0,360,,"[scwork_places(4)] = '1' and [scwork_cashew_invillage] = '0'",,RH,,,,
scwork_cashew_distu,prevalence_form,,radio,"ហើយតាមរយះពេលខាងលើនេះតើអ្នកធ្វើដំណើរតាមមធ្យោបាយអ្វី?
If NO, what is the transportation method used for the above duration?","1, ជិះម៉ូតូ (Motorbike / motor vehicle) | 2, ដើរថ្មើជើង (Walking)",,,,,,"[scwork_places(4)] = '1' and [scwork_cashew_invillage] = '0'",,RH,,,,
scwork_cassava_freq,prevalence_form,"ទីកន្លែងធ្វើការនៅចំការដំឡួង / Work places: cassava field",radio,"តើអ្នកទៅទីនោះប៉ុន្មានដងដែរ?
How often did the subject visit the cassava field?","1, រៀងរាល់ថ្ងៃ (Daily) | 2, ២ទៅ៣ដងក្នុង១អាទិត្យ (Several times a week) | 3, ១ដងក្នុង១អាទិត្យ (Once a week) | 4, ២ទៅ៣ដង​ក្នុង១ខែ (Several times a month) | 5, ១​ដងក្នុង១ខែ (Once a month) | 6, ១ដង (Once)",,,,,,"[scwork_places(5)] = '1'",,LV,,,,
