colOrder,variable,dataFile,keepDiscard,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,timeVarying,percentMissing,flag
11,info_source_rad,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Source of information,"1, Patient him/herself | 2, Other",,,,NA,info_source_rad,gujaratseveremalaria_data_2020-03-015_revised::info_source_rad,int,1,NA,NA,1 to 2,2,once,0,NA
12,info_source_other,gujaratseveremalaria_data_2020-03-015_revised,keep,,,"If other, specify",NA,,,,NA,info_source_other,gujaratseveremalaria_data_2020-03-015_revised::info_source_other,chr,Wife,NA,NA,", Brother, Daughter, Father, Husband, Mother, Son, Wife",7,repeated,0.947368421,NA
13,city,gujaratseveremalaria_data_2020-03-015_revised,keep,,,City/Taluk/Tehsil,NA,,,,NA,city,gujaratseveremalaria_data_2020-03-015_revised::city,chr,Ahmedabad,NA,NA,>10 unique values,14,repeated,0.755980861,NA
14,village,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Village/Nagar,NA,,,,NA,village,gujaratseveremalaria_data_2020-03-015_revised::village,chr,Sahibaug (Shriji khaman house),NA,NA,>10 unique values,40,repeated,0.765550239,NA
15,age,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Age,NA,,,,"enter ""missing"" if blank",age,gujaratseveremalaria_data_2020-03-015_revised::age,int,26,NA,NA,4 to 70,30,once,0,NA
16,sex_rad,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Sex,"1, Female | 2, Male |88888, missing",,,,NA,sex_rad,gujaratseveremalaria_data_2020-03-015_revised::sex_rad,int,2,NA,NA,1 to 2,2,once,0,NA
17,education_rad,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Highest level of education,"1, None | 2, Primary school | 3, Secondary school | 4, University | 5, Diploma | 6, Graduate or higher | 88888, missing",,,,NA,education_rad,gujaratseveremalaria_data_2020-03-015_revised::education_rad,int,3,NA,NA,1 to 4,4,once,0,NA
18,occupation_rad,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Occupation,"1, Daily wage/labor | 2, Service (=salaried) | 3, Trade (=self-employed) | 4, Housewife | 5, Student | 6, None | 88888, missing",,,,NA,occupation_rad,gujaratseveremalaria_data_2020-03-015_revised::occupation_rad,int,2,NA,NA,1 to 6,6,once,0,NA
19,ses_rad,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Socioeconomic status,"1, Above poverty line | 2, Below poverty line | 88888, missing",,,,NA,ses_rad,gujaratseveremalaria_data_2020-03-015_revised::ses_rad,int,2,NA,NA,1 to 2,2,once,0,NA
20,house_rad,gujaratseveremalaria_data_2020-03-015_revised,keep,,,House is made from,"1, Mud | 2, Brick | 3, Concrete | 4, Thatch | 5, Other | 88888, missing",,,,NA,house_rad,gujaratseveremalaria_data_2020-03-015_revised::house_rad,int,3,NA,NA,1 to 5,5,once,0,NA
21,house_other,gujaratseveremalaria_data_2020-03-015_revised,keep,,,"If other, specify",NA,,,,NA,house_other,gujaratseveremalaria_data_2020-03-015_revised::house_other,chr,Asbestos Metal,NA,NA,", Asbestos Metal",1,repeated,0.995215311,NA
22,water_rad,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Water source,"1, Indoor plumbing | 2, Bore well | 3, Open well | 4, Stream/river | 5, Public tank/pump | 6, Other | 88888, missing",,,,NA,water_rad,gujaratseveremalaria_data_2020-03-015_revised::water_rad,int,5,NA,NA,2 to 6,3,once,0,NA
23,water_rad_other,gujaratseveremalaria_data_2020-03-015_revised,keep,,,"If other, specify",NA,,,,NA,water_rad_other,gujaratseveremalaria_data_2020-03-015_revised::water_rad_other,chr,Muncipal Water,NA,NA,", Muncipal Water",1,repeated,0.995215311,NA
24,travel_14d_rad,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Has traveled in the past 14 days,"1, Yes | 2, No |88888, missing",,,,NA,travel_14d_rad,gujaratseveremalaria_data_2020-03-015_revised::travel_14d_rad,int,2,NA,NA,1 to 2,2,once,0,NA
25,travel_14d_country,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Country,NA,,,,NA,travel_14d_country,gujaratseveremalaria_data_2020-03-015_revised::travel_14d_country,chr,India,NA,NA,", India",1,repeated,0.980861244,NA
26,travel_14d_state,gujaratseveremalaria_data_2020-03-015_revised,keep,,,State,NA,,,,NA,travel_14d_state,gujaratseveremalaria_data_2020-03-015_revised::travel_14d_state,chr,Gujarat,NA,NA,", Gujarat, Maharastra",2,repeated,0.980861244,NA
27,travel_14d_district,gujaratseveremalaria_data_2020-03-015_revised,keep,,,District,NA,,,,NA,travel_14d_district,gujaratseveremalaria_data_2020-03-015_revised::travel_14d_district,chr,Anand,NA,NA,", Anand, Gandhinagar",2,repeated,0.990430622,NA
28,travel_14d_city,gujaratseveremalaria_data_2020-03-015_revised,keep,,,City/Taluk/Tehsil,NA,,,,NA,travel_14d_city,gujaratseveremalaria_data_2020-03-015_revised::travel_14d_city,chr,Mogri,NA,NA,", Bahucharaji, Kalol, Mogri, Mumbai",4,repeated,0.980861244,NA
29,travel_14d_village,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Village/Nagar,NA,,,,NA,travel_14d_village,gujaratseveremalaria_data_2020-03-015_revised::travel_14d_village,chr,Mogri,NA,NA,", Bahucharaji, Kalol, Mogri, Mumbai",4,repeated,0.980861244,NA
30,sprayed_chk___1,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Sprayed in last 12 months,"1, No/not applicable | 2, Indoor | 3, Outdoor | 4, Can't remember | 88888, missing",value,,,NA,sprayed_chk___1,gujaratseveremalaria_data_2020-03-015_revised::sprayed_chk___1,int,1,NA,NA,0 to 1,2,once,0,NA
31,sprayed_chk___2,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Sprayed in last 12 months,"1, No/not applicable | 2, Indoor | 3, Outdoor | 4, Can't remember | 88888, missing",value,,,NA,sprayed_chk___2,gujaratseveremalaria_data_2020-03-015_revised::sprayed_chk___2,int,0,NA,NA,0 to 0,1,once,0,NA
32,sprayed_chk___3,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Sprayed in last 12 months,"1, No/not applicable | 2, Indoor | 3, Outdoor | 4, Can't remember | 88888, missing",value,,,NA,sprayed_chk___3,gujaratseveremalaria_data_2020-03-015_revised::sprayed_chk___3,int,0,NA,NA,0 to 1,2,once,0,NA
33,sprayed_chk___4,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Sprayed in last 12 months,"1, No/not applicable | 2, Indoor | 3, Outdoor | 4, Can't remember | 88888, missing",value,,,NA,sprayed_chk___4,gujaratseveremalaria_data_2020-03-015_revised::sprayed_chk___4,int,0,NA,NA,0 to 0,1,once,0,NA
34,sprayed_chk___88888,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Sprayed in last 12 months,"1, No/not applicable | 2, Indoor | 3, Outdoor | 4, Can't remember | 88888, missing",value,,,NA,sprayed_chk___88888,gujaratseveremalaria_data_2020-03-015_revised::sprayed_chk___88888,int,0,NA,NA,0 to 0,1,once,0,NA
35,repellent_chk___1,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Personal repellant(s) in use,"1, None | 2, Coils | 3, Vapor/liquidizer | 4, Cream/spray | 5, Mat | 6, Can't remember | 88888, missing",value,,,NA,repellent_chk___1,gujaratseveremalaria_data_2020-03-015_revised::repellent_chk___1,int,1,NA,NA,0 to 1,2,once,0,NA
36,repellent_chk___2,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Personal repellant(s) in use,"1, None | 2, Coils | 3, Vapor/liquidizer | 4, Cream/spray | 5, Mat | 6, Can't remember | 88888, missing",value,,,NA,repellent_chk___2,gujaratseveremalaria_data_2020-03-015_revised::repellent_chk___2,int,0,NA,NA,0 to 0,1,once,0,NA
37,repellent_chk___3,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Personal repellant(s) in use,"1, None | 2, Coils | 3, Vapor/liquidizer | 4, Cream/spray | 5, Mat | 6, Can't remember | 88888, missing",value,,,NA,repellent_chk___3,gujaratseveremalaria_data_2020-03-015_revised::repellent_chk___3,int,0,NA,NA,0 to 1,2,once,0,NA
38,repellent_chk___4,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Personal repellant(s) in use,"1, None | 2, Coils | 3, Vapor/liquidizer | 4, Cream/spray | 5, Mat | 6, Can't remember | 88888, missing",value,,,NA,repellent_chk___4,gujaratseveremalaria_data_2020-03-015_revised::repellent_chk___4,int,0,NA,NA,0 to 0,1,once,0,NA
39,repellent_chk___5,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Personal repellant(s) in use,"1, None | 2, Coils | 3, Vapor/liquidizer | 4, Cream/spray | 5, Mat | 6, Can't remember | 88888, missing",value,,,NA,repellent_chk___5,gujaratseveremalaria_data_2020-03-015_revised::repellent_chk___5,int,0,NA,NA,0 to 1,2,once,0,NA
40,repellent_chk___6,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Personal repellant(s) in use,"1, None | 2, Coils | 3, Vapor/liquidizer | 4, Cream/spray | 5, Mat | 6, Can't remember | 88888, missing",value,,,NA,repellent_chk___6,gujaratseveremalaria_data_2020-03-015_revised::repellent_chk___6,int,0,NA,NA,0 to 0,1,once,0,NA
41,repellent_chk___88888,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Personal repellant(s) in use,"1, None | 2, Coils | 3, Vapor/liquidizer | 4, Cream/spray | 5, Mat | 6, Can't remember | 88888, missing",value,,,NA,repellent_chk___88888,gujaratseveremalaria_data_2020-03-015_revised::repellent_chk___88888,int,0,NA,NA,0 to 0,1,once,0,NA
42,bednet_chk___1,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Bednet type(s) in use,"1, None | 2, Untreated | 3, Regular ITN treated >6 months ago | 4, Regular ITN treated < 6 months ago | 5, Long lasting ITN | 6, Other | 88888, missing",value,,,NA,bednet_chk___1,gujaratseveremalaria_data_2020-03-015_revised::bednet_chk___1,int,1,NA,NA,1 to 1,1,once,0,NA
43,bednet_chk___2,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Bednet type(s) in use,"1, None | 2, Untreated | 3, Regular ITN treated >6 months ago | 4, Regular ITN treated < 6 months ago | 5, Long lasting ITN | 6, Other | 88888, missing",value,,,NA,bednet_chk___2,gujaratseveremalaria_data_2020-03-015_revised::bednet_chk___2,int,0,NA,NA,0 to 0,1,once,0,NA
44,bednet_chk___3,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Bednet type(s) in use,"1, None | 2, Untreated | 3, Regular ITN treated >6 months ago | 4, Regular ITN treated < 6 months ago | 5, Long lasting ITN | 6, Other | 88888, missing",value,,,NA,bednet_chk___3,gujaratseveremalaria_data_2020-03-015_revised::bednet_chk___3,int,0,NA,NA,0 to 0,1,once,0,NA
45,bednet_chk___4,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Bednet type(s) in use,"1, None | 2, Untreated | 3, Regular ITN treated >6 months ago | 4, Regular ITN treated < 6 months ago | 5, Long lasting ITN | 6, Other | 88888, missing",value,,,NA,bednet_chk___4,gujaratseveremalaria_data_2020-03-015_revised::bednet_chk___4,int,0,NA,NA,0 to 0,1,once,0,NA
46,bednet_chk___5,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Bednet type(s) in use,"1, None | 2, Untreated | 3, Regular ITN treated >6 months ago | 4, Regular ITN treated < 6 months ago | 5, Long lasting ITN | 6, Other | 88888, missing",value,,,NA,bednet_chk___5,gujaratseveremalaria_data_2020-03-015_revised::bednet_chk___5,int,0,NA,NA,0 to 0,1,once,0,NA
47,bednet_chk___6,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Bednet type(s) in use,"1, None | 2, Untreated | 3, Regular ITN treated >6 months ago | 4, Regular ITN treated < 6 months ago | 5, Long lasting ITN | 6, Other | 88888, missing",value,,,NA,bednet_chk___6,gujaratseveremalaria_data_2020-03-015_revised::bednet_chk___6,int,0,NA,NA,0 to 0,1,once,0,NA
48,bednet_chk___88888,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Bednet type(s) in use,"1, None | 2, Untreated | 3, Regular ITN treated >6 months ago | 4, Regular ITN treated < 6 months ago | 5, Long lasting ITN | 6, Other | 88888, missing",value,,,NA,bednet_chk___88888,gujaratseveremalaria_data_2020-03-015_revised::bednet_chk___88888,int,0,NA,NA,0 to 0,1,once,0,NA
49,pastyear_maldx_num,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Number of times diagnosed with malaria in the last 12 months,NA,,,,"enter ""missing"" if blank",pastyear_maldx_num,gujaratseveremalaria_data_2020-03-015_revised::pastyear_maldx_num,int,1,NA,NA,0 to 2,3,once,0,NA
50,date_thismal_onset,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Date of onset of this episode of illness,NA,,,,dd-mm-yyyy,date_thismal_onset,gujaratseveremalaria_data_2020-03-015_revised::date_thismal_onset,chr,9/1/16,date?,NA,", 1/1/17, 12/15/16, 6/1/17, 7/1/16, 7/3/16, 9/1/16",6,repeated,0.966507177,NA
51,trtmnt_sought_rad,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Has the patient sought treatment before coming to this hospital?,"1, Yes |2, No |99999, unknown",,,,NA,trtmnt_sought_rad,gujaratseveremalaria_data_2020-03-015_revised::trtmnt_sought_rad,int,1,NA,NA,1 to 2,2,once,0,NA
52,trtmnt_soughtwhere_rad,gujaratseveremalaria_data_2020-03-015_revised,keep,,,"If yes, where?","1, Public hospital/physician | 2, Private hospital/physician | 3, Traditional healer | 4, Self-treatment | 5, Other | 6, missing",,,,NA,trtmnt_soughtwhere_rad,gujaratseveremalaria_data_2020-03-015_revised::trtmnt_soughtwhere_rad,int,2,NA,NA,1 to 2,2,once,0,NA
53,trtmnt_soughtwhere_other,gujaratseveremalaria_data_2020-03-015_revised,discard,,,"If other, specify",NA,,,,NA,trtmnt_soughtwhere_other,gujaratseveremalaria_data_2020-03-015_revised::trtmnt_soughtwhere_other,lgl,NA,NA,NA,n/a,0,no data,0,NA
54,trtmnt_sought_treat_rad,gujaratseveremalaria_data_2020-03-015_revised,keep,,,"If yes, was any treatment provided?","1, Yes | 2, No | 99999, unknown",,,,NA,trtmnt_sought_treat_rad,gujaratseveremalaria_data_2020-03-015_revised::trtmnt_sought_treat_rad,int,1,NA,NA,1 to 1,1,once,0,NA
55,trtmnt_sought_treat_y_chk___1,gujaratseveremalaria_data_2020-03-015_revised,keep,,,"If yes, what treatment was provided?","1, Antimalarials | 2, Antibiotics | 3, Analgesics | 4, Other | 5, Unknown | 88888, missing",value,,,NA,trtmnt_sought_treat_y_chk___1,gujaratseveremalaria_data_2020-03-015_revised::trtmnt_sought_treat_y_chk___1,int,0,NA,NA,0 to 1,2,once,0,NA
56,trtmnt_sought_treat_y_chk___2,gujaratseveremalaria_data_2020-03-015_revised,keep,,,"If yes, what treatment was provided?","1, Antimalarials | 2, Antibiotics | 3, Analgesics | 4, Other | 5, Unknown | 88888, missing",value,,,NA,trtmnt_sought_treat_y_chk___2,gujaratseveremalaria_data_2020-03-015_revised::trtmnt_sought_treat_y_chk___2,int,1,NA,NA,0 to 1,2,once,0,NA
57,trtmnt_sought_treat_y_chk___3,gujaratseveremalaria_data_2020-03-015_revised,keep,,,"If yes, what treatment was provided?","1, Antimalarials | 2, Antibiotics | 3, Analgesics | 4, Other | 5, Unknown | 88888, missing",value,,,NA,trtmnt_sought_treat_y_chk___3,gujaratseveremalaria_data_2020-03-015_revised::trtmnt_sought_treat_y_chk___3,int,0,NA,NA,0 to 1,2,once,0,NA
58,trtmnt_sought_treat_y_chk___4,gujaratseveremalaria_data_2020-03-015_revised,keep,,,"If yes, what treatment was provided?","1, Antimalarials | 2, Antibiotics | 3, Analgesics | 4, Other | 5, Unknown | 88888, missing",value,,,NA,trtmnt_sought_treat_y_chk___4,gujaratseveremalaria_data_2020-03-015_revised::trtmnt_sought_treat_y_chk___4,int,0,NA,NA,0 to 1,2,once,0,NA
59,trtmnt_sought_treat_y_chk___5,gujaratseveremalaria_data_2020-03-015_revised,keep,,,"If yes, what treatment was provided?","1, Antimalarials | 2, Antibiotics | 3, Analgesics | 4, Other | 5, Unknown | 88888, missing",value,,,NA,trtmnt_sought_treat_y_chk___5,gujaratseveremalaria_data_2020-03-015_revised::trtmnt_sought_treat_y_chk___5,int,0,NA,NA,0 to 0,1,once,0,NA
60,trtmnt_sought_treat_y_chk___88888,gujaratseveremalaria_data_2020-03-015_revised,keep,,,"If yes, what treatment was provided?","1, Antimalarials | 2, Antibiotics | 3, Analgesics | 4, Other | 5, Unknown | 88888, missing",value,,,NA,trtmnt_sought_treat_y_chk___88888,gujaratseveremalaria_data_2020-03-015_revised::trtmnt_sought_treat_y_chk___88888,int,0,NA,NA,0 to 0,1,once,0,NA
61,trtmnt_antimalarial,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Specify antimalarials,NA,,,,NA,trtmnt_antimalarial,gujaratseveremalaria_data_2020-03-015_revised::trtmnt_antimalarial,chr,Not remember,NA,NA,", Artisunate (1 mg), Febrinil (2e,), Data Not Available, Data not available, No data available, Not remember, Unknown",6,repeated,0.942583732,NA
62,trtmnt_antibiotic,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Specify antibiotics,NA,,,,NA,trtmnt_antibiotic,gujaratseveremalaria_data_2020-03-015_revised::trtmnt_antibiotic,chr,DK,NA,NA,", DK, Data Not Available, Data not available, Data not available/unknown, Pantop, Unknown",6,repeated,0.923444976,NA
63,trtmnt_analgesic,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Specify analgesics,NA,,,,NA,trtmnt_analgesic,gujaratseveremalaria_data_2020-03-015_revised::trtmnt_analgesic,chr,Unknown,NA,NA,", Unknown",1,repeated,0.995215311,NA
64,trtmnt_other,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Specify other,NA,,,,NA,trtmnt_other,gujaratseveremalaria_data_2020-03-015_revised::trtmnt_other,chr,Paracetamol,NA,NA,", Paracetamol",1,repeated,0.995215311,NA
65,trtmnt_date_antimal,gujaratseveremalaria_data_2020-03-015_revised,keep,,,"If an antimalarial was given, when was the medicine started?",NA,,,,dd-mm-yyyy or 'unknown',trtmnt_date_antimal,gujaratseveremalaria_data_2020-03-015_revised::trtmnt_date_antimal,chr,Unknown,date?,NA,", 19-06-2017, Unknown",2,repeated,0.942583732,NA
66,has_other_disease_rad,gujaratseveremalaria_data_2020-03-015_revised,discard,,,Does the patient have any other disease?,"1, Yes |2, No |99999, unknown",,,,NA,has_other_disease_rad,gujaratseveremalaria_data_2020-03-015_revised::has_other_disease_rad,int,2,NA,NA,1 to 2,2,once,0,NA
67,other_disease,gujaratseveremalaria_data_2020-03-015_revised,keep,,,"If yes, specify",NA,,,,NA,other_disease,gujaratseveremalaria_data_2020-03-015_revised::other_disease,chr,"HIV (7 year) , TB (before two year)",NA,NA,", Breathing Problem, HIV (7 year) , TB (before two year)",2,repeated,0.990430622,NA
68,pregnant_rad,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Is the patient pregnant?,"1, Yes |2, No |3, not applicable |99999, unknown",,,,NA,pregnant_rad,gujaratseveremalaria_data_2020-03-015_revised::pregnant_rad,int,2,NA,NA,1 to 3,3,once,0,NA
69,if_yes_preg_rad,gujaratseveremalaria_data_2020-03-015_revised,keep,,,"If yes, is this her first pregnancy?","1, Yes | 2, No | 3, Unknown",,,,NA,if_yes_preg_rad,gujaratseveremalaria_data_2020-03-015_revised::if_yes_preg_rad,int,NA,NA,NA,2 to 2,1,once,0,NA
70,symptoms_chk,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Headache,"1, Yes | 2, No |3, Unknown",,,,NA,symptoms_chk,gujaratseveremalaria_data_2020-03-015_revised::symptoms_chk,int,1,NA,NA,1 to 2,2,once,0,NA
71,chills,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Chills,"1, Yes | 2, No |3, Unknown",,,,NA,chills,gujaratseveremalaria_data_2020-03-015_revised::chills,int,1,NA,NA,1 to 1,1,once,0,NA
72,aches_or_pains,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Aches or pains,"1, Yes | 2, No |3, Unknown",,,,NA,aches_or_pains,gujaratseveremalaria_data_2020-03-015_revised::aches_or_pains,int,1,NA,NA,1 to 2,2,once,0,NA
73,fatigue,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Fatigue,"1, Yes | 2, No |3, Unknown",,,,NA,fatigue,gujaratseveremalaria_data_2020-03-015_revised::fatigue,int,1,NA,NA,1 to 2,2,once,0,NA
74,vomiting,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Vomiting,"1, Yes | 2, No |3, Unknown",,,,NA,vomiting,gujaratseveremalaria_data_2020-03-015_revised::vomiting,int,1,NA,NA,1 to 2,2,once,0,NA
75,lack_of_appetite,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Lack of appetite,"1, Yes | 2, No |3, Unknown",,,,NA,lack_of_appetite,gujaratseveremalaria_data_2020-03-015_revised::lack_of_appetite,int,2,NA,NA,1 to 2,2,once,0,NA
76,cough,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Cough,"1, Yes | 2, No |3, Unknown",,,,NA,cough,gujaratseveremalaria_data_2020-03-015_revised::cough,int,2,NA,NA,1 to 2,2,once,0,NA
77,dizziness,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Dizziness,"1, Yes | 2, No |3, Unknown",,,,NA,dizziness,gujaratseveremalaria_data_2020-03-015_revised::dizziness,int,2,NA,NA,1 to 2,2,once,0,NA
78,sweating,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Sweating,"1, Yes | 2, No |3, Unknown",,,,NA,sweating,gujaratseveremalaria_data_2020-03-015_revised::sweating,int,1,NA,NA,1 to 2,2,once,0,NA
79,abdominal_pain,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Abdominal pain,"1, Yes | 2, No |3, Unknown",,,,NA,abdominal_pain,gujaratseveremalaria_data_2020-03-015_revised::abdominal_pain,int,2,NA,NA,1 to 2,2,once,0,NA
80,diarrhea,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Diarrhea,"1, Yes | 2, No |3, Unknown",,,,NA,diarrhea,gujaratseveremalaria_data_2020-03-015_revised::diarrhea,int,2,NA,NA,1 to 2,2,once,0,NA
81,lower_back_pain,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Lower back pain,"1, Yes | 2, No |3, Unknown",,,,NA,lower_back_pain,gujaratseveremalaria_data_2020-03-015_revised::lower_back_pain,int,2,NA,NA,1 to 2,2,once,0,NA
82,eye_pain,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Eye pain,"1, Yes | 2, No |3, Unknown",,,,NA,eye_pain,gujaratseveremalaria_data_2020-03-015_revised::eye_pain,int,2,NA,NA,2 to 2,1,once,0,NA
83,paleness,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Paleness,"1, Yes | 2, No |3, Unknown",,,,NA,paleness,gujaratseveremalaria_data_2020-03-015_revised::paleness,int,2,NA,NA,2 to 2,1,once,0,NA
84,chest_pain,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Chest pain,"1, Yes | 2, No |3, Unknown",,,,NA,chest_pain,gujaratseveremalaria_data_2020-03-015_revised::chest_pain,int,1,NA,NA,1 to 2,2,once,0,NA
85,rash,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Rash,"1, Yes | 2, No |3, Unknown",,,,NA,rash,gujaratseveremalaria_data_2020-03-015_revised::rash,int,2,NA,NA,2 to 2,1,once,0,NA
86,ear_pain,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Ear pain,"1, Yes | 2, No |3, Unknown",,,,NA,ear_pain,gujaratseveremalaria_data_2020-03-015_revised::ear_pain,int,2,NA,NA,2 to 2,1,once,0,NA
87,splenomegaly,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Splenomegaly,"1, Yes | 2, No |3, Unknown",,,,NA,splenomegaly,gujaratseveremalaria_data_2020-03-015_revised::splenomegaly,int,2,NA,NA,2 to 2,1,once,0,NA
88,temperature,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Temperature,NA,,,,enter 'missing' if blank,temperature,gujaratseveremalaria_data_2020-03-015_revised::temperature,dbl,37.7,NA,NA,36.5 to 39,11,once,0,NA
89,weight,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Weight,NA,,,,enter 'missing' if blank,weight,gujaratseveremalaria_data_2020-03-015_revised::weight,dbl,56,NA,NA,15 to 85,25,once,0,NA
90,height,gujaratseveremalaria_data_2020-03-015_revised,keep,,,Height,NA,,,,enter 'missing' if blank,height,gujaratseveremalaria_data_2020-03-015_revised::height,int,163,NA,NA,85 to 170,18,once,0,NA
