IRI,label,variable,dataFile,displayOrder,codebookDescription,repeated,is_temporal,mergeKey,replaces,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMax,defaultBinWidth,forceStringType
EUPATH_0009197,Cefazolin,NICUNEC.txt::sample_cefazolin,NICUNEC.txt,,,,,,,,,,,,,,
EUPATH_0009198,Cefepime,NICUNEC.txt::sample_cefepime,NICUNEC.txt,,,,,,,,,,,,,,
EUPATH_0009199,Cefotaxime,NICUNEC.txt::sample_cefotaxime,NICUNEC.txt,,,,,,,,,,,,,,
EUPATH_0009200,Claforan,NICUNEC.txt::sample_claforan,NICUNEC.txt,,,,,,,,,,,,,,
EUPATH_0009201,Clindamycin,NICUNEC.txt::sample_clindamycin,NICUNEC.txt,,,,,,,,,,,,,,
EUPATH_0009202,Fluconazole,NICUNEC.txt::sample_fluconazole,NICUNEC.txt,,,,,,,,,,,,,,
EUPATH_0009203,Gentamycin,NICUNEC.txt::sample_gentamycin,NICUNEC.txt,,,,,,,,,,,,,,
EUPATH_0009204,Nafcillin,NICUNEC.txt::sample_nafcillin,NICUNEC.txt,,,,,,,,,,,,,,
EUPATH_0009205,Nystatin,NICUNEC.txt::sample_nystatin,NICUNEC.txt,,,,,,,,,,,,,,
EUPATH_0009206,Ofloxacin,NICUNEC.txt::sample_ofloxacin,NICUNEC.txt,,,,,,,,,,,,,,
EUPATH_0009207,Vancomycin,NICUNEC.txt::sample_vancomycin,NICUNEC.txt,,,,,,,,,,,,,,
EUPATH_0009208,Zosyn,NICUNEC.txt::sample_zosyn,NICUNEC.txt,,,,,,,,,,,,,,
EUPATH_0009209,Season of birth,NICUNEC.txt::season_of_birth,NICUNEC.txt,,,,,,,,,,,,,,
EUPATH_0009210,Sepsis diagnosed,NICUNEC.txt::Sepsis,NICUNEC.txt,,,,,,,,,,,,,,
EUPATH_0009211,Survived,NICUNEC.txt::survived,NICUNEC.txt,,,,,,,,,,,,,,
EUPATH_0009212,Age at study,NICUNEC.txt::birth_study_day,NICUNEC.txt,,,,,,,days,http://purl.obolibrary.org/obo/UO_0000033,,,,,,
EUPATH_0009213,Days of period NEC diagnosed,NICUNEC.txt::day_of_NEC,NICUNEC.txt,,,yes,,,,days,http://purl.obolibrary.org/obo/UO_0000033,,,,,,
EUPATH_0009215,Sibling set ID,NICUNEC.txt::sibling_set_id,NICUNEC.txt,,,,,,,,,,,,,,
EUPATH_0009216,Born stunted,NICUNEC.txt::Intrauterine Growth Restriction (IUGR),NICUNEC.txt,,,,,,EuPathDB_0009032,,,,,,,,
EUPATH_0050531,Contents of diet,NICUNEC.txt::diet,NICUNEC.txt,,,,,,EUPATH_0000590,,,,,,,,
IAO_0000414,Weight,NICUNEC.txt::birth_weight,NICUNEC.txt,,,,,,EUPATH_0009022,g,http://purl.obolibrary.org/obo/UO_0000021,,,,,,
OBI_0001169,Age,NICUNEC.txt::Age at sample collection (days),NICUNEC.txt,,,yes,yes,,,days,http://purl.obolibrary.org/obo/UO_0000033,,,,,,
OBI_0003071,Subject ID,NICUNEC.txt::subject_id,NICUNEC.txt,,,,,,,,,,everywhere,,,,yes
PATO_0000047,Sex,NICUNEC.txt::sex,NICUNEC.txt,,,,,,,,,,,,,,
UBERON_0000061,Host body site,NICUNEC.txt::body_site,NICUNEC.txt,,,,,,,,,,,,,,
UBERON_0000463,Host body product,NICUNEC.txt::body_product,NICUNEC.txt,,,,,,,,,,,,,,
UBERON_0000466,Host body habitat,NICUNEC.txt::body_habitat,NICUNEC.txt,,,,,,,,,,,,,,
ARO_3004306,Methicillin resistant Staphylococcus aureus,NICUNEC.txt::Methicillin-resistant Staphylococcus aureus (MRSA) screen,NICUNEC.txt,,,,,,,,,,,,,,
OBI_0100051,Sample type,NICUNEC.txt::sample_type,NICUNEC.txt,,,,,,,,,,,,,,
