http://purl.obolibrary.org/obo/EUPATH_0015560,Other treatment,6,Diarrhea treatment given in health center
http://purl.obolibrary.org/obo/EUPATH_0015557,Don't know,7,Diarrhea treatment given in health center
http://purl.obolibrary.org/obo/EUPATH_0015692,Antibiotics,1,Diarrhea treatment prior to seeking care
http://purl.obolibrary.org/obo/EUPATH_0015697,ORALITE or ORS,2,Diarrhea treatment prior to seeking care
http://purl.obolibrary.org/obo/EUPATH_0015699,Special milk or infant formula,3,Diarrhea treatment prior to seeking care
http://purl.obolibrary.org/obo/EUPATH_0015695,Homemade fluid,4,Diarrhea treatment prior to seeking care
http://purl.obolibrary.org/obo/EUPATH_0015694,Home remedy or herbal medication,5,Diarrhea treatment prior to seeking care
http://purl.obolibrary.org/obo/EUPATH_0015693,Any other liquids,6,Diarrhea treatment prior to seeking care
http://purl.obolibrary.org/obo/EUPATH_0015700,Zinc,7,Diarrhea treatment prior to seeking care
http://purl.obolibrary.org/obo/EUPATH_0015696,No special remedies given,8,Diarrhea treatment prior to seeking care
http://purl.obolibrary.org/obo/EUPATH_0015698,Other treatment,8,Diarrhea treatment prior to seeking care
http://purl.obolibrary.org/obo/EUPATH_0015518,Child currently having diarrhea,1,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0015507,Diarrhea in past 2 weeks,2,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0015508,Moderate to severe diarrhea in past 2 weeks,3,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0010238,Diarrheal episode duration (days),4,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0010240,Max loose stools per day,5,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0015519,Child days since diarrhea,6,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0010241,Amount offered to drink during diarrheal episode,7,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0010177,Amount offered to eat during diarrheal episode,8,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0015555,Offered less to drink during diarrheal episode,9,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0015556,Offered less to eat during diarrheal episode,10,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0010353,Outcome of diarrheal illness,11,Diarrheal episodes
http://purl.obolibrary.org/obo/EUPATH_0015659,Does ORS work well to treat diarrhea,1,Diarrheal illness knowledge and attitudes
http://purl.obolibrary.org/obo/EUPATH_0015655,Treatment works well for illness,2,Diarrheal illness knowledge and attitudes
http://purl.obolibrary.org/obo/EUPATH_0015646,Proposed way to prevent child from illness,3,Diarrheal illness knowledge and attitudes
http://purl.obolibrary.org/obo/EUPATH_0015665,If vaccine available against illness for child would you use,4,Diarrheal illness knowledge and attitudes
http://purl.obolibrary.org/obo/EUPATH_0015642,Known way to prevent child from illness,5,Diarrheal illness knowledge and attitudes
http://purl.obolibrary.org/obo/EUPATH_0015661,Perceived least dangerous diarrhea,6,Diarrheal illness knowledge and attitudes
http://purl.obolibrary.org/obo/EUPATH_0015660,Perceived most dangerous diarrhea,7,Diarrheal illness knowledge and attitudes
http://purl.obolibrary.org/obo/EUPATH_0015663,Perceived lowest cost diarrhea,8,Diarrheal illness knowledge and attitudes
http://purl.obolibrary.org/obo/EUPATH_0015662,Perceived highest cost diarrhea,9,Diarrheal illness knowledge and attitudes
http://purl.obolibrary.org/obo/EUPATH_0015664,Perceived vaccines important,10,Diarrheal illness knowledge and attitudes
http://purl.obolibrary.org/obo/EUPATH_0015638,Worry child will get illness prior to 5th birthday,11,Diarrheal illness knowledge and attitudes
http://purl.obolibrary.org/obo/EUPATH_0015634,Known child who died due to illness prior to 5th birthday,12,Diarrheal illness knowledge and attitudes
http://purl.obolibrary.org/obo/EUPATH_0015632,Percieved most common diarrheal illness in children <60m in community,13,Diarrheal illness knowledge and attitudes
http://purl.obolibrary.org/obo/EUPATH_0000006,Floor material,1,Dwelling characteristics
http://purl.obolibrary.org/obo/EUPATH_0000025,Sleeping rooms in dwelling,2,Dwelling characteristics
http://purl.obolibrary.org/obo/EUPATH_0010420,Consent for enrollment given,1,Eligibility criteria
http://purl.obolibrary.org/obo/OBI_0001627,Country,1,Geographic location
http://purl.obolibrary.org/obo/EUPATH_0015605,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness,1,Health care attitudes
http://purl.obolibrary.org/obo/EUPATH_0015621,Likely to visit health center by doctor/nurse recommendation,2,Health care attitudes
http://purl.obolibrary.org/obo/EUPATH_0015622,Reason would not agree to seek care per provider recommendation,3,Health care attitudes
http://purl.obolibrary.org/obo/EUPATH_0015623,Seek health center care,4,Health care attitudes
http://purl.obolibrary.org/obo/EUPATH_0010155,1st choice hospital or health center,1,Hospital Center
http://purl.obolibrary.org/obo/EUPATH_0010161,2nd choice hospital or health center,1,Hospital Center
http://purl.obolibrary.org/obo/EUPATH_0010167,3rd choice hospital or health center,1,Hospital Center
http://purl.obolibrary.org/obo/EUPATH_0010157,1st choice facility code,2,Hospital Center
http://purl.obolibrary.org/obo/EUPATH_0010163,2nd choice facility code,2,Hospital Center
http://purl.obolibrary.org/obo/EUPATH_0010169,3rd choice facility code,2,Hospital Center
http://purl.obolibrary.org/obo/EUPATH_0010159,1st choice facility SHC,3,Hospital Center
http://purl.obolibrary.org/obo/EUPATH_0010165,2nd choice facility SHC,3,Hospital Center
http://purl.obolibrary.org/obo/EUPATH_0010171,3rd choice facility SHC,3,Hospital Center
http://purl.obolibrary.org/obo/EUPATH_0010345,Admitted to hospital,1,Hospitalization
http://purl.obolibrary.org/obo/EUPATH_0015549,IV & hospital admission,2,Hospitalization
http://purl.obolibrary.org/obo/EUPATH_0015550,Hospital admitted 1st choice,3,Hospitalization
http://purl.obolibrary.org/obo/EUPATH_0015551,Hospital admitted 2nd choice,4,Hospitalization
http://purl.obolibrary.org/obo/EUPATH_0015552,Hospital admitted 3rd choice,5,Hospitalization
http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,1,Household
http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,2,Household
http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,3,Household
http://purl.obolibrary.org/obo/EUPATH_0015666,Bloody diarrhea,1,If vaccine available against illness for child would you use
http://purl.obolibrary.org/obo/EUPATH_0015667,Rice watery/cholera-like illness,2,If vaccine available against illness for child would you use
http://purl.obolibrary.org/obo/EUPATH_0015668,Simple loose/watery diarrhea,3,If vaccine available against illness for child would you use
http://purl.obolibrary.org/obo/EUPATH_0010013,Previous diarrheal care,1,Immediate clinical history
http://purl.obolibrary.org/obo/EUPATH_0000720,Caretaker relationship to participant,1,Individuals related to participant
http://purl.obolibrary.org/obo/EUPATH_0010129,Primary caretaker's education level,2,Individuals related to participant
http://purl.obolibrary.org/obo/EUPATH_0010123,Interviewee relationship to participant,3,Individuals related to participant
http://purl.obolibrary.org/obo/EUPATH_0000676,Father's residence,4,Individuals related to participant
http://purl.obolibrary.org/obo/EUPATH_0010127,Mother's residence,5,Individuals related to participant
http://purl.obolibrary.org/obo/EUPATH_0015635,Bloody diarrhea,1,Known child who died due to illness prior to 5th birthday
http://purl.obolibrary.org/obo/EUPATH_0015636,Rice watery/cholera-like illness,2,Known child who died due to illness prior to 5th birthday
http://purl.obolibrary.org/obo/EUPATH_0015637,Simple loose/watery diarrhea,3,Known child who died due to illness prior to 5th birthday
http://purl.obolibrary.org/obo/EUPATH_0015643,Bloody diarrhea,1,Known way to prevent child from illness
http://purl.obolibrary.org/obo/EUPATH_0015644,Rice watery/cholera-like illness,2,Known way to prevent child from illness
http://purl.obolibrary.org/obo/EUPATH_0015645,Simple loose/watery diarrhea,3,Known way to prevent child from illness
http://purl.obolibrary.org/obo/EUPATH_0015104,Asking for donations outside the household,1,Money source for expenses before visit
http://purl.obolibrary.org/obo/EUPATH_0015102,Borrowing,2,Money source for expenses before visit
http://purl.obolibrary.org/obo/EUPATH_0015099,Cutting down expenses from meals,3,Money source for expenses before visit
http://purl.obolibrary.org/obo/EUPATH_0015100,Cutting down from other expenses,4,Money source for expenses before visit
http://purl.obolibrary.org/obo/EUPATH_0015105,Paid by relative or friend,5,Money source for expenses before visit
http://purl.obolibrary.org/obo/EUPATH_0015103,Selling assets,6,Money source for expenses before visit
http://purl.obolibrary.org/obo/EUPATH_0015101,Using savings,7,Money source for expenses before visit
http://purl.obolibrary.org/obo/EUPATH_0015106,Other money source,8,Money source for expenses before visit
http://purl.obolibrary.org/obo/EUPATH_0015400,Age (months),1,Observation
http://purl.obolibrary.org/obo/EUPATH_0010367,Age group,2,Observation
http://purl.obolibrary.org/obo/EUPATH_0010016,Diarrheal episodes,3,Observation
http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,4,Observation
http://purl.obolibrary.org/obo/EUPATH_0021098,Immediate clinical history,5,Observation
http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,6,Observation
http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,7,Observation
http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,8,Observation
http://purl.obolibrary.org/obo/EUPATH_0010006,Previously sought care expenses,9,Observation
http://purl.obolibrary.org/obo/EUPATH_0015678,Diarrheal illness knowledge and attitudes,10,Observation
http://purl.obolibrary.org/obo/EUPATH_0015482,Parent perception diarrhea types resulting in serious harm or death,11,Observation
http://purl.obolibrary.org/obo/EUPATH_0015471,Parent perception of signs of dehydration,12,Observation
http://purl.obolibrary.org/obo/EUPATH_0015676,Parent perception of using health care facility,13,Observation
http://purl.obolibrary.org/obo/EUPATH_0015677,Health care attitudes,14,Observation
http://purl.obolibrary.org/obo/EUPATH_0015469,Interview status,1,Observation details
http://purl.obolibrary.org/obo/EUPATH_0015683,Interview date,2,Observation details
http://purl.obolibrary.org/obo/EUPATH_0015484,Blood in stool,1,Parent perception diarrhea types resulting in serious harm or death
http://purl.obolibrary.org/obo/EUPATH_0015487,Mucus/pus in stool,2,Parent perception diarrhea types resulting in serious harm or death
http://purl.obolibrary.org/obo/EUPATH_0015489,Rice watery stool,3,Parent perception diarrhea types resulting in serious harm or death
http://purl.obolibrary.org/obo/EUPATH_0015488,Presence of dehydration,4,Parent perception diarrhea types resulting in serious harm or death
http://purl.obolibrary.org/obo/EUPATH_0015485,Diarrhea and vomiting,5,Parent perception diarrhea types resulting in serious harm or death
http://purl.obolibrary.org/obo/EUPATH_0015486,Fever associated with diarrhea,6,Parent perception diarrhea types resulting in serious harm or death
http://purl.obolibrary.org/obo/EUPATH_0015483,Large amount of stools per day,7,Parent perception diarrhea types resulting in serious harm or death
http://purl.obolibrary.org/obo/EUPATH_0015490,Don't know,8,Parent perception diarrhea types resulting in serious harm or death
http://purl.obolibrary.org/obo/EUPATH_0015472,Coma/loss of consciousness,1,Parent perception of signs of dehydration
http://purl.obolibrary.org/obo/EUPATH_0015473,Decreased urination,2,Parent perception of signs of dehydration
http://purl.obolibrary.org/obo/EUPATH_0015474,Dry mouth,3,Parent perception of signs of dehydration
http://purl.obolibrary.org/obo/EUPATH_0015475,Lethargy,4,Parent perception of signs of dehydration
http://purl.obolibrary.org/obo/EUPATH_0015476,Sunken eyes,5,Parent perception of signs of dehydration
http://purl.obolibrary.org/obo/EUPATH_0015477,Thirsty,6,Parent perception of signs of dehydration
http://purl.obolibrary.org/obo/EUPATH_0015478,Wrinkled skin,7,Parent perception of signs of dehydration
http://purl.obolibrary.org/obo/EUPATH_0015481,None of the above,8,Parent perception of signs of dehydration
http://purl.obolibrary.org/obo/EUPATH_0015480,Don't know,9,Parent perception of signs of dehydration
http://purl.obolibrary.org/obo/EUPATH_0015479,Other,10,Parent perception of signs of dehydration
http://purl.obolibrary.org/obo/EUPATH_0015496,Barriers to physical access to care,1,Parent perception of using health care facility
http://purl.obolibrary.org/obo/EUPATH_0015506,Who decides whether the child should go to a health center,2,Parent perception of using health care facility
http://purl.obolibrary.org/obo/EUPATH_0015491,First choice health center when child sick with diarrhea,3,Parent perception of using health care facility
http://purl.obolibrary.org/obo/EUPATH_0015494,Transport to first choice health center,4,Parent perception of using health care facility
http://purl.obolibrary.org/obo/EUPATH_0015495,Transport time to first choice health center,5,Parent perception of using health care facility
http://purl.obolibrary.org/obo/EUPATH_0015492,Second choice health center when child sick with diarrhea,6,Parent perception of using health care facility
http://purl.obolibrary.org/obo/EUPATH_0015493,Third choice health center when child sick with diarrhea,7,Parent perception of using health care facility
http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,1,Participant
http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,2,Participant
http://purl.obolibrary.org/obo/EUPATH_0010037,Individuals related to participant,3,Participant
http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,4,Participant
entity,label,displayOrder,plabel
http://purl.obolibrary.org/obo/EUPATH_0015553,Advised to take child to a hospital/health center,1,Previous diarrheal care
http://purl.obolibrary.org/obo/EUPATH_0015547,Diarrheal day sought care at health center,2,Previous diarrheal care
http://purl.obolibrary.org/obo/EUPATH_0010014,Hospital Center,3,Previous diarrheal care
http://purl.obolibrary.org/obo/EUPATH_0015554,Most important reason child not taken to the hospital,4,Previous diarrheal care
http://purl.obolibrary.org/obo/EUPATH_0010380,Previously sought care,5,Previous diarrheal care
http://purl.obolibrary.org/obo/EUPATH_0015531,Rank order sought care,6,Previous diarrheal care
http://purl.obolibrary.org/obo/EUPATH_0015520,Reason for not seeking care,7,Previous diarrheal care
http://purl.obolibrary.org/obo/EUPATH_0015548,Sought care on day 1-7 of diarrhea,8,Previous diarrheal care
http://purl.obolibrary.org/obo/EUPATH_0015679,Where sought diarrheal care in last 2 weeks,9,Previous diarrheal care
http://purl.obolibrary.org/obo/EUPATH_0015098,Bought a remedy or drug,1,Previously sought care
http://purl.obolibrary.org/obo/EUPATH_0015094,Friend or relative,2,Previously sought care
http://purl.obolibrary.org/obo/EUPATH_0015097,Licensed practitioner,3,Previously sought care
http://purl.obolibrary.org/obo/EUPATH_0015093,Pharmacy,4,Previously sought care
http://purl.obolibrary.org/obo/EUPATH_0015092,Seek outside care,5,Previously sought care
http://purl.obolibrary.org/obo/EUPATH_0015095,Traditional healer,6,Previously sought care
http://purl.obolibrary.org/obo/EUPATH_0015096,Unlicensed practitioner,7,Previously sought care
http://purl.obolibrary.org/obo/EUPATH_0015701,Other hospital or health center,8,Previously sought care
http://purl.obolibrary.org/obo/EUPATH_0015582,"1st choice hospital or health center, consultation expenses",1,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015583,"1st choice hospital or health center, diagnostic expenses",2,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015584,"1st choice hospital or health center, drug expenses",3,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0010254,"1st choice hospital or health center, transport expenses",4,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015585,"1st choice hospital or health center, other expenses",5,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0010253,"1st choice hospital or health center, total expenses",6,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015586,"2nd choice hospital or health center, consultation expenses",7,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015587,"2nd choice hospital or health center, diagnostic expenses",8,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015588,"2nd choice hospital or health center, drug expenses",9,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0010256,"2nd choice hospital or health center, transport expenses",10,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015589,"2nd choice hospital or health center, other expenses",11,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0010255,"2nd choice hospital or health center, total expenses",12,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015590,"3rd choice hospital or health center, consultation expenses",13,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015591,"3rd choice hospital or health center, diagnostic expenses",14,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015592,"3rd choice hospital or health center, drug expenses",15,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0010258,"3rd choice hospital or health center, transport expenses",16,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015593,"3rd choice hospital or health center, other expenses",17,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0010257,"3rd choice hospital or health center, total expenses",18,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015578,"Bought remedy or medicine, consultation expenses",19,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015579,"Bought remedy or medicine, diagostic expenses",20,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015581,"Bought remedy or medicine, drug expenses",21,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0010251,"Bought remedy or medicine, medical expenses",22,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0010252,"Bought remedy or medicine, transport expenses",23,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015580,"Bought remedy or medicine, other expenses",24,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015574,"Licensed doctor, consultation expenses",25,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015575,"Licensed doctor, diagnostic expenses",26,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015576,"Licensed doctor, drug expenses",27,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0010249,"Licensed doctor, medical expenses",28,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0010250,"Licensed doctor, transport expenses",29,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015577,"Licensed doctor, other expenses",30,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015561,"Pharmacy, consultation expenses",31,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015562,"Pharmacy, diagnostics expenses",32,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015563,"Pharmacy, drug expenses",33,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0010243,"Pharmacy, medical expenses",34,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0010244,"Pharmacy, transport expenses",35,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015564,"Pharmacy, other expenses",36,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015565,"Traditional healer, consultation expenses",37,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015566,"Traditional healer, diagnostic expenses",38,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015567,"Traditional healer, drug expenses",39,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0010246,"Traditional healer, transport expenses",40,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015568,"Traditional healer, other expenses",41,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015569,"Traditional healer, total expenses",42,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015570,"Unlicenced doctor, consultation expenses",43,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015571,"Unlicenced doctor, diagnostic expenses",44,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015572,"Unlicenced doctor, drug expenses",45,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015573,"Unlicenced doctor, other expenses",47,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0010248,"Unlicensed doctor, transport expenses",48,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0010247,"Unlicensed doctor, total expenses",49,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015594,Other consultation expenses,50,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015595,Other diagnostic expenses,51,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015596,Other drug expenses,52,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0010261,Other transportation expenses,53,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015597,Other expenses,54,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0010260,Previously sought care other expenses (amount),55,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0010379,Money source for expenses before visit,56,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015598,Caretaker income lost  for previously sought care,,Previously sought care expenses
http://purl.obolibrary.org/obo/EUPATH_0015647,Breastfeeding,1,Proposed way to prevent child from illness
http://purl.obolibrary.org/obo/EUPATH_0015649,Clean food or water,2,Proposed way to prevent child from illness
http://purl.obolibrary.org/obo/EUPATH_0015650,Medications,3,Proposed way to prevent child from illness
http://purl.obolibrary.org/obo/EUPATH_0015651,Nutrition,4,Proposed way to prevent child from illness
http://purl.obolibrary.org/obo/EUPATH_0015652,Proper disposal of human waste,5,Proposed way to prevent child from illness
http://purl.obolibrary.org/obo/EUPATH_0015653,Vaccines,6,Proposed way to prevent child from illness
http://purl.obolibrary.org/obo/EUPATH_0015654,Washing hands,7,Proposed way to prevent child from illness
http://purl.obolibrary.org/obo/EUPATH_0015648,Cannot be prevented,8,Proposed way to prevent child from illness
http://purl.obolibrary.org/obo/EUPATH_0015680,1st choice facility code,1,Rank order sought care
http://purl.obolibrary.org/obo/EUPATH_0015681,2nd choice facility code,2,Rank order sought care
http://purl.obolibrary.org/obo/EUPATH_0015682,3rd choice facility code,3,Rank order sought care
http://purl.obolibrary.org/obo/EUPATH_0015534,Hospital/center of first choice,4,Rank order sought care
http://purl.obolibrary.org/obo/EUPATH_0015535,Hospital/center of second choice,5,Rank order sought care
http://purl.obolibrary.org/obo/EUPATH_0015536,Hospital/ceter of third choice,6,Rank order sought care
http://purl.obolibrary.org/obo/EUPATH_0015532,Bought a remedy/drug at the shop/market,7,Rank order sought care
http://purl.obolibrary.org/obo/EUPATH_0015533,Friend or relative,8,Rank order sought care
http://purl.obolibrary.org/obo/EUPATH_0015537,Licensed practitioner/private doctor,9,Rank order sought care
http://purl.obolibrary.org/obo/EUPATH_0015539,Pharmacy,10,Rank order sought care
http://purl.obolibrary.org/obo/EUPATH_0015540,Traditional healer,11,Rank order sought care
