entity,label,displayOrder,plabel,newLabel,
http://purl.obolibrary.org/obo/EUPATH_0010921,Cumulative sum pathogen species in 1st diarrheal stools (ex NRV),12,Aggregate organism detection data,,
http://purl.obolibrary.org/obo/EUPATH_0010906,Cumulative sum unique pathogens in stool samples,13,Aggregate organism detection data,Cumulative sum unique pathogen species in stool samples,
http://purl.obolibrary.org/obo/EUPATH_0010912,Cumulative sum unique pathogens in stool samples (ex NRV),14,Aggregate organism detection data,Cumulative sum unique pathogen species in stool samples (ex NRV),
http://purl.obolibrary.org/obo/EUPATH_0010908,Cumulative sum unique pathogens in 1st monthly stools,15,Aggregate organism detection data,Cumulative sum unique pathogen species in 1st monthly stools,
http://purl.obolibrary.org/obo/EUPATH_0010914,Cumulative sum unique pathogens in 1st monthly stools (ex NRV),16,Aggregate organism detection data,Cumulative sum unique pathogen species in 1st monthly stools (ex NRV),
http://purl.obolibrary.org/obo/EUPATH_0010907,"Cumulative sum unique pathogen species, 1st diarrheal stools",17,Aggregate organism detection data,,
http://purl.obolibrary.org/obo/EUPATH_0010913,"Cumulative sum unique pathogen species, 1st diarrheal stools (ex NRV)",18,Aggregate organism detection data,,
http://purl.obolibrary.org/obo/EUPATH_0011760,Bacteria detection aggregate data,19,Aggregate organism detection data,,
http://purl.obolibrary.org/obo/EUPATH_0011832,Virus detection aggregate data,20,Aggregate organism detection data,,
http://purl.obolibrary.org/obo/EUPATH_0011810,Eukaryote detection aggregate data,21,Aggregate organism detection data,,
http://purl.obolibrary.org/obo/EUPATH_0010477,Total diarrheal episodes,1,Aggregated illness data,,
http://purl.obolibrary.org/obo/EUPATH_0000742,Total diarrheal days,2,Aggregated illness data,,
http://purl.obolibrary.org/obo/EUPATH_0010476,"Total diarrheal days, ex 1st day",3,Aggregated illness data,,
http://purl.obolibrary.org/obo/EUPATH_0010517,Total ALRI episodes,4,Aggregated illness data,,
http://purl.obolibrary.org/obo/EUPATH_0010512,Total ALRI days,6,Aggregated illness data,,
http://purl.obolibrary.org/obo/EUPATH_0010515,Total ALRI episodes (14 day separation),6,Aggregated illness data,,
http://purl.obolibrary.org/obo/EUPATH_0010513,"Total fever days, maternal report",7,Aggregated illness data,,
http://purl.obolibrary.org/obo/EUPATH_0011210,Total BCG vaccine doses,1,Aggregated vaccination data,,
http://purl.obolibrary.org/obo/EUPATH_0011234,Total DPT vaccine doses,2,Aggregated vaccination data,,
http://purl.obolibrary.org/obo/EUPATH_0011267,Total Haemophilus influenzae type B vaccine doses,3,Aggregated vaccination data,,
http://purl.obolibrary.org/obo/EUPATH_0011257,Total hepatitis B vaccine doses,4,Aggregated vaccination data,,
http://purl.obolibrary.org/obo/EUPATH_0011246,Total influenza vaccine doses,5,Aggregated vaccination data,,
http://purl.obolibrary.org/obo/EUPATH_0011484,Total IPV vaccine doses,6,Aggregated vaccination data,,
http://purl.obolibrary.org/obo/EUPATH_0011282,Total Japanese encephalitis vaccine doses,7,Aggregated vaccination data,,
http://purl.obolibrary.org/obo/EUPATH_0011306,Total measles vaccine doses,8,Aggregated vaccination data,,
http://purl.obolibrary.org/obo/EUPATH_0011316,Total meningitis vaccine doses,9,Aggregated vaccination data,,
http://purl.obolibrary.org/obo/EUPATH_0011323,Total MMR vaccine doses,10,Aggregated vaccination data,,
http://purl.obolibrary.org/obo/EUPATH_0011483,Total mumps vaccine doses,11,Aggregated vaccination data,,
http://purl.obolibrary.org/obo/EUPATH_0011384,Total OPV vaccine doses,12,Aggregated vaccination data,,
http://purl.obolibrary.org/obo/EUPATH_0011394,Total PCV vaccine doses,13,Aggregated vaccination data,,
http://purl.obolibrary.org/obo/EUPATH_0011411,Total rabies vaccine doses,14,Aggregated vaccination data,,
http://purl.obolibrary.org/obo/EUPATH_0011427,Total rotavirus vaccine doses,15,Aggregated vaccination data,,
http://purl.obolibrary.org/obo/EUPATH_0011436,Total rubella vaccine doses,16,Aggregated vaccination data,,
http://purl.obolibrary.org/obo/EUPATH_0011459,Total tetanus vaccine doses,17,Aggregated vaccination data,,
http://purl.obolibrary.org/obo/EUPATH_0011464,Total typhoid vaccine doses,18,Aggregated vaccination data,,
http://purl.obolibrary.org/obo/EUPATH_0011214,Total varicella vaccine doses,19,Aggregated vaccination data,,
http://purl.obolibrary.org/obo/EUPATH_0011441,Total yellow fever vaccine doses,20,Aggregated vaccination data,,
http://purl.obolibrary.org/obo/EUPATH_0010506,Study-defined ALRI,1,ALRI episodes,,
http://purl.obolibrary.org/obo/EUPATH_0010543,"ALRI, fieldworker assessment",2,ALRI episodes,,
http://purl.obolibrary.org/obo/EUPATH_0010509,1st day of ALRI episode,3,ALRI episodes,,
http://purl.obolibrary.org/obo/EUPATH_0010518,Day of ALRI episode,4,ALRI episodes,,
http://purl.obolibrary.org/obo/EUPATH_0010510,Day in ALRI episode,5,ALRI episodes,,
http://purl.obolibrary.org/obo/EUPATH_0010507,ALRI episode status,6,ALRI episodes,,
http://purl.obolibrary.org/obo/EUPATH_0010508,ALRI episode #,7,ALRI episodes,,
http://purl.obolibrary.org/obo/EUPATH_0010516,Cumulative ALRI episode count,8,ALRI episodes,,
http://purl.obolibrary.org/obo/EUPATH_0010511,Cumulative days with ALRI,9,ALRI episodes,,
http://purl.obolibrary.org/obo/EUPATH_0010514,Cumulative days in ALRI episode,10,ALRI episodes,,
http://purl.obolibrary.org/obo/EUPATH_0010734,"Hookworm, by microscopy",,Ancylostomatoidea,,
http://purl.obolibrary.org/obo/EUPATH_0011901,Anthropometry assessment date,1,Anthropometry,,
http://purl.obolibrary.org/obo/EUPATH_0010438,Anthropometry assessed in target window,2,Anthropometry,,
http://purl.obolibrary.org/obo/EUPATH_0000682,Head circumference-for-age z-score,3,Anthropometry,,
http://purl.obolibrary.org/obo/EUPATH_0000689,Length-for-age z-score,4,Anthropometry,,
http://purl.obolibrary.org/obo/EUPATH_0011894,Height-for-age z-score,5,Anthropometry,,
http://purl.obolibrary.org/obo/EUPATH_0000733,Weight-for-age z-score,6,Anthropometry,,
http://purl.obolibrary.org/obo/EUPATH_0011919,Weight-for-length z-score,7,Anthropometry,,
http://purl.obolibrary.org/obo/EUPATH_0011895,Weight-for-height z-score,8,Anthropometry,,
http://purl.obolibrary.org/obo/EUPATH_0000683,Head circumference (cm),9,Anthropometry,,
http://purl.obolibrary.org/obo/EUPATH_0011918,Recumbent length (cm),10,Anthropometry,,
http://purl.obolibrary.org/obo/EUPATH_0010075,Height (cm),11,Anthropometry,,
http://purl.obolibrary.org/obo/EUPATH_0011893,Stature (cm),12,Anthropometry,,
http://purl.obolibrary.org/obo/EUPATH_0000719,Recumbent length or height used for stature,13,Anthropometry,,
http://purl.obolibrary.org/obo/EUPATH_0000732,Weight (kg),14,Anthropometry,,
http://purl.obolibrary.org/obo/EUPATH_0000582,Antibiotics,1,Antibiotic administration,,
http://purl.obolibrary.org/obo/EUPATH_0010530,"Antibiotics, maternal report",2,Antibiotic administration,,
http://purl.obolibrary.org/obo/EUPATH_0011309,"Measles antibodies, by ELISA",1,Antibodies,,
http://purl.obolibrary.org/obo/EUPATH_0011397,"Pertussis antibodies, by ELISA",2,Antibodies,,
http://purl.obolibrary.org/obo/EUPATH_0011400,"Polio IgG antibodies, by ELISA",3,Antibodies,,
http://purl.obolibrary.org/obo/EUPATH_0011478,"Polio serotype 1 antibodies, by microneutralization",4,Antibodies,,
http://purl.obolibrary.org/obo/EUPATH_0011398,"Polio serotype 2 antibodies, by microneutralization",5,Antibodies,,
http://purl.obolibrary.org/obo/EUPATH_0011479,"Polio serotype 3 antibodies, by microneutralization",6,Antibodies,,
http://purl.obolibrary.org/obo/EUPATH_0011423,"Rotavirus antibodies, by ELISA",7,Antibodies,,
http://purl.obolibrary.org/obo/EUPATH_0011461,"Tetanus antibodies, by ELISA",8,Antibodies,,
http://purl.obolibrary.org/obo/EUPATH_0010607,"Ascaris lumbricoides, by microscopy",,Ascaris lumbricoides,,
http://purl.obolibrary.org/obo/EUPATH_0010608,Cumulative sum Ascaris lumbricoides-pos stools,1,Ascaris lumbricoides aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010610,Cumulative sum Ascaris lumbricoides-pos 1st monthly stools,2,Ascaris lumbricoides aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010609,Cumulative sum Ascaris lumbricoides-pos 1st diarrheal stools,3,Ascaris lumbricoides aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0000167,Bank account,1,Assets,,
http://purl.obolibrary.org/obo/ENVO_00000501,Bed,2,Assets,,
http://purl.obolibrary.org/obo/ENVO_01000586,Chair,3,Assets,,
http://purl.obolibrary.org/obo/ENVO_01000584,Table,4,Assets,,
http://purl.obolibrary.org/obo/ENVO_01000579,Television,5,Assets,,
http://purl.obolibrary.org/obo/ENVO_01000583,Refrigerator,6,Assets,,
http://purl.obolibrary.org/obo/EUPATH_0010611,"Astrovirus, by ELISA",,Astrovirus,,
http://purl.obolibrary.org/obo/EUPATH_0010612,Cumulative sum Astrovirus-pos stools,1,Astrovirus aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010614,Cumulative sum Astrovirus-pos 1st monthly stools,2,Astrovirus aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010613,Cumulative sum Astrovirus-pos 1st diarrheal stools,3,Astrovirus aggregate data,,
http://purl.obolibrary.org/obo/NCBITaxon_642,Aeromonas,1,Bacteria,,
http://purl.obolibrary.org/obo/NCBITaxon_194,Campylobacter,2,Bacteria,,
http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,3,Bacteria,,
http://purl.obolibrary.org/obo/NCBITaxon_703,Plesiomonas shigelloides,4,Bacteria,,
http://purl.obolibrary.org/obo/NCBITaxon_590,Salmonella,5,Bacteria,,
http://purl.obolibrary.org/obo/NCBITaxon_620,Shigella,6,Bacteria,,
http://purl.obolibrary.org/obo/NCBITaxon_662,Vibrio,7,Bacteria,,
http://purl.obolibrary.org/obo/NCBITaxon_630,Yersinia enterocolitica,8,Bacteria,,
http://purl.obolibrary.org/obo/EUPATH_0010879,Mean bacteria species count in stool samples,1,Bacteria detection aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010881,Mean bacteria species count in 1st monthly stools,2,Bacteria detection aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010880,Mean bacteria species count in 1st diarrheal stools,3,Bacteria detection aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010898,Cumulative sum bacteria species in stool samples,4,Bacteria detection aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010900,Cumulative sum bacteria species in 1st monthly stools,5,Bacteria detection aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010899,Cumulative sum bacteria species in 1st diarrheal stools,6,Bacteria detection aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010876,Cumulative sum stools with bacteria,7,Bacteria detection aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010878,Cumulative sum 1st monthly stools with bacteria,8,Bacteria detection aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010877,Cumulative sum 1st diarrheal stools with bacteria,9,Bacteria detection aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0011782,Escherichia coli aggregate data,10,Bacteria detection aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0011754,Aeromonas aggregate data,11,Bacteria detection aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0011763,Campylobacter aggregate data,12,Bacteria detection aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0011811,Plesiomonas shigelloides aggregate data,13,Bacteria detection aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0011815,Salmonella aggregate data,14,Bacteria detection aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0011818,Shigella aggregate data,15,Bacteria detection aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0011825,Vibrio aggregate data,16,Bacteria detection aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0011835,Yersinia enterocolitica aggregate data,17,Bacteria detection aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010566,Bacteriology completed,1,Bacteriology,,
http://purl.obolibrary.org/obo/EUPATH_0010565,Bacteriology performed,2,Bacteriology,,
http://purl.obolibrary.org/obo/EUPATH_0010564,Cary Blair media used,3,Bacteriology,,
http://purl.obolibrary.org/obo/EUPATH_0011770,Escherichia coli tests,4,Bacteriology,,
http://purl.obolibrary.org/obo/EUPATH_0010623,"Balantidium coli, by microscopy",,Balantidium coli,,
http://purl.obolibrary.org/obo/EUPATH_0010624,Cumulative sum Balantidium coli-pos stools,1,Balantidium coli aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010626,Cumulative sum Balantidium coli-pos 1st monthly stools,2,Balantidium coli aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010625,Cumulative sum Balantidium coli-pos 1st diarrheal stools,3,Balantidium coli aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0011480,Antibodies,1,Blood antibody test,,
http://purl.obolibrary.org/obo/EUPATH_0011472,Raw antibody titer test result,2,Blood antibody test,,
http://purl.obolibrary.org/obo/EUPATH_0011196,Hemolysis (color),,Blood sample,,
http://purl.obolibrary.org/obo/EUPATH_0011924,Blood sample collected in target window,1,Blood sample collection process,,
http://purl.obolibrary.org/obo/EUPATH_0011211,BCG vaccine doses prior to blood draw,2,Blood sample collection process,,
http://purl.obolibrary.org/obo/EUPATH_0011396,DPT vaccine doses prior to blood draw,3,Blood sample collection process,,
http://purl.obolibrary.org/obo/EUPATH_0011279,IPV vaccine doses prior to blood draw,4,Blood sample collection process,,
http://purl.obolibrary.org/obo/EUPATH_0011308,Measles vaccine doses prior to blood draw,5,Blood sample collection process,,
http://purl.obolibrary.org/obo/EUPATH_0011385,OPV vaccine doses prior to blood draw,6,Blood sample collection process,,
http://purl.obolibrary.org/obo/EUPATH_0011429,Rotavirus vaccine doses prior to blood draw,7,Blood sample collection process,,
http://purl.obolibrary.org/obo/EUPATH_0011460,Tetanus vaccine doses prior to blood draw,8,Blood sample collection process,,
http://purl.obolibrary.org/obo/EUPATH_0011307,Measles infection prior to blood draw (suspected),9,Blood sample collection process,,
http://purl.obolibrary.org/obo/EUPATH_0011395,Pertussis infection prior to blood draw (suspected),10,Blood sample collection process,,
http://purl.obolibrary.org/obo/EUPATH_0011223,Deworming doses prior to blood draw,11,Blood sample collection process,,
http://purl.obolibrary.org/obo/EUPATH_0011521,Vitamin A supplements prior to blood draw,12,Blood sample collection process,,
http://purl.obolibrary.org/obo/EUPATH_0011190,Severe anemia (hemoglobin less than 7g/dL),1,Blood test,,
http://purl.obolibrary.org/obo/EUPATH_0011161,Anemia (hemoglobin less than 11g/dL),2,Blood test,,
http://purl.obolibrary.org/obo/EUPATH_0011172,"Hemoglobin, adjusted for high altitude (g/dL)",3,Blood test,,
http://purl.obolibrary.org/obo/EUPATH_0011173,High blood alpha-1-acid glycoprotein (greater than 100mg/dL),4,Blood test,,
http://purl.obolibrary.org/obo/EUPATH_0000647,Blood alpha-1-acid glycoprotein (mg/dL),5,Blood test,,
http://purl.obolibrary.org/obo/EUPATH_0011178,Low adjusted blood ferritin (less than 12ng/mL),6,Blood test,,
http://purl.obolibrary.org/obo/EUPATH_0011154,Adjusted blood ferritin (ng/mL),7,Blood test,,
http://purl.obolibrary.org/obo/EUPATH_0011872,Low blood ferritin (less than 12ng/mL),8,Blood test,,
http://purl.obolibrary.org/obo/EUPATH_0011849,Blood ferritin (ng/mL),9,Blood test,,
http://purl.obolibrary.org/obo/EUPATH_0011850,"Blood ferritin (ng/mL), 2nd",10,Blood test,,
http://purl.obolibrary.org/obo/EUPATH_0011871,Mean blood ferritin (ng/mL),11,Blood test,,
http://purl.obolibrary.org/obo/EUPATH_0011174,High blood lead (greater than 10ug/dL),12,Blood test,,
http://purl.obolibrary.org/obo/EUPATH_0000688,Blood lead (ug/dL),13,Blood test,,
http://purl.obolibrary.org/obo/EUPATH_0011891,Adjusted blood soluble transferrin receptor level,14,Blood test,,
http://purl.obolibrary.org/obo/EUPATH_0011890,Adjusted blood soluble transferrin receptor (mg/L),15,Blood test,,
http://purl.obolibrary.org/obo/EUPATH_0011157,Blood soluble transferrin receptor level,16,Blood test,,
http://purl.obolibrary.org/obo/EUPATH_0011156,Blood soluble transferrin receptor (mg/L),17,Blood test,,
http://purl.obolibrary.org/obo/EUPATH_0011179,Low adjusted blood retinol (less than 20mg/dL),18,Blood test,,
http://purl.obolibrary.org/obo/EUPATH_0011155,Adjusted blood retinol (mg/dL),19,Blood test,,
http://purl.obolibrary.org/obo/EUPATH_0011873,Low blood retinol (less than 20mg/dL),20,Blood test,,
http://purl.obolibrary.org/obo/EUPATH_0011875,Blood retinol (mg/dL),21,Blood test,,
http://purl.obolibrary.org/obo/EUPATH_0011180,Low adjusted blood zinc (less than 9.9 umol/L),22,Blood test,,
http://purl.obolibrary.org/obo/EUPATH_0011158,Adjusted blood zinc (umol/L),23,Blood test,,
http://purl.obolibrary.org/obo/EUPATH_0011874,Low blood zinc (less than 9.9 umol/L),24,Blood test,,
http://purl.obolibrary.org/obo/EUPATH_0011166,Blood zinc (umol/L),25,Blood test,,
http://purl.obolibrary.org/obo/EUPATH_0011879,Breastfeeding observation date,1,Breastfeeding,,
http://purl.obolibrary.org/obo/EUPATH_0011050,Breastfeeding data present today,2,Breastfeeding,,
http://purl.obolibrary.org/obo/EUPATH_0011645,Active breastfeeding,3,Breastfeeding,,
http://purl.obolibrary.org/obo/EUPATH_0011048,Breastfeeding status,4,Breastfeeding,,
http://purl.obolibrary.org/obo/EUPATH_0011023,Exclusively breastfed,5,Breastfeeding,,
http://purl.obolibrary.org/obo/EUPATH_0011046,Predominantly breastfed,6,Breastfeeding,,
http://purl.obolibrary.org/obo/EUPATH_0011043,Partially breastfed,7,Breastfeeding,,
http://purl.obolibrary.org/obo/EUPATH_0011041,Breastfeeding not reported last visit,8,Breastfeeding,,
http://purl.obolibrary.org/obo/EUPATH_0011629,Complementary food introduction,9,Breastfeeding,,
http://purl.obolibrary.org/obo/EUPATH_0011014,Cumulative days exclusively breastfed,10,Breastfeeding,,
http://purl.obolibrary.org/obo/EUPATH_0011019,Cumulative days predominantly breastfed,11,Breastfeeding,,
http://purl.obolibrary.org/obo/EUPATH_0011017,Cumulative days partially breastfed,12,Breastfeeding,,
http://purl.obolibrary.org/obo/EUPATH_0011015,Cumulative days not breastfed,13,Breastfeeding,,
http://purl.obolibrary.org/obo/EUPATH_0011061,Breastfeedings during recall,14,Breastfeeding,,
http://purl.obolibrary.org/obo/EUPATH_0011057,"Breastfeedings during recall, daytime",15,Breastfeeding,,
http://purl.obolibrary.org/obo/EUPATH_0011059,"Breastfeedings during recall, nighttime",16,Breastfeeding,,
http://purl.obolibrary.org/obo/EUPATH_0011646,"Breastfeedings yesterday, daytime",17,Breastfeeding,,
http://purl.obolibrary.org/obo/EUPATH_0011647,"Breastfeedings yesterday, nighttime",18,Breastfeeding,,
http://purl.obolibrary.org/obo/EUPATH_0011009,Breastfed within 1st 24hrs,1,Breastfeeding summary,,
http://purl.obolibrary.org/obo/EUPATH_0011010,Time between childbirth and 1st breastfeeding,2,Breastfeeding summary,,
http://purl.obolibrary.org/obo/EUPATH_0011008,Exclusively breastfed at 1st day of surveillance,3,Breastfeeding summary,,
http://purl.obolibrary.org/obo/EUPATH_0011011,Fed colostrum,4,Breastfeeding summary,,
http://purl.obolibrary.org/obo/EUPATH_0011012,Prelacteal feeding,5,Breastfeeding summary,,
http://purl.obolibrary.org/obo/EUPATH_0011049,Age last exclusively breastfed (days),6,Breastfeeding summary,,
http://purl.obolibrary.org/obo/EUPATH_0011027,"Age last exclusively breastfed, censored (days)",7,Breastfeeding summary,,
http://purl.obolibrary.org/obo/EUPATH_0011098,Daily calories (Kcal),1,Calories,,
http://purl.obolibrary.org/obo/EUPATH_0011064,Calories from carbohydrates (Kcal),2,Calories,,
http://purl.obolibrary.org/obo/EUPATH_0011065,Calories from fat (Kcal),3,Calories,,
http://purl.obolibrary.org/obo/EUPATH_0011066,Calories from protein (Kcal),4,Calories,,
http://purl.obolibrary.org/obo/EUPATH_0010998,"Campylobacter, by bacteriology",21,Campylobacter,,
http://purl.obolibrary.org/obo/EUPATH_0010999,"Campylobacter, by ELISA",22,Campylobacter,,
http://purl.obolibrary.org/obo/EUPATH_0010640,"Cumulative sum Campylobacter-pos stools, by bacteriology",1,Campylobacter aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010642,"Cumulative sum Campylobacter-pos 1st monthly stools, by bacteriology",2,Campylobacter aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010641,"Cumulative sum Campylobacter-pos 1st diarrheal stools, by bacteriology",3,Campylobacter aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010636,"Cumulative sum Campylobacter-pos stools, by ELISA",4,Campylobacter aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010638,"Cumulative sum Campylobacter-pos 1st monthly stools, by ELISA",5,Campylobacter aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010637,"Cumulative sum Campylobacter-pos 1st diarrheal stools, by ELISA",6,Campylobacter aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010643,"Chilomastix mesnili, by microscopy",,Chilomastix mesnili,,
http://purl.obolibrary.org/obo/EUPATH_0010644,Cumulative sum Chilomastix mesnili-pos stools,1,Chilomastix mesnili aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010646,Cumulative sum Chilomastix mesnili-pos 1st monthly stools,2,Chilomastix mesnili aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010645,Cumulative sum Chilomastix mesnili-pos 1st diarrheal stools,3,Chilomastix mesnili aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010843,Completely tested 1st diarrheal stool,1,Complete testing of diarrheal stool samples,,
http://purl.obolibrary.org/obo/EUPATH_0010567,Completely tested diarrheal stool,2,Complete testing of diarrheal stool samples,,
http://purl.obolibrary.org/obo/EUPATH_0010568,Completely tested diarrheal stool (ex microscopy),3,Complete testing of diarrheal stool samples,,
http://purl.obolibrary.org/obo/EUPATH_0010570,Completely tested diarrheal stool (ex NRV RT-PCR),4,Complete testing of diarrheal stool samples,,
http://purl.obolibrary.org/obo/EUPATH_0010569,Completely tested diarrheal stool (ex microscopy and NRV RT-PCR),5,Complete testing of diarrheal stool samples,,
http://purl.obolibrary.org/obo/EUPATH_0010846,Completely tested 1st monthly stool,1,Complete testing of monthly stool samples,,
http://purl.obolibrary.org/obo/EUPATH_0010571,Completely tested monthly stool,2,Complete testing of monthly stool samples,,
http://purl.obolibrary.org/obo/EUPATH_0010572,Completely tested monthly stool (ex archived stools),3,Complete testing of monthly stool samples,,
http://purl.obolibrary.org/obo/EUPATH_0010573,Completely tested monthly stool (ex time zero stools),4,Complete testing of monthly stool samples,,
http://purl.obolibrary.org/obo/EUPATH_0010574,"Completely tested monthly stool (ex archived, time zero stools)",5,Complete testing of monthly stool samples,,
http://purl.obolibrary.org/obo/EUPATH_0010575,Completely tested monthly stool (ex microscopy),6,Complete testing of monthly stool samples,,
http://purl.obolibrary.org/obo/EUPATH_0010576,"Completely tested monthly stool (ex archived, time zero stools, ex microscopy)",7,Complete testing of monthly stool samples,,
http://purl.obolibrary.org/obo/EUPATH_0010864,Cumulative completely tested stool count,1,Complete testing of stool samples,,
http://purl.obolibrary.org/obo/EUPATH_0010847,Cumulative completely tested monthly stool count,2,Complete testing of stool samples,,
http://purl.obolibrary.org/obo/EUPATH_0010844,Cumulative completely tested 1st diarrheal stool count,3,Complete testing of stool samples,,
http://purl.obolibrary.org/obo/EUPATH_0011852,Complete testing of monthly stool samples,4,Complete testing of stool samples,,
http://purl.obolibrary.org/obo/EUPATH_0011765,Complete testing of diarrheal stool samples,5,Complete testing of stool samples,,
http://purl.obolibrary.org/obo/EUPATH_0011000,"Cryptosporidium, by ELISA",,Cryptosporidium,,
http://purl.obolibrary.org/obo/EUPATH_0010751,"Cumulative sum Cryptosporidium-pos stools, by microscopy",1,Cryptosporidium aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010753,"Cumulative sum Cryptosporidium-pos 1st monthly stools, by microscopy",2,Cryptosporidium aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010752,"Cumulative sum Cryptosporidium-pos 1st diarrheal stools, by microscopy",3,Cryptosporidium aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010648,"Cumulative sum Cryptosporidium-pos stools, by ELISA",4,Cryptosporidium aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010650,"Cumulative sum Cryptosporidium-pos 1st monthly stools, by ELISA",5,Cryptosporidium aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010649,"Cumulative sum Cryptosporidium-pos 1st diarrheal stools, by ELISA",6,Cryptosporidium aggregate data,,
http://purl.obolibrary.org/obo/EUPATH_0010651,"Cyclospora, by microscopy",,Cyclospora,,
http://purl.obolibrary.org/obo/EUPATH_0010652,Cumulative sum Cyclospora-pos stools,1,Cyclospora aggregate data,,
