displayOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType
22,,,http://purl.obolibrary.org/obo/EUPATH_0011853,Entamoeba coli aggregate data,,Sample,Eukaryote detection aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011810,,,category
9,,,http://purl.obolibrary.org/obo/NCBITaxon_5759,Entamoeba histolytica,,Sample,Eukaryota,http://purl.obolibrary.org/obo/NCBITaxon_2759,,,category
23,,,http://purl.obolibrary.org/obo/EUPATH_0011772,Entamoeba histolytica aggregate data,,Sample,Eukaryote detection aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011810,,,category
1,,,http://purl.obolibrary.org/obo/EUPATH_0011773,Enteroaggressive Escherichia coli (EAEC) aggregate data,,Sample,Escherichia coli aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011782,,,category
10,,,http://purl.obolibrary.org/obo/NCBITaxon_51028,Enterobius vermicularis,,Sample,Eukaryota,http://purl.obolibrary.org/obo/NCBITaxon_2759,,,category
24,,,http://purl.obolibrary.org/obo/EUPATH_0011775,Enterobius vermicularis aggregate data,,Sample,Eukaryote detection aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011810,,,category
2,,,http://purl.obolibrary.org/obo/EUPATH_0011776,Enteroinvasive Escherichia coli (EIEC) aggregate data,,Sample,Escherichia coli aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011782,,,category
3,,,http://purl.obolibrary.org/obo/EUPATH_0011778,Enteropathogenic Escherichia coli (EPEC) aggregate data,,Sample,Escherichia coli aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011782,,,category
4,,,http://purl.obolibrary.org/obo/EUPATH_0011780,Enterotoxogenic Escherichia coli (ETEC) aggregate data,,Sample,Escherichia coli aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011782,,,category
3,,,http://purl.obolibrary.org/obo/NCBITaxon_562,Escherichia coli,,Sample,Bacteria,http://purl.obolibrary.org/obo/NCBITaxon_2,,,category
10,,,http://purl.obolibrary.org/obo/EUPATH_0011782,Escherichia coli aggregate data,,Sample,Bacteria detection aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011760,,,category
4,,,http://purl.obolibrary.org/obo/EUPATH_0011770,Escherichia coli tests,,Sample,Bacteriology,http://purl.obolibrary.org/obo/EUPATH_0011761,,,category
21,,,http://purl.obolibrary.org/obo/EUPATH_0011810,Eukaryote detection aggregate data,,Sample,Aggregate organism detection data,http://purl.obolibrary.org/obo/EUPATH_0010983,,,category
2,,,http://purl.obolibrary.org/obo/EUPATH_0011783,Fat,,Observation,Daily consumption,http://purl.obolibrary.org/obo/EUPATH_0011740,,,category
4,,,http://purl.obolibrary.org/obo/EUPATH_0011785,Fecal viral tests,,Sample,Microbiology tests performed,http://purl.obolibrary.org/obo/EUPATH_0011800,,,category
4,,,http://purl.obolibrary.org/obo/EUPATH_0000678,Feeding,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,category
9,,,http://purl.obolibrary.org/obo/EUPATH_0011683,Food security,,Household,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304,,,category
2,,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,,Household,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,category
11,,,http://purl.obolibrary.org/obo/NCBITaxon_5740,Giardia,,Sample,Eukaryota,http://purl.obolibrary.org/obo/NCBITaxon_2759,,,category
25,,,http://purl.obolibrary.org/obo/EUPATH_0011787,Giardia aggregate data,,Sample,Eukaryote detection aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011810,,,category
5,,,http://purl.obolibrary.org/obo/EUPATH_0011788,Heat labile (LT) enterotoxin aggregate data,,Sample,Enterotoxogenic Escherichia coli (ETEC) aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011780,,,category
4,,,http://purl.obolibrary.org/obo/EUPATH_0011789,Heat stable (ST) enterotoxin aggregate data,,Sample,Enterotoxogenic Escherichia coli (ETEC) aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011780,,,category
26,,,http://purl.obolibrary.org/obo/EUPATH_0011790,Hookworm aggregate data,,Sample,Eukaryote detection aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011810,,,category
12,,,http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category
,,,http://purl.obolibrary.org/obo/PCO_0000024,Household,,Household,,,,,category
3,,,http://purl.obolibrary.org/obo/EUPATH_0000731,Household water,,Household,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,category
12,,,http://purl.obolibrary.org/obo/NCBITaxon_6216,Hymenolepis diminuta,,Sample,Eukaryota,http://purl.obolibrary.org/obo/NCBITaxon_2759,,,category
27,,,http://purl.obolibrary.org/obo/EUPATH_0011791,Hymenolepis diminuta aggregate data,,Sample,Eukaryote detection aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011810,,,category
13,,,http://purl.obolibrary.org/obo/NCBITaxon_102285,Hymenolepis nana,,Sample,Eukaryota,http://purl.obolibrary.org/obo/NCBITaxon_2759,,,category
28,,,http://purl.obolibrary.org/obo/EUPATH_0011792,Hymenolepis nana aggregate data,,Sample,Eukaryote detection aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011810,,,category
,,,http://purl.obolibrary.org/obo/EUPATH_0021098,Immediate clinical history,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category
6,,,http://purl.obolibrary.org/obo/EUPATH_0011680,Income,,Household,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304,,,category
14,,,http://purl.obolibrary.org/obo/NCIT_C123491,Iodamoeba butschlii,,Sample,Eukaryota,http://purl.obolibrary.org/obo/NCBITaxon_2759,,,category
29,,,http://purl.obolibrary.org/obo/EUPATH_0011793,Iodamoeba butschlii aggregate data,,Sample,Eukaryote detection aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011810,,,category
15,,,http://purl.obolibrary.org/obo/NCBITaxon_56625,Isospora,,Sample,Eukaryota,http://purl.obolibrary.org/obo/NCBITaxon_2759,,,category
30,,,http://purl.obolibrary.org/obo/EUPATH_0011794,Isospora aggregate data,,Sample,Eukaryote detection aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011810,,,category
8,,,http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,,,category
17,,,http://purl.obolibrary.org/obo/FOODON_03412974,Liquids for consumption,,Observation,Diet,http://purl.obolibrary.org/obo/EUPATH_0011732,,,category
1,,,http://purl.obolibrary.org/obo/EUPATH_0011800,Microbiology tests performed,,Sample,Stool microbiology test,http://purl.obolibrary.org/obo/EUPATH_0000724,,,category
5,,,http://purl.obolibrary.org/obo/EUPATH_0011802,Microscopy,,Sample,Microbiology tests performed,http://purl.obolibrary.org/obo/EUPATH_0011800,,,category
5,,,http://purl.obolibrary.org/obo/EUPATH_0011801,Minerals,,Observation,Daily consumption,http://purl.obolibrary.org/obo/EUPATH_0011740,,,category
9,,,http://purl.obolibrary.org/obo/EUPATH_0011803,Monthly stool samples,,Sample,Stool sample,http://purl.obolibrary.org/obo/EUPATH_0011877,,,category
3,,,http://purl.obolibrary.org/obo/NCBITaxon_142786,Norovirus,,Sample,Virus,http://purl.obolibrary.org/obo/NCBITaxon_10239,,,category
21,,,http://purl.obolibrary.org/obo/EUPATH_0011809,Norovirus aggregate data,,Sample,Virus detection aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011832,,,category
2,,,http://purl.obolibrary.org/obo/NCBITaxon_122928,Norovirus GI,,Sample,Norovirus,http://purl.obolibrary.org/obo/NCBITaxon_142786,,,category
4,,,http://purl.obolibrary.org/obo/EUPATH_0011806,Norovirus GI aggregate data,,Sample,Norovirus aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011809,,,category
3,,,http://purl.obolibrary.org/obo/NCBITaxon_122929,Norovirus GII,,Sample,Norovirus,http://purl.obolibrary.org/obo/NCBITaxon_142786,,,category
5,,,http://purl.obolibrary.org/obo/EUPATH_0011807,Norovirus GII aggregate data,,Sample,Norovirus aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011809,,,category
,,,http://purl.obolibrary.org/obo/EUPATH_0000738,Observation,,Observation,,,,,category
2,,,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category
,,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,Participant,,,,,category
2,,,http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,category
8,,,http://purl.obolibrary.org/obo/OGMS_0000083,Physical examination,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category
11,,,http://purl.obolibrary.org/obo/EUPATH_0011813,Phytate ratios,,Observation,Daily consumption,http://purl.obolibrary.org/obo/EUPATH_0011740,,,category
4,,,http://purl.obolibrary.org/obo/NCBITaxon_703,Plesiomonas shigelloides,,Sample,Bacteria,http://purl.obolibrary.org/obo/NCBITaxon_2,,,category
13,,,http://purl.obolibrary.org/obo/EUPATH_0011811,Plesiomonas shigelloides aggregate data,,Sample,Bacteria detection aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011760,,,category
3,,,http://purl.obolibrary.org/obo/EUPATH_0011739,Proteins,,Observation,Daily consumption,http://purl.obolibrary.org/obo/EUPATH_0011740,,,category
6,,,http://purl.obolibrary.org/obo/EUPATH_0011812,Protozoa ELISA tests,,Sample,Microbiology tests performed,http://purl.obolibrary.org/obo/EUPATH_0011800,,,category
2,,,http://purl.obolibrary.org/obo/EUPATH_0011472,Raw antibody titer test result,,Sample,Blood antibody test,http://purl.obolibrary.org/obo/EUPATH_0011481,,,category
1,,,http://purl.obolibrary.org/obo/EUPATH_0011843,Raw bacteria data,,Sample,Raw test result,http://purl.obolibrary.org/obo/EUPATH_0010985,,,category
3,,,http://purl.obolibrary.org/obo/EUPATH_0011845,Raw eukaryota data,,Sample,Raw test result,http://purl.obolibrary.org/obo/EUPATH_0010985,,,category
5,,,http://purl.obolibrary.org/obo/EUPATH_0010985,Raw test result,,Sample,Stool microbiology test,http://purl.obolibrary.org/obo/EUPATH_0000724,,,category
2,,,http://purl.obolibrary.org/obo/EUPATH_0011844,Raw virus data,,Sample,Raw test result,http://purl.obolibrary.org/obo/EUPATH_0010985,,,category
4,,,http://purl.obolibrary.org/obo/NCBITaxon_10912,Rotavirus,,Sample,Virus,http://purl.obolibrary.org/obo/NCBITaxon_10239,,,category
22,,,http://purl.obolibrary.org/obo/EUPATH_0011814,Rotavirus aggregate data,,Sample,Virus detection aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011832,,,category
5,,,http://purl.obolibrary.org/obo/NCBITaxon_590,Salmonella,,Sample,Bacteria,http://purl.obolibrary.org/obo/NCBITaxon_2,,,category
14,,,http://purl.obolibrary.org/obo/EUPATH_0011815,Salmonella aggregate data,,Sample,Bacteria detection aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011760,,,category
,,,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,,Sample,,,,,category
2,,,http://purl.obolibrary.org/obo/OBI_0000659,Sample collection,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,,,category
16,,,http://purl.obolibrary.org/obo/NCBITaxon_6181,Schistosoma,,Sample,Eukaryota,http://purl.obolibrary.org/obo/NCBITaxon_2759,,,category
31,,,http://purl.obolibrary.org/obo/EUPATH_0011819,Schistosoma aggregate data,,Sample,Eukaryote detection aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011810,,,category
7,,,http://purl.obolibrary.org/obo/EUPATH_0011708,Schooling,,Household,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304,,,category
5,,,http://purl.obolibrary.org/obo/EUPATH_0011816,Shigatoxin producing Escherichia coli (STEC) aggregate data,,Sample,Escherichia coli aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011782,,,category
6,,,http://purl.obolibrary.org/obo/NCBITaxon_620,Shigella,,Sample,Bacteria,http://purl.obolibrary.org/obo/NCBITaxon_2,,,category
15,,,http://purl.obolibrary.org/obo/EUPATH_0011818,Shigella aggregate data,,Sample,Bacteria detection aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011760,,,category
7,,,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category
6,,,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,,Household,Household,http://purl.obolibrary.org/obo/PCO_0000024,,,category
16,,,http://purl.obolibrary.org/obo/FOODON_03430151,Solids for consumption,,Observation,Diet,http://purl.obolibrary.org/obo/EUPATH_0011732,,,category
12,,,http://purl.obolibrary.org/obo/EUPATH_0010038,Stool characteristics,,Sample,Stool sample,http://purl.obolibrary.org/obo/EUPATH_0011877,,,category
3,,,http://purl.obolibrary.org/obo/EUPATH_0011748,Stool intestinal inflammation test,,Sample,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,,,category
2,,,http://purl.obolibrary.org/obo/EUPATH_0000724,Stool microbiology test,,Sample,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,,,category
3,,,http://purl.obolibrary.org/obo/EUPATH_0011877,Stool sample,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,,,category
6,,,http://purl.obolibrary.org/obo/EUPATH_0010039,Stool sample collection process,,Sample,Sample collection,http://purl.obolibrary.org/obo/OBI_0000659,,,category
17,,,http://purl.obolibrary.org/obo/NCBITaxon_6248,Strongyloides stercoralis,,Sample,Eukaryota,http://purl.obolibrary.org/obo/NCBITaxon_2759,,,category
32,,,http://purl.obolibrary.org/obo/EUPATH_0011821,Strongyloides stercoralis aggregate data,,Sample,Eukaryote detection aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011810,,,category
12,,,http://purl.obolibrary.org/obo/EUPATH_0011878,Symptoms by maternal report,,Observation,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,,,category
18,,,http://purl.obolibrary.org/obo/NCBITaxon_6202,Taenia,,Sample,Eukaryota,http://purl.obolibrary.org/obo/NCBITaxon_2759,,,category
33,,,http://purl.obolibrary.org/obo/EUPATH_0011822,Taenia aggregate data,,Sample,Eukaryote detection aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011810,,,category
6,,,http://purl.obolibrary.org/obo/EUPATH_0011876,Test result summary,,Sample,Stool microbiology test,http://purl.obolibrary.org/obo/EUPATH_0000724,,,category
13,,,http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,category
19,,,http://purl.obolibrary.org/obo/NCBITaxon_36087,Trichuris trichiura,,Sample,Eukaryota,http://purl.obolibrary.org/obo/NCBITaxon_2759,,,category
34,,,http://purl.obolibrary.org/obo/EUPATH_0011823,Trichuris trichiura aggregate data,,Sample,Eukaryote detection aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011810,,,category
5,,,http://purl.obolibrary.org/obo/OBI_0000651,Urine sample,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,,,category
7,,,http://purl.obolibrary.org/obo/EUPATH_0011473,Urine sample collection process,,Sample,Sample collection,http://purl.obolibrary.org/obo/OBI_0000659,,,category
6,,,http://purl.obolibrary.org/obo/EUPATH_0011797,Urine test,,Sample,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,,,category
7,,,http://purl.obolibrary.org/obo/NCBITaxon_662,Vibrio,,Sample,Bacteria,http://purl.obolibrary.org/obo/NCBITaxon_2,,,category
16,,,http://purl.obolibrary.org/obo/EUPATH_0011825,Vibrio aggregate data,,Sample,Bacteria detection aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011760,,,category
4,,,http://purl.obolibrary.org/obo/EUPATH_0011828,Virulence factor gene ipaH aggregate data,,Sample,Enteroinvasive Escherichia coli (EIEC) aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011776,,,category
4,,,http://purl.obolibrary.org/obo/EUPATH_0011831,Virulence factor genes aatA and aaiC aggregate data,,Sample,Enteroaggressive Escherichia coli (EAEC) aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011773,,,category
7,,,http://purl.obolibrary.org/obo/EUPATH_0011826,Virulence factor genes bfpA and eae aggregate data,,Sample,Enteropathogenic Escherichia coli (EPEC) aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011778,,,category
4,,,http://purl.obolibrary.org/obo/EUPATH_0011829,Virulence factor genes stx1 and stx2 aggregate data,,Sample,Shigatoxin producing Escherichia coli (STEC) aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011816,,,category
20,,,http://purl.obolibrary.org/obo/EUPATH_0011832,Virus detection aggregate data,,Sample,Aggregate organism detection data,http://purl.obolibrary.org/obo/EUPATH_0010983,,,category
4,,,http://purl.obolibrary.org/obo/EUPATH_0011743,Vitamins,,Observation,Daily consumption,http://purl.obolibrary.org/obo/EUPATH_0011740,,,category
2,,,http://purl.obolibrary.org/obo/EUPATH_0000596,Waste disposal,,Household,Dwelling facilities,http://purl.obolibrary.org/obo/EUPATH_0000302,,,category
2,,,http://purl.obolibrary.org/obo/EUPATH_0011191,Weaning summary,,Participant,Feeding,http://purl.obolibrary.org/obo/EUPATH_0000678,,,category
8,,,http://purl.obolibrary.org/obo/NCBITaxon_630,Yersinia enterocolitica,,Sample,Bacteria,http://purl.obolibrary.org/obo/NCBITaxon_2,,,category
17,,,http://purl.obolibrary.org/obo/EUPATH_0011835,Yersinia enterocolitica aggregate data,,Sample,Bacteria detection aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011760,,,category
1,,mn_blood_iar.csv,http://purl.obolibrary.org/obo/EUPATH_0011924,Blood sample collected in target window,,Sample,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,"Assessment is conducted in target window, extened window, out of window. Source=FRQ. out of window = 0, in target window = 1, in extended window = 2","0, 1, 2, NA",derived
2,,zscores.csv,http://purl.obolibrayr.org/obo/EUPATH_0011928,Urban or rural site,,Household,Geographic location,http://purl.obolibrary.org/obo/GAZ_00000448,"Source=calculated. Is site urban or rural? Urban sites = BG, BR, IN, NP; rural sites = PE, PK, SA, TZ","BG, BR, IN, NP, PE, PK, SA, TZ",derived
2,,mn_blood_iar.csv,http://purl.obolibrary.org/obo/EUPATH_0011923,Urine sample collected in target window,,Sample,Urine sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011473,"Assessment is conducted in target window, extened window, out of window. Source=FRQ. out of window = 0, in target window = 1, in extended window = 2","0, 1, 2, NA",derived
8,,,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,,Household,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304,,,multifilter
2,,,http://purl.obolibrary.org/obo/NCBITaxon_2,Bacteria,,Sample,Stool microbiology test,http://purl.obolibrary.org/obo/EUPATH_0000724,,,multifilter
4,,,http://purl.obolibrary.org/obo/NCBITaxon_2759,Eukaryota,,Sample,Stool microbiology test,http://purl.obolibrary.org/obo/EUPATH_0000724,,,multifilter
