dataSet,category,termType,variable,label,parentLabel,is_featured,is_temporal,definition,forceStringType,defaultBinWidth,parentIRI,dataFile,colOrder,displayOrder,codebookDescription,codebookValues,notesForOnt,notesForProvider,notesForDL,repeated,mergeKey,unitLabel,unitIRI,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,IRI
WWARN_ACT,Community,value,included.or.excluded_pfmdr1.n1042,pfmdr1 N1042  mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,254,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfmdr1.d1246,pfmdr1 D1246  mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,255,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfcrt.k76,pfcrt K76  mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,256,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfcrt.cmnk,pfcrt CMNK  mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,257,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfcrt.ciet,pfcrt CIET  mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,258,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfcrt.cmnt,pfcrt CMNT  mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,259,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfcrt.cmdt,pfcrt CMDT  mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,260,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfcrt.cint,pfcrt CINT  mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,261,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfmdr1.1246d.y,pfmdr1 1246D/Y  mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,262,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfmdr1.yysny,pfmdr1 YYSNY  mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,263,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfcrt.cmet,pfcrt CMET  mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,264,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfmdr1.copy.number...2,pfmdr1 copy number=2  mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,265,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfpm2.copy.number.1,pfpm2 copy number=1  mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,266,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfpm2.copy.number..1,pfpm2 copy number>1  mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,267,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfmdr1.copy.number...4.or.higher,pfmdr1 copy number>=4  mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,268,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfmdr1.copy.number...3,pfmdr1 copy number=3  mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,269,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfmdr1.copy.number...4,pfmdr1 copy number=4  mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,270,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfcrt.cidt,pfcrt CIDT  mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,271,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfmdr1.copy.number...5.or.higher,pfmdr1 copy number>=5  mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,272,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfcrt.93s,pfcrt 93S mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,273,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfcrt.97y,pfcrt 97Y mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,274,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfcrt.f145i,pfcrt F145I mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,275,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfcrt.343i,pfcrt 343I mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,276,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfcrt.353v,pfcrt 353V mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,277,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfcrt.smet,pfcrt SMET mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,278,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfcrt.ciek,pfcrt CIEK mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,279,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfmdr1.yyy,pfmdr1 YYY mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,280,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfmdr1.nfd,pfmdr1 NFD mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,281,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfmdr1.1034s.c,pfmdr1 1034S/C mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,282,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfcrt.i218f,pfcrt I218F mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,283,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfmdr1.nfcdd,pfmdr1 NFCDD mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,284,,,,,,,,,,,,,,,
WWARN_ACT,Community,value,included.or.excluded_pfmdr1.nfcnd,pfmdr1 NFCND mixed infections,Inclusion of mixed infections,,,,,,,wwarn_act_wide,285,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,study.id,Study ID,Community administrative information,,,,,,http://purl.obolibrary.org/obo/EUPATH_0035125,wwarn_act_wide,1,1,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,site.number,Site number,Community administrative information,,,,,,http://purl.obolibrary.org/obo/EUPATH_0035125,wwarn_act_wide,2,2,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/EUPATH_0064401
WWARN_ACT,Community,variable,country,Country,Geographic location,yes,,,,,http://purl.obolibrary.org/obo/GAZ_00000448,wwarn_act_wide,3,1,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/ENVO_00000009
WWARN_ACT,Community,variable,site,Study site,Geographic location,yes,,,,,http://purl.obolibrary.org/obo/GAZ_00000448,wwarn_act_wide,4,2,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/EUPATH_0021094
WWARN_ACT,Community,variable,lon,Longitude,Geolocation,,,,,,http://purl.obolibrary.org/obo/EUPATH_0043212,wwarn_act_wide,5,1,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/OBI_0001621
WWARN_ACT,Community,variable,lat,Latitude,Geolocation,,,,,,http://purl.obolibrary.org/obo/EUPATH_0043212,wwarn_act_wide,6,2,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/OBI_0001620
WWARN_ACT,Community,variable,study.start,Sample collection start year,Community sample collection process,yes,yes,,,,http://purl.obolibrary.org/obo/EUPATH_0064411,wwarn_act_wide,7,1,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/EUPATH_0043256
WWARN_ACT,Community,variable,study.end,Sample collection end year,Community sample collection process,yes,yes,,,,http://purl.obolibrary.org/obo/EUPATH_0064411,wwarn_act_wide,8,2,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/EUPATH_0043257
WWARN_ACT,Community,variable,author,Authors of publication,Publication information,,,,,,http://purl.obolibrary.org/obo/IAO_0000311,wwarn_act_wide,9,5,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000442
WWARN_ACT,Community,variable,publication.year,Publication year,Publication information,yes,yes,,,,http://purl.obolibrary.org/obo/IAO_0000311,wwarn_act_wide,10,1,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/MI_0886
WWARN_ACT,Community,variable,publication.url,Publication URL,Publication information,,,,,,http://purl.obolibrary.org/obo/IAO_0000311,wwarn_act_wide,11,3,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/MI_0614
WWARN_ACT,Community,variable,title,Title of publication,Publication information,,,,,,http://purl.obolibrary.org/obo/IAO_0000311,wwarn_act_wide,12,2,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/MI_1091
WWARN_ACT,Community,variable,notes,Notes,Community administrative information,,,,,,http://purl.obolibrary.org/obo/EUPATH_0035125,wwarn_act_wide,13,3,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,pubmed.id,PubMed ID,Publication information,,,,,,http://purl.obolibrary.org/obo/IAO_0000311,wwarn_act_wide,14,4,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/OBI_0001617
WWARN_ACT,Community,variable,tested_pfcrt.smnt,Total isolates tested for pfcrt SMNT,Total isolates tested,,,number of samples tested for pfcrt SMNT,,,,wwarn_act_wide,16,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfmdr1.86y,Total isolates tested for pfmdr1 86Y,Total isolates tested,,,number of samples tested for pfmdr1 86Y,,,,wwarn_act_wide,17,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfmdr1.184f,Total isolates tested for pfmdr1 184F,Total isolates tested,,,number of samples tested for pfmdr1 184F,,,,wwarn_act_wide,18,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfcrt.76t,Total isolates tested for pfcrt 76T,Total isolates tested,,,number of samples tested for pfcrt 76T,,,,wwarn_act_wide,19,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfmdr1.1246y,Total isolates tested for pfmdr1 1246Y,Total isolates tested,,,number of samples tested for pfmdr1 1246Y,,,,wwarn_act_wide,20,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfmdr1.copy.number..1,Total isolates tested for pfmdr1 copy number >1,Total isolates tested,,,number of samples tested for pfmdr1 copy number >1,,,,wwarn_act_wide,21,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfmdr1.nfsnd,Total isolates tested for pfmdr1 NFSND,Total isolates tested,,,number of samples tested for pfmdr1 NFSND,,,,wwarn_act_wide,22,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfcrt.76k.t,Total isolates tested for pfcrt 76K/T,Total isolates tested,,,number of samples tested for pfcrt 76K/T,,,,wwarn_act_wide,23,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfmdr1.n86,Total isolates tested for pfmdr1 N86,Total isolates tested,,,number of samples tested for pfmdr1 N86,,,,wwarn_act_wide,24,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfmdr1.86n.y,Total isolates tested for pfmdr1 86N/Y,Total isolates tested,,,number of samples tested for pfmdr1 86N/Y,,,,wwarn_act_wide,25,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfmdr1.y184,Total isolates tested for pfmdr1 Y184,Total isolates tested,,,number of samples tested for pfmdr1 Y184,,,,wwarn_act_wide,26,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfmdr1.184y.f,Total isolates tested for pfmdr1 184Y/F,Total isolates tested,,,number of samples tested for pfmdr1 184Y/F,,,,wwarn_act_wide,27,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfmdr1.s1034,Total isolates tested for pfmdr1 S1034,Total isolates tested,,,number of samples tested for pfmdr1 S1034,,,,wwarn_act_wide,28,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfmdr1.n1042,Total isolates tested for pfmdr1 N1042,Total isolates tested,,,number of samples tested for pfmdr1 N1042,,,,wwarn_act_wide,29,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfmdr1.d1246,Total isolates tested for pfmdr1 D1246,Total isolates tested,,,number of samples tested for pfmdr1 D1246,,,,wwarn_act_wide,30,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfcrt.k76,Total isolates tested for pfcrt K76,Total isolates tested,,,number of samples tested for pfcrt K76,,,,wwarn_act_wide,31,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfcrt.cmnk,Total isolates tested for pfcrt CMNK,Total isolates tested,,,number of samples tested for pfcrt CMNK,,,,wwarn_act_wide,32,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfcrt.ciet,Total isolates tested for pfcrt CIET,Total isolates tested,,,number of samples tested for pfcrt CIET,,,,wwarn_act_wide,33,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfcrt.cmnt,Total isolates tested for pfcrt CMNT,Total isolates tested,,,number of samples tested for pfcrt CMNT,,,,wwarn_act_wide,34,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfcrt.cmdt,Total isolates tested for pfcrt CMDT,Total isolates tested,,,number of samples tested for pfcrt CMDT,,,,wwarn_act_wide,35,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfcrt.cint,Total isolates tested for pfcrt CINT,Total isolates tested,,,number of samples tested for pfcrt CINT,,,,wwarn_act_wide,36,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfmdr1.1246d.y,Total isolates tested for pfmdr1 1246D/Y,Total isolates tested,,,number of samples tested for pfmdr1 1246D/Y,,,,wwarn_act_wide,37,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfmdr1.yysny,Total isolates tested for pfmdr1 YYSNY,Total isolates tested,,,number of samples tested for pfmdr1 YYSNY,,,,wwarn_act_wide,38,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfcrt.cmet,Total isolates tested for pfcrt CMET,Total isolates tested,,,number of samples tested for pfcrt CMET,,,,wwarn_act_wide,39,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfmdr1.copy.number...2,Total isolates tested for pfmdr1 copy number=2,Total isolates tested,,,number of samples tested for pfmdr1 copy number=2,,,,wwarn_act_wide,40,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfpm2.copy.number.1,Total isolates tested for pfpm2 copy number=1,Total isolates tested,,,number of samples tested for pfpm2 copy number=1,,,,wwarn_act_wide,41,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfpm2.copy.number..1,Total isolates tested for pfpm2 copy number >1,Total isolates tested,,,number of samples tested for pfpm2 copy number >1,,,,wwarn_act_wide,42,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfmdr1.copy.number...4.or.higher,Total isolates tested for pfmdr1 copy number >=4,Total isolates tested,,,number of samples tested for pfmdr1 copy number >=4,,,,wwarn_act_wide,43,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfmdr1.copy.number...3,Total isolates tested for pfmdr1 copy number=3,Total isolates tested,,,number of samples tested for pfmdr1 copy number=3,,,,wwarn_act_wide,44,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfmdr1.copy.number...4,Total isolates tested for pfmdr1 copy number=4,Total isolates tested,,,number of samples tested for pfmdr1 copy number=4,,,,wwarn_act_wide,45,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfcrt.cidt,Total isolates tested for pfcrt CIDT,Total isolates tested,,,number of samples tested for pfcrt CIDT,,,,wwarn_act_wide,46,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfmdr1.copy.number...5.or.higher,Total isolates tested for pfmdr1 copy number >=5,Total isolates tested,,,number of samples tested for pfmdr1 copy number >=5,,,,wwarn_act_wide,47,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfcrt.93s,Total isolates tested for pfcrt 93S,Total isolates tested,,,number of samples tested for pfcrt 93S,,,,wwarn_act_wide,48,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfcrt.97y,Total isolates tested for pfcrt 97Y,Total isolates tested,,,number of samples tested for pfcrt 97Y,,,,wwarn_act_wide,49,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfcrt.f145i,Total isolates tested for pfcrt F145I,Total isolates tested,,,number of samples tested for pfcrt F145I,,,,wwarn_act_wide,50,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfcrt.343i,Total isolates tested for pfcrt 343I,Total isolates tested,,,number of samples tested for pfcrt 343I,,,,wwarn_act_wide,51,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfcrt.353v,Total isolates tested for pfcrt 353V,Total isolates tested,,,number of samples tested for pfcrt 353V,,,,wwarn_act_wide,52,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfcrt.smet,Total isolates tested for pfcrt SMET,Total isolates tested,,,number of samples tested for pfcrt SMET,,,,wwarn_act_wide,53,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfcrt.ciek,Total isolates tested for pfcrt CIEK,Total isolates tested,,,number of samples tested for pfcrt CIEK,,,,wwarn_act_wide,54,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfmdr1.yyy,Total isolates tested for pfmdr1 YYY,Total isolates tested,,,number of samples tested for pfmdr1 YYY,,,,wwarn_act_wide,55,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfmdr1.nfd,Total isolates tested for pfmdr1 NFD,Total isolates tested,,,number of samples tested for pfmdr1 NFD,,,,wwarn_act_wide,56,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfmdr1.1034s.c,Total isolates tested for pfmdr1 1034S/C,Total isolates tested,,,number of samples tested for pfmdr1 1034S/C,,,,wwarn_act_wide,57,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfcrt.i218f,Total isolates tested for pfcrt I218F,Total isolates tested,,,number of samples tested for pfcrt I218F,,,,wwarn_act_wide,58,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfmdr1.nfcdd,Total isolates tested for pfmdr1 NFCDD,Total isolates tested,,,number of samples tested for pfmdr1 NFCDD,,,,wwarn_act_wide,59,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,tested_pfmdr1.nfcnd,Total isolates tested for pfmdr1 NFCND,Total isolates tested,,,number of samples tested for pfmdr1 NFCND,,,,wwarn_act_wide,60,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfcrt.smnt,pfcrt SMNT count,Drug resistance marker counts,,,number of samples with pfcrt SMNT identified,,,,wwarn_act_wide,61,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfmdr1.86y,pfmdr1 86Y count,Drug resistance marker counts,,,number of samples with pfmdr1 86Y identified,,,,wwarn_act_wide,62,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfmdr1.184f,pfmdr1 184F count,Drug resistance marker counts,,,number of samples with pfmdr1 184F identified,,,,wwarn_act_wide,63,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfcrt.76t,pfcrt 76T count,Drug resistance marker counts,,,number of samples with pfcrt 76T identified,,,,wwarn_act_wide,64,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfmdr1.1246y,pfmdr1 1246Y count,Drug resistance marker counts,,,number of samples with pfmdr1 1246Y identified,,,,wwarn_act_wide,65,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfmdr1.copy.number..1,pfmdr1 copy number>1 count,Drug resistance marker counts,,,number of samples with pfmdr1 copy number>1 identified,,,,wwarn_act_wide,66,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfmdr1.nfsnd,pfmdr1 NFSND count,Drug resistance marker counts,,,number of samples with pfmdr1 NFSND identified,,,,wwarn_act_wide,67,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfcrt.76k.t,pfcrt 76K/T count,Drug resistance marker counts,,,number of samples with pfcrt 76K/T identified,,,,wwarn_act_wide,68,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfmdr1.n86,pfmdr1 N86 count,Drug resistance marker counts,,,number of samples with pfmdr1 N86 identified,,,,wwarn_act_wide,69,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfmdr1.86n.y,pfmdr1 86N/Y count,Drug resistance marker counts,,,number of samples with pfmdr1 86N/Y identified,,,,wwarn_act_wide,70,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfmdr1.y184,pfmdr1 Y184 count,Drug resistance marker counts,,,number of samples with pfmdr1 Y184 identified,,,,wwarn_act_wide,71,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfmdr1.184y.f,pfmdr1 184Y/F count,Drug resistance marker counts,,,number of samples with pfmdr1 184Y/F identified,,,,wwarn_act_wide,72,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfmdr1.s1034,pfmdr1 S1034 count,Drug resistance marker counts,,,number of samples with pfmdr1 S1034 identified,,,,wwarn_act_wide,73,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfmdr1.n1042,pfmdr1 N1042 count,Drug resistance marker counts,,,number of samples with pfmdr1 N1042 identified,,,,wwarn_act_wide,74,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfmdr1.d1246,pfmdr1 D1246 count,Drug resistance marker counts,,,number of samples with pfmdr1 D1246 identified,,,,wwarn_act_wide,75,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfcrt.k76,pfcrt K76 count,Drug resistance marker counts,,,number of samples with pfcrt K76 identified,,,,wwarn_act_wide,76,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfcrt.cmnk,pfcrt CMNK count,Drug resistance marker counts,,,number of samples with pfcrt CMNK identified,,,,wwarn_act_wide,77,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfcrt.ciet,pfcrt CIET count,Drug resistance marker counts,,,number of samples with pfcrt CIET identified,,,,wwarn_act_wide,78,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfcrt.cmnt,pfcrt CMNT count,Drug resistance marker counts,,,number of samples with pfcrt CMNT identified,,,,wwarn_act_wide,79,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfcrt.cmdt,pfcrt CMDT count,Drug resistance marker counts,,,number of samples with pfcrt CMDT identified,,,,wwarn_act_wide,80,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfcrt.cint,pfcrt CINT count,Drug resistance marker counts,,,number of samples with pfcrt CINT identified,,,,wwarn_act_wide,81,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfmdr1.1246d.y,pfmdr1 1246D/Y count,Drug resistance marker counts,,,number of samples with pfmdr1 1246D/Y identified,,,,wwarn_act_wide,82,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfmdr1.yysny,pfmdr1 YYSNY count,Drug resistance marker counts,,,number of samples with pfmdr1 YYSNY identified,,,,wwarn_act_wide,83,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfcrt.cmet,pfcrt CMET count,Drug resistance marker counts,,,number of samples with pfcrt CMET identified,,,,wwarn_act_wide,84,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfmdr1.copy.number...2,pfmdr1 copy number=2 count,Drug resistance marker counts,,,number of samples with pfmdr1 copy number=2 identified,,,,wwarn_act_wide,85,,,,,,,,,,,,,,,
WWARN_ACT,Community,variable,present_pfpm2.copy.number.1,pfpm2 copy number=1 count,Drug resistance marker counts,,,number of samples with pfpm2 copy number=1 identified,,,,wwarn_act_wide,86,,,,,,,,,,,,,,,
