colOrder,variable,dataFile,keepDiscard,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,uniqueVar,dataSet,variable_dataFile,type,example,dateTime,formatCode,values,uniqueValueCount,percentMissing,flag
14,samplevette_rad,st3participantsample_data_2022-01-10_1509,keep,,,B3. Microvette,"1, Yes | 0, No",,,,NA,st3participantsample_data_2022-01-10_1509::samplevette_rad,India ICEMR DAMaN,samplevette_rad,int,1,NA,NA,0 to 1,2,0,NA
15,samplevac_rad,st3participantsample_data_2022-01-10_1509,keep,,,B4. Vacutainer,"1, Yes | 0, No",,,,NA,st3participantsample_data_2022-01-10_1509::samplevac_rad,India ICEMR DAMaN,samplevac_rad,int,NA,NA,NA,0 to 1,2,0,NA
16,notes,st3participantsample_data_2022-01-10_1509,discard,,,Remarks about the sample collection,NA,,,,NA,st3participantsample_data_2022-01-10_1509::notes,India ICEMR DAMaN,notes,chr,Good,NA,NA,>10 unique values,19,0.000924927,duplicated variable
17,collectorsig,st3participantsample_data_2022-01-10_1509,discard,,,"Sample collected by
",NA,,,,NA,st3participantsample_data_2022-01-10_1509::collectorsig,India ICEMR DAMaN,collectorsig,chr,Satya,NA,NA,>10 unique values,38,0.000770772,duplicated variable
18,collectorsigdate,st3participantsample_data_2022-01-10_1509,discard,,,Date,NA,,,,date_dmy,st3participantsample_data_2022-01-10_1509::collectorsigdate,India ICEMR DAMaN,collectorsigdate,chr,7/13/19,date?,%Y-%m-%d,>10 unique values,106,0.000924927,duplicated variable
19,mc_samples_complete,st3participantsample_data_2022-01-10_1509,discard,,,NA,NA,,,,NA,st3participantsample_data_2022-01-10_1509::mc_samples_complete,India ICEMR DAMaN,mc_samples_complete,int,2,NA,NA,0 to 2,2,0,NA
1,uid,st3questionnaire_data_2022-01-10_1508,discard,,,Record ID,NA,,,,NA,st3questionnaire_data_2022-01-10_1508::uid,India ICEMR DAMaN,uid,chr,01_001,NA,NA,>10 unique values,2560,0,duplicated variable
2,redcap_repeat_instrument,st3questionnaire_data_2022-01-10_1508,discard,,,NA,NA,,,,NA,st3questionnaire_data_2022-01-10_1508::redcap_repeat_instrument,India ICEMR DAMaN,redcap_repeat_instrument,chr,premc,NA,NA,premc,1,0,duplicated variable
3,redcap_repeat_instance,st3questionnaire_data_2022-01-10_1508,keep,,,NA,NA,,,,NA,st3questionnaire_data_2022-01-10_1508::redcap_repeat_instance,India ICEMR DAMaN,redcap_repeat_instance,int,1,NA,NA,1 to 5,5,0,duplicated variable
4,visdat,st3questionnaire_data_2022-01-10_1508,discard,,,1. Date of interview,NA,,,,date_dmy,st3questionnaire_data_2022-01-10_1508::visdat,India ICEMR DAMaN,visdat,chr,9/5/19,date?,%Y-%m-%d,>10 unique values,105,0.002311604,duplicated variable
5,villageid,st3questionnaire_data_2022-01-10_1508,discard,,,2. Village number,NA,,,,integer,st3questionnaire_data_2022-01-10_1508::villageid,India ICEMR DAMaN,villageid,int,1,NA,NA,1 to 150,18,0,duplicated variable
6,houseid,st3questionnaire_data_2022-01-10_1508,discard,,,3. Household number,NA,,,,NA,st3questionnaire_data_2022-01-10_1508::houseid,India ICEMR DAMaN,houseid,int,NA,NA,NA,1 to 102,67,0,duplicated variable
7,subjid,st3questionnaire_data_2022-01-10_1508,discard,,,4. Participant number,NA,,,,NA,st3questionnaire_data_2022-01-10_1508::subjid,India ICEMR DAMaN,subjid,chr,1,NA,NA,>10 unique values,351,0.002157497,duplicated variable
8,composite,st3questionnaire_data_2022-01-10_1508,discard,,,The composite ID is [villageid]_[subjid]. Does this match the Record ID on the individual's blue participant card?,NA,,,,NA,st3questionnaire_data_2022-01-10_1508::composite,India ICEMR DAMaN,composite,int,1,NA,NA,1 to 1,1,0,NA
9,age,st3questionnaire_data_2022-01-10_1508,keep,,,A1. How old are you (is this child)?,NA,,,,NA,st3questionnaire_data_2022-01-10_1508::age,India ICEMR DAMaN,age,dbl,50,NA,NA,1 to 99.5,99,0,NA
10,relatetochild_rad,st3questionnaire_data_2022-01-10_1508,keep,,,A2. What is your relationship to this child?,"1, Self | 2, Parent | 3, Grandparent | 4, Aunt or uncle | 5, Brother or sister | 6, Other",,,,NA,st3questionnaire_data_2022-01-10_1508::relatetochild_rad,India ICEMR DAMaN,relatetochild_rad,int,NA,NA,NA,1 to 6,5,0,NA
11,relatetochildother,st3questionnaire_data_2022-01-10_1508,keep,,,A2.1 Specify other relationship,NA,,,,NA,st3questionnaire_data_2022-01-10_1508::relatetochildother,India ICEMR DAMaN,relatetochildother,chr,Teacher,NA,NA,", Teacher",1,0.999229465,NA
12,occupantsnum,st3questionnaire_data_2022-01-10_1508,keep,,,A3. How many people are in your household?,NA,,,,integer,st3questionnaire_data_2022-01-10_1508::occupantsnum,India ICEMR DAMaN,occupantsnum,int,4,NA,NA,1 to 21,17,0,NA
13,respondentsex,st3questionnaire_data_2022-01-10_1508,keep,,,"A4. Are you (Is this child) male, or female?","1, Male | 2, Female | 88, DK | 99, Refused",,,,NA,st3questionnaire_data_2022-01-10_1508::respondentsex,India ICEMR DAMaN,respondentsex,int,1,NA,NA,1 to 99,4,0,NA
14,edulevel_rad,st3questionnaire_data_2022-01-10_1508,keep,,,A5. What is your (this child's) highest level of education?,"1, No schooling | 2, Below primary | 3, Primary (1-5) | 4, Middle (6-8) | 5, Secondary/matric (class X) | 6, Higher Secondary (class XII) | 7, Graduate | 8, Post graduate | 9, Diploma | 10, Other| 88, DK | 99, Refused",,,,NA,st3questionnaire_data_2022-01-10_1508::edulevel_rad,India ICEMR DAMaN,edulevel_rad,int,1,NA,NA,1 to 99,12,0,NA
15,edulevelother,st3questionnaire_data_2022-01-10_1508,discard,,,A5.1. Specify other education level,NA,,,,NA,st3questionnaire_data_2022-01-10_1508::edulevelother,India ICEMR DAMaN,edulevelother,chr,3,NA,NA,", +3, Iti",2,0.999691786,NA
16,occupation_rad,st3questionnaire_data_2022-01-10_1508,keep,,,A6. What is your (this child's) usual occupation?,"1, Cultivator (independent farmer) |  2, Agricultural laborer |  3, Daily wage/labor |  4, Salaried service |  5, Self-employed/trade |  6, Housewife |  7, Student |  8, Child, not schooling |  9, None |  10, Other | 88, DK | 99, Refused",,,,NA,st3questionnaire_data_2022-01-10_1508::occupation_rad,India ICEMR DAMaN,occupation_rad,int,1,NA,NA,1 to 99,11,0,NA
17,occupationother,st3questionnaire_data_2022-01-10_1508,keep,,,A6.1. Specify other occupation,NA,,,,NA,st3questionnaire_data_2022-01-10_1508::occupationother,India ICEMR DAMaN,occupationother,chr,Sarpanch,NA,NA,", Sarpanch",1,0.999845893,NA
18,sleepout_rad,st3questionnaire_data_2022-01-10_1508,keep,,,A7. Do you (Does this child) sleep outside at night for any reason?,"0, No | 1, Yes | 88, DK | 99, Refused",,,,NA,st3questionnaire_data_2022-01-10_1508::sleepout_rad,India ICEMR DAMaN,sleepout_rad,int,0,NA,NA,0 to 88,3,0,NA
19,sleepoutnet_rad,st3questionnaire_data_2022-01-10_1508,keep,,,"A8. When you (this child) sleep outside at night, do you (does this child) sleep under an insecticide-treated bed net?","0, No | 1, Yes | 88, DK | 99, Refused",,,,NA,st3questionnaire_data_2022-01-10_1508::sleepoutnet_rad,India ICEMR DAMaN,sleepoutnet_rad,int,NA,NA,NA,0 to 99,3,0,NA
20,fever48_rad,st3questionnaire_data_2022-01-10_1508,keep,,,A9. Have you had a fever in the last 48 hours?,"0, No | 1, Yes | 88, DK | 99, Refused",,,,NA,st3questionnaire_data_2022-01-10_1508::fever48_rad,India ICEMR DAMaN,fever48_rad,int,NA,NA,NA,0 to 88,3,0,NA
21,covidfever_rad,st3questionnaire_data_2022-01-10_1508,keep,,,"A10. Have you had a fever since March 1, 2020?","0, No | 1, Yes | 88, DK | 99, Refused",,,,NA,st3questionnaire_data_2022-01-10_1508::covidfever_rad,India ICEMR DAMaN,covidfever_rad,int,NA,NA,NA,0 to 88,3,0,NA
22,covidcough_rad,st3questionnaire_data_2022-01-10_1508,keep,,,"A11. Since March 1, 2020, have you had a dry cough and/or shortness of breath?","0, No | 1, Yes | 88, DK | 99, Refused",,,,NA,st3questionnaire_data_2022-01-10_1508::covidcough_rad,India ICEMR DAMaN,covidcough_rad,int,NA,NA,NA,0 to 1,2,0,NA
23,covidsmell_rad,st3questionnaire_data_2022-01-10_1508,keep,,,"A12. Since March 1, 2020, have you had loss of sense of smell and/or taste?","0, No | 1, Yes | 88, DK | 99, Refused",,,,NA,st3questionnaire_data_2022-01-10_1508::covidsmell_rad,India ICEMR DAMaN,covidsmell_rad,int,NA,NA,NA,0 to 99,4,0,NA
24,covidknowledge_rad,st3questionnaire_data_2022-01-10_1508,keep,,,"A13. Have you heard of COVID-19, novel coronavirus, or SARS-CoV-2?","0, No | 1, Yes | 88, DK | 99, Refused",,,,NA,st3questionnaire_data_2022-01-10_1508::covidknowledge_rad,India ICEMR DAMaN,covidknowledge_rad,int,NA,NA,NA,0 to 1,2,0,NA
25,covidselfreport_rad,st3questionnaire_data_2022-01-10_1508,keep,,,"A14. Since March 1, 2020, do you think you have had COVID-19 / novel coronavirus / SARS-CoV-2?","0, No | 1, Yes | 88, DK | 99, Refused",,,,NA,st3questionnaire_data_2022-01-10_1508::covidselfreport_rad,India ICEMR DAMaN,covidselfreport_rad,int,NA,NA,NA,0 to 99,4,0,NA
26,knowmsigns_rad,st3questionnaire_data_2022-01-10_1508,keep,,,B1. Do you know the signs and symptoms of malaria?,"0, No | 1, Yes | 88, DK | 99, Refused",,,,NA,st3questionnaire_data_2022-01-10_1508::knowmsigns_rad,India ICEMR DAMaN,knowmsigns_rad,int,0,NA,NA,0 to 99,4,0,NA
27,msign_fever_yn,st3questionnaire_data_2022-01-10_1508,keep,,,B2.1. Fever mentioned,"1, Yes | 0, No",,,,NA,st3questionnaire_data_2022-01-10_1508::msign_fever_yn,India ICEMR DAMaN,msign_fever_yn,int,NA,NA,NA,0 to 1,2,0,NA
28,msign_headache_yn,st3questionnaire_data_2022-01-10_1508,keep,,,B2.2. Headache mentioned,"1, Yes | 0, No",,,,NA,st3questionnaire_data_2022-01-10_1508::msign_headache_yn,India ICEMR DAMaN,msign_headache_yn,int,NA,NA,NA,0 to 1,2,0,NA
29,msignother_yn,st3questionnaire_data_2022-01-10_1508,keep,,,B2.3. Any other mentioned,"1, Yes | 0, No",,,,NA,st3questionnaire_data_2022-01-10_1508::msignother_yn,India ICEMR DAMaN,msignother_yn,int,NA,NA,NA,0 to 1,2,0,NA
30,msign_ifother,st3questionnaire_data_2022-01-10_1508,keep,,,B2.3.1. Specify other signs or symptoms mentioned,NA,,,,NA,st3questionnaire_data_2022-01-10_1508::msign_ifother,India ICEMR DAMaN,msign_ifother,chr,"Vomiting, nausea",NA,NA,>10 unique values,67,0.953613808,NA
31,mever_rad,st3questionnaire_data_2022-01-10_1508,keep,,,C1. Have you (Has this child) ever been ill with malaria?,"0, No | 1, Yes | 88, DK | 99, Refused",,,,NA,st3questionnaire_data_2022-01-10_1508::mever_rad,India ICEMR DAMaN,mever_rad,int,0,NA,NA,0 to 99,4,0,NA
32,mlasttime,st3questionnaire_data_2022-01-10_1508,keep,,,C2. How long ago was the last time you (this child) had malaria ?,"1,  1 day to 2 months ago |2,  2 to 6 months ago | 3,  6 to 12 months ago | 4,  12 months or more ago | 88,  DK | 99, Refused",,,,NA,st3questionnaire_data_2022-01-10_1508::mlasttime,India ICEMR DAMaN,mlasttime,int,NA,NA,NA,1 to 4,4,0,NA
33,mlasttimetreat_rad,st3questionnaire_data_2022-01-10_1508,keep,,,"C3. The last time you (this child) had malaria, did you seek advice or treatment for malaria from any source?","0, No | 1, Yes | 88, DK | 99, Refused",,,,NA,st3questionnaire_data_2022-01-10_1508::mlasttimetreat_rad,India ICEMR DAMaN,mlasttimetreat_rad,int,NA,NA,NA,0 to 1,2,0,NA
34,mlasttimetreatdays_rad,st3questionnaire_data_2022-01-10_1508,keep,,,C4. How many days after the fever began did you first seek advice or treatment (for this child)?,"1,  less than 24 hours | 2, 24-48 hours | 3, greater than 48 hours | 88, DK | 99, Refused",,,,NA,st3questionnaire_data_2022-01-10_1508::mlasttimetreatdays_rad,India ICEMR DAMaN,mlasttimetreatdays_rad,int,NA,NA,NA,1 to 99,3,0,NA
35,mtest_rad,st3questionnaire_data_2022-01-10_1508,keep,,,C5. Were you (Was this child) tested for malaria?,"0, No | 1, Yes | 88, DK | 99, Refused",,,,NA,st3questionnaire_data_2022-01-10_1508::mtest_rad,India ICEMR DAMaN,mtest_rad,int,NA,NA,NA,1 to 99,2,0,NA
36,mtestpos_rad,st3questionnaire_data_2022-01-10_1508,keep,,,C6. Was the test positive?,"0, No | 1, Yes | 88, DK | 99, Refused",,,,NA,st3questionnaire_data_2022-01-10_1508::mtestpos_rad,India ICEMR DAMaN,mtestpos_rad,int,NA,NA,NA,0 to 1,2,0,NA
37,mtestposyes_rad,st3questionnaire_data_2022-01-10_1508,keep,,,C7.  How soon after the positive test did you (your child) start treatment?,"0, less than 24 hours | 1, 24-48 hours | 2, greater than 48 hours | 8, DK | 9, Ref",,,,NA,st3questionnaire_data_2022-01-10_1508::mtestposyes_rad,India ICEMR DAMaN,mtestposyes_rad,int,NA,NA,NA,0 to 0,1,0,NA
38,covidtested_rad,st3questionnaire_data_2022-01-10_1508,keep,,,C8. Have you been tested for COVID-19 / novel coronavirus / SARS-CoV-2 by a health care provider?,"0, No | 1, Yes | 88, DK | 99, Refused",,,,NA,st3questionnaire_data_2022-01-10_1508::covidtested_rad,India ICEMR DAMaN,covidtested_rad,int,NA,date?,NA,0 to 88,3,0,NA
39,covidtestpos_rad,st3questionnaire_data_2022-01-10_1508,keep,,,C9. Was your COVID-19 / novel coronavirus / SARS-CoV-2 test positive?,"0, No | 1, Yes | 88, DK | 99, Refused",,,,NA,st3questionnaire_data_2022-01-10_1508::covidtestpos_rad,India ICEMR DAMaN,covidtestpos_rad,int,NA,date?,NA,0 to 99,3,0,NA
40,temp_yn,st3questionnaire_data_2022-01-10_1508,keep,,,D1. Was the body temperature taken?,NA,,,,NA,st3questionnaire_data_2022-01-10_1508::temp_yn,India ICEMR DAMaN,temp_yn,int,1,NA,NA,0 to 1,2,0,NA
41,temp,st3questionnaire_data_2022-01-10_1508,keep,,,D1.1. Temperature (F),NA,,,,NA,st3questionnaire_data_2022-01-10_1508::temp,India ICEMR DAMaN,temp,chr,97.3,NA,NA,>10 unique values,92,0.003082139,NA
42,weight_yn,st3questionnaire_data_2022-01-10_1508,keep,,,D2. Was the weight taken?,NA,,,,NA,st3questionnaire_data_2022-01-10_1508::weight_yn,India ICEMR DAMaN,weight_yn,int,1,NA,NA,0 to 1,2,0,NA
43,weight,st3questionnaire_data_2022-01-10_1508,keep,,,D2.1. Weight (kg),NA,,,,NA,st3questionnaire_data_2022-01-10_1508::weight,India ICEMR DAMaN,weight,chr,48.9,NA,NA,>10 unique values,794,0.00354446,NA
44,height_yn,st3questionnaire_data_2022-01-10_1508,keep,,,D3. Was the height taken?,NA,,,,NA,st3questionnaire_data_2022-01-10_1508::height_yn,India ICEMR DAMaN,height_yn,int,1,NA,NA,0 to 1,2,0,NA
45,height,st3questionnaire_data_2022-01-10_1508,keep,,,D3.1. Height (cm),NA,,,,NA,st3questionnaire_data_2022-01-10_1508::height,India ICEMR DAMaN,height,chr,157,NA,NA,>10 unique values,202,0.00354446,NA
46,muarmcir_yn,st3questionnaire_data_2022-01-10_1508,keep,,,D4. Was mid upper arm circumference taken?,NA,,,,NA,st3questionnaire_data_2022-01-10_1508::muarmcir_yn,India ICEMR DAMaN,muarmcir_yn,int,1,NA,NA,0 to 1,2,0,NA
47,muarmcir,st3questionnaire_data_2022-01-10_1508,keep,,,D4.1. Mid upper arm circumference (cm),NA,,,,NA,st3questionnaire_data_2022-01-10_1508::muarmcir,India ICEMR DAMaN,muarmcir,chr,23,NA,NA,>10 unique values,91,0.003852674,NA
48,pregind_rad,st3questionnaire_data_2022-01-10_1508,keep,,,"D5. If the participant is in the fertile age range, ask if she could be pregnant, or record if she is visibly pregnant","0, No | 1, Yes |  88, DK | 99, Refused",,,,NA,st3questionnaire_data_2022-01-10_1508::pregind_rad,India ICEMR DAMaN,pregind_rad,int,NA,NA,NA,0 to 99,4,0,NA
49,pregind_weeks,st3questionnaire_data_2022-01-10_1508,keep,,,D6. How many weeks pregnant?,NA,,,,NA,st3questionnaire_data_2022-01-10_1508::pregind_weeks,India ICEMR DAMaN,pregind_weeks,chr,28,NA,NA,>10 unique values,10,0.997534289,NA
50,proxy_rad,st3questionnaire_data_2022-01-10_1508,keep,,,[Completed by interviewer] Who responded to this survey?,"1, Proxy only | 2, Mostly proxy with some responses from child | 3, Half proxy and half child | 4, Mostly child with some responses from adult",,,,NA,st3questionnaire_data_2022-01-10_1508::proxy_rad,India ICEMR DAMaN,proxy_rad,int,NA,NA,NA,1 to 4,4,0,NA
51,notes,st3questionnaire_data_2022-01-10_1508,discard,,,"Remarks about the interview in general, or about specific questions or answers",NA,,,,NA,st3questionnaire_data_2022-01-10_1508::notes,India ICEMR DAMaN,notes,chr,Good,NA,NA,>10 unique values,17,0.00200339,duplicated variable
52,interviewersig,st3questionnaire_data_2022-01-10_1508,discard,,,Interviewer Name,NA,,,,NA,st3questionnaire_data_2022-01-10_1508::interviewersig,India ICEMR DAMaN,interviewersig,chr,Satya,NA,NA,>10 unique values,25,0.002311604,NA
53,interviewersigdate,st3questionnaire_data_2022-01-10_1508,discard,,,Date,NA,,,,date_dmy,st3questionnaire_data_2022-01-10_1508::interviewersigdate,India ICEMR DAMaN,interviewersigdate,chr,9/5/19,date?,%Y-%m-%d,>10 unique values,105,0.002928032,NA
54,collectorsig,st3questionnaire_data_2022-01-10_1508,discard,,,"Sample collected by
",NA,,,,NA,st3questionnaire_data_2022-01-10_1508::collectorsig,India ICEMR DAMaN,collectorsig,chr,Satya,NA,NA,>10 unique values,32,0.021420866,duplicated variable
55,collectorsigdate,st3questionnaire_data_2022-01-10_1508,discard,,,Date,NA,,,,date_dmy,st3questionnaire_data_2022-01-10_1508::collectorsigdate,India ICEMR DAMaN,collectorsigdate,chr,9/5/19,date?,%Y-%m-%d,>10 unique values,109,0.01618123,duplicated variable
56,premc_complete,st3questionnaire_data_2022-01-10_1508,discard,,,NA,NA,,,,NA,st3questionnaire_data_2022-01-10_1508::premc_complete,India ICEMR DAMaN,premc_complete,int,2,NA,NA,0 to 2,2,0,NA
