"variable","dataFile","codebookDescription","suggested_IRI","suggested_label","parent_in_ontology","parent_IRI","score"
"mv_location_mon","","MONTHS","http://purl.obolibrary.org/obo/EUPATH_0000413","Fever treatment location","Immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0021098","6.599408"
"mv_location_mon","","MONTHS","http://purl.obolibrary.org/obo/EUPATH_0000542","Sample collection location","Sample collection","http://purl.obolibrary.org/obo/OBI_0000659","6.599408"
"mv_location_mon","","MONTHS","http://purl.obolibrary.org/obo/EUPATH_0010112","Hand washing location","Hygiene","http://purl.obolibrary.org/obo/EUPATH_0000686","6.599408"
"mv_location_mon","","MONTHS","http://purl.obolibrary.org/obo/EUPATH_0015400","Age (months)","Observation; Human or Animal","http://purl.obolibrary.org/obo/EUPATH_0000738; http://purl.obolibrary.org/obo/EUPATH_0000612","6.1709123"
"mv_location_mon","","MONTHS","http://purl.obolibrary.org/obo/EUPATH_0010120","Age, matched case (months)","Matched case","http://purl.obolibrary.org/obo/EUPATH_0010002","4.9338555"
"mv_location_mon","","MONTHS","http://purl.obolibrary.org/obo/EUPATH_0010409","Participant under 60 months","Eligibility criteria","http://purl.obolibrary.org/obo/EUPATH_0010036","4.9338555"
"mv_location_mon","","MONTHS","http://purl.obolibrary.org/obo/EUPATH_0023026","Moved in last 12 months","Relocation details","http://purl.obolibrary.org/obo/EUPATH_0023001","4.4843745"
"mv_regularly_move","","2.0 Does your family regularly move to another location during the year?","http://purl.obolibrary.org/obo/EUPATH_0000588","Family move","Household information","http://purl.obolibrary.org/obo/EUPATH_0000087","24.061916"
"mv_regularly_move","","2.0 Does your family regularly move to another location during the year?","http://purl.obolibrary.org/obo/EUPATH_0000375","Plan to move","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","18.928734"
"mv_regularly_move","","2.0 Does your family regularly move to another location during the year?","http://purl.obolibrary.org/obo/MICRO_0000486","Move time","Sample collection","http://purl.obolibrary.org/obo/OBI_0000659","16.423355"
"mv_regularly_move","","2.0 Does your family regularly move to another location during the year?","http://purl.obolibrary.org/obo/EUPATH_0009001","Host relationship to family members","Human or Animal","http://purl.obolibrary.org/obo/EUPATH_0000612","9.095992"
"mv_regularly_move","","2.0 Does your family regularly move to another location during the year?","http://purl.obolibrary.org/obo/EUPATH_0000493","Family ID","Household information","http://purl.obolibrary.org/obo/EUPATH_0000087","7.6385612"
"mv_regularly_move","","2.0 Does your family regularly move to another location during the year?","http://purl.obolibrary.org/obo/EUPATH_0000727","Family income","Income","http://purl.obolibrary.org/obo/EUPATH_0011680","7.6385612"
"mv_regularly_move","","2.0 Does your family regularly move to another location during the year?","http://purl.obolibrary.org/obo/EUPATH_0000381","Kitchen location","Dwelling characteristics","http://purl.obolibrary.org/obo/EUPATH_0000303","7.4267364"
"mv_regularly_move","","2.0 Does your family regularly move to another location during the year?","http://purl.obolibrary.org/obo/EUPATH_0000530","GPS location","Sample collection location","http://purl.obolibrary.org/obo/EUPATH_0000542","7.4267364"
"mv_regularly_move","","2.0 Does your family regularly move to another location during the year?","http://purl.obolibrary.org/obo/GAZ_00000448","Geographic location","Sample source; Household; Sample collection location","http://purl.obolibrary.org/obo/EUPATH_0000611; http://purl.obolibrary.org/obo/PCO_0000024; http://purl.obolibrary.org/obo/EUPATH_0000542","7.4267364"
"mv_regularly_move","","2.0 Does your family regularly move to another location during the year?","http://purl.obolibrary.org/obo/EUPATH_0010177","Amount offered to eat during diarrheal episode","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","6.9385195"
"mv_leave_month","","2.1 What month does your family usually leave this location?","http://purl.obolibrary.org/obo/EUPATH_0010369","Enrollment month","Participant study details","http://purl.obolibrary.org/obo/EUPATH_0000307","12.2009"
"mv_leave_month","","2.1 What month does your family usually leave this location?","http://purl.obolibrary.org/obo/EUPATH_0000387","Traveled in last month","Travel details","http://purl.obolibrary.org/obo/EUPATH_0000340","9.755037"
"mv_leave_month","","2.1 What month does your family usually leave this location?","http://purl.obolibrary.org/obo/EUPATH_0000585","Child's diet (by month)","Human or Animal","http://purl.obolibrary.org/obo/EUPATH_0000612","9.755037"
"mv_leave_month","","2.1 What month does your family usually leave this location?","http://purl.obolibrary.org/obo/EUPATH_0023027","Moved in last month","Relocation details","http://purl.obolibrary.org/obo/EUPATH_0023001","9.755037"
"mv_leave_month","","2.1 What month does your family usually leave this location?","http://purl.obolibrary.org/obo/EUPATH_0011851","Target month for sample collection","Sample collection","http://purl.obolibrary.org/obo/OBI_0000659","8.86634"
"mv_leave_month","","2.1 What month does your family usually leave this location?","http://purl.obolibrary.org/obo/EUPATH_0023043","State visited in last month","Travel details","http://purl.obolibrary.org/obo/EUPATH_0000340","8.86634"
"mv_leave_month","","2.1 What month does your family usually leave this location?","http://purl.obolibrary.org/obo/EUPATH_0000358","Additional job in the past month","Employment","http://purl.obolibrary.org/obo/EUPATH_0000342","8.126044"
"mv_leave_month","","2.1 What month does your family usually leave this location?","http://purl.obolibrary.org/obo/EUPATH_0011122","Target month for surveillance data collection","Observation details","http://purl.obolibrary.org/obo/EUPATH_0000310","8.126044"
"mv_leave_month","","2.1 What month does your family usually leave this location?","http://purl.obolibrary.org/obo/EUPATH_0011135","Went 24hrs without food last month","Food security","http://purl.obolibrary.org/obo/EUPATH_0011683","8.126044"
"mv_leave_month","","2.1 What month does your family usually leave this location?","http://purl.obolibrary.org/obo/EUPATH_0011136","Ate foods not wanted last month","Food security","http://purl.obolibrary.org/obo/EUPATH_0011683","8.126044"
"mv_return_month","","2.2 What month does your family usually return to this location?","http://purl.obolibrary.org/obo/EUPATH_0010369","Enrollment month","Participant study details","http://purl.obolibrary.org/obo/EUPATH_0000307","12.2009"
"mv_return_month","","2.2 What month does your family usually return to this location?","http://purl.obolibrary.org/obo/EUPATH_0011139","Went to sleep hungry last month","Food security","http://purl.obolibrary.org/obo/EUPATH_0011683","11.375131"
"mv_return_month","","2.2 What month does your family usually return to this location?","http://purl.obolibrary.org/obo/EUPATH_0000387","Traveled in last month","Travel details","http://purl.obolibrary.org/obo/EUPATH_0000340","9.755037"
"mv_return_month","","2.2 What month does your family usually return to this location?","http://purl.obolibrary.org/obo/EUPATH_0000585","Child's diet (by month)","Human or Animal","http://purl.obolibrary.org/obo/EUPATH_0000612","9.755037"
"mv_return_month","","2.2 What month does your family usually return to this location?","http://purl.obolibrary.org/obo/EUPATH_0023027","Moved in last month","Relocation details","http://purl.obolibrary.org/obo/EUPATH_0023001","9.755037"
"mv_return_month","","2.2 What month does your family usually return to this location?","http://purl.obolibrary.org/obo/EUPATH_0011137","Not able to eat preferred foods last month","Food security","http://purl.obolibrary.org/obo/EUPATH_0011683","9.747412"
"mv_return_month","","2.2 What month does your family usually return to this location?","http://purl.obolibrary.org/obo/EUPATH_0009001","Host relationship to family members","Human or Animal","http://purl.obolibrary.org/obo/EUPATH_0000612","9.095992"
"mv_return_month","","2.2 What month does your family usually return to this location?","http://purl.obolibrary.org/obo/EUPATH_0011851","Target month for sample collection","Sample collection","http://purl.obolibrary.org/obo/OBI_0000659","8.86634"
"mv_return_month","","2.2 What month does your family usually return to this location?","http://purl.obolibrary.org/obo/EUPATH_0023043","State visited in last month","Travel details","http://purl.obolibrary.org/obo/EUPATH_0000340","8.86634"
"mv_return_month","","2.2 What month does your family usually return to this location?","http://purl.obolibrary.org/obo/EUPATH_0011138","Ate fewer meals due to lack of food last month","Food security","http://purl.obolibrary.org/obo/EUPATH_0011683","8.527214"
"mv_reason___1","","2.3 What is the reason for moving? (Mark all responses)1. Farming","http://purl.obolibrary.org/obo/EUPATH_0000208","Reason for withdrawal","Participant study details","http://purl.obolibrary.org/obo/EUPATH_0000307","17.441778"
"mv_reason___1","","2.3 What is the reason for moving? (Mark all responses)1. Farming","http://purl.obolibrary.org/obo/EUPATH_0022057","Reason for sample collection","Sample collection","http://purl.obolibrary.org/obo/OBI_0000659","15.693537"
"mv_reason___1","","2.3 What is the reason for moving? (Mark all responses)1. Farming","http://purl.obolibrary.org/obo/EUPATH_0022058","Other reason for sample collection","Sample collection","http://purl.obolibrary.org/obo/OBI_0000659","14.263834"
"mv_reason___1","","2.3 What is the reason for moving? (Mark all responses)1. Farming","http://purl.obolibrary.org/obo/EUPATH_0010300","Reason not evaluated after rehydration","Rehydration therapy","http://purl.obolibrary.org/obo/EUPATH_0010024","11.101817"
"mv_reason___1","","2.3 What is the reason for moving? (Mark all responses)1. Farming","http://purl.obolibrary.org/obo/EUPATH_0010062","Reason follow-up interview not conducted","Observation details","http://purl.obolibrary.org/obo/EUPATH_0000310","10.17487"
"mv_reason___1","","2.3 What is the reason for moving? (Mark all responses)1. Farming","http://purl.obolibrary.org/obo/EUPATH_0011276","Alpha-1-antitrypsin (mg/g)","Stool intestinal inflammation test","http://purl.obolibrary.org/obo/EUPATH_0011748","9.7424965"
"mv_reason___1","","2.3 What is the reason for moving? (Mark all responses)1. Farming","http://purl.obolibrary.org/obo/EUPATH_0000532","Immune responses","Availability of molecular data","http://purl.obolibrary.org/obo/EUPATH_0000513","9.28605"
"mv_reason___1","","2.3 What is the reason for moving? (Mark all responses)1. Farming","http://purl.obolibrary.org/obo/EUPATH_0015441","Shigella dysenteriae serotype 1, by bacteriology","Shigella dysenteriae","http://purl.obolibrary.org/obo/NCBITaxon_622","8.929046"
"mv_reason___1","","2.3 What is the reason for moving? (Mark all responses)1. Farming","http://purl.obolibrary.org/obo/EUPATH_0010052","All forms complete for all Good Pair members","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","8.706325"
"mv_reason___1","","2.3 What is the reason for moving? (Mark all responses)1. Farming","http://purl.obolibrary.org/obo/EUPATH_0000647","Blood alpha-1-acid glycoprotein (mg/dL)","Blood test","http://purl.obolibrary.org/obo/EUPATH_0011795","8.240968"
"mv_reason___2","","2.3 What is the reason for moving? (Mark all responses)2. Fishing","http://purl.obolibrary.org/obo/EUPATH_0000208","Reason for withdrawal","Participant study details","http://purl.obolibrary.org/obo/EUPATH_0000307","17.441778"
"mv_reason___2","","2.3 What is the reason for moving? (Mark all responses)2. Fishing","http://purl.obolibrary.org/obo/EUPATH_0022057","Reason for sample collection","Sample collection","http://purl.obolibrary.org/obo/OBI_0000659","15.693537"
"mv_reason___2","","2.3 What is the reason for moving? (Mark all responses)2. Fishing","http://purl.obolibrary.org/obo/EUPATH_0022058","Other reason for sample collection","Sample collection","http://purl.obolibrary.org/obo/OBI_0000659","14.263834"
"mv_reason___2","","2.3 What is the reason for moving? (Mark all responses)2. Fishing","http://purl.obolibrary.org/obo/EUPATH_0010300","Reason not evaluated after rehydration","Rehydration therapy","http://purl.obolibrary.org/obo/EUPATH_0010024","11.101817"
"mv_reason___2","","2.3 What is the reason for moving? (Mark all responses)2. Fishing","http://purl.obolibrary.org/obo/EUPATH_0015428","1st day of diarrhea in the past 2 weeks","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","10.509114"
"mv_reason___2","","2.3 What is the reason for moving? (Mark all responses)2. Fishing","http://purl.obolibrary.org/obo/EUPATH_0015433","Last day of diarrhea in the past 2 weeks","Diarrheal episodes","http://purl.obolibrary.org/obo/EUPATH_0010016","10.509114"
"mv_reason___2","","2.3 What is the reason for moving? (Mark all responses)2. Fishing","http://purl.obolibrary.org/obo/EUPATH_0010062","Reason follow-up interview not conducted","Observation details","http://purl.obolibrary.org/obo/EUPATH_0000310","10.17487"
"mv_reason___2","","2.3 What is the reason for moving? (Mark all responses)2. Fishing","http://purl.obolibrary.org/obo/EUPATH_0022030","Traveled in the 2 weeks before most recent malaria episode","Clinical history","http://purl.obolibrary.org/obo/OGMS_0000015","9.851339"
"mv_reason___2","","2.3 What is the reason for moving? (Mark all responses)2. Fishing","http://purl.obolibrary.org/obo/EUPATH_0000450","Traveled in last 2 weeks","Travel details","http://purl.obolibrary.org/obo/EUPATH_0000340","9.7424965"
"mv_reason___2","","2.3 What is the reason for moving? (Mark all responses)2. Fishing","http://purl.obolibrary.org/obo/EUPATH_0021096","Fever in last 2 weeks","Immediate clinical history","http://purl.obolibrary.org/obo/EUPATH_0021098","9.7424965"
"mv_reason___3","","2.3 What is the reason for moving? (Mark all responses)3. Work on tea plantations","http://purl.obolibrary.org/obo/EUPATH_0000208","Reason for withdrawal","Participant study details","http://purl.obolibrary.org/obo/EUPATH_0000307","17.441778"
"mv_reason___3","","2.3 What is the reason for moving? (Mark all responses)3. Work on tea plantations","http://purl.obolibrary.org/obo/EUPATH_0022057","Reason for sample collection","Sample collection","http://purl.obolibrary.org/obo/OBI_0000659","15.693537"
"mv_reason___3","","2.3 What is the reason for moving? (Mark all responses)3. Work on tea plantations","http://purl.obolibrary.org/obo/EUPATH_0022058","Other reason for sample collection","Sample collection","http://purl.obolibrary.org/obo/OBI_0000659","14.263834"
"mv_reason___3","","2.3 What is the reason for moving? (Mark all responses)3. Work on tea plantations","http://purl.obolibrary.org/obo/EUPATH_0011275","Results from all 3 intestinal inflammation tests available","Stool intestinal inflammation test","http://purl.obolibrary.org/obo/EUPATH_0011748","13.144342"
"mv_reason___3","","2.3 What is the reason for moving? (Mark all responses)3. Work on tea plantations","http://purl.obolibrary.org/obo/EUPATH_0010300","Reason not evaluated after rehydration","Rehydration therapy","http://purl.obolibrary.org/obo/EUPATH_0010024","11.101817"
"mv_reason___3","","2.3 What is the reason for moving? (Mark all responses)3. Work on tea plantations","http://purl.obolibrary.org/obo/EUPATH_0010062","Reason follow-up interview not conducted","Observation details","http://purl.obolibrary.org/obo/EUPATH_0000310","10.17487"
"mv_reason___3","","2.3 What is the reason for moving? (Mark all responses)3. Work on tea plantations","http://purl.obolibrary.org/obo/EUPATH_0015060","Vomiting 3 or more times per day","Symptoms since illness began","http://purl.obolibrary.org/obo/EUPATH_0010357","9.703607"
"mv_reason___3","","2.3 What is the reason for moving? (Mark all responses)3. Work on tea plantations","http://purl.obolibrary.org/obo/EUPATH_0015186","Vomiting 3 or more times per day","Symptoms in the last 7 days","http://purl.obolibrary.org/obo/EUPATH_0010356","9.703607"
"mv_reason___3","","2.3 What is the reason for moving? (Mark all responses)3. Work on tea plantations","http://purl.obolibrary.org/obo/EUPATH_0000532","Immune responses","Availability of molecular data","http://purl.obolibrary.org/obo/EUPATH_0000513","9.28605"
"mv_reason___3","","2.3 What is the reason for moving? (Mark all responses)3. Work on tea plantations","http://purl.obolibrary.org/obo/EUPATH_0010052","All forms complete for all Good Pair members","Administrative information","http://purl.obolibrary.org/obo/EUPATH_0010035","8.706325"
"mv_reason___4","","2.3 What is the reason for moving? (Mark all responses)4. Other work","http://purl.obolibrary.org/obo/EUPATH_0022058","Other reason for sample collection","Sample collection","http://purl.obolibrary.org/obo/OBI_0000659","17.56061"
"mv_reason___4","","2.3 What is the reason for moving? (Mark all responses)4. Other work","http://purl.obolibrary.org/obo/EUPATH_0000208","Reason for withdrawal","Participant study details","http://purl.obolibrary.org/obo/EUPATH_0000307","17.441778"
"mv_reason___4","","2.3 What is the reason for moving? (Mark all responses)4. Other work","http://purl.obolibrary.org/obo/EUPATH_0022057","Reason for sample collection","Sample collection","http://purl.obolibrary.org/obo/OBI_0000659","15.693537"
"mv_reason___4","","2.3 What is the reason for moving? (Mark all responses)4. Other work","http://purl.obolibrary.org/obo/EUPATH_0010300","Reason not evaluated after rehydration","Rehydration therapy","http://purl.obolibrary.org/obo/EUPATH_0010024","11.101817"
"mv_reason___4","","2.3 What is the reason for moving? (Mark all responses)4. Other work","http://purl.obolibrary.org/obo/EUPATH_0010062","Reason follow-up interview not conducted","Observation details","http://purl.obolibrary.org/obo/EUPATH_0000310","10.17487"
"mv_reason___4","","2.3 What is the reason for moving? (Mark all responses)4. Other work","http://purl.obolibrary.org/obo/EUPATH_0011867","Norovirus GII.4 Ct value, by TAC result","Raw virus data","http://purl.obolibrary.org/obo/EUPATH_0011844","9.8600645"
"mv_reason___4","","2.3 What is the reason for moving? (Mark all responses)4. Other work","http://purl.obolibrary.org/obo/EUPATH_0000532","Immune responses","Availability of molecular data","http://purl.obolibrary.org/obo/EUPATH_0000513","9.28605"
